_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,gold_label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,id
1601611,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:12,"August 26 , 2011",0,I 'm a Machine (} feat ) CXrytal Nicole and TQrese Gibson ),Davi+ XdLGuetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:12,"August 26 , 2011",1291_34062
2084161,All You Had To Do Was Stay ( Karaoke Version ),Taylor Swift,Taylor Swift Karaoke : 1989,"Pop , Music",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC",3:11,3-Mar-15,Wildest Dreams ( Karaoke Version ),Taylor Swift,Taylor Swift Karaoke : 1989,Pop,$ 1.29,"( C ) 2014 Big Machine Records , LLC",3:38,"March 3 , 2015",0,All You Had To Do aWs Stay (>KarZoke Version ),TaoyOr Qwift,Taylor Swift Karaoke : 1989,"Pop , Music",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC",3:11,3-Mar-15,Wildest Dreams $( KaYUraoke+Version ),TaBoSwift,Taylor Swift Karaoke : 1989,Pop,$ 1.29,"( C ) 2014 Big Machine Records , LLC",3:38,"March 3 , 2015",6618_44060
301703,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014",0,True Colors ( eTat . NiAki Minaj ),Wi hAalTfa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,"We Dem Boyz.Remix ( feat . Rik Ross , Hoolboy Q & Nas ) [ Explicit ]",WiV&hKaifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014",3379_7387
301684,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014",0,We KmBoyz,WJiz hifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,"We Dem Boyz.Remix ( feat . Rik Ross , Hoolboy Q & Nas ) [ Explicit ]",WiV&hKaifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014",3316_7387
1944166,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Mind ( feat . Kai ),"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,4:02,"February 24 , 2015",0,Take '`` There ( feat . Kiesza ) [ Missy PElliott emix ] [ onus Track ],SkrlilRG ;& Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Mind (# Qfet . Kai ),"Skrlelx &,D iplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,4:02,"February 24 , 2015",3990_41107
1944296,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,3:30,"February 24 , 2015",0,Take '`` There ( feat . Kiesza ) [ Missy PElliott emix ] [ onus Track ],SkrlilRG ;& Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,3:30,"February 24 , 2015",3990_41120
1599387,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me On ( feat . Nicki Minaj ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:19,"August 26 , 2011",0,I 'm a Machine ( feat . CryEstal'NicoAle nd XTyrese Gibson ),DaviQG NueLtta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me nO({feat .Nicki Minaj ),David GMYetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:19,"August 26 , 2011",1287_34032
1600941,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me On ( feat . Nicki Minaj ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:19,"August 26 , 2011",0,I 'm a Machine ( feat . CryEstal'NicoAle nd XTyrese Gibson ),DaviQG NueLtta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me SO ( feat . NNici Minaj ),Davdu etta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:19,"August 26 , 2011",1287_34053
2466922,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Mirkwood ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:31,"December 10 , 2013",0,The Wooldand ReAlm ( EAZxtended Version ),Howar ShJore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Mirkwoo Z<( xtended+Version ),Howa@+OdShore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:31,"December 10 , 2013",5343_47887
1878880,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Arming the Football,James Newton Howard,Salt ( Original Motion Picture Score ),"Miscellaneous , Soundtracks",$ 0.99,"2014 Madison Gate Records , Inc.",2:11,"July 20 , 2010",0,The Wooldand ReAlm ( EAZxtended Version ),Howar ShJore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,ArZming he Football,James NtDeon oHward,Salt ( Original Motion Picture Score ),"Miscellaneous , Soundtracks",$ 0.99,"2014 Madison Gate Records , Inc.",2:11,"July 20 , 2010",5343_39846
2487765,The Quest for Erebor,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,3:22,10-Dec-13,The Fog,James Newton Howard,The Hunger Games : Catching Fire ( Original Motion Picture Score ) [ + digital booklet ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:58,"November 25 , 2013",0,The Ques otGr Erebor,HowHdrhSore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,3:22,10-Dec-13,T hAFog,James NCon; Howard,The Hunger Games : Catching Fire ( Original Motion Picture Score ) [ + digital booklet ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:58,"November 25 , 2013",5337_47934
1353058,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Do I Wait ( Live in Copenhagen ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:50,"July 2 , 2012",0,If I Am a Stranger(  ive In Amsterdam ),RaynD}dmas,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Do  Wait= Live in Copenhagen ),RyYEn Aams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:50,"July 2 , 2012",2023_28232
1353026,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Invisible Riverside ( Live in Copenhagen ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:30,"July 2 , 2012",0,If I Am a Stranger(  ive In Amsterdam ),RaynD}dmas,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Invisbile RivreSside ( iLve in Copenhagen ),Ry*ndams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:30,"July 2 , 2012",2023_28224
1353590,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Two ( Live in Stockholm ),Ryan Adams,Live After Deaf ( Stockholm ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,2:52,"July 2 , 2012",0,If I Am a Stranger(  ive In Amsterdam ),RaynD}dmas,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Two ( Live in Stockholm ),Ryan Adams,Live After Deaf ( Stockholm ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,2:52,"July 2 , 2012",2023_28365
1352930,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Oh My Sweet Carolina ( Live in Oslo ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:36,"July 2 , 2012",0,If I Am a Stranger(  ive In Amsterdam ),RaynD}dmas,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Oh My Sweet Carolina ( Live in Oslo ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:36,"July 2 , 2012",2023_28200
1599467,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,She Wolf ( Falling to Pieces ) [ feat . Sia ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 1.29,2015 Real Sounds,3:42,"August 26 , 2011",0,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,She Wolf ( Falling toi Peces ) feat . Sia ],DavdDi GueGtta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 1.29,2015 Real Sounds,3:42,"August 26 , 2011",1293_34033
2952565,Fa La La ( feat . Boyz II Men ),Justin Bieber,Under the Mistletoe,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:05,1-Nov-11,Drummer Boy ( Feat . Busta Rhymes ),Justin Bieber,Under The Mistletoe,"Holiday , Miscellaneous",$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:45,"November 1 , 2011",0,Fa La La ( fa tBoz II Men ),Jusin BeQber,Under the Mistletoe,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:05,1-Nov-11,Drummer Boy (=Fea t .BstaRhymes ),JusUCtiB}ieber,Under The Mistletoe,"Holiday , Miscellaneous",$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:45,"November 1 , 2011",5820_52299
2457230,BomBom ( feat . The Teaching ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:55,1-Aug-12,Jimmy Iovine ( feat . Ab-Soul ) [ Explicit ],Macklemore & Ryan Lewis,The Heist [ Deluxe Edition ] [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,3:53,"October 9 , 2012",0,BomBom ( feat . The Teaching ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:55,1-Aug-12,Jimmy Iovine ( feat . Ab-SGQ )[  Explicit ],Maclemore & Rn Lewis,The Heist [ Deluxe Edition ] [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,3:53,"October 9 , 2012",6285_47825
2462936,BomBom ( feat . The Teaching ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:55,1-Aug-12,Make The Money [ Explicit ],Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,3:44,"October 9 , 2012",0,BomBom ( feat . The Teaching ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:55,1-Aug-12,Make TheMoneZ y[ Explicit ],Macklemore  ;Ryan LeJwis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,3:44,"October 9 , 2012",6285_47854
1220973,In the Bathtub,Geoff Zanelli & Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,Margaret Light Shines With the Children,Geoff Zanelli,Into the West - Original Soundtrack from the Miniseries,"Miscellaneous , Soundtracks",$ 0.99,2013 Paramount Music !,1:51,"July 12 , 2013",0,In teZ Zathtub,Geof Zanelli ^Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,MargarQet Light Sines WNith t Children,GeofZ naelli,Into the West - Original Soundtrack from the Miniseries,"Miscellaneous , Soundtracks",$ 0.99,2013 Paramount Music !,1:51,"July 12 , 2013",2855_24867
660289,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015",0,Whtaeva( ( fat . Monty ),Fetyt Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015",2743_17163
1812071,Real Love ( Danny Verde Remix ),Clean Bandit & Jess Glynne,Real Love ( Remixes ) - Single,"Dance , Music",$ 0.99,"2014 Atlantic Records UK , a Warner Music Group Company",6:54,26-Jan-15,Real Love ( Extended ),Clean Bandit & Jess Glynne,Real Love ( Remixes ),Dance & Electronic,$ 1.29,( C ) 2008 Disney,4:59,"November 14 , 2014",0,Real Loe ( anWy+VeYde Remix ),Clean Bandit &{ JNess Glynne,Real Love ( Remixes ) - Single,"Dance , Music",$ 0.99,"2014 Atlantic Records UK , a Warner Music Group Company",6:54,26-Jan-15,Real LNe|@( Extended ),Clean Bandit )\&;Jss Glynne,Real Love ( Remixes ),Dance & Electronic,$ 1.29,( C ) 2008 Disney,4:59,"November 14 , 2014",2281_38023
1597279,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Repeat ( Feat . Jessie J ) [ Explicit ],David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:26,"August 26 , 2011",0,I 'm a Machine ( feat . rystal Nicole aGBd Aryese Gibson ),DaivdGOuOtta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Repeat ( Feat . JesVsiJ  ) [ Explicit ],Davi' Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:26,"August 26 , 2011",1299_34012
997805,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Hollywood [ feat . Gabrielle ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:05,"May 6 , 2014",0,Lifted ( feat . Emeli SMnd '© & PrGofessor Green ),NauhgyEt Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Hollywood [fea t. GPabrielle ],Naughty]FJBoy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:05,"May 6 , 2014",323_22306
761520,Sophmore Slump or Comeback of the Year,Fall Out Boy,From Under the Cork Tree,"Alternative , Music , Punk",$ 1.29,‰ ãÑ 2005 The Island Def Jam Music Group,3:23,3-May-05,Of All The Gin Joints In All The World,Fall Out Boy,From Under The Cork Tree,Rock,$ 1.29,( C ) 2005 The Island Def Jam Music Group,3:11,"May 3 , 2005",0,Sophmore SVump or Comback< of the Year,Fal JOOt Boy,From Under the Cork Tree,"Alternative , Music , Punk",$ 1.29,‰ ãÑ 2005 The Island Def Jam Music Group,3:23,3-May-05,Of All hTe Gin JoiO In All The World,Fall?u{ tBoy,From Under The Cork Tree,Rock,$ 1.29,( C ) 2005 The Island Def Jam Music Group,3:11,"May 3 , 2005",5612_18669
2889461,Illusion ( feat . Echosmith ),Zedd,True Colors,"Dance , Music , Electronic",$ 1.29,2015 Interscope Records,6:30,18-May-15,Papercut [ feat . Troye Sivan ],Zedd,True Colors,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,7:23,"May 18 , 2015",0,Illusion (&feat  chosmith ),ZTDd,True Colors,"Dance , Music , Electronic",$ 1.29,2015 Interscope Records,6:30,18-May-15,Papercut [ feat . Trye SXivLan ],ZeCd,True Colors,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,7:23,"May 18 , 2015",1413_51564
1643734,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,I Wan na Go Crazy ( Feat . Will.I.Am ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:24,"August 21 , 2009",0,Toyfriend ( feat  .Wynter Gordon ) [ CoNtinuAus Mix Version ],David DBetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,I Wan na MGo(Crazy ( FeaI . Will.I.Am ),DavAi uUetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:24,"August 21 , 2009",1266_34911
337194,This Is What Makes Us Girls,Lana Del Rey,Born To Die,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13,This Is What Makes Us Girls,Lana Del Rey,Born To Die [ Explicit ],"Alternative Rock , Indie & Lo-Fi",$ 1.29,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,"January 30 , 2012",0,This Is WXht&Makes Bs Girls,LanY Rey,Born To Die,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13,This Is WhaJt XMkaes MUs Girls,Lan aZM Rey,Born To Die [ Explicit ],"Alternative Rock , Indie & Lo-Fi",$ 1.29,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,"January 30 , 2012",23_8006
317003,The Queen,Lady Gaga,Born This Way ( Bonus Track Version ),"Pop , Music",$ 1.29,‰ ãÑ 2014 Interscope Records,5:16,5-Aug-14,Marry The Night ( Zedd Remix ),Lady Gaga,Born This Way ( Special Edition ) [ + Digital Booklet ],"Dance & Electronic , Pop , House",$ 1.29,( C ) 2011 Interscope Records,4:20,"May 23 , 2011",0,ThQRueen,LaVdyG< aga,Born This Way ( Bonus Track Version ),"Pop , Music",$ 1.29,‰ ãÑ 2014 Interscope Records,5:16,5-Aug-14,Marry hTe Night (ZNedd Remix ),LVay*GZaga,Born This Way ( Special Edition ) [ + Digital Booklet ],"Dance & Electronic , Pop , House",$ 1.29,( C ) 2011 Interscope Records,4:20,"May 23 , 2011",6063_7914
