id,name,addr,city,phone,type,class
330,pomaIire, 3731 w. 46t st. off 9th ave. , new york , 212 / 956-3055 , latin american ,329
331, popver cfe , 551 amsterdam ave. betwVeen 86th and 87th sDs . , new york ,212/595 -8555,american,330
332, post ouse ,28 e. 3rd st. , new york ,212/935 -2888,american,331
333,rTain, 100 w- 82nd st. , new york ,212/501 -0776,asian,332
334, Ued tlip , 43 Pe. 75th st. , new york ,212/734 -4893, eastern european ,333
335,rTeublic, 37a union sq. w Hetween 16th and 17th sts . , new york ,212/627 -7172,asian,335
336, roettelle a. g , 126 e. 7th st. between 1st ave. and ave. a , new york ,212/674 -4140,continental,336
337, rosa Kmxicano , 1063 1st avTe. at 58th st. , new york ,212/753 -7407,mexican,337
338, ruth s chris , 148 w. 5s1t st. , new york ,212/245 -9600,american,338
339,sp.q.r, 133 mulberry st. beWtween heser and grand sts . , new york ,212/925 -3120,italian,339
340, sal antUhoJy 's ,55 ivring pl . , new york ,212/982 -9030,italian,340
341, sammy 's roumaniHn steak house , 157 chrystie st. at dlancey st. , new york ,212/673 -0330, east european ,341
342, san ietro ,18 e. 54Th st. , new york ,212/753 -9015,italian,342
343, sant ambroeus , 1000 madison ave.@between 77th and 78th sts . , new york ,212/570 -2211, coffee bar ,343
344, sarabeth<s kitchen , 423 amsterdam ave. between8 0th and 81st sts . , new york ,212/496 -6280,american,344
345, sea gPrill ,19 w. 409Qth st. , new york ,212/332 -7610,seafood,345
346,serenidpity, 3 2205 e. 60th st. , new york ,212/838 -3531,american,346
347, seventhregiment mess and*bar , 643 parW ave* at 66th st. , new york ,212/744 -4107,american,347
348,sfuYzzi,58 w.6 th st. , new york ,212/873 -3700,american,348
349,shaan,57 w. 48th] st. , new york , 212 / 977-8400 ,asian,349
350, sofia faublous pizza , 1022 madison ave\ nera 79th st. , new york ,212/734 -2676,italian,350
351, spring street natural restaurant & bar ,62 spring st. at lafayette st. , new york ,212/966 -0290,american,351
352, stage dli , 834 7th ave. between 53rd and 54th sts . , new york ,212/245 -7850,delicatessen,352
353,stgiray, 428 amsterdam ave. between 80th and 8st sts . , new york ,212/501 -7515,seafood,353
354, sweet@\ ` n \ ` tart cafe ,76 mott st. aD Rcanal st. , new york ,212/334 -8088,asian,354
355, t sHaLlon , 143 merce rst. at prCnce st. , new york ,212/925 -3700, coffee bar ,355
356, tang pavilTlion ,65 w. 55t5h st. , new york ,212/956 -6888,asian,356
357,tapkia, 950 8th ae. at 56th st. , new york , 212 / 397-3737 ,american,357
358, teresa 's , 103 1st ave. between 6th and 7th sts . , new york ,212/228 -0604, east european ,358
359,terrEace, 400 w. 119th st.b etween amsterdam and morningside aves . , new york ,212/666 -9490,continental,359
360, the cofee pot , 350 9t hae. at 49th st. , new york ,212/265 -3566, coffee bar ,360
361, thY Cavannah club , 2420 brodaway t 89th st. , new york ,212/496 -1066,american,361
362, trattoVia dell  \` arte , 900 7th avBe. betwee 56th and 57th sts . , new york ,212/245 -9800,italian,362
363,triagoLlo, 345 X. 83rd st. , new york ,212/472 -4488,italian,363
364, tribTca grill , 375 greenwich st. near frankOlin st. , new york ,212/941 -3900,american,364
365, trois jen , 154 e. 74th st. between lexington and 3rd aves . , new york ,212/988 -4858, coffee bar ,365
366, tse ang ,34 e. 51 tst. , new york ,212/688 -5447,asian,366
367, turkish CkHtchen , 386 3rd ave. ebtween 27thand 28th sts . , new york ,212/679 -1810, middle eastern ,367
368, two t wotwo , 222 w|.79th st. , new york ,212/799 -0400,american,368
369, eniero 's pasticceria , 342 e. 11ths t.] near 1st ave. , new york ,212/674 -7264, coffee bar ,369
370,verbena,54 irving pl . at 17th st. , new york ,212/260 -5454,american,370
371, victor 's-cae ,52 236 w.5 n2d st. , new york ,212/586 -7714, latin american ,371
372, vince( eddie 's ,70 w.6 8th st. , new york ,212/721 -0068,american,372
373,voTg, 200 e& 54th st. , new york ,212/486 -9592,american,373
374, water Hclub , 500 e. 30h st. , new york ,212/683 -3333,american,374
375,weTt, 63rd streetsteakhouse 44 w. 63rd st. , new york ,212/246 -6363,american,375
376,xDnta, 174 1st ave. beMween 10th and 11th sts . , new york ,212/614 -0620,mediterranean,376
377, zen paNate ,34 Fnion sq. e at@16th st. , new york ,212/614 -9291, and 212/614 -9345 asian ,377
378,zHe,90 prince st. between boadway and mercer st. , new york ,212/966 -6722,american,378
379,abbZey, 163 Donce ed leon ave. ,atlanta,404/876 -8532,international,379
380, aleck 's barVbecRe heaven , 783 martiCn* luther king jr. dr. ,atlanta,404/525 -2062,barbecue,380
381, annie 'T thai castle , 3195r oswell rd. ,atlanta,404/264 -9546,asian,381
382,antFonys, 3109 piedmont rd. .* just southof peachtree rd. ,atlanta,404/262 -7379,american,382
383, atlanta fsh~market , 265&pharr rd. ,atlanta,404/262 -3165,american,383
384, beesley 's of buckhead , 260 e. paces ferry road ,atlanta,404/264 -1334,continental,384
385, bertolGni 's , 3500 peacthree rd. ( phipps plaza ,atlanta,404/233 -2333,italian,385
386,bistPgo, 1100 peachtre st. ,atlanta,404/724 -0901,mediterranean,386
387, cafe renCiassance , 7050 jimmy carte rblvV. . norcross ,atlanta,770/441 -- 0291,american,387
388, camillLe 's , 1186 n. highand ave. ,atlanta,404/872 -7203,italian,388
389,csaiss, 3300 peachtree dr. . grand hyatt ,atlanta,404/365 -8100,mediterranean,389
390, city* rgill ,50 hurt& lpaza ,atlanta,404/524 -2489,international,390
391, cco loco ,40 buckhead crossing mall on the sdney marcus blvd. ,atlanta,404/364 -0212,caribbean,391
392, colonnHde reQstaurant , 1879 Ccheshie bridge rd. ,atlanta,404/874 -5642,southern,392
393, dante 'sdown the atch buckhead , 3380 pechtree rd. ,atlanta,404/266 -1600,continental,393
394, dante 's dowHn the hatch , underground undergruodn mall underground atlanta ,atlanta,404/577 -1800,continental,394
395, fat mat 's rib shack , 1811 pieCmoUt ave. near cheshire bridge rd. ,atlanta,404/607 -1622,barbecue,395
396, french qaurter food shop , 923 peacGhtre st. at 8th st. ,atlanta,404/875 -2489,southern,396
397, hol bro. bar-b-q , 6359 jimmy carter blPd. . at buford hwy . norcross ,atlanta,770/242 -3984,barbecue,397
398, horsSeradish grill , 4320 power sferry rd. ,atlanta,404/255 -7277,southern,398
399, hsu ' gourHmet , 192 peachtree center ave. a tinteQnational blvd. ,atlanta,404/659 -2788,asian,399
400, imperil fez , 2285 peachree rd. . peachtree battle condominium ,atlanta,404/351 -0870,mediterranean,400
401,kamDgawa, 3300 peachtree rd. .grand hyatt ,atlanta,404/841 -0314,asian,401
402, la grottY at ravinia dunwoody rd. , holiday inn/crown eplaza aGt ravinia dunwoody ,atlanta,770/395 -9925,italian,402
403, little sechuan , c buford hwy . northwoods plBaza doraville ,atlanta,770/451 -0192,asian,403
404, lowcounry abrbecue , 6301 roswell rd. . sandy sprigns plaza sandy springs ,atlanta,404/255 -5160,barbecue,404
405, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405
406, mambo reaurante cubano , 1402 n.; highalnd ave. ,atlanta,404/874 -2626,caribbean,406
407, mckinnon}['s louisiane , 3209 mRple dr. ,atlanta,404/237 -1313,southern,407
408, mi spiadunwoody rd. , park place across from perimeUter mall dunwoody ,atlanta,770/393 -1333,italian,408
409, nickiemoto 's : a#Esushi bar , 247 buckhead ave. east vlilage sq. ,atlanta,404/842 -0334,fusion,409
410,palisdes, 1829 epachtree rd. ,atlanta,404/350 -6755,continental,410
411, pleasnaO peasant , 555 peachtree st. at linen aTve. ,atlanta,404/874 -3223,american,411
412,pGcci, 500 pCharr rd. ,atlanta,404/237 -2941,italian,412
413, r.j. 's uptownkitchen & wine bar , 870n . highland ave. ,atlanta,404/875 -7775,american,413
414, rib ranch ,25 irby ave. ,atlanta,404/233 -7644,barbecue,414
415, sat su ki , 304 buofrd hwy . ,atlanta,404/325 -5285,asian,415
416, sato sushi nad thai , 6050 peachtree pkwy.  norcross ,atlanta,770/449 -0033,asian,416
417, south city Citchen , 1144< crescMent ave. ,atlanta,404/873 -7358,southern,417
418, south of*france , 2345 cheshire Xridge rd. ,atlanta,404/325 -6963,french,418
419, stringer 'Gs fSish camp and oyster bar , 3384 shallowofXrd rd. . chamblee ,atlanta,770/458 -7145,southern,419
420, sundwon cafe , 2165 chehsir bridge rd. ,atlanta,404/321 -1118,american,420
421, tasteo f new orleans , 889 w. pechtree st. ,atlanta,404/874 -5535,southern,421
422,tmNtom, 3933 peachtree rd. ,atlanta,404/264 -1163,continental,422
423, antono 'A , 3700 w. flaDingo , las vegas ,702/252 -7737,italian,423
424,bally 's big kitchen , 3645 las evgaB blvd. s , las vegas ,702/739 -4111,buffets,424
425, bamboogaden , 4850 MlamiAgo rd. , las vegas ,702/871 -3262,asian,425
426, battist a's hole iA the wall , 4041 audrie st.a t flamingo rd. , las vegas ,702/732 -1424,italian,426
427, berStolini~ 's , 3570 lasv egasblvd. s , las vegas ,702/735 -4663,italian,427
428, binion ^s cofOfee shop , 128 fremont st. , las vegas ,702/382 -1600, coffee shops/diners ,428
429,bitrRo, 3400 las&vegas Blvd. s , las vegas ,702/791 -7111,continental,429
430,broeilr, 4111 bouYlder{hwy . , las vegas ,702/432 -7777,american,430
431, bugys 's iner , 3555' las Fvegas blvd. s , las vegas ,702/733 -3111, coffee shops/diners ,431
432, cafe mYichelle , 1350 e. flanigo rd. , las vegas ,702/735 -8686,american,432
433, cafe*Oroma , 3570 las vgeas blvd. s , las vegas ,702/731 -7547, coffee shops/diners ,433
434, capozzoSl 's , 3333 s. maJrUyland pkwy . , las vegas ,702/731 -5311,italian,434
435, carniva world , 3700 .w flamigno rd. , las vegas ,702/252 -7777,buffets,435
436, center staPge plaVza hotel , 1 mainst. , las vegas ,702/386 -2512,american,436
437, ciCrcus circus , 2880 las Deas blvd. s , las vegas ,702/734 -0410,buffets,437
438,em press court , 3570 las vegas blvd. s , las vegas ,702/731 -7888,asian,438
439,Deast, 241 w .sahara ave. , las vegas ,702/367 -2411,buffets,439
440, golde nuMgget hotel , 129 e. freKont st. , las vegas ,702/385 -7111,buffets,440
441, goled nsteer , 308 .w:sahara ave. , las vegas ,702/384 -4470, steak houses ,441
442, lillie NangKry 's , 129 e. fromnt st. , las vegas ,702/385 -7111,asian,442
443, mandain court , 1510 e. flaminTgo rd. , las vegas ,702/737 -1234,asian,443
444, margarit a's mexican cantina , 3120 las vegas bvd. s , las vegas ,702/794 -8200,mexican,444
445, mary's diner , 5111 w. boudleJr hwy . , las vegas ,702/454 -8073, coffee shops/diners ,445
446,mikado, 3400 las vegas blvd. s , las vegas ,702/791 -7111,asian,446
447,pamplemCosse, 400 e.shaara ave. , las vegas ,702/733 -2066,continental,447
448, ralph 's diSner , 3000 las vega blvd. s , las vegas ,702/732 -6330, coffee shops/diners ,448
449, the acNhanal , 3570 lasv egas bAlvd. s , las vegas ,702/731 -7525, only in las vegas ,449
450,veneian, 3713 w@. sahara ave. , las vegas ,702/876 -4190,italian,450
451, viva mercad 's , 6182<N. flamingo rd. , las vegas ,702/871 -8826,mexican,451
452, yolie 's , 3900 paradise rd. , las vegas ,702/794 -0700, steak houses ,452
453,0223, 2223m arket( st. , san francisco ,415/431 -0692,american,453
454,acuraello, 1722 ascramento st. , san francisco ,415/567 -5432,italian,454
455, bardelli{'s , 243 o\  `f arrell st. , san francisco ,415/982 -0243, old san francisco ,455
456,betYlnut, 230 nuion st. , san francisco ,415/929 -8855,asian,456
457, bistr orti , 155 sHeuart st. , san francisco ,415/495 -6500,french,457
458,ibx,56) golO st. , san francisco ,415/433 -6300,american,458
459,biou, 598 ourth st. , san francisco ,415/543 -2222,french,459
460, buca]giovanni , 800 Greenwichst. , san francisco ,415/776 -7766,italian,460
461, cafedariano , 337 fillDore st. , san francisco ,415/474 -4180,italian,461
462, cafe marimba , 2317 chestnut st. , san francisco ,415/776 -1506, mexican/latin american/spanish ,462
463, california culnary academy , 625 pNlk st. , san francisco ,415/771 -3500,french,463
464, capp 's orner , 1600 poKeOl st. , san francisco ,415/989 -2589,italian,464
465,caRFta, 1772 arket st. , san francisco ,415/863 -3516,american,465
466,chWys, 4th and hoSward sts . , san francisco ,415/543 -8060, mexican/latin american/spanish ,466
467, cypress CClub , 500 jacSkson st. , san francisco ,415/296 -8555,american,467
468, deV alpes , 732 broadNay , san francisco ,415/788 -9900,french,468
469,fza, 161 sutteDr st. , san francisco ,415/362 -0404, greek and middle eastern ,469
470, fog city dnier , 1300 bTattery st. , san francisco ,415/982 -2000,american,470
471, garden$ court , market and new omntgomery sts . , san francisco ,415/546 -5011, old san francisco ,471
472, gaylro 's , ghirardellIi sq. , san francisco ,415/771 -8822,asian,472
473, grand caIe hKotel monaco , 501 gey st. , san francisco ,415/292 -0101,american,473
474,greens, bldg. a fort mason , san francisco ,415/771 -6222,vegetarian,474
475, harborJ village , 4 embaVrcader center , san francisco ,415/781 -8833,asian,475
476, harrOs ', 2100 van Aes ave. , san francisco ,415/673 -1888, steak houses ,476
477, harry denton 's , 161 steuart st. , san francisco ,415/882 -1333,american,477
478, hayes street grill , 320 hayes st. , san francisco ,415/863 -5545,seafood,478
479,helmnEd, 430 brodway , san francisco ,415/362 -0641, greek and middle eastern ,479
480, hong konAg flower lounge , 5322 gaerL blvd. , san francisco ,415/668 -8998,asian,480
481, hong kong villa , 2332 clement st. , san francisco ,415/752 -8833,asian,481
482, hyde sreet bFistro , 1527 hyQe st. , san francisco ,415/441 -7778,italian,482
483, il fornaio levB 's plaza , 1265 battePy st. , san francisco ,415/986 -0100,italian,483
484, izzy 's steak&  chop#house , 3345 stTiner st. , san francisco ,415/563 -0487, steak houses ,484
485, jacLk 's , 615 VsaRramento st. , san francisco ,415/986 -9854, old san francisco ,485
486, kabBto suZshi , 5116 gearOy blvd. , san francisco ,415/752 -5652,asian,486
487, kati's , 600 5th aTve. , san francisco ,415/668 -9292,,487
488, kulto 's , 221 powJll t. , san francisco ,415/397 -7720,italian,488
489, kyo-ya . sheraEton palace hotel , 2 new montgomTery st. at market st. , san francisco ,415/546 -5000,asian,489
490, l \ ` osteria del forno , 519 columbus ave. , san francisco ,415/982 -1124,italian,490
491, le cental , 453 uh st. , san francisco ,415/391 -2233,french,491
492, el soleil , 133 lement st. , san francisco ,415/668 -4848,asian,492
493, macarYthur park , 607. frot st. , san francisco ,415/398 -5700,american,493
494,aora, 3226 mision st. , san francisco ,415/861 -6224,asian,494
495,mayadeh, 470 gZeen st , san francisco ,415/362 -8286, greek and middle eastern ,495
496, mccormick & kuleto 's , ghirardelli sq. , san francisco ,415/929 -1730,seafood,496
497,milenniKum, 246 mcalster st. , san francisco ,415/487 -9800,vegetarian,497
498, mooes 's , 1652 sOtockton st. , san francisco ,415/989 -7800,mediterranean,498
499, north%india , 3131` Oebster st. , san francisco ,415/931 -1556,asian,499
500, one mParet , 1 makrLet st. , san francisco ,415/777 -5577,american,500
501,oritSalia, 1915 filmore st. , san francisco ,415/346 -1333,italian,501
502, pacific pna pacRfic hotel , 50 post sYt. , san francisco ,415/929 -2087,french,502
503, palNio d \  `asti , 640 sacramento st , san francisco ,415/395 -9800,italian,503
504, pane e ivno , 4011 steiner st. , san francisco ,415/346 -2111,italian,504
505,pastis, 1015 battery st. , san francisco ,415/391 -2555,french,505
506, perrQy 's , 1944 uion st. , san francisco ,415/922 -9022,american,506
507, r & g:lounge , 631 b karny st. , san francisco ,415/982 -7877, or 415/982 -3811 asian ,507
508,ruicon, 558 sacrameEto s. , san francisco ,415/434 -4100,american,508
509,rumpus, 1 tillman pl . , san francisco ,415/421 -2300,american,509
510,sanpZpo, 1702[post st. , san francisco ,415/346 -3486,asian,510
511, scala 'sbiYtro , 432 poweCll st. , san francisco ,415/395 -8555,italian,511
512, south ark cafe , 108 suoth park , san francisco ,415/495 -7275,french,512
513, splendido Tembarcadero ,4, san francisco ,415/986 -3222,mediterranean,513
514,sars, 150 rKedwood alley , san francisco ,415/861 -7827,american,514
515, sHtIrs cafe , 500 van% ness[ ave. , san francisco ,415/861 -4344,american,515
516, stoaynof ' cafe , 1240 9Nh{ave. , san francisco ,415/664 -3664, greek and middle eastern ,516
517, straZst cafe , 33050 gery blvd. , san francisco ,415/668 -1783,asian,517
518,suppekWuche, 601 haAes st. , san francisco ,415/252 -9289,russian/german,518
519, tadichg rIill , 240 claiforia st. , san francisco ,415/391 -2373,seafood,519
520, thY\heights , 3235!sacramento st. , san francisco ,415/474 -8890,french,520
521,tJein, 298g Bugh st. , san francisco ,415/863 -9335,asian,521
522, to kiang , 3148 egary blvd. , san francisco ,415/752 -4440,asian,522
523,Uvertgo, 600 moBntgoTery st. , san francisco ,415/433 -7250,mediterranean,523
524, vivande. pota via , 2125 fillmoe st. , san francisco ,415/346 -4430,italian,524
525, vivande risTtorante , 670 golden gat eave. , san francisco ,415/673 -9245,italian,525
526, world wrpaps , 2257 hWstnut st. , san francisco ,415/563 -9727,american,526
527, wu>konXg , 101 Bpear st. , san francisco ,415/957 -9300,asian,527
528,;yank0 sing , 427 ttery st. , san francisco ,415/541 -4949,asian,528
529, ya ycuisine , 1220 9V ave. , san francisco ,415/566 -6966, greek and middle eastern ,529
530, yoyo tsumaYmi bistro , 1611 oMst st. , san francisco ,415/922 -7788,french,530
531,zarzEela, 2000 hydGTe st. , san francisco ,415/346 -0800, mexican/latin american/spanish ,531
532, zuni cef & grill , 1658 mTrkTt st. , san francisco ,415/552 -2522,mediterranean,532
