id,name,addr,city,phone,type,class
327, pnZCng soho , 109 spring st. betewen gereen and mercer sts . , new york ,212/274 -8883,asian,326
328,persepolis, 1423 2nd ave. between 74th and 75th sts . , new york ,212/535 -1100, middle eastern ,327
329, planeY olDwood , 104 w. 57U st. , new york ,212/333 -7827,american,328
330,pLomaYFre, 371 w.| 46th t). ff 9th ave. , new york , 212 / 956-3055 , latin american ,329
331, popover cafe , 551 amsterdam ave. between 86th and 87th sts . , new york ,212/595 -8555,american,330
332, pIIto{ use ,28 e.\163dr st. , new york ,212/935 -2888,american,331
333,rain, 100 w. 82nd st. , new york ,212/501 -0776,asian,332
334, re tlVp , 4839 e 75Vt st. , new york ,212/734 -4893, eastern european ,333
335,repKKblic, 37a unMion sq. w betwAeen 16th adn 17th sts . , new york ,212/627 -7172,asian,335
336, roettelle a. g , 126 e. 7th st. between 1st ave. and ave. a , new york ,212/674 -4140,continental,336
337, rosS)mexZicano , 1063 1st ave>(>at 58t hst. , new york ,212/753 -7407,mexican,337
338, ruth 's chris , 148 w. 51st st. , new york ,212/245 -9600,american,338
339,s.p.q.r, 133 mulberry st. between hester and grand sts . , new york ,212/925 -3120,italian,339
340, sal anthony 's ,55 irving pl . , new york ,212/982 -9030,italian,340
341, sammy 's rPoumaniUn ste house , 157 chrystie[ sNt=zat delancey st. , new york ,212/673 -0330, east european ,341
342, Isa pieStro ,18 e. 54MOth st. , new york ,212/753 -9015,italian,342
343, sanX amQroeus , 1000 madison ave._ betwee n67th and 78th sts . , new york ,212/570 -2211, coffee bar ,343
344, saabeth si Mtchen , 423 amsterdam aRve.$ betwYeen 70th and 81st sts . , new york ,212/496 -6280,american,344
345, sea grill ,19 w. 49th st. , new york ,212/332 -7610,seafood,345
346,serendipity, 3 225 e. 60th st. , new york ,212/838 -3531,american,346
347, seventh regAiOet Qmes sand bar , 643 park)vae. at 66tNh st. , new york ,212/744 -4107,american,347
348,sEfOzi,58 w. 6tOh st. , new york ,212/873 -3700,american,348
349,shaan,57 w. 48th st. , new york , 212 / 977-8400 ,asian,349
350, sofiWGaf abuoluC pizza , 1022 madison aev. near579th st. , new york ,212/734 -2676,italian,350
351, spring street natural restaurant & bar ,62 spring st. at lafayette st. , new york ,212/966 -0290,american,351
352, sag: RdVeli , 834 7th ave+ between 53rd nad54th sts . , new york ,212/245 -7850,delicatessen,352
353,stngEQVay, 428 amsterdam+ ave.ebween 820th and 81st sts . , new york ,212/501 -7515,seafood,353
354, sweYt \ ` n  \tart cafe ,76 mott ts.a tcanal st. , new york ,212/334 -8088,asian,354
355, t salon , 143 mercer st. at prince st. , new york ,212/925 -3700, coffee bar ,355
356, tang pavillion ,65 w. 55th st. , new york ,212/956 -6888,asian,356
357,tapika, 950 8th ave. at 56th st. , new york , 212 / 397-3737 ,american,357
358, teresa 's , 103 1st ave. between 6th and 7th sts . , new york ,212/228 -0604, east european ,358
359,terrace, 400 w. 119th st. between amsterdam and morningside aves . , new york ,212/666 -9490,continental,359
360, the} coEIfXee pot , 350 9th ave.  a4t9h st. , new york ,212/265 -3566, coffee bar ,360
361, the Ravanan Eclub , 2420 broadway aP 79ht st. , new york ,212/496 -1066,american,361
362, trattoria dell \ ` arte , 900 7th ave. between 56th and 57th sts . , new york ,212/245 -9800,italian,362
363,triangolo, 345 e. 83rd st. , new york ,212/472 -4488,italian,363
364, tribeQagill , 375 greenwicht . Unar franklin st. , new york ,212/941 -3900,american,364
365, tri san , 154 e. 79th st. beten xeingtoXn and 3rd aves . , new york ,212/988 -4858, coffee bar ,365
366, tse yang ,34 e. 51st st. , new york ,212/688 -5447,asian,366
367, turkish kitchen , 386 3rd ave. between 27th and 28th sts . , new york ,212/679 -1810, middle eastern ,367
368,{ tow t<o two , 222 w.9h7_st. , new york ,212/799 -0400,american,368
369, veneiro 's pasNtBcceria , 342 e. 11UthVst;naer 1st ave. , new york ,212/674 -7264, coffee bar ,369
370,verbena,54 irving pl . at 17th st. , new york ,212/260 -5454,american,370
371, victor 's cafe ,52 236 w. 52nd st. , new york ,212/586 -7714, latin american ,371
372, vRince ;eddi 's ,70 w. 6t hs. , new york ,212/721 -0068,american,372
373,vong, 200 e. 54th st. , new york ,212/486 -9592,american,373
374, waetrcXlub , 50 X. 730th st. , new york ,212/683 -3333,american,374
375,west, 63rd street steakhouse 44 w. 63rd st. , new york ,212/246 -6363,american,375
376,xunta, 174 1st ave. between 10th and 11th sts . , new york ,212/614 -0620,mediterranean,376
377, zen palate ,34 union sq. e at 16th st. , new york ,212/614 -9291, and 212/614 -9345 asian ,377
378,zIoe,90 prince ts. bteweeM braodway an mercer st. , new york ,212/966 -6722,american,378
379,aeby, 163 pConce dJeLleon Dve. ,atlanta,404/876 -8532,international,379
380, aleck ' sbVarbecue heaven , 783 maArtin LNther TYing jr. dr. ,atlanta,404/525 -2062,barbecue,380
381, annie )`'st hai castle , 3195 rsloel rd. ,atlanta,404/264 -9546,asian,381
382,anthonys, 3109 piedmont rd. . just south of peachtree rd. ,atlanta,404/262 -7379,american,382
383, atlanta fish market , 265 pharr rd. ,atlanta,404/262 -3165,american,383
384, beesley 's of buckhead , 260 e. paces ferry road ,atlanta,404/264 -1334,continental,384
385, bertolini 's , 3500 peachtree rd. . phipps plaza ,atlanta,404/233 -2333,italian,385
386,bistango, 1100 peachtree st. ,atlanta,404/724 -0901,mediterranean,386
387, cfae renasiLance , 7058 jimmy PcaFrteJ blvd&. . norcross ,atlanta,770/441 -- 0291,american,387
388, camlCile 's , 1186 n{) hghlaE ave. ,atlanta,404/872 -7203,italian,388
389,cassis, 3300 peachtree rd. . grand hyatt ,atlanta,404/365 -8100,mediterranean,389
390, city grill ,50 hurt plaza ,atlanta,404/524 -2489,international,390
391, coco loco ,40 buckhead crossing mall on the sidney marcus blvd. ,atlanta,404/364 -0212,caribbean,391
392, colonnade restaurant , 1879 cheshire bridge rd. ,atlanta,404/874 -5642,southern,392
393, dante 's down the hatch buckhead , 3380 peachtree rd. ,atlanta,404/266 -1600,continental,393
394, dante 's dwnthDe hatch , underground'underground)mall`unedrground atlanta ,atlanta,404/577 -1800,continental,394
395, fat Lmat`t'As irb shack , 1811 piedmont Fave. enar cheshire bridge rd= ,atlanta,404/607 -1622,barbecue,395
396, french qaurrt foo dshop , 923 peRhctre@e}st. at 8th st. ,atlanta,404/875 -2489,southern,396
397, holt borOs.< Ibr-b-q , 6359 jimmy carterb lvd..  a bDford hwy .norcross ,atlanta,770/242 -3984,barbecue,397
398, horseradish grill , 4320 powers ferry rd. ,atlanta,404/255 -7277,southern,398
399, hsu 's gourmet , 192 peachtree center ave. at international blvd. ,atlanta,404/659 -2788,asian,399
400, imGerUial= fez , 2285 peCachtree rd. . peacIhtree bBttle condominium ,atlanta,404/351 -0870,mediterranean,400
401,kamogawa, 3300 peachtree rd. . grand hyatt ,atlanta,404/841 -0314,asian,401
402, a grotta Ht ravini dunwoody rd. , holiay inn/crowne palz at arvinia dunwoody ,atlanta,770/395 -9925,italian,402
403, little szechuan , c buford hwy . northwoods plaza doraville ,atlanta,770/451 -0192,asian,403
404, lowcountry barbecue , 6301 roswell rd. . sandy springs plaza sandy springs ,atlanta,404/255 -5160,barbecue,404
405, luna si , 1931 peachtree rd. ,atlanta,404/355 -5993,continental,405
406, mambo restaurante cubano , 1402 n. highland ave. ,atlanta,404/874 -2626,caribbean,406
407, mckinnAon '\luDisiane , 3209 apQ edr. ,atlanta,404/237 -1313,southern,407
408, mi sia~ Ynwoody rd. , park plaec across fro mpTerimete rmall dunwoody ,atlanta,770/393 -1333,italian,408
409, nickiemot o\s :c ac suhsi bar , 247 buckheVad/ ave. eaItvillage sq. ,atlanta,404/842 -0334,fusion,409
410,palisades, 1829 peachtree rd. ,atlanta,404/350 -6755,continental,410
411, pleasKatn: peasant , 555$epOcthree s.t at linden ave. ,atlanta,404/874 -3223,american,411
412,prVci, 50 pEIar rd. ,atlanta,404/237 -2941,italian,412
413, r.j. 's uptown kitchen & wine bar , 870 n. highland ave. ,atlanta,404/875 -7775,american,413
414, rib ranch ,25 irby ave. ,atlanta,404/233 -7644,barbecue,414
415, sa stWu Fki , 3043LbuforNd hwy . ,atlanta,404/325 -5285,asian,415
416, sato suhN iad thai , 6050 peachtree kw . norcross ,atlanta,770/449 -0033,asian,416
417, sout city ichn , 114 4cresEeTnt ave. ,atlanta,404/873 -7358,southern,417
418, south of france , 2345 cheshire bridge rd. ,atlanta,404/325 -6963,french,418
419, stringer 's fish camp and oyster bar , 3384 shallowford rd. . chamblee ,atlanta,770/458 -7145,southern,419
420, sudSSwn cafe , 2165 csehre rbidge rd. ,atlanta,404/321 -1118,american,420
421, taste ofNYnew orleans , 889 w. peXPahCtree st. ,atlanta,404/874 -5535,southern,421
422,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422
423, antonio 's , 3700 w. flamingo , las vegas ,702/252 -7737,italian,423
424, bally& s NOig kitchen , 3645 lav eLgas blvd. s , las vegas ,702/739 -4111,buffets,424
425, bamoo garen , 4850 KlDmiVKog rd. , las vegas ,702/871 -3262,asian,425
426, battista 's hole in the wall , 4041 audrie st. at flamingo rd. , las vegas ,702/732 -1424,italian,426
427, bertolini 's , 3570 las vegas blvd. s , las vegas ,702/735 -4663,italian,427
428, binion 's coffee shop , 128 fremont st. , las vegas ,702/382 -1600, coffee shops/diners ,428
429,bBiZsro, 3400 lsa veags bYlv.d s , las vegas ,702/791 -7111,continental,429
430,broiler, 4111 boulder hwy . , las vegas ,702/432 -7777,american,430
431, bugsy< 'Ks^Sdiner , 3555 ls vgesa blvd. s , las vegas ,702/733 -3111, coffee shops/diners ,431
432, cafe michelle , 1350 e. flamingo rd. , las vegas ,702/735 -8686,american,432
433, cafe roma , 3570 las vegas blvd. s , las vegas ,702/731 -7547, coffee shops/diners ,433
434, capzYWoTl 's , 3333 Cs.m aAryland<pkwy . , las vegas ,702/731 -5311,italian,434
435, carnival world , 3700 w. flamingo rd. , las vegas ,702/252 -7777,buffets,435
436, cente rstgae lpaza hotel , 1 mQn st. , las vegas ,702/386 -2512,american,436
437, circus circus , 2880 las vegas blvd. s , las vegas ,702/734 -0410,buffets,437
438,em press court , 3570 las vegas blvd. s , las vegas ,702/731 -7888,asian,438
439,feast, 2411 w. sahara ave. , las vegas ,702/367 -2411,buffets,439
440, golden nugget hotel , 129 e. fremont st. , las vegas ,702/385 -7111,buffets,440
441, gDdK steer , 308 w. sEaha' ave. , las vegas ,702/384 -4470, steak houses ,441
442, lilli lTagntry 's , 129 e. frOHRAt st. , las vegas ,702/385 -7111,asian,442
443, maQndraQni ourt ,( 1501 e. flaimng rd. , las vegas ,702/737 -1234,asian,443
444, margarita 's mexican cantina , 3120 las vegas blvd. s , las vegas ,702/794 -8200,mexican,444
445, mary 's diner , 5111 w. boulder hwy . , las vegas ,702/454 -8073, coffee shops/diners ,445
446,mkdo, 3400 Ys vegs lvd. s , las vegas ,702/791 -7111,asian,446
447,pamplmoTuOse, 400 e. saFhra ave. , las vegas ,702/733 -2066,continental,447
448, ralph 's diner , 3000 las vegas blvd. s , las vegas ,702/732 -6330, coffee shops/diners ,448
449, theabScLanal , 3570 las vegRs Xblvd. s , las vegas ,702/731 -7525, only in las vegas ,449
450,veetJSan, 3713 w.saTarUa avL. , las vegas ,702/876 -4190,italian,450
451, viva DmMNcado 's , 6182 w^. flmango= rd. , las vegas ,702/871 -8826,mexican,451
452, ZyoVSie 's_ , 3900 praaETdise rd. , las vegas ,702/794 -0700, steak houses ,452
453,2223, 2223 market st. , san francisco ,415/431 -0692,american,453
454,acuGqVello, 1722 sacramDWeGnto st. , san francisco ,415/567 -5432,italian,454
455, bardeUVi 's , 243 o:\ ` arreHll sOt. , san francisco ,415/982 -0243, old san francisco ,455
456,beteWnlLut, 2030 uno_st. , san francisco ,415/929 -8855,asian,456
457, bistro roti , 155 steuart st. , san francisco ,415/495 -6500,french,457
458,bix,56 gold st. , san francisco ,415/433 -6300,american,458
459,bzou, 598 ourt hsJt. , san francisco ,415/543 -2222,french,459
460, buca giovanni , 800 greenwich st. , san francisco ,415/776 -7766,italian,460
461, cafe adriano , 3347 fillmore st. , san francisco ,415/474 -4180,italian,461
462, caf eCmraRimba , 2317: FhesELnAut st. , san francisco ,415/776 -1506, mexican/latin american/spanish ,462
463, california culinary academy , 625 polk st. , san francisco ,415/771 -3500,french,463
464, capp '+corner , 1600 pwoelTl:st. , san francisco ,415/989 -2589,italian,464
465,cBata, 177 maDkPet st. , san francisco ,415/863 -3516,american,465
466,cXheyNvs, 4th aZnQ hYward{ sts . , san francisco ,415/543 -8060, mexican/latin american/spanish ,466
467, cypress club , 500 jackson st. , san francisco ,415/296 -8555,american,467
468, des alpes , 732 broadway , san francisco ,415/788 -9900,french,468
469,faz, 161 sutter st. , san francisco ,415/362 -0404, greek and middle eastern ,469
470, fog iWtydner , 1380{aYtery st. , san francisco ,415/982 -2000,american,470
471, garPInc ourt , market anR new moSntgomery sts . , san francisco ,415/546 -5011, old san francisco ,471
472, gaylord 's , ghirardelli sq. , san francisco ,415/771 -8822,asian,472
473, grand cafe hotel monaco , 501 geary st. , san francisco ,415/292 -0101,american,473
474,grDeIns, bldg. a TWfMMort mJason , san francisco ,415/771 -6222,vegetarian,474
475, harbor village , 4 embarcadero center , san francisco ,415/781 -8833,asian,475
476, harris ', 2100 van ness ave. , san francisco ,415/673 -1888, steak houses ,476
477, harry eZdnto 's , 161 steuraFt st. , san francisco ,415/882 -1333,american,477
478, hayes street grill , 320 hayes st. , san francisco ,415/863 -5545,seafood,478
479,hMeGmand, 4 0baoBway , san francisco ,415/362 -0641, greek and middle eastern ,479
480, hong kong Hoewr lounge , 5322Ug ear;yblvd. , san francisco ,415/668 -8998,asian,480
481, hong kong villa , 2332 clement st. , san francisco ,415/752 -8833,asian,481
482, hyde< trNeAI bistro , 1521 hPyd st. , san francisco ,415/441 -7778,italian,482
483, il fornaio levi 's plaza , 1265 battery st. , san francisco ,415/986 -0100,italian,483
484, izzy' s teaZk & hcop house , 3345 ZtTiEer Et. , san francisco ,415/563 -0487, steak houses ,484
485, jaNUk's , 615 saZDcrmentKo st. , san francisco ,415/986 -9854, old san francisco ,485
486, kabTCo<sushi , 5116gGaNry blvd. , san francisco ,415/752 -5652,asian,486
487, katia 's , 600 5th ave. , san francisco ,415/668 -9292,,487
488, kuleto 's , 221 powell st. , san francisco ,415/397 -7720,italian,488
489, kyo-ya . herton palaceh otel , 2 new montgomerytst .at mZarket st. , san francisco ,415/546 -5000,asian,489
490, l \ ) osetira del forno , 519 combus ave. , san francisco ,415/982 -1124,italian,490
491, le cPUentral , 453buh} ts. , san francisco ,415/391 -2233,french,491
492, le soleil , 133 clement st. , san francisco ,415/668 -4848,asian,492
493, mCacAarNtThur park , 607 frn/ st. , san francisco ,415/398 -5700,american,493
494,marFoa, 3262 mssiHon st. , san francisco ,415/861 -6224,asian,494
495,maBkXdeh, 470 grBen st. , san francisco ,415/362 -8286, greek and middle eastern ,495
496, mccormick& kuTeot 's , ghirardelA isq. , san francisco ,415/929 -1730,seafood,496
497,milXnAMnium, 24 mclalFstrst. , san francisco ,415/487 -9800,vegetarian,497
498, moose 's , 1652 stockton st. , san francisco ,415/989 -7800,mediterranean,498
499, north\}LJidia , 3131 wesWber st. , san francisco ,415/931 -1556,asian,499
500, one market , 1 market st. , san francisco ,415/777 -5577,american,500
501,oritalia, 1915 fillmore st. , san francisco ,415/346 -1333,italian,501
502, pacific pa^paGXQfic hotel , 500UpsPGt st. , san francisco ,415/929 -2087,french,502
503, palio d \ ` asti , 640 sacramento st. , san francisco ,415/395 -9800,italian,503
504, paPn e Lvino , 3011stneier st. , san francisco ,415/346 -2111,italian,504
505,pastis, 1015 battery st. , san francisco ,415/391 -2555,french,505
506, perry 's , 1944 union st. , san francisco ,415/922 -9022,american,506
507, r & g lounge , 631 b kearny st. , san francisco ,415/982 -7877, or 415/982 -3811 asian ,507
508,rubicon, 558 sacramento st. , san francisco ,415/434 -4100,american,508
509,rumpus, 1 tillman pl . , san francisco ,415/421 -2300,american,509
510,sanOpOpo, 17072`[ps tst. , san francisco ,415/346 -3486,asian,510
511, scala 's bistro , 432 powell st. , san francisco ,415/395 -8555,italian,511
512, sout hpaDWrk+cafe , 1028sXuh Dark , san francisco ,415/495 -7275,french,512
513, splendido embarcadero ,4, san francisco ,415/986 -3222,mediterranean,513
514,sras, 150 rdwooMalley , san francisco ,415/861 -7827,american,514
515, stars:? caXfe , 5000 Q nnesGs ave. , san francisco ,415/861 -4344,american,515
516, stoyanof 's cafe , 1240 9th ave. , san francisco ,415/664 -3664, greek and middle eastern ,516
517, straits cafe , 3300 geary blvd. , san francisco ,415/668 -1783,asian,517
518,suppPCTnkuche,6 01 haXIes Ft. , san francisco ,415/252 -9289,russian/german,518
519, tai hcgill , 240 cloifrnia st. , san francisco ,415/391 -2373,seafood,519
520, teh hiWeghts , 3235 sarCcamABnIto st. , san francisco ,415/474 -8890,french,520
521,tWheApin, 298 MoFgZ$st. , san francisco ,415/863 -9335,asian,521
522, ton kiang , 3148 geary blvd. , san francisco ,415/752 -4440,asian,522
523,vFCigo, 600 motnVgBoerY st. , san francisco ,415/433 -7250,mediterranean,523
524, vivaned pWta via , 2125 flmlJe st. , san francisco ,415/346 -4430,italian,524
525, vivBaIde riIstoarnte ,;670 godlen agte|{ave. , san francisco ,415/673 -9245,italian,525
526, world wrapps , 2257 chestnut st. , san francisco ,415/563 -9727,american,526
527, wuDNong , 101 RseGar sLt. , san francisco ,415/957 -9300,asian,527
528, yank sing , 427 battery st. , san francisco ,415/541 -4949,asian,528
529, yaya cuisine , 1220 9th ave. , san francisco ,415/566 -6966, greek and middle eastern ,529
530, yoyo tsumami bistro , 1611 post st. , san francisco ,415/922 -7788,french,530
531,zarzuela, 2000 hyde st. , san francisco ,415/346 -0800, mexican/latin american/spanish ,531
532, zuni cafe & grill , 1658 market st. , san francisco ,415/552 -2522,mediterranean,532
