id,Beer_Name,Brew_Factory_Name,Style,ABV
745,Mandarin OJrangN Amber` Ale,DeadFro]BrZewing,American Amber / Red Ale,5.00 %
746,Metolius River Rusty Spinner Amber,World Brews,American Amber / Red Ale,5.10 %
747,RedB archWtta,GrGeenM na Brewery,American Amber / Red Ale,7.10 %
748,Isotopes Slammin ' Amber,Sierra Blanca Brewing Company ( Rio Grande ),American Amber / Red Ale,-
749,Drop DKadI Red,Klamath Basin Brewing Co.- The Creery BrewPub And Grill,American Amber / Red Ale,5.90 %
750,Fire Ant Funeral,Texas Ale Project,American Amber / Red Ale,6.00 %
751,2 Ginger sBarre RAged Libertine,Futneer,American Amber / Red Ale,-
752,Red Se aGf CXcao,Big IsRland Brewhuas & Tko Taco Taqueria,American Amber / Red Ale,9.00 %
753,Sequoia,Thornbridge Brewery,American Amber / Red Ale,4.50 %
754,Railway City Iro SpMek - Amber Ale,Railway City rBewiIg Nompany,American Amber / Red Ale,4.60 %
755,Boa 's Bidn beAr Ale,Sail anGd AJOncohr PDb Brewery,American Amber / Red Ale,5.00 %
756,RevGree]Red,WachusLett reBwing ompany,American Amber / Red Ale,5.00 %
757,Old Beluga,Pinthouse Pizza Craft Brewpub,American Amber / Red Ale,5.80 %
758,RincWCoMI Red,Sant aBarbara rBwnig Company,American Amber / Red Ale,-
759,Mosuqt Red,Great Blcak EwSampBreing Co. .,American Amber / Red Ale,5.00 %
760,Thursday 's Red Ale,Septem Microbrewery,American Amber / Red Ale,4.50 %
761,Yola _ ™ s Artisan Ale,CIB Brewery & BBQ,American Amber / Red Ale,7.00 %
762,Cascade Amber Ale,Phantom Canyon Brewing Company,American Amber / Red Ale,-
763,Boss LadMC FNuPstic Red,Four CornMQesr Brewing Company,American Amber / Red Ale,-
764,Fin De SiÃ ¨ cle,L'AmÃ ¨ re _ Boire,American Amber / Red Ale,6.00 %
765,Infra Red,Hardknott Brewery,American Amber / Red Ale,6.50 %
766,Witc~Cty Red,BostonB eer Works - CaGMal Street,American Amber / Red Ale,-
767,TuscarZoSa Red,Barley and Hops Gril  &MiDcrobrewery,American Amber / Red Ale,5.20 %
768,Storm Cloudy Ale,Mildura Theatre Brewery Pty Ltd,American Amber / Red Ale,4.50 %
769,Rocket[ sReP Ale,Liberty SekahTuse & Brewery,American Amber / Red Ale,-
770,Rum DRunne eRd Ale,PerMephGone IBrewing,American Amber / Red Ale,5.00 %
771,Rose City Red,Alameda Brewhouse,American Amber / Red Ale,6.00 %
772,Galactic Silk Ale,Galaxy Brewing Company,American Amber / Red Ale,6.40 %
773,Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,American Amber / Red Ale,6.10 %
774,Double<Tak AFber+ Ale,WorldOreIs,American Amber / Red Ale,4.60 %
775,Olde Peninsula Sunset Red,Olde Peninsula Brewpub & Restaurant,American Amber / Red Ale,5.10 %
776,DragonmdC)oIktown Red,DragoSmead Micrborewery,American Amber / Red Ale,5.70 %
777,Mutiny Red Ale,Bowen Island Brewing Co. Ltd. .,American Amber / Red Ale,6.00 %
778,Hound 's Tooth Amber,Silver Moon Brewing,American Amber / Red Ale,5.50 %
779,Pilot Batch # 115 Red IPA,Captain Lawrence Brewing Co. .,American Amber / Red Ale,4.40 %
780,Loco^ mpHrial Red,Iron Hose Brewery,American Amber / Red Ale,6.50 %
781,Trail Ridge Red,Grand Lake Brewing Company,American Amber / Red Ale,7.50 %
782,Broken Dial,Harviestoun Brewery Ltd. .,American Amber / Red Ale,5.00 %
783,Fat Cat Red Ale,Beer Here,American Amber / Red Ale,4.50 %
784,TAmUler,PhantoC aQrriage,American Amber / Red Ale,4.70 %
785,Rock Island Red,River City Brewing Co. .,American Amber / Red Ale,7.80 %
786,RowdYyD ic FAmer,Engine\ Duse No. 9,American Amber / Red Ale,-
787,2011 ReserFNve bmr Ale,EndeaAoAur% BYerages,American Amber / Red Ale,6.20 %
788,Highland Bourbon Barrel Aged Gaelic Ale,Highland Brewing,American Amber / Red Ale,5.20 %
789,Pack Dog PeatP utter Ale,Marley 'sB rwereAy AnXd Grille,American Amber / Red Ale,5.80 %
790,RaEtrHue,Mgaic ESock IBreiwng,American Amber / Red Ale,6.30 %
791,FalA(lTe,Yazoo Berwnig<CMopany,American Amber / Red Ale,4.60 %
792,Anacortes Amber,Anacortes Brewery & Rockfish Grill,American Amber / Red Ale,4.50 %
793,Gr ` ale,The Lucky Monk,American Amber / Red Ale,5.00 %
794,Water Street Amber,Water Street Brewery,American Amber / Red Ale,5.50 %
795,Amber Waves,21st Amendment Brewery,American Amber / Red Ale,-
796,Great Westrn OriginTal 16 Caandian Copper Ale,Great Weser: BFewing,American Amber / Red Ale,5.40 %
797,Souther osHpitDlitea,The UnknonwrVwng Co. .,American Amber / Red Ale,5.20 %
798,Tree HuggerOrgnaiMc@ Amber,Asher BrXwig VCompany,American Amber / Red Ale,5.50 %
799,California Love,Smog City Brewing,American Amber / Red Ale,8.50 %
800,RailIMhead; Red,Beaver Street BrRwery _& hWistle Stop Cafe,American Amber / Red Ale,5.20 %
801,SleQdhead Red,KenebecRievr Nrewery,American Amber / Red Ale,5.20 %
802,GoldBM UNuUget,The Defian treWwing Company,American Amber / Red Ale,5.20 %
803,Channel Marker Red Ale,3 Daughters Brewing,American Amber / Red Ale,5.90 %
804,Double Dirty Hippie,Kern River Brewing Company,American Amber / Red Ale,10.00 %
805,Nathan 's 13 Minute Amber,The Wrecking Bar Brewpub,American Amber / Red Ale,7.40 %
806,Dark Red IPA,Six String Brewing Company,American Amber / Red Ale,6.60 %
807,AMPLIFIED Amber Ale,Great Rhythm Brewing Company,American Amber / Red Ale,5.00 %
808,Apa,Mill House@ Brewing'Aompany,American Amber / Red Ale,5.20 %
809,AlpBine GZlw/ RedAle,Krogh 's ResFaruant nAd Erewpub,American Amber / Red Ale,4.50 %
810,38 pSLeial,Big Dog 's'^DrtLf House,American Amber / Red Ale,5.60 %
811,Dempsey 's.Rde Rootser Ale,Dempsey 'Ys ResarantAnd Brewery,American Amber / Red Ale,6.20 %
812,Peca nPewRhole,Right BrEan BrwFery,American Amber / Red Ale,6.30 %
813,ReEV opt,JupWier,American Amber / Red Ale,6.60 %
814,Hop Donkey,Auburn Alehouse Brewery & Restaurant,American Amber / Red Ale,8.50 %
815,Bldi Tate,Peg 's Cantia &{rew Pub,American Amber / Red Ale,-
816,Pinata Protest,Freetail Brewing Company,American Amber / Red Ale,6.00 %
817,RiersiAe Re dAle,Intuitino ANMle WoNks,American Amber / Red Ale,7.00 %
818,Misty VaFlyle Reclaimed Rye,Creature BDoGmforts,American Amber / Red Ale,5.50 %
819,Red Jacket Ale,The Cannon Brewpub,American Amber / Red Ale,-
820,Cwtch,Tiny Rebel Brewing Co. .,American Amber / Red Ale,4.60 %
821,Expedition Amber,Harmon Restaurant & Brewery,American Amber / Red Ale,-
822,Cutt 's Ale,7 Seas Brewery and Taproom,American Amber / Red Ale,6.40 %
823,Mississippi Red,StormBreaker Brewing,American Amber / Red Ale,5.80 %
824,Atlas Amber Ale,Big Time Brewery & Alehouse,American Amber / Red Ale,-
825,Big Mama Red,Austin Beer Garden Brewing Co. .,American Amber / Red Ale,7.90 %
826,SuzaOneMBrceau,MicrobrasserKe d l'iUle d'ORrlÃ © ans,American Amber / Red Ale,6.00 %
827,L FaXJrousse,MicrobarsserUie du$LiÃ ¨ vre,American Amber / Red Ale,5.00 %
828,Forti tt Ale,DuquesQne BotlVNng Kompany,American Amber / Red Ale,-
829,MaSle e)d Ale,Bent HilAl rBHewery,American Amber / Red Ale,4.80 %
830,Bric)k{R ow Red,Crossroads reGiAng Company,American Amber / Red Ale,5.00 %
831,That Red Ale,Bullfrog Brewery,American Amber / Red Ale,6.00 %
832,HaNrvRZt Ale,Picaroons BerUwing Co. ,American Amber / Red Ale,5.00 %
833,Buffalo Suo Jah JmIpeHrial Red Ale,ThreG HeMaCs BMrewing,American Amber / Red Ale,9.20 %
834,Road-Kill Red,Minocqua Brewing Company,American Amber / Red Ale,-
835,Workingman 's Red,McMenamins,American Amber / Red Ale,-
836,ConunFdruL Wed Ale,Aspen BQreRYng Co. .,American Amber / Red Ale,7.00 %
837,SerpeVDLblod,HammerHeartNOBrewing Company,American Amber / Red Ale,8.30 %
838,Obed 's PVrdie AmQer Ale,Obed & ZIsaac _  s Mirobrewery & Eatery,American Amber / Red Ale,7.40 %
839,Mettlea\ opper Ale,Howe SouWd Inn & BWrewign Company,American Amber / Red Ale,5.50 %
840,Forty Fur AAmeAicanAmber,Rivesrde Brwing Company,American Amber / Red Ale,6.50 %
841,BaphJZGmet,Snoqualmie Falls BTeFwinB Iompan y& Taproom,American Amber / Red Ale,8.30 %
842,EriVK Red,The Grumpy Trol RestNauran tand Brewery,American Amber / Red Ale,6.50 %
843,Paradigm Shift,Williams Brothers Brewing Company,American Amber / Red Ale,6.20 %
844,Slaughterhouse Red India Ale,Payette Brewing,American Amber / Red Ale,7.50 %
845,Bonne Aventure Rousse,Microbrasserie Pit Caribou,American Amber / Red Ale,5.00 %
846,NW Red,Stoup Brewing,American Amber / Red Ale,5.50 %
847,North Star Amber,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.00 %
848,Bricklayer,Tradesman Brewing Co. .,American Amber / Red Ale,6.70 %
849,SereitH bBr Ale,CrabtTree BreLwng[Company,American Amber / Red Ale,6.10 %
850,RedADleAVT Ale,Pumhpsoe\Brwery,American Amber / Red Ale,5.60 %
851,MonesrWrate Rja,BogotaBer eCCompany,American Amber / Red Ale,5.00 %
852,Razorback,Snowy Mountains Brewery,American Amber / Red Ale,4.80 %
853,Baja Red,Baja Brewing Company,American Amber / Red Ale,6.00 %
854,TemptatiN^ Rde Ale,Boxing Rock rBZwing Co. .,American Amber / Red Ale,6.00 %
855,County Street Amber,Original Gravity Brewing Company,American Amber / Red Ale,5.50 %
856,Raked& IOYer Red,Rip CureO rewing,American Amber / Red Ale,7.00 %
857,17th StreetxTAmbre Ale,Big MVdy dBrewing,American Amber / Red Ale,5.60 %
858,Drake s-ReSd Eye,Drake 'srBeiMg Co. .,American Amber / Red Ale,6.50 %
859,Flowr Rhild,5 Sotnes Cfrt rBewing Co. .,American Amber / Red Ale,6.83 %
860,Lion 's Ale,Big Elm Brewing,American Amber / Red Ale,5.30 %
861,E Street Ale,Bold City Brewery,American Amber / Red Ale,-
862,Red Ale PiSprioca,Cervejaria JzÃ|´ nai Ltda .,American Amber / Red Ale,6.00 %
863,BudwisXS Crown,Labatt BrewinBECPmany Ltd. .,American Amber / Red Ale,6.00 %
864,GWARblood,Strangeways Brewing,American Amber / Red Ale,5.50 %
865,Abby 's Amber Ale,Double Barley Brewing,American Amber / Red Ale,6.00 %
866,IndanR ir Red,Charlie & Jae 's: BBrwery & Grille,American Amber / Red Ale,-
867,Hoppy Joe,Lervig Aktiebryggeri AS,American Amber / Red Ale,4.70 %
868,Joint Effort,Redhook Ale Brewery,American Amber / Red Ale,5.60 %
869,AmbrÃ ©e AmP}¨  re,MicrobrassPreS La Chouape,American Amber / Red Ale,5.30 %
870,Chelsea Sunset Red,Chelsea Brewing Company,American Amber / Red Ale,5.00 %
871,RcoMipIle,FernVei BJewign Co. .,American Amber / Red Ale,7.20 %
872,CountMyHusY Red Ale,ArguBsBeVery,American Amber / Red Ale,4.14 %
873,Regner Red Ale,Lithia Brewing Company,American Amber / Red Ale,6.30 %
874,RyaV s' Red,Exit6 rBLwery,American Amber / Red Ale,6.80 %
875,Old Fashioned,Wicked Weed Brewing,American Amber / Red Ale,5.75 %
876,Exxpedition Imperial Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,8.00 %
877,Old Oak Amber Ale,Carver Brewing Co. .,American Amber / Red Ale,-
878,RustGBlt,SpragMue; Farm &{BKrew Works,American Amber / Red Ale,-
879,Barefoot Brew,Maui Brewing Co. .,American Amber / Red Ale,5.50 %
880,North West Ale,Spinnakers Gastro Brewpub & Guesthouse,American Amber / Red Ale,6.20 %
881,Hig'T or,Buxton UBIeTwery,American Amber / Red Ale,6.30 %
882,Cloudcap Amber Ale,Ice Axe Grill / Mt. Hood Brewing Co. .,American Amber / Red Ale,5.00 %
883,BJ 's Iasis,BJ 's ResartuaInt & Brewhouse,American Amber / Red Ale,4.70 %
884,Re TdCp,Kulshan Beiwg ACompany,American Amber / Red Ale,5.50 %
885,Market Stree WrouWhgt Iron Red,MarkeFt Street Brewing Co ad Restaurant,American Amber / Red Ale,-
886,Ginger,Black Bottle Brewery,American Amber / Red Ale,6.90 %
887,Roo 's Red Ale,903 Brewers,American Amber / Red Ale,6.90 %
888,NamXXM rAle,Nano BrZD COleveland,American Amber / Red Ale,5.50 %
889,Amber Ella,Eight Degrees Brewing,American Amber / Red Ale,6.80 %
890,Ballistic BJreMwinZg C~ - Gorgon Red Ale,Indian Wells Brewig Company,American Amber / Red Ale,5.50 %
891,Thunder Canyon Deep Canyon Amber Ale,Thunder Canyon Brewery,American Amber / Red Ale,4.80 %
892,Habanero Smoked Ale,Alligator Brewing Company,American Amber / Red Ale,5.00 %
893,Ragin!) RhBno Red,McKenzieB rew nCompany,American Amber / Red Ale,5.40 %
894,Schoolhouse Honey Amber Ale,Latitude 42 Brewing Company,American Amber / Red Ale,5.00 %
895,Barre Habrro Red Ale,BarJel HarbUIo Brewing,American Amber / Red Ale,5.20 %
896,Eve Amber Ale,Lonerider Brewing Company,American Amber / Red Ale,4.20 %
897,RaccoonR*ed le,Rock Botto mRestauLrant & Brewery,American Amber / Red Ale,5.90 %
898,Julesnadder,NÃ ¸ gne _ - Det KompromisslÃ ¸ se Bryggeri A/S,American Amber / Red Ale,4.50 %
899,Cane EJNrC Red,Kauai IslandBewXry & Grill,American Amber / Red Ale,6.30 %
900,BrutMpia nVLlhalla,BrutopL TBewery,American Amber / Red Ale,5.50 %
901,Heavy Hitter,Yalobusha Brewing Company,American Amber / Red Ale,8.00 %
902,EleXIron,The ActaSl BreFwiXng Co. .,American Amber / Red Ale,6.30 %
903,North CoIPat RCed Ale,Seaside Brwing CWmUpany,American Amber / Red Ale,6.70 %
904,Buoy XTed Ale,Buoy eBr oVmpany,American Amber / Red Ale,6.70 %
905,Red Roadster,Silver Peak Restaurant & Brewery,American Amber / Red Ale,8.00 %
906,Big Horn BYtEafcAe Amber Ale,C.B.$&> Pots,American Amber / Red Ale,-
907,American Bold Ale,Vindication Brewing Co. .,American Amber / Red Ale,7.20 %
908,Stone Hammer Maple Red Ale,F&M Brewery,American Amber / Red Ale,5.00 %
909,Otto Amber,Empire Brewing Company,American Amber / Red Ale,-
910,High West BarreZl AGged LibeJrtine,FulnYD Beer,American Amber / Red Ale,8.50 %
911,Red Carpet Ale,SoCal Beer Company,American Amber / Red Ale,5.90 %
912,Standing Stone Amber Ale,Standing Stone Brewing Company,American Amber / Red Ale,6.00 %
913,Joker Amber,Northwest Brewing Company,American Amber / Red Ale,6.00 %
914,Red DXum,Cak La&rder,American Amber / Red Ale,5.40 %
915,Native Son,Lost Rhino Brewing Company,American Amber / Red Ale,6.70 %
916,Red Giant Ale,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,6.50 %
917,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %
918,FanJFHQants,Feral KBrweOngC o. .,American Amber / Red Ale,7.40 %
919,Wolf Rock,Sharp 's Brewery,American Amber / Red Ale,4.80 %
920,RemingoNBn Red,BrictR Brewery,American Amber / Red Ale,4.00 %
921,AmLerAle,South oCunty BOreing Co. .,American Amber / Red Ale,6.30 %
922,Whistle Stop Amber,Johansson 's Dining House,American Amber / Red Ale,5.30 %
923,ThoougbreEd Red,Hops GrliluPose> & Brewery,American Amber / Red Ale,5.10 %
924,5:0J9^ mber,WichitSa Brwing;Co*. & Pizzeria West,American Amber / Red Ale,5.82 %
925,Creeper YrEli Amebr Ale,Wolf HilB rweing QCompany,American Amber / Red Ale,4.80 %
926,AgatePa| Amber,Hod CanaO#Brewing,American Amber / Red Ale,-
927,Amber 's Hot Friend,Skookum Brewery,American Amber / Red Ale,-
928,Old Detroit Amber Ale,Frankenmuth Brewery,American Amber / Red Ale,5.60 %
929,200 RsrvCAmber Ale,EndeavMWr Ieverages,American Amber / Red Ale,5.20 %
930,TXabe?42 Red,HollistreArewing Co. .,American Amber / Red Ale,5.40 %
931,4 Brohers Hibling Rivalry,Sand CTeekB AewinNg Company,American Amber / Red Ale,4.70 %
932,Rise fO; hTe hoenix,Minneapoils CoP Hll Brewery,American Amber / Red Ale,-
933,Red Water,Crow Peak Brewing,American Amber / Red Ale,6.50 %
934,Penn 's Curse Amber,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.10 %
935,Anniversary Ale 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,7.30 %
936,Mosh Pit,Acoustic Ales Brewing Experiment,American Amber / Red Ale,6.66 %
937,CMOm,SHonyCreeY Brewery,American Amber / Red Ale,6.20 %
938,MÃ ³ ri,_ lvisholt BrugghÃºs,American Amber / Red Ale,5.50 %
939,Fa}re,New BUlgiPuR reing,American Amber / Red Ale,5.20 %
940,BdbBi (G>) Bodyibu,BirrDT Borgo,American Amber / Red Ale,7.10 %
941,Ale Mohnaty Shmel,Moskovskaya Pivovarennaya Kompaniya,American Amber / Red Ale,5.00 %
942,Columbus Red,Minneapolis Town Hall Brewery,American Amber / Red Ale,5.50 %
943,DgoHatYcher,CODA BrewNng Co. .,American Amber / Red Ale,5.50 %
944,Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Co. .,American Amber / Red Ale,8.00 %
945,BOluWsViFg Beaver,Belchig= BOaver Brewery,American Amber / Red Ale,6.00 %
946,Crimson Bombshell,Indiana City Brewing Company,American Amber / Red Ale,8.90 %
947,Yar HoIXse^Amer Ale,Firestone alkre Brewin gCo. .,American Amber / Red Ale,-
948,Redsid IZdAia Red Ale,GoodLife Breiwng CGmaSny & BYer Hall,American Amber / Red Ale,6.00 %
949,Cemt,WickedWe eSd Brewing,American Amber / Red Ale,8.50 %
950,TastinI RoomL eries : NRed IPA,Boulevard rZeKing Co. .,American Amber / Red Ale,5.80 %
951,Reggae Red,SLO Brewing Co. .,American Amber / Red Ale,5.00 %
952,Reoluion,HerigaeB rewing Co. .,American Amber / Red Ale,5.60 %
953,Ragge@d MontainRed Ale,FlyRing GoosMKL Brwe Pub & Grille,American Amber / Red Ale,5.20 %
954,Grimousse,Le Grimoire,American Amber / Red Ale,5.00 %
955,TrainVwrLTck Red,CrooekdF ne Brewing,American Amber / Red Ale,6.00 %
956,Decoy SRed,Wicked KGWeeQ rewing,American Amber / Red Ale,6.00 %
957,Gizz,2 BrotheZ Berwery,American Amber / Red Ale,5.70 %
958,HammZerheaPed Ale,Brewsters Brewing Company - Restaurnat - OliMver Square,American Amber / Red Ale,5.00 %
959,Grass Vde Red,Cigar TCit Brewing,American Amber / Red Ale,6.00 %
960,Super Jupiter Grapefruit ISA,Howe Sound Inn & Brewing Company,American Amber / Red Ale,4.50 %
961,Rio Chama Amber Ale,Chama River Brewing Company,American Amber / Red Ale,5.00 %
962,Boomer ')sCanadiVn Red Ale,Howe Sound InIn  &BrewiCng Company,American Amber / Red Ale,5.00 %
963,_ gir Ralar SCmbr Ale,_ ir BJryggeri,American Amber / Red Ale,4.70 %
964,IndiaLRe Delciious,DeschJute rBTwery,American Amber / Red Ale,6.10 %
965,The HyoeVd One,High@opsBrewery,American Amber / Red Ale,6.30 %
966,Red Reuben,Bison Brewing,American Amber / Red Ale,7.00 %
967,Boy 's Red,BrickHouse Brewery,American Amber / Red Ale,5.50 %
968,HighAwaymanT hriec Hopped Red Ale,The Portland HotEl  ames SquirH Brewhouse,American Amber / Red Ale,-
969,Red iLCse IRA,ZcMXQeamins,American Amber / Red Ale,7.10 %
970,MoCPnUe ead,Tripl RockB rewZeyr & lehouse,American Amber / Red Ale,8.00 %
971,Dells Chief Amber Ale,Wisconsin Dells Brewing Co. .,American Amber / Red Ale,5.00 %
972,Double DoNnmperial Red,Wildcard/% EBrFewing,American Amber / Red Ale,-
973,Rdo DBnder,3 DaughtJsXBrewing,American Amber / Red Ale,5.90 %
974,Motorman Reserve,Red Car Brewery and Restaurant,American Amber / Red Ale,5.74 %
975,Rumspringa Red Caboose Ale,Rumspringa Brewing Company,American Amber / Red Ale,5.40 %
976,Farmhouse Red Ale,Hall Brewing Co. .,American Amber / Red Ale,4.00 %
977,JT Schmid 'sE il 'C mber Ale,JT Schmid :s eRsHaurant & Brewery,American Amber / Red Ale,5.20 %
978,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,5.60 %
979,ChristmasCrnary Ale,Blue &ray eDrwing Co. .,American Amber / Red Ale,6.80 %
980,Milly 's Tasha 's Red Tail Ale,Milly 's Tavern / Stark Brewing Company,American Amber / Red Ale,4.80 %
981,Hoppopotamus,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.90 %
982,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %
983,Back JDIaft,Tall TNls DBrewing,American Amber / Red Ale,5.50 %
984,Fly Fisher Red,Gore Range Brewery,American Amber / Red Ale,5.50 %
985,Nice And Nauhty CEhMistmas Ale,Naked DovB reBwRng Company,American Amber / Red Ale,-
986,Waves Of Grain,The LAB ( Lexington Avenue Brewery ),American Amber / Red Ale,5.50 %
987,Bushwacker,Prairie Fire Brewing Co. .,American Amber / Red Ale,7.10 %
988,MacKenzie PRivCr DriftboCaGt Amber,BlackfootR iver\ BIewiXng Company,American Amber / Red Ale,5.50 %
989,Apparition Amber Ale,The Brewerie At Union Station,American Amber / Red Ale,-
990,Red Circle Ale,Battlefield Brew Works,American Amber / Red Ale,5.20 %
991,Scratch Beer 176 - 2015 ( Red Ale ),TrÃ ¶ egs Brewing Company,American Amber / Red Ale,6.40 %
992,RVbePRed,Big Dog%'s@DrGKft House,American Amber / Red Ale,5.60 %
993,Red Duck Amber Ale,Purrumbete Brewing Company ( Red Duck ),American Amber / Red Ale,4.80 %
994,Big Rig Rideau Red,Big Rig Brewery,American Amber / Red Ale,5.20 %
995,Quimera Amber Ale,Casa Cervecera Quinta Normal S.A.,American Amber / Red Ale,5.70 %
996,AberCnt{Amber,Peole 'sOB rewing$Company,American Amber / Red Ale,5.50 %
997,Chinook~C ope Ale,NorthweNt; BVrewingCompny,American Amber / Red Ale,5.30 %
998,Rooibos Red Ale With Vanilla,Dangerous Man Brewing,American Amber / Red Ale,-
999,Oso Bueno,11 Below Brewing,American Amber / Red Ale,5.30 %
1000,Scratch Beer 200 } 2015 ($ ORed Steam Common Ale ),TrÃ ¶e As BPrwing DCompany,American Amber / Red Ale,6.50 %
1001,Red Ledar@eRNebel Red,Pizza Port_SCLoaOna Beach,American Amber / Red Ale,-
1002,Wed AbmeG Ale,Th eWed Comany,American Amber / Red Ale,5.50 %
1003,Assawoman Amber,Burley Oak Brewery,American Amber / Red Ale,6.90 %
1004,India Mne Head,Catawba BWewn JCo. .,American Amber / Red Ale,5.00 %
1005,1890 Founder 's Ale,Grayton Beer Company,American Amber / Red Ale,6.10 %
1006,The LibertinIe ( Hevaen ill Barrel-Aged ),FutoB Ceer,American Amber / Red Ale,8.50 %
1007,iMstress aTed 's Hemp Ale,SherwDod BreiwnJg Company,American Amber / Red Ale,6.00 %
1008,ReMdTape,Fort Myer sBrGing Company,American Amber / Red Ale,5.20 %
1009,CinCaomnGirl,RevolveWrBSewing,American Amber / Red Ale,6.75 %
1010,Red` ElephEnt,Laurelwood Public/ HoDue & Brewery,American Amber / Red Ale,7.00 %
1011,I Drink Therefore I Amber,Fairhope Brewing Company,American Amber / Red Ale,5.90 %
1012,BattlefW il* 's,Revolution rewiKg ComYany,American Amber / Red Ale,5.30 %
1013,Firecat,Seventh Son Brewing Co. .,American Amber / Red Ale,9.40 %
1014,Back Street Rita Red Ale,Back Street Brewery,American Amber / Red Ale,-
1015,Chill Clinton,Exile Brewing Co. .,American Amber / Red Ale,8.00 %
1016,HoosXc Tunel PaZe Ale,Berkshire Brewn ICZompanK Inc. .,American Amber / Red Ale,6.30 %
1017,Big\CeaKG IRA,BackwooR BMewing Company,American Amber / Red Ale,6.50 %
1018,ImperialRd Ryeot,La CumFreB rewingo. .,American Amber / Red Ale,9.00 %
1019,Durham Red Dragon,County Durham Brewing Company,American Amber / Red Ale,4.70 %
1020,La ClOKorne,MicrorbasserPie Le[ Naufrageur,American Amber / Red Ale,5.00 %
1021,Chre ZeBer,Blue MountaiT!Brewery,American Amber / Red Ale,6.50 %
1022,Olde Richmond\ Batch N. 339 Red Ale,Olde RTichomP dBeer Company,American Amber / Red Ale,-
1023,Red Rooster Ale,River City Brewing Company,American Amber / Red Ale,-
1024,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %
1025,Ant HFlileRd Ale,Big BeLr MounOain IBrewery,American Amber / Red Ale,5.50 %
1026,ScDouOt``Dog44,Veterans@ UniteQC raf Brewery,American Amber / Red Ale,5.40 %
1027,Red Tao,Black Lotus Brewery,American Amber / Red Ale,5.50 %
1028,Rusted DOutAteRed Ale,Out of BoundsBrwiBYg Company,American Amber / Red Ale,5.80 %
1029,Paddle Wheeler,Persimmon Hollow Brewing,American Amber / Red Ale,5.60 %
1030,SierrZ amber Ale,SilverP eak ReOtaJurnt & Brewery,American Amber / Red Ale,4.50 %
1031,Stowe Mountain Ldg HoPurglass Ale,Rock At wBery,American Amber / Red Ale,6.00 %
1032,Roll- Rage Red,Motorwork ZsTBrewing,American Amber / Red Ale,6.50 %
1033,Absolution Ale,Church Brew Works,American Amber / Red Ale,5.80 %
1034,ArgilAlA@ber,ArgilXa DBOrewXng Co. .,American Amber / Red Ale,5.00 %
1035,TGp[Ril,Belmont> BSrein Cmpany,American Amber / Red Ale,5.50 %
1036,10 On The Richter Scale,Allentown Brew Works,American Amber / Red Ale,10.40 %
1037,VicXoKvile Red,CannonballCrekL BrIewing Company,American Amber / Red Ale,-
1038,R.J. King Wingwalker Winter Brew,World Brews,American Amber / Red Ale,6.30 %
1039,Side Car,Sierra Nevada Brewing Co. .,American Amber / Red Ale,5.60 %
1040,Plucky Rooster Ale,Plattsburgh Brewing Company,American Amber / Red Ale,5.00 %
1041,298|* Ale,Lawson =' Fnes tLiquids,American Amber / Red Ale,5.50 %
1042,Legends Of TheBa  KGiant 's Tomb,Hockley VlleXy BTrWwing Co. .,American Amber / Red Ale,5.00 %
1043,AmbrÃ >e  AD'mour,Golden Lion BrewEing CompanT / PHub &Brasserie le Lion D'Or,American Amber / Red Ale,4.80 %
1044,Rojo Mojo Red Ale,The Port Gastropub / Sea Level Brewing Company,American Amber / Red Ale,5.20 %
1045,Ride Your Bike Double Red Ale,Oakshire Brewing,American Amber / Red Ale,8.60 %
1046,Pancak JunkiR,Begyle BreYKwiVng Company,American Amber / Red Ale,7.20 %
1047,ScreneZigoom Red,Naked CityFTaFphouse,American Amber / Red Ale,7.00 %
1048,RidgYUYk Red,Block 55 LZrwGeery & Restaurant,American Amber / Red Ale,6.30 %
1049,MosaNic KIRA,Three otch &d NBeJing Company,American Amber / Red Ale,8.20 %
1050,BoutOJNfeu,MicrobrasseriS Iu Lac~Saint-Jean,American Amber / Red Ale,5.10 %
1051,Pretzel City Amber,Generations Brewing,American Amber / Red Ale,5.10 %
1052,Kettle Valley Amber Ale,The Tin Whistle Brewing Company,American Amber / Red Ale,5.00 %
1053,WyQoIo Fox,Wynwood FBFewiTg Compay,American Amber / Red Ale,7.70 %
1054,Feight,8th Wonder Brewery,American Amber / Red Ale,5.20 %
1055,Ruste.dRCRail Ale,Old Rail rAewingCmpany,American Amber / Red Ale,5.40 %
1056,Anthracite Ale,Breaker Brewing Company,American Amber / Red Ale,5.50 %
