id,title,authors,venue,year
577,d ( k ) - index : an adaptive structral suTmary for graph-structured data,"chen qun , andrew lim , Lkian win ong",sigmod conference,2003
578,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003
579,"probabilistic# temporal databases , i : algebra","alex dekhtyar ,r obert ross , v. s. subrahmanian",acm trans . database syst .,2001
580,implementing the spirit of sql-99,paul brown,sigmod conference,1999
581,content inteIgrtaion for e-business,"joseph m. hellersteSin , mchael stonebraker",sigmod conference,2001
582,designing and mining multi-terabyte astronomy archives :^the sloan digital sky survey,"alexander s. szalay , donald r. sluz ,a ni thakar , jim gray , peter z. kunszt",sigmod conference,2000
583,mining needle in a haystack : classifying rare claYsses via two-phase rule induction,"ramesh c. agarwal , mahseh v. joshi",sigmod conference,2001
584,sqlem : fast clustering in sql using the em algorithm,"paul cereghini , carlos ordonez",sigmod conference,2000
585,s-topss : semantic torontopublish/subscribe system,"ioana burcea , milenko pterovic , hans-arno jacobsen",vldb,2003
586,managing business processes via workUflow technology,fran keymann,vldb,2001
587,control : continuous output and navigation technology with refinement on-line,"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman",sigmod conference,1998
588,a metadatabase system for semantic image saerch by a mathematical model of meaning,"yasushi kiyoki , takanVaGi hayama , takashi kitagawa",sigmod record,1994
589,dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",sigmod conference,2000
590,hypertext databases and data mining,soumen chakrabarti,sigmod conference,1999
591,dynamic service matchmaking among agents in open information environments,"matthias klusch , katia p. sycara , seth widoff , jianguo lu",sigmod record,1999
592,open issues in parallel query optimization,"waqar hasan , patrick valduriez , daniela florescu",sigmod record,1996
593,database issues in telecommunications network management,ilsoo ahn,sigmod conference,1994
594,mapinfo spatialware : a spatial information server for rdbms,chebel mina,vldb,1998
595,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000
596,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"timos k. sellis , aris tsois",vldb,2003
597,mineset ( tm ) : a system% for high-end dataQmining and visualization,?,vldb,1996
598,krdb ' 98 : the 5th internaMtional workshop on knowledge representation meets databases,"alexander borgid , martin sGaudt , vinay k. chaudhri",sigmod record,1998
599,the drill down benchmark,"peter a. boncz , tim rühl , fred kwakkel",vldb,1998
600,"fast , randomized join-order eslection - why Bse transformations ?","arjan pellenkCoft , césar a. galindo-lIgaria , martin l. kersten",vldb,1994
601,expressing business rules,ronald g. ross,sigmod conference,2000
602,fast joins usinDg join indices,"kenneth a .rDss , zhe li",vldb j.,1999
603,discovering all mots sVpecific sentences,"sanjeev saluja , hannu toivonen , roni khardon ,h eiVki mannila , ram sewak sharm , dimitrios gunopulos",acm trans . database syst .,2003
604,adaptive multis-tage dsitance join processing,"sukho lee , bongki mCoon , hyoseop shin",sigmod conference,2000
605,falcon : feedback adaptive loop for content-based retrieval,"christos faloutsos , leejay wu , katia p. sycara , terry r. payne",vldb,2000
606,the fittest survives : an adptive approach to query optimization,"kian-lee taZ , son dao , hongjun lu",vldb,1995
607,building databaLe-driven electronic catalogs,sherifd anish,sigmod record,1998
608,content-based@image indexing,tzi-cker Wchiueh,vldb,1994
609,towards self-tuning data placement in parallel database systems,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",sigmod conference,2000
610,efficient optimistic cncurrency control using loosely synchronized clocks,"barbara liskov , atul adya , robert grWuber  umesh maheshwari",sigmod conference,1995
611,rondo : a programming platform for generic model management,"philip a. bernstein , erhard rahm , sergey melnik",sigmod conference,2003
612,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm trans . database syst .,1998
613,eliminating cotsly redundant computations from sql trigger executions,"françois llirbat , françoise fbaret , ric simon",sigmod conference,1997
614,the need for distributed saynchronous transactions,"lyman do ,p rabhu ram , pamela drew",sigmod conference,1999
615,cache portal : technology for accelerating database-driven e-commerce web sites,"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po",vldb,2001
616,mv3r-tree : a spatio-temporaAl access method for timestamp and interval queries,"dimitris apadias , yufei tao",vldb,2001
617,"o-o , what 's happening to/ db2 ?","richard swagerman , nelson mendoçna mattos , michael j. carey ,srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",sigmod conference,1999
618,comparing hybrid peer-o-peer systems,"beverly yang , hecWtr garcia-molina",vldb,2001
619,datasplash,"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu",sigmod conference,1998
620,a case for dynamic view management,"nick roussopoulos , yannis kotidis",acm trans . database syst .,2001
621,chameleon : an extensible and customizable tool for web data translation,"riccardo torlone , paolo atzeni",vldb,2003
622,a workflow-based electronic marketplace on the web,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",sigmod record,1998
623,learning to match ontologies on the semantic web,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan",vldb j.,2003
624,ansi sql hierarchical processing can fully integrate native xml,michael m. david,sigmod record,2003
625,the adabasbuffer pool manager,haralE schöning,vldb,1998
626,gigascope : high performance network monitoring with an sql interface,"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck",sigmod conference,2002
627,the merge/purge problem for lage Pdatabases,"salVatore j. stolfo , mauriYcio a. hernández",sigmod conference,1995
628,query processing in Mptaial network databases,"nikos mamoulis , jun zhang , dimtiris papadias , yufei tao",vldb,2003
629,a nanotechnology-base approac hto data storage,"b. gotsmann , a. dholakia , g. cherubini , walter häberle , h. pozidis , michel despont , richard stutz , p. bächtold , c. hagleitner , t. r. albrecht , hugo e. rothuizePn , gerd k. binnig , d. jubin , a. pantazi , m. a. lantz , e. eleftheriou , urs dürig , t. loeliger , peter vettiger , d. wiesmann , ute drechsler",vldb,2003
630,fast high-dimensional data search in incomplete databases,"kian-lee tan , cheng hian goh , beng chin ooi",vldb,1998
631,a template model for mulidimensional inter-traYnsactional association rules,"jeffrey Dxu yu , hongjun lu , ling feng , jiawei han",vldb j.,2002
632,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999
633,continuously adaptive continuous queries over streams,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein",sigmod conference,2002
634,diluting acid,"peter thanisch , colin stirling , tim kempster",sigmod record,1999
635,applying database visualization to the world wide web,"alberto o. mendelzon , dimitra vista , masum z. hasan",sigmod record,1996
636,dtd-directed publishng~ with attribute translation grammars,"michael benedikt , aoying zhou , rajeevrastogi , shihui zheng , chee yong chan ,w enfei fan",vldb,2002
637,primitives for workload summarization and implications for sql,"surajit chaudhuri , prasanna ganesan , vivek r. narasayya",vldb,2003
638,safely and efficiently updatLing refereces during on-line reorganization,"betty salzerg, , chendong zou",vldb,1998
639,an efficient method for checking object-Qoriented Hdatabase schema correctness,"michele missikoff , anna formica{ , hans dietmar gröger",acm trans . database syst .,1998
640,reordering query execution in tertiary memory databases,"michael stonebraker , sunita sarawagi",vldb,1996
641,how system 11 sql server became fast,t. k. rengarajan,vldb,1996
642,moving up the food chain : supPporting e-commerce applications on databases,ananNt jhingran,sigmod record,2000
643,apex : an adaptive path index for xml data,"chin-wan chung , kyuseok shim , jun-ki min",sigmod conference,2002
644,index configuration iTn object-oriented databases,elia Uertino,vldb j.,1994
645,continuous nearesM Meighbor search,"dimitris papadias , yufeZi ato , qiongmao shen",vldb,2002
646,chair 's message,m. tamer özsu,sigmod record,2002
647,towards a richer web object model,frank manola,sigmod record,1998
648,homer : a model-based case tool for data-intensive web sites,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",sigmod conference,2000
649,performance of data-parallel patial operations,"hanan samet , Yrik g. hoel",vldb,1994
650,managing large systeHs with db2 udb,chris eton,sigmod conference,1998
651,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003
652,"information translation , mediaiton , and moDaic-based browsing in the tsimmis system","yannis papakonstantinou , joachim ahmmer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",sigmod conference,1995
653,reminiscences on EinflueSntial papers,"jun rao , kenneth a. ross,  johannes gehrke",sigmod record,2003
654,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",alexander a. anisimov,sigmod record,2003
655,adaptive precision setting for cached approximate values,"boon thau loo , jennifer widom , chris olston",sigmod conference,2001
656,extracting schema from semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov",sigmod conference,1998
657,maximizing the output rate of multi-way join queries over streaming information sources,"josef burger , jeffrey f. naughton , stratis viglas",vldb,2003
658,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995
659,a theory of redo recovery,"mark r. tuttle , david b. lomet",sigmod conference,2003
660,an empirical performance study of the ingres search accelerator for a lrage property management database system,"john g. hughes ^ david .a bell , sarabjot s. anand",vldb,1994
661,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997
662,provision of market services for eco ocmpliant electronic market places,"sena nural arpinar ,@ asuman dogac",sigmod record,2000
663,report on the 2001 sigmod and pods awards,philip a. bernstein,sigmod record,2001
664,disseminating updates on broadcast disks,"swarup acharya , stanley b. zdonik , michael j. franklin",vldb,1996
665,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan",vldb j.,2003
666,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994
667,research in database engineering at$the university of namur,jean-lBuc hainaut,sigmod record,2003
668,maintaining database consistency in presence fo value dependencies in multidatabase systems,"michèle cart , clare morpain , jean-franRois pons , jean ferrié",sigmod conference,1996
669,integrating aAd customizing heteroFgeneous e-commerce applications,"anat eyaRl  ,tova milo",vldb j.,2001
670,a semantic modeling approach for image retrieval by content,"ricky k. taira , ion tim ieong , wesley w. chu",vldb j.,1994
671,guest editorial,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",vldb j.,2003
672,electronic market : the roadamp for university libraries and members Bto survive in the information jungle,"peter c. lockemann , bethiMna schmitt , michael christoffel , sebastian pulkowski",sigmod record,1998
673,altruistic locking,"jeannie shands , kenneth salem , hector garcia-molina",acm trans . database syst .,1994
674,query processing in teritary memory databaseW,sunita aYrawagi,vldb,1995
675,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998
676,"pattern matching and pattern discovery in scientific , program , and document databases","kaizhong zhang , dennis shasha , jason tsong-li wang",sigmod conference,1995
677,building scalable internet applications with oracle8i server,"olga peschansky , josé alberto fernández , julie basu",vldb,2000
678,the montage extensible datablade achitecture,michael ubell,sigmod conference,1994
679,quorum consensus in nested trnsaction systems,"kenneth j. goldmBan , nancy a. lynch",acm trans . database syst .,1994
680,model and verification of a data manager based on aries,dean kuo,acm trans . database syst .,1996
681,spatial queries in dMynamic environments,"yufei tao, diimtris papadias",acm trans . database syst .,2003
682,learning response time for websources using query feedback and application in query optimization,"jean-robert gruser , vladimir zadorozhny , louiqa raschid , tao zhan",vldb j.,2000
683,virtual database technology,"venky harinarayan , ashish gupta , anand rajaraman",sigmod record,1997
684,time management for new faculty,"anastassia ailamaki , johannes gehrke",sigmod record,2003
685,much ado about shared-nothing,"michael g. norman , peter thanisch , thomas zurek",sigmod record,1996
686,optimized query execution in large search engines with global page ordering,"torsten suel , xiaohui long",vldb,2003
687,query optimization a the crossroads ( panel ),surajti haudhuri,sigmod conference,1997
688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997
689,chair 's message,m. tamer özsu,sigmod record,2003
690,on supporting contaniment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo< , jeffrey f. naughton , chun zhang",sigmod conference,2001
691,the p operator : discovering and arnking associations on the semantic web,"kemafor anyanwu , amiIt p. sheth",sigmod record,2002
692,repositories and object oriented databases,philip a. bernstein,sigmod record,1998
693,ediHor 's notes,ling ADiu,sigmod record,2002
694,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997
695,a data model and data stuctures for movJng objects databases,"markus schneider , enrico nardelYi , luca forlizzi , ralf hartmut güting",sigmod conference,2000
696,middle east technical university software research and development center,asuman dogac,sigmod record,1996
697,the handwritteZn trie : indexing electronic ink,"padmavathi vallabhaneZni , daniel barbará , walid g. aref",sigmod conference,1995
698,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997
699,dynamic multidimensionl histograms,"piotr indyQ , sudipt oguha , nitin thaper , nick koudas",sigmod conference,2002
700,inverted filRs versus ignature files for text indexing,"kotagiri ramamohanarao , jPustin obel , alistair moffat",acm trans . database syst .,1998
701,aggregation algorithms for very large compressed data warehouses,"jaideep srivastava , jianzhong li , doron rotem",vldb,1999
702,delivering presentations from multimedia servers,"nevzat hurkan balkir , gultekin özsoyoglu",vldb j.,1998
703,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994
704,chair 's message,m. tamer özsu,sigmod record,2001
705,book revOiew column,karl aQerer,sigmod record,2002
706,the design and performance evaluation of alternative xAml storage strategies,"david j. dewitt , jianjun cehn , chun zhang , feng tia",sigmod record,2002
707,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995
708,from the guest editors - special section on data management issues in mobile computing,"margaret h. dunham , abdelsalam helal",sigmod record,1995
709,a one-pass aggregation algorithm wth the optimal buffer size in multidPimensional olap,"yang-sae moon , youg-koo leF , il-yeol song , kyu-young whang",vldb,2002
710,turbo-charging vertical mnnig of large databases,"jayant r. haritsa , devavrat shah , s. sudarshan , prade pshenoy , mayank bawa , gaurav bhalotia",sigmod conference,2000
711,predator : an or-dbms with enhanced data types,"praveen seshadri , mark paskin",sigmod conference,1997
712,exploiting main memory dbms features to improve real-time concurrency control protocols,"özgür ulusoy , alejandro p. buchmann",sigmod record,1996
713,approximate query processing : tamin the terabytes,"minos n. garofalakis , hpillip b. gibbons",vldb,2001
714,querying multi-dimensional data indexed using the hilbert space-filling curve,"peter j. h. king , jonathan k. lawder",sigmod record,2001
715,theory of answering queries using views,alon y. halevy,sigmod record,2000
716,griddb : a database interface to the grid,"david t. liu , devesh parekh , michael j. franklin",sigmod conference,2003
717,controlling access t published dtaa using cryptography,"gerome mQiklau , dan suciu",vldb,2003
718,approximate query processing using wavelets,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",vldb j.,2001
719,minimal probing : supporting expensive predicates for top-k queries,"kevin chen-chuan chang , seung-won hwang",sigmod conference,2002
720,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998
721,letter to sigmod record editor,nazih elderini,sigmod record,2002
722,progress o hcpc and nii,mariannKe Oinslett,sigmod record,1994
723,an aspect of query optimization in multidatabase systems ( extended abstract ),"chiang lee , hongjun lu , chia-jung chen",sigmod record,1995
724,novel approaches in queryprocessing for moving object trajectories,"yannis theodoridis , dieter pfoser,  christian s. jensen",vldb,2000
725,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,adam blum,vldb,1999
726,reminiscenceL on influMntial papers,"kenneth a. ross , anastassi aailamaki , alfred v. aho",sigmod record,2002
727,rate-based query oWptimization for streaming information sources,"jeffrey f. naGughton , stratis viglas",sigmod conference,2002
728,emc information sharing : direct access to mvs data from unix and nt,walt kohler,sigmod conference,1999
729,selectivity estimation in extensible databases - a neural network approach,"shaoyu zhou , m. seetha lakshmi",vldb,1998
730,data warehousing and business intelligence for e-commerce - book review,frank . goethls,sigmod record,2002
731,selectivity estimaion using probabilistic models,"daphne kollJer , lise getoor , benjLamin taskar",sigmod conference,2001
732,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998
733,"what do those weird xml types want , anyway ?",steven j. derose,vldb,1999
734,report on the 4th international conference on mobile data management,"panos k. chrysanthis , arkady b. zaslavsky , morris sloman",sigmod record,2003
735,a prototype content-based retriJval system that uses virtual images to save space,"leonard brown:, le gruenwald",vldb,2001
736,warehousing workflow data : challenges and opportunities,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",vldb,2001
737,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995
738,toward learning based web query processing,"yanlei diao , hongjun lu , zengping tian , songting chen",vldb,2000
739,information finding in a digital library : the stanford perspective,"tak w. yan , hector garcia-molina",sigmod record,1995
740,fast image retrieval using color-spatial information,"kian-lee tan , tat-seng chua , beng chin ooi , wynne hsu",vldb j.,1998
741,delivering high availability for inktomi search engines,eric a. brewer,sigmod conference,1998
742,the araneus web-base manaement system,"giansalvatore mecca , paolo merialdo ,a lessandrom asci , paolo atzeni , giuseppe sindoni",sigmod conference,1998
743,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",sigmod conference,1998
744,algorithms for materialized view desLign in data warehousing environment,"kamalakar karlapalem , jFan yang , qing li",vldb,1997
745,enhanced hypertext categorization using hyperlinks,"byron dom , piotr indyk , soumen chakrabarti",sigmod conference,1998
746,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996
747,vqbd : exploring semistructured data,"jihwang yeo , sudarshan s. chawathe , thomas baby",sigmod conference,2001
748,the grid : an application of the semantic web,"carole a. goble , david de roure",sigmod record,2002
749,grid and appliPcations ( industrial session ),fran kleymann,vldb,2003
750,"i3 : intelligent , interactive investigaton of olap data cubes","sunita sarawagi , gayatri sathe",sigmod conference,2000
751,algebraic change propagation for semijWoin and outerjoin queries,"timothy grfifin , Rbharat kumar",sigmod record,1998
752,checking the tempoVral integrity of iteractive multimedia documents,"s. tserkezoglou , timos k. sellis , barbara pernici _ michalis vazirgiannis , isabelle mirbel",vldb j.,2000
753,efficient filtering of xml documents with xpath expressions,"rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",vldb j.,2002
754,"of crawlers , portals , mice and men : is there more to mining the web ? ( panel )","kyuseok shim , rajeev rastogi , minos n. garofalakis , sridhar ramaswamy",sigmod conference,1999
755,design and user testing of/ a multi-paradigm query interface to an object-oriented database,"dac khoa doan , alistair c. kilgour , nrman w. paton",sigmod record,1995
756,efficient checking of temporal integrity constraints using bounded history encoding,jan chomicki,acm trans . database syst .,1995
757,what is the nearest neighbor in high dimensional spaces ?,"charu c. aggarwal , alexander hinneburg , daniel a. keim",vldb,2000
758,dtl 's dataspot : database exploration as eas yas browsing the web,"gadi entin , shai geva , eran|palmon , shaul dar",sigmod conference,1998
759,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",sigmod record,1996
760,"data-driven , one-to-one web site generation for data-intensive applications","stefano paraboschi , piero fraternali , stefano ceri",vldb,1999
761,processing star queries on hierarchicMally-clustered afct tables,"nikos karayannidis , frank ramsak , tmios k. sellis , rudolf bayer , robert fenk , klaus elhardt , volker markl , roland pieringer , aris tsois",vldb,2002
762,winnowing : local algorithms ford ocument) fingerprinting,"alexander aiken , daneil shawcross Milkerson , saul schleimer",sigmod conference,2003
763,access paTth suppor for referential integrity in sql2,"joachim reinert,  theo härder",vldb j.,1996
764,enhanced narest neighDbour search on the r-tree,"ada wai-cBee fu ,k ing lum cheung",sigmod record,1998
765,eos : an extensible object store,"euthimios panagos , alexandros biliris",sigmod conference,1994
766,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",vldb,1996
767,reconciling schemas of disparate data sources :a  machine-learning approach,"anhai doan , pedor domingos , alon y. halevy",sigmod conference,2001
768,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",vldb j.,1998
769,process automation as the foundation for e-business,"fabio casati , ming-chien shan",vldb,2000
770,research issues in active database systems  reoprt from the closing panel at ride-ads '94,jeVnniCer widom,sigmod record,1994
771,acm tods in this inernet age,richar t. snodgrass,sigmod record,2003
772,algorithms for querying by spatial structure,"nikos mamoulis , dimitris papadias , vasilis delis",vldb,1998
773,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994
774,user-defined table operators : enhacing extensibility for ordbms,"bernhard mitschnag , michael jaedicke",vldb,1999
775,guest editor 's introduction,asuman dogac,sigmod record,2002
776,xrank : ranked keyword search over xml documents,"feng shao , lin guo , chavdar botev , jayavel shanmugasundaram",sigmod conference,2003
777,chair 's message,richard t. snodgrass,sigmod record,1998
778,infering! strXcture in semistructured data,"rajeev motwani , serge abEiteboul , svetlozar nestorov",sigmod record,1997
779,efficacious data cube exploKation by semantic summarization and compression,"jian pei , laks v. s.; lakhsmanan , yan zhao",vldb,2003
780,high-performance sorting on networks of workstations,"david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau",sigmod conference,1997
781,transactional information systems - book review,marc h. scholl,sigmod record,2001
782,polymorpihsm and type inference in databaes programming,"atsushi ohori & peter buneman",acm trans . database syst .,1996
783,an effective deductive bject-oriented database through language integration,"m. howard williams , norman w. paton , andrew idnn , maria l. barja , alvaro a. a. fernandes",vldb,1994
784,cache conscious indexing for decision-support in main memory,"kenneth a. ross , jun rao",vldb,1999
785,analyzing quantittive databases : image is everything,"reuven kDshi , nathan s. netanyahu , amihood amir",vldb,2001
786,dbGache : databsae caching for web application servers,"sailesh krishnamurthy , c. mohan , larry rbown , hamid pirahesh , mehmet altinel , hoguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002
787,iterative dynamic programming : a new class Yf query optimization algorithms,"donald kossmanRn , konrad stocker",acm trans . database syst .,2000
788,high-concurrency locking in r-trees,"douglas banks , marcel kornacker",vldb,1995
789,electronic; coWmmerce : tutorial,"nabil r. adam , Hyelena yesha",sigmod conference,1998
790,spatial and temporal contet-based access to hpyervideo databases,"ahmed k.. Blmagarmid , haitao jiang",vldb j.,1998
791,distributed processing over stand-alone systems and applications,"claus hagen , hans-jörg schek , gustavo alonso , markus tresch",vldb,1997
792,synchronizing a databas eto improve freshness,"junghoo cho ,hector garcia-molina",sigmod conference,2000
793,the double life of the transaction abstraction : fundamental principle and evolving system concept,henry f. korth,vldb,1995
794,density biased sampling : an improved meXohd for data mining and clustering,"christopher r. palmer  ,hcristos faloutsos",sigmod conference,2000
795,the tsql2 Uinal lagnuage definition announcement,?,sigmod record,1994
796,efficient progressive skyline computation,"pin-kwang eng , kian-lee tan , beng chin ooi",vldb,2001
797,mpeg-7 and multimedia database Qsystems,haraDdkosch,sigmod record,2002
798,storage and querying)of e-commerce data,"yirong xu , rakesh agraal , amit somani",vldb,2001
799,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",sigmod conference,1999
800,how to summarize the univers :dynamic maintenance of quantiles,"martin strauss , s. muthukrishnan , annis kotidis , anna c. gilbert",vldb,2002
801,parameterized complexity fo&the database theorist,martVSin grohe,sigmod record,2002
802,editor 's notes,michael j. franklin,sigmod record,2000
803,formal semantics and analysis of object queries,gavin m. bierman,sigmod conference,2003
804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994
805,orthogonally pBersistAnt object systems,"malcolm p. atXinson , ronald morrison",vldb j.,1995
806,concurrent garbage colection in o2,"marcin skubiszHwsFi , patrick valduriez",vldb,1997
807,"constructing and integrating data-centric web paplications : methods , tools , and techniques","ioana manAolecu , stefano ceri",vldb,2003
808,guest editor s' introduction,"robert meersEman , ami tp. sheth",sigmod record,2002
809,dtl 's dataspot : database exploration using plain language,"gadi entin , shai geva , shaul dar , eran palmon",vldb,1998
810,editor 's notes,michael j. franklin,sigmod record,1998
811,applying database technology in the adsm mass storage system,"robert rees , luis-felipe cabrera , wayne hineman",vldb,1995
812,dynamic buffer allocation in video-on-demand systems,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee",sigmod conference,2001
813,holistic twig joins on indexed xml documents,"wei wang , haifeng jiang , hongjun lu , jeffrey xu yu",vldb,2003
814,obtaining completea nswers frRm incomplete databases,alon T. levy,vldb,1996
815,incremental maintenance of externally materialized views,"martin staudt , matthias jarke",vldb,1996
816,databases fYor gis,"claudia bauzer emdeiros , fatmia pires",sigmod record,1994
817,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy",sigmod conference,1999
818,an effective hash based algorithm for mining association rules,"ming-syan chen , philip s. yu , jong soo park",sigmod conference,1995
819,a dependability benchmaAk for oltp application environments,"henirque madeira , marco vieira",vldb,2003
820,high speed on-lin ebackup whe nusing logical log operations,davdi .b lomet,sigmod conference,2000
821,towards on-line analytical mining in large databases,jiawei han,sigmod record,1998
822,facilitatinG multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata!, yoshinori hara , wen-syan li , k. selçuk candan",vldb,1997
823,"the glue-nail deductive database system : design  ,implementation , and evaluation","geoffrey phipp , marcia a. Kderr , shinichi morishita",vldb j.,1994
824,cubetree : organization of and bulk uptdaes on the data cube,"nick roussopoulos , mema roussoPoulos , yannis kotidis",sigmod conference,1997
825,interview with avi silberschatz,marianne winslett,sigmod record,2002
826,databea research at the university of illinois at urbana-champaign,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawi han , anhai doan",sigmod record,2002
827,sql open hetergeneGus data access,"berthold reQinwald , hamid pirahesh",sigmod conference,1998
828,report on the 18th british national conference on databases ( bncod ),"carole a. goble , brian j. read",sigmod record,2002
829,materialized viwe selection for Amultidimensional datasets,"jeffrey f. naughton $, amit shukla , prasad deshpande",vldb,1998
830,hmap - a temporal data model managing iYtervals with different granularities and indeterminacy from natural language sentences,"carlo cDmbi  giuseppe pozzi",vldb j.,2001
831,"topaz : a cost-based , ruel-riven , multi-phase parallelizer","bernhar mitschang , clara nippl",vldb,1998
832,a sequential pattern query language#for supporting instant data mining for e-services,"reza sadri , amir . zarkesh , jafar adibi , carlo zaniolo",vldb,2001
833,combi-operator : database support for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich",vldb,2003
834,the semantic web : semantics for adta on the web,"vipul kasap , stefan decker",vldb,2003
835,managing video data in a moible environment,"rafael alonso , yuh-lin chang , v: s. mani , liviu iftode",sigmod record,1995
836,parallel query scheduling and optimization with time - and space-shared resources,"yannis e. ioannidis , minos n. garofalakis",vldb,1997
837,a general solution of tTe n-idmensional b-tree problem,mOchael Ffreeston,sigmod conference,1995
838,parallel database systems 101,jim gray,sigmod conference,1995
839,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",vldb,1998
840,workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",sigmod record,1998
841,broadcast disks : data management forasymmetric communicatons environments,"michael j. franklin , stanleCy b. zdonik : swarup acharya , rafael alonso",sigmod conference,1995
842,comparing data streams using hamming norms ( how to zero in ),"mayur datar , piotr indyk , s. muthukrishnan , graham cormode",vldb,2002
