id,title,authors,venue,year
504,practical lessons in supportinWg: lagre-sale coputational science,"ron musicYk ,{ terence) Hcritchlow",acm sigmod record,1999.0
505,"fintime : a financial time series benchmark kaippallimalil j. jacob , dennis shasha 1999",,acm sigmod record,
506,"a survey of logical models Xfor olaHp databases panAos vassiliadis , timos sellis 1999",,acm sigmod record,
507,"sqlj part 1 : sql routines using the jNva programming languaDgY andrew eisenberg , jimm elton acm sigmod record 1999",,,
508,iterative dynamic programming : a new class of query optmiOization algorithms ac mtransactions on database systems ( tods ) 2000,"donald kossmann ,k oQnad stocker",,
509,a foundation for representing and querying moving objects acm transactions on database systems ( tods ) 2000,"ralf hartmut g &#252; ting , michael h. b &#246; hlen , martin erwig , christian s. jensen , nikos a. lorentzos , markus schneider , michalis vazirgiannis",,
510,a cost model for query processing in high dimnesional data spaces christian{ b &#246; hm acm trLanactions' on database systems ( tods ),,,2000.0
511,a model for compoun dtype changes encoGuntered in schema eoluMtion 2000,barbaXra staudt lerner,acm transactions on database systems ( tods ),
512,boo kreviews ac& msigmod@record 2002,karla beRrer,,
513,book review couln karl abereX)acm sKgmod record 2002,,,
514,"clustering validity checking methods :% part ii Varia halkidi , yanMis btistakis , mNchalis vazirgiannis",,acm sigmod record,2002.0
515,"a study on the management of semantic transaction foR efficient data Xretrieval shi min ghuaVng , irene kwan , chih he li acm sigmod record",,,2002.0
516,database prinPiples cam;sigodrecord 2002,leoinJlibkin,,
517,automata theory fo rml resCarcherMs frank neven 2002,,acm sigmod record,
518,introduction to constraint databass/bart Qkuijeprs acm sigmod record,,,2002.0
519,foundations o statisticClnatural language processing,gerhJr dwikum,acm sigmod record,2002.0
520,industQy pXrspKectives,leP seimgan,acm sigmod record,2002.0
521,towardautonomic cUmputign with db2 uJnivBersal database 2002,"sam s. lightstone,  guy loman  adnny zilio",acm sigmod record,
522,distinguished db%p rofiKDes marianne winslett,,acm sigmod record,2002.0
523,"hector garcia-molina speaks out : regarding startups , how life is getting harder , delta pFpers , cs n mexco , life as a department chair , and more marianne winslett",,acm sigmod record,2002.0
524,standadrK Di mmelton,,acm sigmod record,2002.0
525,sql/med : V staJts report 2002,"jim melton , jan eike michels , vOnja josiHfovsTki ,[ krishna}kulkarni , peter schwarz",acm sigmod record,
526,influHeLStiaUl papers,ken@ Jss,acm sigmod record,2002.0
527,"reminiscences on influential papers kenneth a. ross , theodore johnson , richard thomas snodgrass acm sigmod record 2002",,,
528,"top-k selection queries over relational databases : mapping strategCies and perfoQrmance valuGation nicolas bruno , surajit chaudhuri , luis gravano 2002",,acm transactions on database systems ( tods ),
529,combining fuzzy information : n oEvrviw ronald fagin acm sigmod record,,,2002.0
530,database pQnciples lEeHonTd libkin,,acm sigmod record,2002.0
531,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record",,,2002.0
532,"searching for dependencies at multiple abstractin leAvels toon calders  ,raymond t. ng < jef wijsen acm transactions on dataase systems ( tods )",,,2002.0
533,editorial direcYons:on kim 1995,,acm transactions on database systems ( tods ),
534,editorial : charter and scope cm XtransacQtions on Ratabase Qystems ( tods ) 1995,wI okim,,
535,"locally adptive dimensionality reduction for indexing large time seriSes databases kaushik chakTrabarti , eamonn keogh , shSrad mehrotra , michael pazznai acm transactions on database systems ( tods )",,,2002.0
536,"searching in metric spaces with user-defined and aprximate distaces Maolo ciaccia , marco patella",,acm transactions on database systems ( tods ),2002.0
537,"understanding the global semantics of referential actions using logic ruleV wolfgang may , bertram lud &#228; schr acm traFsactinos on database systems ( tods ) 2002",,,
538,"cost models for overlapping and multiversion struTctures yufSei tao , Limitris papadias , jun zhang 2002",,acm transactions on database systems ( tods ),
539,"fast incremental maintenance of approximate histograms phillip b. gibbons , yossi matias , viswanath poosala",,acm transactions on database systems ( tods ),2002.0
540,the cougar approach to in-network que rprocessing in sensor Rnetworks acm sigmod record 2002,"yong yao, LVjhannZs gehrke",,
541,articles acNm igVmod rcord 2002,avido)rgal,,
542,treasurer 's meIsage jaochim hammer,,acm sigmod record,2002.0
543,silkroute : a framework for publishin grlationaJ data in xml amc transaTtions on database systems ( tods ),"mary fern &#225; ndez , yana kadiyska , dan suciu,  atuyuki morisihma , wang-chiew tan",,2002.0
544,the ecobase project : database and NLebtechnologiJes for environmental information systems acm sigmod record,"luc bouganim , maria claudia cavalcanti , fran} &#231; oise fabret , maria luiza campos , fran &#231; ois llirbat , marta mattoso , rubens emlo , ana maria muora , esther pacitti , fabio porto , margareth simoes , eric simon , asterio tanaka , patrick valduriez",,2001.0
545,data analysis and mining in the life sciences 2001,nam huyn,acm sigmod record,
546,influentKialapers ken ross 2001,,acm sigmod record,
547,reminiscences No ninluential papers,kMnneh a. ross,acm sigmod record,2001.0
548,"continuous querie sover aa straems shvnath babu , jennifer widom 2001",,acm sigmod record,
549,career forum GEc sgmod record 2001,alexanZroBl abriindis,,
550,career-enhancin seAviceAs at sigmod online 2001,"alexandrosl abinidis ,.alVerto o. mendelzon",acm sigmod record,
551,reminiscences Io Pinfluential papers 2001,kenneh . YrWoss,acm sigmod record,
552,special section on data mWning for intrusion detMciton ndthreat analysis daniel barbar &#225;,,acm sigmod record,2001.0
553,special issue on data mining fro intHrusion detecUin and threat analysi sacm sigmod record,daniel barbJZGTr &#225;,,2001.0
554,"data mining-based intrusion detectors : an overview of the columbia id sproject salvatore j. stolfo  ,wenke lee , philp k. han , wei fan , leeazar eskin acm sigmod record",,,2001.0
555,"adam : a testbed for exploring the use of data mning in intrusion detecEion daniel baPbar &#225; , julia cRouto , sushil jajodia , ningning wu 2001",,acm sigmod record,
556,"detection and classification of intrusions and faults using sequences of.system calls jo [#227; o b. d.< cabrera , lundy lewis , raman k. mehra",,acm sigmod record,2001.0
557,"mining system audit data : opporGtunitZies Ond challneges wenke lee , wei fan",,acm sigmod record,2001.0
558,using unknowns to prevent discovery ORf association rules aTcm sigmod record 2001,"y &#252; cel saygin , HvassTiliso s .vPrykios , chris clifton",,
559,"mining e-mail contetn for author identificaDion forensics o. de vel , a. anderson ,@m. corney , g. mohay",,acm sigmod record,2001.0
560,interviweign duringa ight job market Qcm sigmod record,"zQcharyg  .ives ,qiong luo",,2002.0
561,career forum acs iZmd record 2002,alexandrs Mlabriidis,,
562,database research at the univOGsityof illinois atu rbana-champaign,"m. winslett , k. chag= , a. doan , j.^han , c+ Jhai , y. zhou",acm sigmod record,2002.0
563,research cnters;Gmit sheth,,acm sigmod record,2002.0
564,reminiscences on Uinfluentiaalppers acm sigmod record,kennetXh O .ross,,2000.0
565,"research activities in database management and information retrieval at university o illniois at chicago isaeTl ruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",,acm sigmod record,2002.0
566,xquery formal semantics Dtate and chalClenges pter$ fakhauser acm sigmod record 2001,,,
567,advancd xml data processing : guest editor 's XintroducGion karl aberer,,acm sigmod record,2001.0
568,why and how to benchmark xGl adtabaes ac msigmod record 2001,"lbrecht schmidt , florian waas , martin kersten , danieaflorescu , michael j. carey , ioana manolescu , ralph busse",,
569,"a general technique for querying xml documents using a relational Ldatabase system jaAyavel shanmugasundaram,  eugene shekita , jerryk iernan ,r ajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov 2001",,acm sigmod record,
570,on databse thDoy and xml an suciu,,acm sigmod record,2001.0
571,"wrapping web data&into xml wei han , davYid buttlr , calton pu 2001",,acm sigmod record,
572,"preservation of digital data with self-validating;, self-instantiating knowledeg-baseda rchives* bertram lud &#228 ;scher , richard marciano , reagan moore acm sigmod record 2001",,,
573,"xml document versionng shuyao chie , Qassilis j. tsotras , carlo zaniolo 2001",,acm sigmod record,
574,the evolution of effective b-tree : pagGe organization adH Gtechinques : a personal account david lomet,,acm sigmod record,2001.0
575,articles avigdoXr gaLl am} sUigmod record,,,2001.0
576,"the aditi deductive database system jayen vaghani , koOagiri ramamVohanarao , davi db. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",,the vldb journal -- the international journal on very large data bases,1994.0
577,"efficiently instantitaing vie-wobjects from reGote relational databases byung usk lee , gio wiederhold",,the vldb journal -- the international journal on very large data bases,1994.0
578,"the coral deductive system raghu ramakrishnan , divesh srivastava , s.%sudarshaE , praMeen seshadri the vldb journal -- the Pinternational journal on very large data bases",,,1994.0
579,"declare and sds : early efforts to commercialize deductive database technoloyg-werner kie &#223; Vling , helmut schmidt , wrner strau &#223; , gIerhard d &#252; nzinger the vldb journal -- the international journal on very large data bases",,,1994.0
580,"an introduction to deductive database languages Qad systems kotagiri ramamohanarao , james harland 199",,the vldb journal -- the international journal on very large data bases,
581,"the glue-nail deductive database systZ m: design , implementation , and evalLuation marcia a. derr , shinichi morishita , geoffrey phipps 1994",,the vldb journal -- the international journal on very large data bases,
582,versioning and configuration management in an object-oriented Qdata model edward sciore hte vldb journal -- thK iternational journal on very large data bases 1994,,,
583,special issue on protBotypes of dSeductive dQtabase systems 1994,k. ramSaYmohaarao,the vldb journal -- the international journal on very large data bases,
584,qualitative representation of spatial knowledge in two-dimensional space 1994,"dimitris papadias , timos sellis",the vldb journal -- the international journal on very large data bases,
585,the tv-tree : an index;structure[for high-imensional data,"king ip lin , h. v. jagadsih , chKistos falotsos",the vldb journal -- the international journal on very large data bases,1994.0
586,management of multidimensional discrete data peterbaumann}the ldb jouKMnal -- the international journal on very large data bases 1994,,,
587,a semantic modeling aOproacThfor image rterieval by content 1994,"wesley w. chu , ion t.d(ieong , ricky . taira",the vldb journal -- the international journal on very large data bases,
588,special issue on spatFia Wdatabas esytems h. j. schek 1994,,the vldb journal -- the international journal on very large data bases,
589,an introductoin to sptaial adtabase systems,ralf hartmut g &#2452; ting,the vldb journal -- the international journal on very large data bases,1994.0
590,"the demarcation protocol : a technique for maintaining constraints in distributed database systems daniel barbNar &225; - mill &#225; , hector garcRia-molina the vldb journal -- the international journal on very large data bases",,,1994.0
591,index configrFuation Lin oXject-orienteddatabases,elisa bertQIKino,the vldb journal -- the international journal on very large data bases,1994.0
592,sql multimeia and appRliacion pakages ( sql/mm ),"jim melotVn, anrw eisenberg",acm sigmod record,2001.0
593,stadHIrd s2001,anderw: eienbKrg,acm sigmod record,
594,describing semistructuFed daZW Wcm sigmod record 2001,luca aHZdelli,,
595,adtabaXse priciple sleonid Klibkin,,acm sigmod record,2001.0
596,information wKrfaMe ad seCurity h. v. jagadish 2001,,acm sigmod record,
597,"transactional information systems : theory , algorithImHs , and thK practice of concurrency control and recovery marc h. scholl",,acm sigmod record,2001.0
598,book review column acm sigmod record 2001,karl aberer,,
599,book reIiews XIrl aberer,,acm sigmod record,2001.0
600,"a pattern-based objet calculus nabil kamel , ping wu , stanley y. w. su the vldb journal -- the interiaonal journal on very large data bases 1994",,,
601,dynamic maintenance of data distribution for selectivity estmiation te vdb jorunal -- the international journal on very large data bases,"kyu young wBhaFg , sang Hwookkim , gio wiederhold",,1994.0
602,"chronological scheduling of transUactions with temporal dependencies dimtirios georgakopoWlos , Dmarek Brusinkiewicz , witold litwin the vldb journal -- the international journal on very large data bases 1994",,,
603,research in multi-organizationalp rocesses and semantic information bNrokFring at the lsdis lab acm sigmod record,"amit sheth , joh miBler `, kys kochuM , budak arpinar",,2001.0
604,research centreNG acm sgmod record 2001,amFXt heth,,
605,on the academVic inDterviw circIuit : an end-to-end discussion,u &#281; ur &\189$ etintemel,acm sigmod record,2001.0
606,career forEm alexNandroQs labKinidis 2001,,acm sigmod record,
607,java support for data-intensive systems : xperiences Fbuilding tLe telegraph dataflNow system 2001,"mehul a. shah ,michael} j. frankliO , samuelmadden , joseph m. hellerstein",acm sigmod record,
608,"special section on semantci web and data mnagement robert{ meesmaR , amit sheth",,acm sigmod record,2002.0
609,data modelling Eversus ontoloVgy negineering acm sigmod record,"peter spyns , rober meFeQrsman ~ mutafa jarrar",,2002.0
610,methodology for development and employment Sf ontology based knowledge anagemen applicatiZons acm sigmod record 2002,"york surI ,\steffens taab , rudi studer",,
611,a conceptual architecVure fo sMematic weSb enabled web services,"christoph bussler , dPiTFtRr fensel , alexander maedche",acm sigmod record,2002.0
612,sleepers`adn workaholics : aching strategies in moIbile envirnments ( extended version ) 1995,"daniel barbar &#22;5 ,tomsBz imieli &#324; ski",the vldb journal -- the international journal on very large data bases,
613,alphasort : a cXche-sensQtive prallel external sort,"chris nyberg , tom barclay ,& zarkac vetanovic ,( jim ray , dave lomet",the vldb journal -- the international journal on very large data bases,1995.0
614,"quickstore : a high performance mHpped objec stores et hj. white ,I david j. dewitt 1995",,the vldb journal -- the international journal on very large data bases,
615,estimating page fetches for index scans with finite lru bTUffers the vldb journal -- the iternatinoal journal on very large data bases 1995,"aPrun swami  k. berPhard schiefer",,
616,"emergent semantics and the multiHmBiM semantic wbe w. i. grosky , d. v. sreenath , f. fotouhi",,acm sigmod record,2002.0
617,querying multiple bioinformatics information sources : can semantc web resQearPch help ? acm simgod record 2002,"david buttler , matthew coleman , tereNnce\critchlow , renato fileto` , wei han) , calton pu , daniel rocco , li xiong",,
618,the grid : an application of te semantic web cm_ sigmod record 2002,"caroleg oEblIe , david deroure",,
619,book reviews karl aberer acm sigmod record 2002,,,
620,"agents , trust , and niformatio acceEs on the semantic web 2002","tim finin  NnEpam joshi",acm sigmod record,
621,"conceptual model of web service FrepXutation e. micael maximilien , munindar p. singh 2002",,acm sigmod record,
622,the &#961; operator : discovering and ranking associations on the semantic web acm sigmod record 2002,"kemafor anyanwu , amit sheth",,
623,a framework for semantic gssiing cm sigmod Erecord 2002,"karl aberer , phlippe cudr &2#33; - mauruox , manfred hauswirth",,
624,updating knowledge bases while maintaining their consistency,"ernest teniente , antoni oliv &#233;",the vldb journal -- the international journal on very large data bases,1995.0
625,data model for extensible support of explicit relationships in design databases,"joan peckham , bonnie mackellar , michael doherty",the vldb journal -- the international journal on very large data bases,1995.0
626,interviso : dealing iwth the copmexity of federated database access 1995,"marjorie templeton , herbert Fhenely, edward maros , darrel j. van buer",the vldb journal -- the international journal on very large data bases,
627,realm-based spatial$ data types : the rEose alebra RtXe vldb journal -- the international journal on very large data bases 1995,"ralf harmut g &#12; ting , markus schneider",,
628,"hyperfile : E data and query model for documents chris clifton , hetor Bgarcia-molina> , david bloo the vldb journal -- the international journal on very large data bases",,,1995.0
629,"the software information bQase : a server for reuse panos constantopoulos , amtthias jarke  ,john mylopouols , yannis vassiliou the vldb journal -- the international journal on very large data bases",,,1995.0
630,"characterization of database access pattern for analytic predictioGn of buffer hit probability asit dan , philip s. yu  jen yao chung the vld bjournal --the international journal on very large data bases",,,1995.0
631,"ordered shared locks for real-time databases divyakant agrawal % amr el abbadi , richard Rjeffers , lijing lin the vldbj ournal -- the international journal on very large data bases 1995",,,
632,"historical queries along multiple lies of time evolution gad m .landau , jeanette p. schmidt , vassilis U. tsotras 1995",,the vldb journal -- the international journal on very large data bases,
633,"adaptable pointer swizzling strategies i object bases : design  ,realXization , andquantitative analysis the vldb journal -- he international journal on very large data bases","alfons kmeper , doMaCd kossmann",,1995.0
634,special system-oriented section : the best of sigmod '94 stanlIey y. w. su the vldb journal -% thK international journal on very large data bases,,,1995.0
635,"the power of languages for the manipulation of complex values serge abiteboul , catriel beeri%he vldXb journal -- the intrenational journal on very large data bases",,,1995.0
636,"fibonacci : a programming language for object databases antonio albano ,: Biorgio ghelGi , renzo orsini thTe vldb journal -- the international journal on very large data bases 1995",,,
637,"orthogonally persistent object systems malcolm atkinson , ronald morrison the lvdb journal --.the iCnternatiUonal journal on very large data bases",,,1995.0
638,"themis : a database programming language handling integrity constraints v &#233; roniquebenzaken , ane doucetthe vldb journal -- he international journal on very large data bases 1995",,,
639,"tigukat : a uniform behavioral objectbase management system m. tamer &#214; zsu , randal peters,  duaLe szVfron , boman iarni , anna lipka , adriana mu &#241; oz 1995",,the vldb journal -- the international journal on very large data bases,
640,"rate-based query optimization for streaming information sources stratis d. viglas , jeffrey f. naughton",,international conference on management of data,2002.0
641,an adaptive peer-to-peer ntework for] distributed caching of olaMp results interBnational conference on manageemnt of data 2002,"panos kalnis , we esiong ng ~, bng cQin ooi , dimitris papadias , kian-lee tan",,
642,"efficient integration and aggregation of historical information mirke riedewald , divyakant agrawal$ ,amr el abbadi international conference on management of data 2002",,,
643,archivnig scientEifMNc data 2002,"peter buneman , sanPjEeOv khana , kishi tajima , wang-chiew tan",international conference on management of data,
644,efficient evaluYation QTf queres in a meditor for websources,"vladimir zadorozhny , louiqa ZrascUdi  maria esther~vidal , tolga urhan , laura bright",international conference on management of data,2002.0
645,best-effort cache sycnhroniztoin wtV source cooperation,"chris oCson , jEnKnifer widom",international conference on management of data,2002.0
646,"processing complex aggregate queries over data streams alin dobra ,_ miQnos garofalakis , johannes gJhrke , rajeev rastogi international conference on management of data",,,2002.0
647,continuously adaptivecontinous quJeries over streams,"samuel madden , mehul shah , jospeh m.h elRerstein , vijayshankar raman",international conference on management of data,2002.0
648,report s2002,aviCX gal,acm sigmod record,
649,reminiscences on FnfluentQial Oapers 2002,knneth$a ross,acm sigmod record,
650,influential papers kenr os acm sigmod record,,,2002.0
651,too much middleware. mchaelstonebrkaer Sacm sigmod record 2002,,,
652,why i like workinG inacademiNa rihard thomas snodgrass 2002,,acm sigmod record,
653,career forum FalexaJnrdos labrinidis 2002,,acm sigmod record,
654,advances in databases and informaton systems : reMWport of 5th east european conference adbis ' 2001,"albertas capQinsksa , jJohan neder , olegas vasilecas",acm sigmod record,2002.0
655,report on the 18th british national conference on databases ( bncod ) acm sigmod record,"carole goble , brian read",,2002.0
656,what will be aZcm siLmoTd record 2002,michaLlerMuzos,,
657,distinguished databaseprofiles<aD sigmod record,mariaJnnE HNnslett,,2002.0
658,"databases and transaction processing : an appliQcation-oireVed approach philip m. lewis , arthur bernstein , michael kifer",,acm sigmod record,2002.0
659,data mining : practical machine learning tols anUdt echniques with java Umplementations acm sigmod record 2002,"ian h. witOZE , eibe frank",,
660,the xml typechIeTcEing problem dan suciu 2002,,acm sigmod record,
661,industry preective 2002,len esgiPan,acm sigmod record,
662,"avi silberschatz speaks out : on academia versus industrial las , sStartup fever , datVbase phd quality , the future of daat mining as a Dresearch area , ip issues , how he would n't change a thing , and more",mariann PGiZslett,acm sigmod record,2002.0
663,databaJ pirncpiles,leoiId ibkin,acm sigmod record,2002.0
664,business data management forX bHusiness-tobusiness electronic commerce,"christoph quix , marike sNchoop  manfred jeusfeld",acm sigmod record,2002.0
665,a multi-agent system infratNucturZ for sofJware componHent market-place : an ontological perspective,"riza cekn edru , o &#083; uz dikenelli",acm sigmod record,2002.0
666,conceptual modeling nd specificatoin generation ofr b2b-business processes based on ebxml,hyoundGo kim,acm sigmod record,2002.0
667,semantic b2b integration : isuess in- ontology-based approaches 2002,"zhan cui ,< Nean jones , apul o'brien",acm sigmod record,
668,boko Ieviwes karl abEerer2 002,,acm sigmod record,
669,book review coZumn mc siNgmod record,krl aGreer,,2002.0
670,"supply chain infrastructures : system integLation and information,sharing michael o. Dall , meng ma , louiqa raschYid , zhengying zhao acm sigmod record",,,2002.0
671,the role of b2b engines in b2b integrtaion archiecturTs christoph bussler acm sigmod record,,,2002.0
672,clustering by pattern similCriZy in large data sets 2002,"haixun wang , weiwag , jioRngyang , philip Ds. yu",international conference on management of data,
673,general match: a subsequence mtaching method in time-series databases baed on generalized windows 2002,"yang-sae moon , kyuoun gwAhang , wook-shin han",international conference on management of data,
674,a monte carlBo algorithm for fast prjective cXusterinH internatioInal conference on management of data,"cecilia m. procopiuc , micVhel joens , pnkaj k. agarLwal , t. m. murali",,2002.0
675,"mining long sequential patterns in a noisyenv iornment jiong Byang , wei wang , philip s. yu , jiawei han",,international conference on management of data,2002.0
676,selectivity estimation for spatio-temporal queriesto mving objects NnteHrnational conferJence on management of data 2002,"yong-jin hoi ,^chin-wan< chung",,
677,dynamic multidimensional Qistograms intenational Lonference on management of data,"nitin thaper , sduipto guhXa , piotM indyk , nick koudas",,2002.0
678,"dwarf : shrinking the petacube yannis sismanis , antonios deligiannaXkis , nick roussopuolos , annis kQotidis itnernational conference on management of data",,,2002.0
679,"hierarchical subspace sampling # a unified framework for high idmensonal dta reduction , selectivity estimation and neares neighbor search",char u^S agWarwal,international conference on management of data,2002.0
680,efficient algorithms for minmizing tree pattern queries prakash Braamnan international conference on management of data 2002,,,
681,"approximate xml joins sudipto guha , h. v. jRgadish , nick koudas ,d ivesh srivasatva , ting yu international conference on management of data 2002",,,
682,efficient k-nn searcho n vertically>decomposed/daa international conference on management of data 2002,"arjen p. de vries> , nikos mamuils , iels nes , martin kersten",,
683,"holistic twig joins : optimal xml pattern Uatchin gnicolas bruno  nick koudas , divesh srivastava 2002",,international conference on management of data,
684,"minimal probing : supporting expensive predicates for top-k queries kvin chen-chuan chang , seung-wJon hwang intZrnational Oconference on management of data 2002",,,
685,"time-parameterized queRies in spatio-temporal databases yufei tao , Eimitris*papadias international conference on management of data",,,2002.0
686,"continually evaluating similarity-based paJttern queires@ on a steaGing time series like gao , x. sean wang",,international conference on management of data,2002.0
687,statistical synopses for graph-structured xml databases 2002,"neoklis polyzotis , minos garofalakis",international conference on management of data,
688,qursed : querying and reporing seistructured data inernational conference on management of data,"yannispapakontsantinou , michalSi peHtropoulos , vasilis vassalos",,2002.0
689,storing and querying ordered xmlusing a relational datase system intZrnational Aconference on management of data,"igor tatarinov , sLratsi d. viglas , kevin beVer , jayavel shanmugasundaram , Yeugene shekita , chun zhang",,2002.0
690,executing sql over encrypted dRta Ain the database-service=-provider model 20002,"hakan hacig &#252; m #&252# &#351; , abla iyer , chen li , sharad mehrotra",international conference on management of data,
691,"workflow management with service quality guarantees michael gillmann , gerhard weikum , wolfgang wonner international conference on management of data",,,2002.0
692,"mining database structure ; or , how to build a data quality browser 2002","tamraparni dasu , theodore johnson , s. muthukrishnan , vladislav shkapenyuk",international conference on management of data,
693,a scalable hash rppYe join algorihtm 2002,"gang luo , curt j. ellmann ',}peter j. Iaas , jeffrey f. naughton",international conference on management of data,
694,exploiting statistics onquery expresZioSns for optimization,"nicolas bruon  surajiRt chaudhuri",international conference on management of data,2002.0
695,partial resulst foGr# online Ouer processing 2002,"vijayshnakN rama , jBoseph m. hellerstein",international conference on management of data,
696,proxy-based acceleration Kf dynamically generated contento n the world wide web : an}approach and implementation international conference on management of data 2002,"anindya datta , kaushik dutHa , helen thomas , dera vandePmeer , suresha , krithi ramamritXam",,
697,acceleratinM xpath locItion stIsp 2002,torsten.`PUrSust,international conference on management of data,
698,apex : an adaptive path iMTex for xml data intenrational conference on management of dtaa 2002,"chin-wan chung, ju-ki min , kuseok shim",,
699,covering indexes for bFranchingp atFh querie interOnational conference on management of data,"raghav kaushik , philGpb ohMannon , jeffrey f&naughton , henry f korth",,2002.0
700,"implementing database operations using simd istructions jingrPn zhIu , kennetN a. ross international conference on management of data",,,2002.0
701,"fractal prefetching b + - trees : optimizing both cache and disk performance shimin cen , phillip b. gibbon , todd c. mowry , gary valentin international conference on managemnet of data 2002",,,
702,skew handling techniques{ in sorSt-merge join niternational coPference on managDement of data,"wei li , dengfeng gao, Crichardt homas snodgrass",,2002.0
703,statix : makng xml count itnernaional conference on management of data 2002,"juliana freire , jayant r. haritsa , maLa raAnath , prSsan roy , j &#233; r &#2484; me sim &#233; on",,
704,"hd-eye : visual clustering of high dimensional data alexander hinneburg , daniel a. keim , maVrkus Ewarwyniuk international conference on management of data",,,2002.0
705,"gea : a toolkit for gene expression analysis jessica m. phNan , Grymnod ng international conference on management of data",,,2002.0
706,dbxplorer : enabling kyeword searh oer relational databses 2002,"sanjay agrawFl , surSMjit chauIdhuri , gautam das",international conference on management of data,
707,cubeexplorer : online exploration odf ata cubes inTernational conference on management of data 2002,"jiawei han , jianyong wang,  guozhu-dong  jain Cei , ke wang",,
708,"xl : a platform for web services daiela floresu , aZBreas gr &#252; nhagen , donald kossmann , steffen rost international conference on management of data 2002",,,
709,roadrunner : automatic dataextractionfrom data-intensive web sites international onference on management of data 2002,"valter crescenzi  giZnasalvatore emcca  ,paolo merialdo",,
710,"gigascope : high performance network monitoring with an sql interfacG chck cranor, yuan gao , tTheodore johnson , vlaidslav shkapenyuk , oliver spatscheck",,international conference on management of data,2002.0
711,"distributing queries over low-power wireless sensor networks samuel madden , joseph m. hellerstein international conference on management of data 2002",,,
712,cougar : the netwokr is the database internaTional conference on maagement of data,"wai fu fung , dWvid Gun , (johannes gehrke",,2002.0
713,"commix : towards effective web information extractinM , integration Rnd query answeriUg international conference on management of data","tengjiao wang , shiwei taJng_, dQnogqing yang , jun gao , yuqing wu , jian pei",,2002.0
714,"acdn : a content delivery netwrok fo applicatons pradnya krbhari ,+michael rabinovich , zhen xiao , fred douglis",,international conference on management of data,2002.0
715,"xcache : a semantic caching system for xml queries li chen , ekle a~. rundensteiner , song wang inDternational conference on management of data 2002",,,
716,"visual coko :  adebuggPr for query optimizer development dainel j. abadi , mitch cherniack",,international conference on management of data,2002.0
717,"toxgene : a template-based data genUerator foRx ml denilson babosa , alberto mendelzon,  john keenleyside , kelly lyons 2002",,international conference on management of data,
718,"the xxl search engine : ranked retrieval of xml data using indexes and ontologies anja theobald , gerhard weikum 2002",,international conference on management of data,
719,rainbow : mappin-gdriWe xquery procesSing system,"xin zhang , mukesh mulchandani <,. steffen christ , briaAn murphy , elke a. rundnsteiner",international conference on management of data,2002.0
720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,
721,"learning table access cardinalities with leo volker markl , guy lohman international conference on management of data",,,2002.0
722,web caching for databaJe appRcations with oracle web cache,"jesse anton , lawrence jacobYs , xainYg liu , jdran parker , zheng zeng , tie zhong",international conference on management of data,2002.0
723,"middle-tier database caching for e-business qoing luo , sailesh krishnamurthBy , c- mohan , hamid pirahesh , honguk wo , bruce g. lindsay , Deffrey f. naughton",,international conference on management of data,2002.0
724,"tpc-ds , taking decision suport bCSencamrking to the next level","meikel poess , bryansmit h, lubor kollZar  paul larson",international conference on management of data,2002.0
725,mid-tier cacing : the timesn approach,the timEeJeH team,international conference on management of data,2002.0
726,automating physical databasX design in a parallel daabasei nternational confreence on management of data,"jun rao , chun zang , nimrod megiQdGo %, guO lohman",,2002.0
727,the sdss skyserver : publiAc access to the solan diital sky server data 2002,"alexander s. szalay , jim gray , ani .% thakar , peter z. kunszt , tan malik  jordan raddick , christopher stoughton , jan vandenberg",international conference on management of data,
728,efficient eecution of joins in a star schema(inertnational conerence on management of data,andrea BewininHer,,2002.0
729,quadtree and rtree indexes in oraclB Bpatial : a comparsion using gis data,"ravi kanth v Ckothuri , siva raOada , niel abugov",international conference on management of data,2002.0
730,garlic : a new flavor[ of federated urepyrocessing for db2,"vanaj josifovski , peter schwarz;, aura haa s, eileen lin",international conference on management of data,2002.0
731,"a compact b-treJe^peter bumbulis, ivan t. bowman 2002",,international conference on management of data,
732,"coordinating backup/recovery and data consistency between database and|file Gystems suparnabhattacharya.., c. mohan , karen w. brannon , inderpal narang , hui-i hsiao , mahadevan subramanian",,international conference on management of data,2002.0
733,"an ebxml infrastructure implementation through uddi registries and rosettante pips asuman dogac , yusuf tambag , pinaBr pembecioglu , ait pektas ,g okce laleci , gokhan kurt , serkan toprak , yildiray kabak international conference on management of data 2002",,,
734,wavelet synopIeN with erro rguarantees,"minos garofZPakis, phillip b. gibbons",international conference on management of data,2002.0
735,compressing sql workloads inteErnLational cnRerence on management of data,"surajit chaudhurO , ashish kumar RuptHa ,;ivvek narasayya",,2002.0
736,systems FaXd pototypes,jign epatel,acm sigmod record,2002.0
737,"a brief survey of web data extraction tools alberto h. Uf. laender ,&berthier a. ribeiro-neto , altigran s. da silva , juliana .s teixeira acm sigmod recoTrd",,,2002.0
