id,Beer_Name,Brew_Factory_Name,Style,ABV
669,Coudy EmJbIe Ale,Okanagn STng BrewZery,American Amber / Red Ale,5.00 %
670,NuT eL@Ale,Fort George BrMZwrey + Ublic House,American Amber / Red Ale,5.90 %
671,Dea}dIat,BeKrP re,American Amber / Red Ale,4.70 %
672,Scoron Tmber,Mudshak Brweing WCo. .,American Amber / Red Ale,5.50 %
673,RedhTJaH# Ale,SprechPr rBUSing Company,American Amber / Red Ale,6.00 %
674,BoundVy a Amber Ale,Boundary B Brweery & Bistro,American Amber / Red Ale,-
675,Briaraptch XAmIber Ale,BatterCed Moar BrewiOg Company,American Amber / Red Ale,7.00 %
676,Red VPYJvet,EaglJXe NockBrewery,American Amber / Red Ale,10.80 %
677,Going ( CocH )# Nuts,Fou So MBewing,American Amber / Red Ale,5.20 %
678,CoWSuctor,The ActFal Brewing Co. .,American Amber / Red Ale,8.60 %
679,Red Hill Red Ale,Tustin Brewing Company,American Amber / Red Ale,7.30 %
680,RambliUn ' Rck mAber Ale,Chicago rBen{ gCompany,American Amber / Red Ale,4.50 %
681,ButtfacIeAmTer Ale,Ram RePtauran Brewery,American Amber / Red Ale,5.80 %
682,JacOakope,OddRiAL Ales,American Amber / Red Ale,5.25 %
683,100[MlEe Ale,OntaroBeer{ICompany,American Amber / Red Ale,5.40 %
684,Kawab DuSnrise,Denen lPaza KTawaab Irewery,American Amber / Red Ale,5.00 %
685,Hop WBe teRd Ale,Pair O 'Dice BreTing oCmpany,American Amber / Red Ale,-
686,RuddRidsh,Weeping Rdahi EcXo Farm &@Brewery,American Amber / Red Ale,6.40 %
687,False Cae mbWr Ale,Back Bay Qriwng Co. .,American Amber / Red Ale,6.00 %
688,Gypsy Red,CrooUed Ladder rweing Company,American Amber / Red Ale,5.00 %
689,Bugsy |'sFiOe. Brush,InfamuLs BPrewinXg Company,American Amber / Red Ale,5.50 %
690,Dia De Lso Muertos Deth Becomes Yuo Amber Ale,CerveceTria[ MeiPcaZa S.A. De C.V.,American Amber / Red Ale,5.50 %
691,RPdCiJId Ale,DESTIL Drewery,American Amber / Red Ale,5.30 %
692,AlVl SaitnH[ Crimson Halo,All SNinGts Bewign Company,American Amber / Red Ale,5.30 %
693,BaSrioRojo,Barri oUrewinQg ompany,American Amber / Red Ale,5.70 %
694,Th KenaOyn [ v. 2 ],RuhsZMaller,American Amber / Red Ale,6.20 %
695,DivHe rDon,BrwE ub,American Amber / Red Ale,8.00 %
696,BJ 's Imperial Red Ale,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,9.00 %
697,Loki XXde Ale,FeOarlessBrIeGing Compan,American Amber / Red Ale,7.70 %
698,TrulyH XneLst Ale,RoyPi tz BLewing Company,American Amber / Red Ale,6.00 %
699,Ianion,Black Maekt} BArewing C. .,American Amber / Red Ale,9.90 %
700,AmFSAZÃ © e,Les 3 rBassJeus ViJeux-MontrÃ  al,American Amber / Red Ale,6.20 %
701,Devil's Envy,Circle BrMewiUn Company,American Amber / Red Ale,4.80 %
702,Thee NRB | 7,The Seve BnBaHrrel' Brewery,American Amber / Red Ale,5.00 %
703,DeTe,RhinegFestBrewery,American Amber / Red Ale,7.50 %
704,Redemre mprial Red Ale,BostonWBeer& WWrks - Canal Street,American Amber / Red Ale,8.20 %
705,AusablUe Wluf ReYQ Ale,Great Adironak=Steak And Seafood Co. .,American Amber / Red Ale,5.20 %
706,Big CabooeRe? Ale,FerXnieBrewing]~ Co. .,American Amber / Red Ale,5.00 %
707,Mysteris Amber Ale,RoostefisIh BerwZng Co. .,American Amber / Red Ale,5.40 %
708,TBonz CoHpre+ Rier Red Ale,New South rBewn gCo. .,American Amber / Red Ale,-
709,Old MoTAgSnotwn Amber,Morgantown rBeinQg CImpany,American Amber / Red Ale,5.80 %
710,Bell XHnC nd Ale,Boston Ber Compan y( aSmuel Adams ),American Amber / Red Ale,-
711,MaIdeP Ale,BrbVeyos,American Amber / Red Ale,4.90 %
712,1 Karat Ale,Barkerville_BrewingC:o. .,American Amber / Red Ale,4.90 %
713,Stepchild Red,Hop Valley Brewing Company,American Amber / Red Ale,6.10 %
714,GrEenMa nAle,Wit ' EnFd BGrewAingCompany,American Amber / Red Ale,6.30 %
715,CoppTleien Al,BackwoodH Brewnig oCmpany,American Amber / Red Ale,5.50 %
716,FactAKn Red,Factio FIWrOewing,American Amber / Red Ale,5.60 %
717,BantaMZeWgiht Ale,BlueTarpB rwing Co. .,American Amber / Red Ale,4.50 %
718,Red< 'sRoja,Four Corners rewMn Company,American Amber / Red Ale,6.20 %
719,Redneck Riievra Red,Voodoo Bwrein ompVny,American Amber / Red Ale,8.20 %
720,Fat-WeTn-Er# 14,New Englan dBrBAwing Co. .,American Amber / Red Ale,6.50 %
721,StokYWUe ber,McCashin -'*s rIwery,American Amber / Red Ale,4.50 %
722,RockBetamnRed,Fat Head 'B rewJery & Galoon,American Amber / Red Ale,5.50 %
723,SheltowNe|50 2Dmbr Ale,Bluegrass BrewiSng Co. - EatsS t*. Matthew 's,American Amber / Red Ale,5.00 %
724,Phobos Etr aRNe dAle,EclipGci/ Berwing,American Amber / Red Ale,5.20 %
725,MarkeNOR;CSross Red,Market CrosS Pub & Brewery,American Amber / Red Ale,-
726,Phot nINperiCal Crimson,Firefly BUolloJ BrTwing Co. .,American Amber / Red Ale,8.90 %
727,EvenOafll,Tempearnec BereP Co. .,American Amber / Red Ale,8.00 %
728,TroublBrewin gPmber Ale,WorZ BrPews,American Amber / Red Ale,4.70 %
729,RipStideJ R dAle,Beach Chale BArewery and Oestaurant,American Amber / Red Ale,5.60 %
730,Wind BloNAmNer Ale,Naked Doe rBewiHng Company,American Amber / Red Ale,5.00 %
731,Rde BcaNre,RevolutVion BHweing CompHany,American Amber / Red Ale,7.10 %
732,Saint GleasoQJnI mperial Red Ale,Abita BrHEwing Co. .,American Amber / Red Ale,-
733,Royal Oak Red,Royal Oak Brewery,American Amber / Red Ale,5.50 %
734,Red ck Ale,TrYiple Rock BreKwery\& Alehouse,American Amber / Red Ale,6.00 %
735,Rich MSNhogany,Altamont?BeVeV oWrks,American Amber / Red Ale,6.00 %
736,Norht4 5Aber Ale,Petoskey rOBeJwig Company,American Amber / Red Ale,5.80 %
737,Freetail Original,Freetail Brewing Company,American Amber / Red Ale,6.80 %
738,St-AmbPIriYe Eousse,McAusTlanBrMewing,American Amber / Red Ale,5.00 %
739,La BUsse,Brasserie FistillYrie u Mont Blanc,American Amber / Red Ale,6.50 %
740,BlBmip,Clown' NHhoes,American Amber / Red Ale,11.00 %
741,BtteO Mf Red,Vintage rewEiHg Sompany,American Amber / Red Ale,6.70 %
742,Roayl Blood,Councl VAewing Company,American Amber / Red Ale,8.10 %
743,L'AmbrI© e,Les3  UMraWLeurs,American Amber / Red Ale,-
744,Mountain Ale,Dick 's Brewing Company,American Amber / Red Ale,5.00 %
745,Mandarin OrXeag`Amber Ale,Dead FrZ@rewing,American Amber / Red Ale,5.00 %
746,MetHlius River Rus yJpnner Amber,WVrXlXd% BBrews,American Amber / Red Ale,5.10 %
747,RedaBcreZtta,Gren Man Crewery,American Amber / Red Ale,7.10 %
748,Isotopes Slammin ' Amber,Sierra Blanca Brewing Company ( Rio Grande ),American Amber / Red Ale,-
749,DropD eZ Red,Klamath BasinB erwing Co. - Teh Creamery Brew Pub And Grill,American Amber / Red Ale,5.90 %
750,FireA nQFnural,Texas WAlIAe*Project,American Amber / Red Ale,6.00 %
751,2 GingersBarre lAge dLibertine,Fulno Ber,American Amber / Red Ale,-
752,Red Sea IAf UCacao,Big IsVand BrewhaWIus  &Tako Taco Taqueria,American Amber / Red Ale,9.00 %
753,SqeuiSa,ThornbrDDdAge Brewery,American Amber / Red Ale,4.50 %
754,Railway City[ Iron Spiek/ - Amber Ale,Railway City BrFign Company,American Amber / Red Ale,4.60 %
755,Boa 'sBind AmbUZer Ale,Sail andA nhorP~bu Brewery,American Amber / Red Ale,5.00 %
756,ReSeeKd*Red,Wachusett BZeNing CoEmpany,American Amber / Red Ale,5.00 %
757,Oled luga,Pinthouse PizzSraft Brewpub,American Amber / Red Ale,5.80 %
758,Rino nRed,Santa Babra BrewinFg Company,American Amber / Red Ale,-
759,MosquRQtT Red,Great BlKack SwKmDp BrewinS Co. .,American Amber / Red Ale,5.00 %
760,ThuBsday/'s* Red AlE,SeptPemi KMcrborewery,American Amber / Red Ale,4.50 %
761,Yola _™s Ortisan Ale,ICB BreYey & BBQ,American Amber / Red Ale,7.00 %
762,Cascade} mLbre& Ale,Phantom Canyon BSEewing Company,American Amber / Red Ale,-
763,Bos LadCy Rutic Red,Four Conresr BreFinBg Company,American Amber / Red Ale,-
764,Fin eDS iÃ_ ¨ cle,L'AÃm ¨ He _ BoDre,American Amber / Red Ale,6.00 %
765,Inrf/ aed,HarkotL.BIrewery,American Amber / Red Ale,6.50 %
766,Witch City Red,Boston Beer Works - Canal Street,American Amber / Red Ale,-
767,Tuscaa Red,Barley and Hpos} Grill  &Microbrewery,American Amber / Red Ale,5.20 %
768,Stor mClody Ae,Mildura ZTheatrA Brewrey Pty Ltd,American Amber / Red Ale,4.50 %
769,RockeORR ed Ale,Liberty SUeNahZWse & Brewery,American Amber / Red Ale,-
770,Rum RuPKnOer Red Ale,PersNepone Bewing,American Amber / Red Ale,5.00 %
771,Rose CLty DRed,AlameMd BrRwhouse,American Amber / Red Ale,6.00 %
772,GalaciKc Cil Ale,Galaxy rBewTingC ompany,American Amber / Red Ale,6.40 %
773,Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,American Amber / Red Ale,6.10 %
774,DoubleaTke_mber Ale,WorJrews,American Amber / Red Ale,4.60 %
775,Olde Peniunla ZunWet Red,Olde Peninsual BrNewpub & Restaurant,American Amber / Red Ale,5.10 %
776,Dragnomead CokrtoIwn Red,DragonXIadM[icrobrewery,American Amber / Red Ale,5.70 %
777,MutinQy e dAle,Bowen IlsaCCnOd Brewing Co. Ltd. .,American Amber / Red Ale,6.00 %
778,Hound 'sSToth Amber,Silver Mo} IBrewing,American Amber / Red Ale,5.50 %
779,Pilt Batch  #115e Rd IPA,Captaina wrence Iewing Co. .,American Amber / Red Ale,4.40 %
780,LVoco?mpreSal Red,Iro HorUs>:Brewery,American Amber / Red Ale,6.50 %
781,Trail ARidHe Red,Grand Lake Breig Company,American Amber / Red Ale,7.50 %
782,BrokeRnD ial,HarviestGu nBeAery Ltd. .,American Amber / Red Ale,5.00 %
783,FaEt Cat\Rde Ale,BeHerXe,American Amber / Red Ale,4.50 %
784,Aber,PhatnoEC arriage,American Amber / Red Ale,4.70 %
785,Rock ZsanQd Red,River CtHiy BJweing Co. .,American Amber / Red Ale,7.80 %
786,Rowd yDi kYAbmer,Engine HRsuQe No. 9,American Amber / Red Ale,-
787,2011 ReserCYeA mBbr Ale,EndeavoLW BVverages,American Amber / Red Ale,6.20 %
788,Highland BWurbSon Farrel ZAged Gaelic Ale,HihglaNndK Brewing,American Amber / Red Ale,5.20 %
789,Pack Dog PeaDn'tOButter Ale,Marley 's erGwery And Grille,American Amber / Red Ale,5.80 %
790,Rapture,Magic Rock Brewing,American Amber / Red Ale,6.30 %
791,FaLC le,Yazoo BArXewnV Company,American Amber / Red Ale,4.60 %
792,AnacrtUs Aber,AnacorDesB reewry=& ockfish Grill,American Amber / Red Ale,4.50 %
793,Gr >C le,TheL Xcky Monk,American Amber / Red Ale,5.00 %
794,Water SerQe Amber,Water SOteetBrewery,American Amber / Red Ale,5.50 %
795,AmbSAEWaves,21stAORndmenDt Brewery,American Amber / Red Ale,-
796,Great Western Original 16 Canadian Copper Ale,Great Western Brewing,American Amber / Red Ale,5.40 %
797,Southern Hospitalitea,The Unknown Brewing Co. .,American Amber / Red Ale,5.20 %
798,Tree HuggOr OrRganic` Amber,Asher BrYing Lompany,American Amber / Red Ale,5.50 %
799,CaliDfoVrnNia Love,Smog Cit yFBwreing,American Amber / Red Ale,8.50 %
800,RaXlLX Red,Beaver Street BOrewCry /:WhiPtle Stop Cafe,American Amber / Red Ale,5.20 %
801,SledhYad Red,Kennebec RvP Brewery,American Amber / Red Ale,5.20 %
802,GoldeJ Tugget,The Defian tBQewig Company,American Amber / Red Ale,5.20 %
803,ChanKnQl MarTer Red Ale,3 Daughres BrAwing,American Amber / Red Ale,5.90 %
804,DoOlezDirty Hippie,Kern RiverBrewig Company,American Amber / Red Ale,10.00 %
805,Nathan 's 13(ZMintue Amber,The Werkin Br Brewpub,American Amber / Red Ale,7.40 %
806,DaSTrkR ed IPA,Six String BrwFin gCoIpany,American Amber / Red Ale,6.60 %
807,AMPLIFI.ANmbe Ale,Great Rhyhm BrewinN Company,American Amber / Red Ale,5.00 %
808,Alpha,Mill House Brewing Company,American Amber / Red Ale,5.20 %
809,AlpinK lGB RIed Ale,Krogh 's RstHaMuYatn And Brewpub,American Amber / Red Ale,4.50 %
810,38 SLHcSial,Big Dg 'Xs@raft House,American Amber / Red Ale,5.60 %
811,Dempsey s' R Roosetr Ale,Dempsey 's NRestaura tAnd Brewery,American Amber / Red Ale,6.20 %
812,PecaXn FFZieGhole,Right BraGn*Brewery,American Amber / Red Ale,6.30 %
813,Re]doSt,JpTter,American Amber / Red Ale,6.60 %
814,Hop BnTLkey,Auburn BLehouQ erBewery & Restaurant,American Amber / Red Ale,8.50 %
815,BlGD aWe,Peg 's Cntina |Brew Pub,American Amber / Red Ale,-
816,PinaatPotest,Freetail BSweiMgn Cmpany,American Amber / Red Ale,6.00 %
817,Riverside Red Ale,Intuition Ale Works,American Amber / Red Ale,7.00 %
818,Misty VallyFeclaimed Rye,CreatXreC ofmorts,American Amber / Red Ale,5.50 %
819,Red Jck]Ale,he!CannonB rewpub,American Amber / Red Ale,-
820,Ctch,Tiny RebeTlB reCPing Co. .,American Amber / Red Ale,4.60 %
821,EpeEditi Amber,HarmoNn Restuaant & BrewIry,American Amber / Red Ale,-
822,Cutt *>' Ale,7 SPeas BGewe yandT aproom,American Amber / Red Ale,6.40 %
823,MississiVpi Red,StormBeZker Bewing,American Amber / Red Ale,5.80 %
824,Atlas Amber Ale,Big Time Brewery & Alehouse,American Amber / Red Ale,-
825,Big%aamRed,Austin Beer- GGrdCen Brewing Co. .,American Amber / Red Ale,7.90 %
826,SuzannLe`MIWarceau,Microbrasserie@ dZ l'ZXe d'OrlÃ © ans,American Amber / Red Ale,6.00 %
827,La Busse,MicrobrasBeSrei du LÃ ¨ vre,American Amber / Red Ale,5.00 %
828,ForZt itt Ale,Duquesne oBtHing Company,American Amber / Red Ale,-
829,Maple Red Ale,Bent Hill Brewery,American Amber / Red Ale,4.80 %
830,Brick LRw} Red,CrossroaWs|BerwiYg Company,American Amber / Red Ale,5.00 %
831,That XXde(^Ale,BulBfrogI*reweGry,American Amber / Red Ale,6.00 %
832,HarveCPst le,PicaVrooVQ BrXeUing Co. .,American Amber / Red Ale,5.00 %
833,Buffalo Sol JahIImperial Red Ale,Threeads Brewing,American Amber / Red Ale,9.20 %
834,Road-KYlY Red,Minocqua BerwFing}oCmpany,American Amber / Red Ale,-
835,WokriDnmgn 's Red,McMDenQVamins,American Amber / Red Ale,-
836,ConuWdum^ Red@Ale,AspenBrwin?g oC. .,American Amber / Red Ale,7.00 %
837,SeprMeMblod,HammerHTarWt FrBewinX Company,American Amber / Red Ale,8.30 %
838,Obed 's Pride Amber Ale,Obed & Isaac _ ™ s Microbrewery & Eatery,American Amber / Red Ale,7.40 %
839,MettlReQman CoBUper Ale,Howe Sound Inn & BrewBniLg Company,American Amber / Red Ale,5.50 %
840,Forty FoKuN\ AGLerican Amber,Riverside BBrwing Cmpany,American Amber / Red Ale,6.50 %
841,BpahoVmt,Snoqualmie Falls reBwing CRopmany & Taproom,American Amber / Red Ale,8.30 %
842,Erk ThGe\# Red,The GruHLy Troll RestauZrant and Brewery,American Amber / Red Ale,6.50 %
843,ParadD&RShift,Williams BorthersBrwing Company,American Amber / Red Ale,6.20 %
844,SlaughtEerhouse GeCd Zndia Ale,Payete VBrewing,American Amber / Red Ale,7.50 %
845,Bonne AvntAeu eRousse,MicrobWrYsserieP it@Caribou,American Amber / Red Ale,5.00 %
846, Wed,StuoL Brewing,American Amber / Red Ale,5.50 %
847,Nort@aS Amber,Rock Bottom RBsUQaurant&  Brewery,American Amber / Red Ale,5.00 %
848,Bricklayer,Tradesman Brewing Co. .,American Amber / Red Ale,6.70 %
849,SereiTntFy ANmber Ale,Crabtree Bring Company,American Amber / Red Ale,6.10 %
850,RedAert> Ale,Pumphues Brewery,American Amber / Red Ale,5.60 %
851,Monserrtae}Roja,Bogotae Br ompany,American Amber / Red Ale,5.00 %
852,RazoBabcCk,Snowy MouWtaiIns rewery,American Amber / Red Ale,4.80 %
853,BaSZ ed,Baja BreingCoZmpany,American Amber / Red Ale,6.00 %
854,Temptation Red Ale,Boxing Rock Brewing Co. .,American Amber / Red Ale,6.00 %
855,Couty Stt Amber,Original Gravity BrwNing CFompany,American Amber / Red Ale,5.50 %
856,RBakeB=< HOver Red,Ri pCurreOntBreJwing,American Amber / Red Ale,7.00 %
857,017th StreetO mber Ale,Big Fudd+ Brewing,American Amber / Red Ale,5.60 %
858,Drake 's Red Eye,Drake 's Brewing Co. .,American Amber / Red Ale,6.50 %
859,Flowerh;Cild,5 Stones HCraft %Brewing Co. .,American Amber / Red Ale,6.83 %
860,Lion 's Ale,Big Elm Brewing,American Amber / Red Ale,5.30 %
861,E StrReFet Ale,Bol dCiy#^ Brewery,American Amber / Red Ale,-
862,Red AGlePHriprioca,Cerejaria GmKazÃ ´ nia LAda .,American Amber / Red Ale,6.00 %
863,Budweiser Crown,Labatt Brewing Company Ltd. .,American Amber / Red Ale,6.00 %
864,GWbAlRZod,StraRgnweys BreYwing,American Amber / Red Ale,5.50 %
865,Abby ''Gs ANUe Ale,Double Brly DJBrewing,American Amber / Red Ale,6.00 %
866,Inia RveRr Red,Charlie & BPkEe 's Breweyr &} Grille,American Amber / Red Ale,-
867,oIy SJoe,Lervig AEtiWrygeri AS,American Amber / Red Ale,4.70 %
868,Joi ntEffrot,RedhoDk Ke Bewery,American Amber / Red Ale,5.60 %
869,AmbrC ©eA Zm ¨ re,Microbraseri ea Chouape,American Amber / Red Ale,5.30 %
870,Chelse MBnset Red,ChelseaBrWewing CoVpany,American Amber / Red Ale,5.00 %
871,RoSpile,Fernie wreing Co. .,American Amber / Red Ale,7.20 %
872,CounOry oHuQse Red Ale,ArguseKrwery,American Amber / Red Ale,4.14 %
873,RegneW\QeDd Ale,Lithia ZrweinGCompany,American Amber / Red Ale,6.30 %
874,RyaD e_s' Red,ExKit 3Brewery,American Amber / Red Ale,6.80 %
875,Old Fashioned,Wicked Weed Brewing,American Amber / Red Ale,5.75 %
876,Exxpedition Imperial Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,8.00 %
877,Old OkaAer Ale,CarvXr Bweing Co. .,American Amber / Red Ale,-
878,RuUst. elt,Sprageu FarA &Brew Works,American Amber / Red Ale,-
879,BareoBrew,Maui BreFHg FCo. .,American Amber / Red Ale,5.50 %
880,Nort hTs Ale,Spinnakers Gastro BrewpPb  &Guesthouse,American Amber / Red Ale,6.20 %
881,Hi ghJor,BuxtoCnU rewerIy,American Amber / Red Ale,6.30 %
882,CloudcVV+mber Ale,Ice Axe Grill /(Mt Hod Brewing Co. .,American Amber / Red Ale,5.00 %
883,BJ 's Oasis,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,4.70 %
884,REd Cap,KulshanB rewNng MLCompany,American Amber / Red Ale,5.50 %
885,Market StreetWroguhNt Iron Red,Market StreQet Brewin Co. aBnd Restaurant,American Amber / Red Ale,-
886,GUBnXer,Black~BVttl HBrewery,American Amber / Red Ale,6.90 %
887,RNo  BRe dAle,903 BTeJMers,American Amber / Red Ale,6.90 %
888,Nameb:$SAle,NaMno rw Celveland,American Amber / Red Ale,5.50 %
889,Ambe\lEla,EigtDegrHeK rewing,American Amber / Red Ale,6.80 %
890,Ballistic BreMwEiXn Co. - Gorgo Red Ale,IndinW ells Orewing oCmpany,American Amber / Red Ale,5.50 %
891,Thunder CanyoHn Dep]CanyMn Amber Ale,ThundAr CayonBrewery,American Amber / Red Ale,4.80 %
892,Habanero Smoked Ale,Alligator Brewing Company,American Amber / Red Ale,5.00 %
893,RaginIg QRhno Red,McKenzi ZeBreDwng COompany,American Amber / Red Ale,5.40 %
894,Schoolhous]~eH oney^Amber Ale,Latitde 42B reVing Company,American Amber / Red Ale,5.00 %
895,Brarel`HarboF Rde Ale,Barrelarbo Bewing,American Amber / Red Ale,5.20 %
896,Eve AmMr+Ale,LoneErider Erwing ompany,American Amber / Red Ale,4.20 %
897,Raccon eU Ale,Rock Bottom!Testaurant & Brewery,American Amber / Red Ale,5.90 %
898,JulesnXFadder,NÃ ¸ gne . - Det KompromisslÃ ¸ e BryggeSri A/S,American Amber / Red Ale,4.50 %
899,CanEe FUTre Red,Kauai IslaRd Brewery & Grill,American Amber / Red Ale,6.30 %
900,BrutpoiRan Vahalla,Brutpoia rBeEery,American Amber / Red Ale,5.50 %
901,Heavy] BSitter,Yalobusha BrwEng Company,American Amber / Red Ale,8.00 %
902,ElIJtkron,The Actual BrFXwingC o. .,American Amber / Red Ale,6.30 %
903,North CosaRed Ale,SeasideB`rewni[g Company,American Amber / Red Ale,6.70 %
904,Buoy@ Red Ale,Buoy eeCompany,American Amber / Red Ale,6.70 %
905,Red RAaodsGer,Silver Peak QRetsaurant & Brewery,American Amber / Red Ale,8.00 %
906,Big Hor Buttafce Amber Ale,C.B( & otts,American Amber / Red Ale,-
907,American Bold Ale,Vindication Brewing Co. .,American Amber / Red Ale,7.20 %
908,Stone SammIe Maple| Red Ale,F&MrBewery,American Amber / Red Ale,5.00 %
909,OtTtKWmAber,Empire BNewigC ompany,American Amber / Red Ale,-
910,High West KTaBrreVl ALed Libertine,FutlR neer,American Amber / Red Ale,8.50 %
911,RedC aAert lAe,SoCal Beer# CBopmany,American Amber / Red Ale,5.90 %
912,StandinH Stn eAmber Ale,Standing StGQen Brewing Company,American Amber / Red Ale,6.00 %
913,JokYer mber,Northwest reigC ompany,American Amber / Red Ale,6.00 %
914,RdD eDrum,Caks LarOder,American Amber / Red Ale,5.40 %
915,NaitNvFe Son,Lost RhinoBDewing~ CoTpany,American Amber / Red Ale,6.70 %
916,Red Giant Ale,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,6.50 %
917,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %
918,FantTaQants,Fera BrIeiwng)Co. .,American Amber / Red Ale,7.40 %
919,WolRXf ock,ShWrp' Cs rBeDwery,American Amber / Red Ale,4.80 %
920,RemLQgotn Red,Bricktn_Brewery,American Amber / Red Ale,4.00 %
921,AJeiIcOAle,South oCunty Bewng Co. .,American Amber / Red Ale,6.30 %
922,WhisYtle( Btop Amber,JohansXsn +'s Dining House,American Amber / Red Ale,5.30 %
923,ThJoroFgbed Red,Hops GrillhCusZe &;Brewery,American Amber / Red Ale,5.10 %
924,5:0 2bmeHr,Wichita Brewin gCo .& PKizzeria West,American Amber / Red Ale,5.82 %
925,Creeper TrElJi Aber Ale,Wolf HBills Bweing Company,American Amber / Red Ale,4.80 %
926,Agate?aPss Amber,Hood CnaaBlrewing,American Amber / Red Ale,-
927,Amber `s HtF riend,Skookum-rBBEewery,American Amber / Red Ale,-
928,Old Deriot AmbeOr le,Fraknenmuth rNwery,American Amber / Red Ale,5.60 %
929,2010 ResZrevAe Ambe Ale,EndeavoLW BevUrages,American Amber / Red Ale,5.20 %
930,Tabe: 742 Red,HolisterBrewing Co. .,American Amber / Red Ale,5.40 %
931,4 Brtohers SilingR ivalry,Sand CreekBrKewig Company,American Amber / Red Ale,4.70 %
932,Rise O fhP hoenix,MinneapoGis Town Hall BeJwery,American Amber / Red Ale,-
933,Re dZZater,Crow&ak BreKwing,American Amber / Red Ale,6.50 %
934,Penn* s CKrse Amber,Rock BFottmo ROestaurnat & Brewery,American Amber / Red Ale,5.10 %
935,AnniversrEDy AlHe 2014,Minneapolis Tow Hal rBewery,American Amber / Red Ale,7.30 %
936,ML| hPit,Acoustic Als BWrwing Expeiment,American Amber / Red Ale,6.66 %
937,CuMrm,Stony XrVe Brewery,American Amber / Red Ale,6.20 %
938,MÃ³: rUi,_ lvJiXshotl BrugghÃºs,American Amber / Red Ale,5.50 %
939,FaQTie,New BEgZuS Brewing,American Amber / Red Ale,5.20 %
940,BdbBi +^ ) Bodyibu,Birr elorgo,American Amber / Red Ale,7.10 %
941,Ale MDohanyt Shmel,Moskovskaya&PJivovarHnnaya Kompaniya,American Amber / Red Ale,5.00 %
942,ColHuEQCu Red,Minneapolis.TowR= Hall Brewery,American Amber / Red Ale,5.50 %
943,DoacLcer,CODA BreEwOHng Co. .,American Amber / Red Ale,5.50 %
944,Naughty eRdheadImpXrial Red Ale,Sick N TwisteNdB reVwAng Co. .,American Amber / Red Ale,8.00 %
945,BlSshng Beaver,BelcFhing Zever SBFrewery,American Amber / Red Ale,6.00 %
946,Crimson QmOUshell,Indian CitP BreZwing Company,American Amber / Red Ale,8.90 %
947,Yard HoUsFAmber Ale,Firestone WlakerBrenwig Co. .,American Amber / Red Ale,-
948,Redsie nIdia Ued Ale,GoodLife BWwing Cmpany & Bier Hall,American Amber / Red Ale,6.00 %
949,CoSet,Wicked Wed BWerwing,American Amber / Red Ale,8.50 %
950,Tasting Rom Bere : Red IPA,BoulevaPd BTGwSg Co. .,American Amber / Red Ale,5.80 %
951,RgegPe/R ed,SLO BreIwCg Co. .,American Amber / Red Ale,5.00 %
952,ReolSution,Heritage rewWng Co. .,American Amber / Red Ale,5.60 %
953,Ragged Mountain Red Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,5.20 %
954,GriQmJuse,Le ZMoEire,American Amber / Red Ale,5.00 %
955,TraiNwrKMeck Red,CrookedF$ ence BXWrewing,American Amber / Red Ale,6.00 %
956,DeIKy` Red,WickEd eId BIewing,American Amber / Red Ale,6.00 %
957,GrOizz,2 BroSOrs Brewery,American Amber / Red Ale,5.70 %
958,Hammrheda ed Ale,Brewsters Brewing Company}& RetaQrant - Oliver Square,American Amber / Red Ale,5.00 %
959,GrCs ed} Red,CigaHrC t Brewing,American Amber / Red Ale,6.00 %
960,Super JuZpiter apeYruit ISA,HoweSound# Inn & ArBewinIg Company,American Amber / Red Ale,4.50 %
961,Rio Chama Amber Ale,Chama River Brewing Company,American Amber / Red Ale,5.00 %
962,BoomOr 'Y CanaYian Red Ale,Howe Sound DInn & Bring Company,American Amber / Red Ale,5.00 %
963,_ gir KaWlK AmbOr Ale,_ igr rggeri,American Amber / Red Ale,4.70 %
964,India ROd DelXicious,DeschutKNs:Brewery,American Amber / Red Ale,6.10 %
965,The HneVyeZd One,High HoCs Berwery,American Amber / Red Ale,6.30 %
966,Red!PRUben,BisoG BEreZwing,American Amber / Red Ale,7.00 %
967,Boy ( *'sRed,BrickDouse$JBrewery,American Amber / Red Ale,5.50 %
968,HigAwayma ThriT HoIped Red Ale,The Portland Hotel &~ Jmes SqXuire rBewhCouse,American Amber / Red Ale,-
969,Red-iRe rIRA,McZBMnamins,American Amber / Red Ale,7.10 %
970,MoCney} Head,Triple Roc BreBery & Alehouse,American Amber / Red Ale,8.00 %
971,Dells Chief Amber Ale,Wisconsin Dells Brewing Co. .,American Amber / Red Ale,5.00 %
972,Double DowJn AImpeiral Red,WildcaWTdrewing,American Amber / Red Ale,-
973,Ro eJBBnBder,3 DaugheXD Srewing,American Amber / Red Ale,5.90 %
974,MoVorma RPserve,Red Car Drewery` an DRestaurant,American Amber / Red Ale,5.74 %
975,RumsprinHga RYd Caboose Ale,RumsprinAga BLrewiVg Company,American Amber / Red Ale,5.40 %
