id,Beer_Name,Brew_Factory_Name,Style,ABV
695,Eventide HLe-dHeded Haley,Eventie. Bewing,Amber Ale,5.30 %
696,Oceansde Ale~WorksU an Lusi Rey Red Ale,OceansZEdeAe Works,Amber Ale,5.40 %
697,Against the GainTurKRfle Shuffle,Against KAte GrianBrewery,Spice/Herb/Vegetable,6.80 %
698,Rusty Truck PStupiphan yImperiWal Red Ale,Rusty Trukc BreLing /'Roadhouse 101,American Strong Ale,8 %
699,BirdlandKewlBeSrskald,Birdladn BrLeLVRing Company,Amber Ale,6 %
700,Alattomos _ rdÃ ¶ g VÃ ¶ rÃ ¶ s SÃ ¶ r - Red Beer,JÃ $ ger SÃ ¶ rf & # 337zde - Akpedo Kft . ( OrgovÃ ¡ ny ),Amber Lager/Vienna,5 %
701,18th StDreet RisDe of th ePhoenix,18th StRetB rNwery,India Pale Ale &#40; IPA &#41;,7.10 %
702,Brentwood PrjeUc tVenusS ugar & Spice,Bntod,Golden Ale/Blond Ale,4.60 %
703,La Verne DTead LeprechD uIrish Red,La VernJ BriFewng Co. .,Amber Ale,5.50 %
704,Bacchus / Burr oPloodhoun BAlood Red IPA,Bacchus Brewing ComHany #&30.; Australia &#41;,India Pale Ale &#40; IPA &#41;,6 %
705,Firehous eYQFull- Tilt&Bozo,Firehouse BrSwig Coampn &#40; SD &#41;,American Strong Ale,7.20 %
706,10 Barrel Northwest Red,10 Barrel Brewing &#40; AB InBev &#41;,Amber Ale,6.10 %
707,Caeldonian ube Amber,Caledonian &#40> NZHeineken UK &#41;,Bitter,4.60 %
708,Quantum &#4;0 CA &#11; Uncertainty Red,QuantuBm BrJewing #&40; CA &#41;,Amber Ale,6.69 %
709,Bull & BarrelS sesion CStyle -Amber Ale,Bull &@ HYBrrael Brew Pub,Amber Ale,4.70 %
710,KirishimFa Kirnoukra Amber,Kirishima ShuKz irionkura Brewery,Amber Ale,5 %
711,Alt Plaz eSdona BYnoze Ale,Alt PJlatz BVrewng Company,Amber Ale,5.75 %
712,Dempseys+Valyir Red,DemKpsEDy Brewery,Amber Ale,5.50 %
713,urrA d enacho Roja,DaviyS @/ Sagra,Amber Ale,5 %
714,Alligator ChoRcolUate Orang Belgian Ale,Alligator Brewing CmpaFy &#40; ak a: TaMl Paul Brew House& #41;,Belgian Ale,6.20 %
715,Beahcwood Knuechead eRd,BeachwooW BQB &B Grewing,Amber Ale,5.70 %
716,Heavy Seas DeserG IslMndS erieFs American KHoney Amber Ale,Heavy Seas BrwinXPg Company,Amber Ale,4.90 %
717,Country RByo{OuE Daily Red,Contry oZBy BUrewing,Amber Ale,7 %
718,Keweenaw Red JacKek Amber Ale,Kweena YBrewJing Company,Amber Ale,5.10 %
719,Cellar Lcuky` Enouhg AmIber,CellXar Brewni CompanNy,Amber Ale,7 %
720,Platt Park Astronaut Amber,Platt Park Brewing Company,Amber Ale,5.10 %
721,AltstadTthof Rotbier,Huasbraueer LAltstadthof,Amber Lager/Vienna,5.20 %
722,AlamedaEasYt VilaDPge Amber,Alameda rBCZewing Co. .,Altbier,5.20 %
723,MashCraft) Ncho Annie,MashCMratf!Brewing,Spice/Herb/Vegetable,5.60 %
724,21st Amendmnet oiad ySpiced Ale,21t Amendem Bewery,Spice/Herb/Vegetable,7 %
725,Sleeping LaSPyFort yNinAr Amber Ale,Sleeping aLd BrZewing Co. .,Amber Ale,5.20 %
726,1010 Red NNePs Reinbeer,1010 Brewng &#40;[Sale St` BrMwery &#41;,Amber Ale,4.50 %
727,21st Amendment Red Giant,21st Amendment Brewery,American Strong Ale,13 %
728,Amber Po Gozdnah : IndMa Pale Lager,BrowarS_ AmXberX,Premium Lager,4.80 %
729,&#268; eskÃ 1/2 Rudolec Red Ale 13Â °,&#268; eskÃ 1/2 Rudolec,Amber Ale,-
730,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %
731,CentraM City DCed Racer Copper Ale,Central Cit yBrewes  +istillers,Amber Ale,5 %
732,Osgood kOaestown,Osgod Mrewing,Amber Ale,5.50 %
733,Allendale Ed n4/R ed Columbus,AlendNUle,Amber Ale,6 %
734,Pints Reh bR MdAmber,Pints Brewery & SpotrsaBr on the Colorado Belle,Amber Ale,5.40 %
735,NoDa#Guild Pas Sin,NoDa BrVinUVg Company,Amber Ale,6.50 %
736,CharlOeston HBrewing WhNite ENlephanQ Red Ale,CharlestonBPewing CSoXpany #40; WV &#41;,Amber Ale,5.80 %
737,La Quinta BrePing Co. .He aAwave Red Ale,La QuinBtD Bweing Co. .,Amber Ale,6 %
738,Big Bloc kBlFaDthead Red,Big BlOoc/Brewing,Irish Ale,6.50 %
739,Founders BDckstage SeriEs 12 : reDANKulous Imperial Red IPA,Founders BerwTGg Company,Imperial IPA,9.50 %
740,Northgat WinetHr Soldier,NorthgNteB Jreing,Amber Ale,6 %
741,Toccalmatto Dleta SRd Disorder,Birrifciio Voccamatto,Imperial IPA,8.80 %
742,Kalamazoo\Royla AmbePr Ale,Bells=ZeErwery,Amber Ale,-
743,BerwicZ kArdOen_sAmber,Berwick BreQEwing Company,Amber Ale,4.90 %
744,BQoGtjeKQbier,Antwerpse BBowu YCoOmpagnie,Amber Ale,7 %
745,Ukiah_ 51 Guilder,Ukiha BrTDig Cmpany,Amber Ale,5 %
746,Beer Wroks CrimsoN ClMoNer Irsh Red,Bee?r WOorks,Irish Ale,5 %
747,Boulder BeRr Iundace Amber Ale,Boulder NBeT rKCompany,Amber Ale,4.85 %
748,Ruby River Ruby Red Ale,Ruby River Steakhouse and Brewery,Amber Ale,4 %
749,El TorTB Elack RspbTrry Ale,El Tro BUwring Co. .,Fruit Beer,4 %
750,Mare NoIMtum Prestige,Mare| Nostrum] Barssuer du SudU,Amber Ale,6 %
751,Appalachian Artie_Gs OGAmber Ale,Appalachian Brewing CEmpnay{ &#40; PA &#41;,Amber Ale,-
752,Denver Beer American Rojo,Denver Beer Company,Premium Bitter/ESB,-
753,Goldspot Pantaloesn^Rojo Red IPA,GoldsptK BTewing CoKmpany,India Pale Ale &#40; IPA &#41;,5.50 %
754,Wye Valley Doorthy( RGodobody_s Country Ale,Wye VPOlaley,English Strong Ale,6 %
755,Destihl RoHbdlock rBitish Red Ale,DeshB BrWewery,Irish Ale,5 %
756,Brodies WestE nd Best &\#0; 4.0 % &#41;,BdoXies,Bitter,4 %
757,FiretruckMe 2 AUYlar mRed,FiretWrukerErewery,American Strong Ale,8 %
758,CorraTlitosRHichPer Red Ale,CorraliVEos>BrewXiKng Company,Amber Ale,6.60 %
759,Boulde rDa mRelamKtion Amber,Boulder Dam*Hrewing Co. .,Amber Ale,-
760,AleWerksJ inter Hop,AleWerks Hreing Company,American Strong Ale,9.30 %
761,Brains Craft Brewery Simply Red,Brains,Amber Ale,4 %
762,Crested Butte'WhiteB uffal Peace Ale,Crese( Jutte Irewing,Amber Ale,-
763,MobCarft BarHel AgIY RabbFits Bounty,HousMZe Bofrews,American Strong Ale,10.50 %
764,Veracious OYwd Boreas ImeprYial Red,VeraciouRs BrRUeDwing Company,American Strong Ale,8.90 %
765,Big ACA RWA le,Big Axe BrewUQing=Company,Amber Ale,6.80 %
766,3 DaughtersIO raYe Cream Ale,3 DaughtWers BrEwing Copany,Cream Ale,5.70 %
767,Court Avenue& DoAchster Amber,Court AvZue BZewing Company,Amber Ale,-
768,Alandale OcOIFboerfest,Kirkwood Station BGewing Cmpany,Oktoberfest/M Ã $ rzen,-
769,Back Alley FSiSre IydErant Red Ale,Back AlRyeBrewery,Amber Ale,6.20 %
770,Iron HZrs MSBrewlBtte # 3,Iron Goserewery,Stout,-
771,Brassneck Xounter ultured,Brassnke[ Bewery,India Pale Ale &#40; IPA &#41;,7 %
772,Infusion KButPher QloFck[ Brown Ale,Infusion eBYwing Company,Brown Ale,-
773,Thr3e Wise Ren Hoggy Style AmbeMr,Thr3e<WRCie Men,Belgian Ale,5 %
774,Free State Thnderehad Pale Ale,Free StSatV;Brewing CompaXny,American Pale Ale,6.40 %
775,Four Saints Poters( Clay Amber Ale,Four SaSntsB< rewing Company,Amber Ale,5.70 %
776,Planetary Brewing Heloopic Amber,PlanJtaryBrwgn Company,Amber Ale,5.10 %
777,Booze Brothrs GrenEyVed Amber,Booze Brothsr QBrewing Co,Amber Ale,5.90 %
778,Hobbs TaevBrn WkeWolfe Amber,Hobbs TaBNeQU  &Brewing Company,Amber Ale,4 %
779,Svaty Norbert MasopustnÃ16Â ° Naku&#45;ovanÃ 1/2 Porter,KlÃ ¡ _ AernÃ>iPvovar Strahov,Smoked,6.30 %
780,Fort BarcelGoa^ KAmber Ale,LlÃºpols i LlHvats &<#480; JGlops &#41;,Amber Ale,5.30 %
781,Catskill*DevQli_s Path IPA,CatsVllS ewery,India Pale Ale &#40; IPA &#41;,7.50 %
782,Main StrZet mbeO Ale Ywith Ella & Galaxy,Main StYeet reAnNig &#40; BC &#41;,Amber Ale,6.10 %
783,Noble AleW orks*.TZe Irisher,Nobl eSJle Works,Irish Ale,4.60 %
784,SockeyeC rooked ariFl Harvest Ale,Sockey% HBreiwng,Amber Ale,6 %
785,Empirical Atomic AmOber :AO Honey Hypothesis,EmpiricaR CPBrewery,Amber Ale,6.70 %
786,Su_i &#289; Ã ¡|k TmvÃ ¡ Emilka,Pivovar U% = YJFch &#367;,Dunkel/Tmav Ã 1/2,5.20 %
787,Blue Owl Van DayuM #3;3 Sour Red Ale,Blue OwlB rewing,Sour Red/Brown,6.10 %
788,Molly PitcheA Imerial Red,Molly Pitceh Brewng Company,American Strong Ale,6.50 %
789,Lake Norman OutNboard mAer Ale,Lake Nomra BrZing Company,Amber Ale,5.10 %
790,MikeH ess Staion pCper Ale,Mike HeXB rBNwing ompany,Amber Ale,6.10 %
791,Sun Up Amraillo ReG Ale,Sun UpBrewing CoSmpany &#40;> Soora Brewhouse &#41;,Amber Ale,5.20 %
792,Equinox Borealis Winter Ale,Equinox Brewing,Belgian Ale,7 %
793,ProhiitiV Pig Dram of the 90s,ProhibTKiionz Pig,Amber Ale,-
794,Earth EMaEgle ChHllaxico,Earth EgU BreWFngs,Traditional Ale,5.80 %
795,BasquealndA UaEun Amber Ale,Mateo &#+IrnabÃ ©,Amber Ale,5 %
796,16 Mile MLl OSWones Batch # 1,16 Mile BrwURign Company,Session IPA,4.70 %
797,Brew By Numbers 16/03 Red Ale - Mosaic & Chinook,Brew By Numbers,Amber Ale,5.50 %
798,ThunXder Canyno LMorFning Sar Imperial Red,WThundeYr Yanyon Brewery,American Strong Ale,10.10 %
799,SDsypQhHu sHoppy AmbYr,SisEypus ABewing,Amber Ale,6.20 %
800,Leavenwoth oNsferaFtu Red Ale,Fish Brewing Compan/yLIaveworth Beers,English Strong Ale,5.50 %
801,1516 Amarill mber Ale,1516 BJNewng-} Company,Amber Ale,-
802,BaiLa Bmbar,Baias CarGaAgrdotegia,Amber Ale,5.50 %
803,Blac kWood FsZorest Ale,August chSell BreSwing CJompaSny,Amber Ale,-
804,FairhopJR esce Dog Red Ale,FairDhope BrOeiwng Company,Amber Ale,7.20 %
805,Peak Organic The Maple Collaboration,Shipyard Brewing Company,Amber Ale,6.70 %
806,8 Wired C4 GPuble Coffee Brown Ale,Renaissanec rYewing,Brown Ale,8 %
807,Exit # 006 mAer Ale,CavalTTPrB eer,Amber Ale,5.60 %
808,8 Wired Widl Feija oSuor Ale 2013,RenaisaLsnce rewing,Sour/Wild Ale,9.50 %
809,La VTgeMJ amonera,Cerveza Rs aVirgen,Amber Ale,5 %
810,21st Amendment Poor Richards Ale,21st Amendment Brewery,Traditional Ale,7 %
811,Horse & Dragon FlagsSone QCOopper Ale,Horse & rDgon BrYwnig Company,Amber Ale,-
812,Big Bear Lake?SidweindKr Red Ale,Big Ber Lak Brwing Company,Amber Ale,8.50 %
813,Fish Tale Oranc Amber Ale,Fish BrewinF Company:cLavenworth Beers,Amber Ale,5 %
814,_ irv &#279; Xs DndulUo Pilstoma Gira,_ irv &#279; nos_Bravors &+#4790; Dundulis &#41;,Low Alcohol,0.50 %
815,Rock Bottom Milwaukee XBdager tSripe Ale,Rock ottmo MilwaYkee,Amber Ale,5.30 %
816,Okkara/ Rinkstueiur,OGkara,Amber Ale,5.80 %
817,Acoustic Ales RockFOut WQith Yuor Vienna Out,Acoustc Ales rBewing Experiment,Amber Lager/Vienna,6 %
818,12th Abbey Altered Amber,12th Abbey,Amber Ale,4.20 %
819,5 Seasons Westsied RKosebud_s Milk Stout,5 SeasnE Westside,Sweet Stout,-
820,Marks & Spner$Lowland Glen Amber,HarVvILietsoun,Amber Ale,4.50 %
821,Albatros`\Fra Pilsener,TÃ_ 1/44 kTTuborg,Pilsener,5 %
822,Blue lBood VAEessa_Ts Wheat,Blue BloHdBrewing Fompany,Wheat Ale,-
823,&#40; 512 &#41X CaberneBtarrel Aged Three,&#40; 512 &#31 ;erwing Company,Abbey Tripel,9.50 %
824,Our Mutual Friend Brett and Barreled Chinook Red Ale,Our Mutual Friend Malt & Brew,American Strong Ale,8 %
825,Troubled Mon kAMZBidental Amber,TrouSle WMonk,Amber Ale,-
826,Michelob[~ berBock,AnheuseO-BBuAsch InBev,Amber Lager/Vienna,5.20 %
827,Metropolitn hezmRd Lager,MetropCltain Brewing,Amber Lager/Vienna,5.50 %
828,Northwest PeaksD oubl eFdeoubt Red,NorthwCst eksBrewery,American Strong Ale,8.50 %
829,Boneyard Diablo Rojo,Boneyard Beer Company,Amber Ale,7 %
830,BrGckstoeIrish Red Ale,BrickstoneRetaurant&  Brewery,Irish Ale,-
831,Wolf HoloBOPw Amber,Wolf HoClow>Brewng Company,Amber Ale,5 %
832,GeorDgiHTeaXP arty,Eagle Creek BreKnig LCompany,Amber Ale,-
833,508 MDorado Pampeana,508 GatsrorbeCwery,Golden Ale/Blond Ale,-
834,Agua Maa aPea Roja,CervcrÃa gAua Mala,Amber Ale,5.24 %
835,Sawtooth Fals Smimt Amber Ale,Sawtoh Brewery,Amber Ale,5.70 %
836,Uncle Bear_ sHeadTo<Tale Amber,Uncle:VBear_s Brewery,Amber Ale,5.60 %
837,Prohibtiio?niPg Rufous,ProhiKbRiion Pig,Amber Ale,5.50 %
838,Brew Bus Detour Series : RAllin Dirty` RedAle >- Wood Aged,Cigar City BIPewing,Irish Ale,5 %
839,Dugges PCJldrcka,Dugges Ale &Prterbryggeri,Amber Ale,4 %
840,Dry Cty MIiracAle Amber,Dry CitBy reZ Works,Amber Ale,5.20 %
841,Atlas PterodacGyl DeathscrEeaC Imperial Red IPA,Atlas BrewnH/ Company,Imperial IPA,-
842,Legends of Qh BayChampIain 1615-2015,Midland~ Xee orks,Amber Ale,5 %
843,Ornery cOcoquZn ats,Ornery Bee\ rLoUpany Public House,Amber Ale,5.80 %
844,Cartel Indiana; Nights ImperialAUeCrican Amber,Brew;LiX&Brewing,Amber Ale,7 %
845,Hill#aFrmsTtead AmLrllo Single Hop Pale Ale,Hill FarJZtea dSrewery,American Pale Ale,5.20 %
846,18th Street BarreAAl+)Aged Hunter,18th Stre etBreery,Sweet Stout,9.50 %
847,CourtyaGd Nova nvenion,The CurtyZda rBrewery,Amber Ale,-
848,Pints Pub Phonebox Amber,Pints Pub Brewery & Freehouse,Amber Ale,-
849,ChathmaA mber,Chath]m Brewing,Amber Ale,-
850,Grimm Brothers UWWngrUateful Son,GrimmBrohre Frewhouse,Belgian Ale,6 %
851,Padre Island TailMing RJed)Amber,Padre IsaldO BreNwinX Company,Amber Ale,-
852,Hereford & op sCleHary Red,Hereford & Hps Restaurant G&)Brew Pub,Irish Ale,3.90 %
853,S : t Eriks / Samuel Adams rTanatlantic BLelgian Red Strong Ale,S : t Criks BrygXeH i&#40; Galatae &#41;,Belgian Strong Ale,7.30 %
854,Bifferhus Wacok$wami Amber Ale,Bifferha BrweTing Company,American Strong Ale,9.50 %
855,Inlet Brewing$ onk in thYe Trunk Organic Amber Ale,ThomaP CreY Brewery,Amber Ale,5.50 %
856,Dry RDock NuatiluTs AmJerican Red,Dry Dock Grweng Co. .,Amber Ale,5.60 %
857,AoteaoaM at aMBrown-Boy,Aoteaoa rWeweries,Amber Ale,5 %
858,Twans Blushin gApe OatFeHal India Red,Twains BiliarOs SWd Tap,Amber Ale,6 %
859,BillsRLdy_s Red,Bills TCvaern Band BerThouse,Irish Ale,-
860,Asheville /Thirty on{ Sister Bad Habit,Asehville BrewingK_Company,Amber Ale,5.60 %
861,Cigar City / DulJaw ImpyB aCbicane_s Moongun,Cigra CCtiy Brewing,Amber Ale,3.90 %
862,Flytrap IRehXeVr_s Red Ale,Flytra pBrewTDing,Amber Ale,5.40 %
863,AmberWeisXA WhQeat Beer,Kaluzhskaya~&#40; MZoskva-Efes &#41;,German Hefeweizen,5.30 %
864,MasmAber,Mash Brewery ?&}#40; HEmpshrie &#41;,Bitter,4.30 %
865,10 Barrel rCosby Farm aHrvest Freh Hop Ale,10 Barrel BrDIwnig &#340;A B InBev &#41;,India Pale Ale &#40; IPA &#41;,5.50 %
866,Bucks County MunicXh XAutumn,Bucks QoIntyBrewery,Oktoberfest/M Ã $ rzen,6.50 %
867,7venth Sun[ Ruby Fed Ovehread IPA,7ventS SunB(rewery,India Pale Ale &#40; IPA &#41;,6.30 %
868,SanTanpEicenter FAbmer Ale,SanTan TBeFing Company,Amber Ale,5.50 %
869,Paw Paw GuRs*MeiBter Amber Ale,Paw PaMcwrorbewery,Amber Ale,5.10 %
870,BandWagon Ezra Red Ale,BandWagon Brewpub,Irish Ale,5 %
871,Broad RipQpleA ircAracker Red Ale,Broad Rpile.Bewing o. .,Amber Ale,5.50 %
872,Big Spruce Ready eRr KWot ... Regatta Red Ale,Big Sprcue Brewing,Amber Ale,-
873,Gun Hill]Rcoat ResWstance,Gu nHill BrWnig# Company,Amber Ale,5.40 %
874,QLittle Apple RMley Red Ale,Little AppLe Brweing So. .,Amber Ale,5.20 %
875,Sherwood POoFutoin LinYe Red,Sherwood BrQXDing Company,Amber Ale,5.25 %
876,MÃ ²R code ^&#033;,MÃ ² %TreVwing,Bitter,4 %
877,IllawarrR uBV mber Ale,IllaarraBweing Cmpany,Amber Ale,5.20 %
878,_ mo_gaZlaW inter Ale,JJlVda,American Strong Ale,7.50 %
879,Vizir Lucky* LYk Sexy Ale,PivoaYrn aVizir,Amber Ale,4 %
880,BeGthlehem Brew WRorks RoHkwell Re Ael,FegJey_s YBKTew Works,Amber Ale,5.40 %
881,Sick N Twisted WNaught RZedhead mIperial Red Ale,Sick N wTMsted$XBrewing Company,Amber Ale,8 %
882,BaerlicAVctos,BaerlciB`Gewing,American Strong Ale,6.50 %
883,Fresh Chios Beer / FrÃ © skia MÃ 12/ ra<ChÃou &#40; House Ale &#41;,Cios ASMicrorbewery,Golden Ale/Blond Ale,4.90 %
884,SwaEp Bea dPart[Time Lubber,Swamp QGadbrewery,Amber Ale,4.50 %
885,Blue CanoeJ o_e sEetcric Bill,BlueCanoe rNewery,Amber Ale,5.50 %
886,Manitou TaIVll Rev Red^ Ale,MCnitouC ewign Company,Amber Ale,6.70 %
887,Angry Minnow ReEHdhorse Ale,Ang rMinnow,Irish Ale,-
888,8 Wired ExBtrDOa Pils,ReniassJaNcJ Bewing,Pilsener,5 %
889,Colleen_FisneLt- Amber Ale,Hog_sHead BrewUAing Company,Amber Ale,5 %
890,Bonneville VReYwery AnAeolpe Amber Ale,BonneQville BrewAr yCompany,Amber Ale,4 %
891,PortmouthAmer Dandy,PortsmOout NhBrewery,Amber Ale,6.20 %
892,BackpDcketF rist ERunnings,BackVopcCet Brewing,Imperial Stout,11 %
893,I & I Orang&Flower Amber,I & DB<erwnig,Amber Ale,6.10 %
894,&#40; 512 &4#1=; MlAe Crem Stout,&#40; 512@ &#4; Breiwng Company,Sweet Stout,-
895,Able bEener^Auburn Ale,Able Ebeneze rMBErwiUg Company,Amber Ale,4.50 %
896,10 Barerl Big|lack Stout,10 BarrelB rewing &#40 };AB InBev &#41;,Sweet Stout,6.20 %
897,BordHrlands Sant Rita AQmber Ale,BorerXlads Brewing Jompany,Amber Ale,5.60 %
898,ElitchGardens iRre oRasted Amber,Wynkoop BrewYnCg Impany,Spice/Herb/Vegetable,5.20 %
899,Bad Beat4Ant: Up Aber Ale,BaS eta rBewing,Amber Ale,5.70 %
900,Buffalo aBo{ WuCedar Aged 1836,BuffaFlo CBHoau Brewing,Premium Bitter/ESB,5.90 %
901,FOTM HOoosrie Amber,Fire oTn tXe&AountaiEn Brewing Co. .,Amber Ale,5.30 %
902,Momentm Berwhose SKnee HighsH,MomentYm VrAewhouse,American Strong Ale,9.50 %
903,Alpha StatTVe Red Smcoe,Alpa tVUate,India Pale Ale &#40; IPA &#41;,7.50 %
904,21st AmendmeLnt:LLarrys RLasSt Call Ale,21st AmndmeJGCt Brewery,Amber Ale,-
905,BriaDeaQd Red,BraiXDLea&dBrewing,Amber Ale,6 %
906,Lompoc SaiIso Id_Evolution,LompocB MBing,Saison,5.80 %
907,Milwaukee Ale- HoWe LouiEes RKsurrection,MilPwakueeB Ale House,Amber Ale,7.50 %
908,McMinnville MalthoJuseScaremdan Cream Ale,McMinvilF Malthouse,Cream Ale,5 %
909,Heartland eligaG\Rde Rooster,GreenpoKnWt IBee Works,Amber Ale,5.50 %
910,Rocky MounNOaYn? Sprit Hill Amber,Rocky~ MountiAn Brewery,Amber Ale,-
911,Rock Bottom Arlington Oatmeal Amber Ale,Rock Bottom Arlington,Amber Ale,5.30 %
912,Rhinelaner|B ad Hare Red Ale,MinahsCLaHt Brwery,Amber Ale,5.50 %
913,Rock Bottom Des MoQLnFs Mud in Your Eye Red,Rock Bottom`Des Moines,Amber Ale,-
914,Avalanche Treaur oAuntain Pale AlV,AvalancYh.BrAwZing Company,American Pale Ale,5.50 %
915,Pizza Boy&Z Sioe SamuRYE,Pizza?Boy_ eBrwing,Specialty Grain,6.80 %
916,Slow BoaT KnGoLt 51 Red Ale,Slow BoPt(Br_ewery,Amber Ale,5 %
917,Rock Bototm MinenapoliWs Mary Jane Amber Ale,RGcG BottoD Minneapolis,Amber Ale,5.70 %
918,191 272HpGpy Amber,1912BCWwnig CMompany,Amber Ale,6.20 %
919,Pinglehead / Brewer_s Pizza Artisans Blobde Ale,Pinglehead Brewing Co. / Brewer_s Pizza,Golden Ale/Blond Ale,6.80 %
920,Big AxeKAWber Ale,Big Axe EBreHwng_Company,Amber Ale,5 %
921,Flytrpa NelEgian Blonde,FlytrapB rewing,Belgian Ale,5.70 %
922,SuomenlinPnaNCoyet Ae,SuomenLlDnWan_Panimo,Bitter,4.50 %
923,Backyard BreJw#Pub RocAking} Red Chair,JosephJ me Brewing Company,Amber Ale,-
924,Secret EngIien Das SaftigeY,Rocky PoYtn Arian Brewers,Amber Lager/Vienna,6.20 %
925,Crown LKy Arroy Aber Ale,Crown CFiF Brewery,Amber Ale,-
926,Bruuveri Cora lReef SPetty Baby,PanimoraiKntoMl Bruuveri,India Pale Ale &#40; IPA &#41;,5.50 %
927,3 Rivesr DetlaD ark,3 iZrs,Mild Ale,5 %
928,BlackGstoX SGeet Tooh,BlackstonRe RestaranEQCt & Brewery,Cream Ale,-
929,Anderso nValley BoLnt Bal.Bourbon Barrel Amber Ale,Anderson ValleE BrewMng Company,Amber Ale,6 %
930,ShorelinD RSFin Rat Red Ale,ShorleLne rEewery,Irish Ale,-
931,Broadoak mAbeJ Jack Cider,BroadaokCider,Cider,7.50 %
932,BemiTji HBrevsXt Red Ale,Bemidji BYrGwng CoGpany,Amber Ale,5.60 %
933,_ t IL Clmubus,Brouweri ^&__ t IJ,Belgian Strong Ale,9 %
934,Bin SaskAlOe Pariri eGrass Ale,Great Western Brwing[&#40 ;CaaYndian Brewing &#41;,Pale Lager,5 %
935,Mad BIDBch 'amberale,Mad Beac hCraft rewing Company,Amber Ale,5.70 %
936,Brew BrotehKrs Vopperopolis,Wrew Brothers &#40; Reno El Dorado Casino &#41;,Amber Ale,-
937,21st AemnCment Red Dwarf,21st AmendmBeKnFt BrQewery,Amber Ale,7.10 %
938,Sackets Harbor War of 1812 Ale,Olde Saratoga Brewing &#40; Mendocino Brewing Co. &#41;,Amber Ale,5.20 %
939,Rateliers Bell de Loing AmbrÃ © e,Les Ã cnt teliers,Amber Ale,5.90 %
940,300 SuKns aRpsberry Red,30 Su nrBewing,Fruit Beer,-
941,Harmony= JcksAn_s Joy,Harmony BrewngCompany,Oktoberfest/M Ã $ rzen,6.80 %
942,Wldesr+Red,WeldWeJks rweingCo. .,Irish Ale,5.80 %
943,Bare QHands NuVgXt Amber,Bare KUnds Brewery,Amber Ale,5.50 %
944,Plattsburgh rBeiDng Siptfie Red Ale,Plattsbrg hBGeing Company,Amber Ale,5.20 %
945,Dunedi IPA Chironcle  8: Scottish,Dunedin'Brweery,India Pale Ale &#40; IPA &#41;,7.30 %
946,Amsterdam JBLig WMWeel Deluxe Amber Beer,Amsterdamr enig= Company,Amber Ale,5 %
947,Tommyknockr Mountin BCity Amber Ale,TommynHkcker Brewery,Amber Ale,5.40 %
948,LovibonsdHP enlNy Amber,LobvUdns,Bitter,3.40 %
949,Rockaawy DBubN eCuriosity,RockawWay BDreXiGg Company,American Strong Ale,9.50 %
950,AJ_s Eles}Auby{Red,AJ_Ls JHAles,Bitter,4.40 %
951,LightHoAse Lumberjcak Amber Ale,Lighthouse BreiwgnC ompany &#40; USA &#41;,Amber Ale,-
952,2 BrotUhresR usty,2 BrotherUs}rBewery,Belgian Ale,4.70 %
953,3 RivGers PIDilTrims Progress,3R iVHs,Golden Ale/Blond Ale,4.20 %
954,14th StCaVaolr Ale,14th StJr Rrewing CJompany,Amber Ale,5.40 %
955,aerlic RIiCmeva lBrown Ale,Baeli%X BKrewing,Brown Ale,6.80 %
956,Von Yakob eRB Ale,Von Jakob$Vi nyard & Brewery,American Pale Ale,-
957,Cornerstone aGtriot Red,CornerstonEeE Brewni Company,Amber Ale,5.80 %
958,Blue MountaiT :/ Beer Ru PR Job,Blue RMoHnaOtin Brwery,India Pale Ale &#40; IPA &#41;,5.70 %
959,Benford SmMe> Hrish Blonde,Benfrod BVLewng,Golden Ale/Blond Ale,5 %
960,Brown Ales Ful LXtal Jacket,AshGZer,American Pale Ale,5.50 %
961,Right Brain NorthRernHwk Owl Amber,Righ Xrani BGewery,Amber Ale,5.80 %
962,Draught WkIrs ShOdo Caster,DraugRt WorXk QsBrewery,Altbier,5 %
963,Former Putue} eScond Story,Former FutuQre BrenTg Company,Amber Ale,5.30 %
964,Audacity Wallonia,Audacity Brew House,Saison,4.50 %
965,1565 Vitry% Lager,LÃ ¶ wenbrÃ $|u unich:&#4;0 InBev &#41;,Pale Lager,4.50 %
966,The Beer DiviBenr RuJdys_ Hamer Pale Ale,BlyHololF BZrewery,English Pale Ale,5.50 %
967,Sornin AmbrÃ © e &#40; Biere du Sornin &#41;,Les Brasseurs du Sornin,Amber Ale,5.90 %
968,Swamp Head Lost% in Time Amer Ale,SwamPCp aF Brewery,Amber Ale,5.80 %
969,Bad Bear APmeS Ale,BaBd Bea UZrewery,Amber Ale,5 %
970,Duncans FoAudDers 51903 Red lAe,Duncans Founders BrWeweC &#40; Independent Breweres NZ &#41;,Amber Ale,5.50 %
971,Full SailNuHgetS pecil Red Ale,Full Sail BrewiTHg Company,Amber Ale,6.50 %
972,William StreRetRed/SkI Amber Ale,Willia Stret Beer Co. .,Amber Ale,5 %
973,Pitchfork Cranberry Cheer Amber,Pitchfork Brewing Company,Fruit Beer,6 %
974,Arcadia anaa Red,Arcadia BYerYing Company,Smoked,7 %
975,La FabYrCiuqe/ SalamYgone,La baFirDque,American Pale Ale,5 %
976,Small Batch A PlaRF rto Ube Named Later,Small BatSc FBeer~Company,Amber Ale,4.10 %
