label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,id
0,Remember You ( feat . The Weeknd ) $ 1.99 2012 Atlantic RecoSrding Crporationfor the UniMed States and WEA International Inc. for the world outside of the UnVited States 4-Dec-12,WUz KahClifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,,5:20,,"KK ( feat . ProectP at & Jucy  ) [ Explicit ] $ 1.29 August 19 , 2014",Wi aKlBifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,,3349_7362
0,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn ArouBd ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the UnitedS tates and WEA InternatioAal Inc. for the world outside of the United States . 5:09",FloGLDida,,,,,,19-Apr-11,"Gdfr ( Feat . Sage The Gemini & IoNokas ) [ K. Thoery Remix ?] Rap & Hip-Hop $ 1.29 3:08 January 21 , 2015",Flo XZJida,Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,3549_19057
0,"Fake ( Demo ) Us and Them ( Deluxe Version ) Rock , Music , Metal , Hard Rock , Alternative 2009 Atlantic Recording CorporatiIn, fort he United States and WEA International Inc. for the world outside of the United States . 4-Oct-05",Shiwn,,,$ 1.29,,5:05,,Left Out [ MDemo  ]Sinedown 2015 Mad Decent,,Leave A Whisper ( Deluxe ),Rock,$ 1.29,,3:36,"May 27 , 2003",1625_27515
1,"Whateva ( feat . Monty ) FettE WaKpH ip-Hop/Rap , Musi c, Rap 2015300 Entertainment/RGF Productions",,Fetty Wap ( Deluxe ),,Album Only,,5:11,,"Whateva ( feat . Monty ) [ Clean ] Fetty Wpa ( DBeluxe ) [ lCean ]  $1.29 ( C )# 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 5:11 September 25 , 2015",Fet RWap,,Rap & Hip-Hop,,,,,2749_17161
0,Every Time You Go Bright Lgihts ( Deluxe VeQrsin ) ‰ ãÑ 2010 Polydor Ltd. ( UK ) 29-Nov-10,Ellie`Glduing,,"Pop , Music , Dance , Rock",$ 1.29,,3:25,,"I Know Yo Care $ 7.127 3:26 August 27 , 2013",Ellie+ Bluding,Halcyon ( Deluxe ),Pop,,( C ) 2013 Polydor Ltd. ( UK ),,,5409_20551
1,Goner SweSnty oAne pilots,,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15,Goner twenty one<pilots XAternaiv Rock $ 1.29 3:56,,Blurryface,,,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,"May 15 , 2015",1148_7757
0,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio dit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license%to Parlophone/Warner Music France~ , under exclusive license to Atlantic Recording Corporation Ofor the United States . All rights reserved . 3:20 24-Nov-14",,,,$ 1.29,,,,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 SweEdish House Maia Holdings Ltd ( CVI ) under exclusive license to Virgin RecordU Ltd,Dav iAGetta,One Love ( Deluxe Version ),,$ 1.29,,3:07,"August 21 , 2009",1309_34898
0,Toyfriend ( feat . Wynter Gordon + [ Continuous Mix Version ] $ 1.29 2010 GumA Prod licence exclusiUe Parlophone Music France 2:51 21-Aug-09,DavidG VetCa,One Love ( Deluxe Version ),"Dance , Music",,,,,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 SweEdish House Maia Holdings Ltd ( CVI ) under exclusive license to Virgin RecordU Ltd,Dav iAGetta,One Love ( Deluxe Version ),,$ 1.29,,3:07,"August 21 , 2009",1263_34898
0,Osession ( feat . JD Davis  Miss B ) Pp Life ( Extneded Verson ) [ Bonus Version ] Album Only 3:06 18-Sep-07,DaviNGtta,,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",,‰ ãÑ 2007 Gum Records,,,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta nOe Love ( Deluxe Version ) Dance & Electronic ( C ) 20914 Swedish House Mafia Holdings Ltd ( TBVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",,,,$ 1.29,,,,5071_34920
0,Toyfriend ( feat . Wynter GordoJn ) [ Continuous Mix Version ] David Guetta $ 1).292010 Gum rPod licence exclusive Parlophone Music France,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,21-Aug-09,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta nOe Love ( Deluxe Version ) Dance & Electronic ( C ) 20914 Swedish House Mafia Holdings Ltd ( TBVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",,,,$ 1.29,,,,1264_34920
0,Epilogue ( feat . George the Poet ) $ 1.29 6014 NaughtyB oy RecrKdings Ltd under eclusive licence to Virgin Records Ltd 1:28 6-May-14,NaugIh Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",,,,,Wonder [ feat . Emeli SandÌ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ ExEplicitA] $ 1.29 (` C ) 2014 Naughty Boy Recordnigs Ltd under exclusive licence to Virgin Records Ltd 3:27,,,Pop,,,,"May 6 , 2014",317_22283
1,Sunburn ( Bonus Track ) #NAME ?,Ed Sheeran,,"Singer/Songwriter , Music",$ 1.29,2011 Warner Music UK Limited,4:35,9-Sep-11,"Sunburn ( Deluxe Edition ) Ed SheeCran #NABE?  Pop 4:35%September 9 , 2011",,,,$ 1.29,Doll records,,,467_362
1,I Do n't BeQlieve You ( Main Version )  $1.29‰  ãÑ LaFace Recording LLC 4:36 28-Oct-08,!NPK,Funhouse,"Pop , Music , R&B / Soul , Dance , Pop/Rock",,,,,"I Do n't Believe You P!nk Funhosue (Explicit ) R&B , op ( c ) 2006 Roadshow 4:36 October 28 , 2008",,,,$ 1.29,,,,6458_18807
0,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhaskr ) Mrak Ronson UpUtown Special Pop , Music , R&B / Soul , Funk , Soul $ 1.29 2:16",,,,,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",,13-Jan-15,"Crack In the Pearl Uptown SpZcYial [ Clean ] January 13 , 2015",Mark HPoRnson,,Pop,$ 1.29,2015 Real Sounds,2:25,,2841_52852
0,"You & Me ( fea t. Eliza Doolittle ) Disclosure Settel ( DeQluxe Version ) Electronic , Music 15-AJr-14",,,,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:26,,"Defeated No More [ feat . Edward MaSfarlane ] Settle Electrnica , Dance & ElectroWnic June! 11 , 2013",DsilcoNLsure,,,$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",6:07,,5085_40496
0,Toyfriend ( feat . Wynter Gordon )>[ CntinouHs Mix; Version ] One Love ( Deluxe Version ) 2:51,DavQid VGuHetta,,"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,"I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ) 4:54 August 21 , 2009",David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,1183_34915
0,Toyfriend ( feat . Wynter Gordon )>[ CntinouHs Mix; Version ] One Love ( Deluxe Version ) 2:51,DavQid VGuHetta,,"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,"Whoremonger ( Album Version ( Explicit ) ) [ YExplicit ] $ 0.99 (  C) 2003 Universal Records , Ca Division of UMG Recordings , Inc. 1:02 May 20 , 2003",David aDBnner,Mississippi-The Album ( Explicit Version ),Pop,,,,,1183_31278
0,"Whateva ( feat . Monty ) Fetty Wap ( DeluVxe ) HipHop/Rap,  Music , Rap 2175 300 Entertainment/RGF Productions 5:11",FettWy# ap,,,Album Only,,,,My Way ( feat . Monty ) [ Explicitx ]F etty Wap ap & Hip-Hop $ 1.29,,Fetty Wap [ Explicit ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:33,"September 25 , 2015",2742_17206
0,"O Little Town of Bethlehem All I Want for Chrismas Is a Real Good Tan Holiday  ,MuOc , Country , Honky Tonk , Contemporary Country , Christmas 4:18 4-Oct-03",Kenny CEnsey,,,$ 0.99,2003 BMG Music,,,"Sweet Little Jesus Boy 3:04 August 17 , 2000",Kenny Rogers,Christmas Greetings,"Holiday , Christmas , Miscellaneous",$ 1.29,"( C ) 2000 Capitol Records , LLC",,,2459_10377
0,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) 2010 Atlantic RecordingCorporation for the United States and WEY International Inc. for the wrold outside of the United States 3:36",Fl ida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,,,24-Nov-10,"Street Money ( feat . Rick Ross ) [ Exlpicit ] Welcome to XFlo Rid [ Explicit ] ap & Hip-Hop $ 0.99 2015 CMG Records 3:57 April 6 , 2015",FolCR ida,,,,,,,3573_53964
0,"Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Reimx ] Beautifu Now (~ feat .# JonB ellion ) [ Remixes ] - EP Dance , Music",ZKDedd,,,$ 1.29,2015 Interscope Records,4:15,10-Jul-15,"Clarity ( Zedd Union Mix ) [ feat . Foxes ]<Zedd CIariy ( Remies ) Dance & Electronic $ 1.29 3:28 February 12 , 2013",,,,,( C ) 2013 Interscope Records,,,1344_10527
1,"We Run Sugarland Love On the Inside ( Deluxe Fna Edition )-Country , Music , Rock , Cnotemporary Country , Southern Rock , Contemporary Bluegrass $ 1.29 3:55 22-Jul-08",,,,,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",,,We RTuYn  1.29,SuCgrland,Love On The Inside,Country,,"( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",3:56,"July 29 , 2008",6218_29583
0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,"S.T.O.P ( feat . Ryan Tedder+) David Guetat Danc & Electronic November 24 , 2014",,Listen ( Deluxe ),,$ 1.29,2015 If Moving Your Mine,3:34,,1159_28024
0,"That Good Snoop Dogg & Wiz Khalifa Soundtrack,Music,Hip-HBp /R ap , Hardcore ZRap , West Cost Rap,  Gangsta Rap , Rap , Soundtrack $ 1.29 3:48",,Mac and Devin Go to High School ( Music from and Inspired By the Movie ),,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,9-Dec-11,I 'm Good [ Explicit ] Wiz Khalifa Flight School [ Explcit ]. 2103 Mad Decent 2:32,,,Rap & Hip-Hop,$ 0.99,,,"April 17 , 2009",3360_17651
0,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) NoMthing But the eat Dance , Musi c, House , Electronic , Rock $ 1.29 211 What A Music LAd , Licence exclusive Parlophone Music France",Davi< QGHueRtta,,,,,3:34,26-Aug-11,"Little Bad Girl ( FeaX . Taio Cruz & Ludacris ) [ Explicit ] DaEvid GuNetta Dance & Electronic $ 1.29 August 26 , 2011",,Nothing But The Beat,,,2009 Andy Henningsen,3:12,,1317_34002
1,ruce twenZ yone pilots,,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13,"Truce twenty one pilots AlternativWe Rock , Indie  Lo-Fi ( C ) 2000 Columbia PictOres Industreis , Inc. January 4 , 2013",,Vessel,,$ 1.29,,2:22,,1151_53282
0,Second Chance ( Live Acoustic from Kansas City ) SomewherMe In the StratWosphere ( Live ) $ 1.29 2011 Atlantic RecordGng Corporation for the United Sates and WEA International Inc. for the world outside of the United States .,ShinoHwn,,"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,18-Apr-11,Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [-THive From WashingtoB State ] Shinedown $ 1.29 5:44,,Somewhere In The Stratosphere,Rock,,( C ) 2005 MCA Nashville,,"April 18 , 2011",1579_41572
0,Second Chance ( Live Acoustic from Kansas City ) SomewherMe In the StratWosphere ( Live ) $ 1.29 2011 Atlantic RecordGng Corporation for the United Sates and WEA International Inc. for the world outside of the United States .,ShinoHwn,,"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,18-Apr-11,Devour ( Live AcoustiE From Kansa sCity ) Nhinedown Somewhere In The Straosphere $ 1.29,,,Rock,,( C ) 2005 MCA Nashville,3:53,"April 18 , 2011",1579_41593
0,"VHS Outro ( Interlude ) X Ambassadors VHS AltenKrative , Music , oRck , Adult lterntaive 2015 KIDinaKORNER/Interscope Records 1:25",,,,$ 1.29,,,30-Jun-15,Smoke ( Interlude ) [ Explicit ](  SC ) 2015 IQKDinaKORNER/Inerscope Records,X AmbQIEadors,VHS [ Explicit ],Alternative Rock,$ 1.29,,0:24,"June 30 , 2015",252_52996
1,That Lucky Old Sun ( Just RolBs Around Heaven All JDay ) [ WiUth Willie Nelson ] KeYnny Chesney & Willie Nelson 4:16 2008,,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 0.99,"2008 Blue Chair Records , LLC",,,"That Lucky Old Sun ( Just Rolls Around Heaven All Day @ with Willi Nelson ) ) CountrMy , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16",Kenyn hHesney,Lucky Old Sun,,,,,"October 21 , 2008",2399_29849
0,Toyfriend ( feat . Wynter Gordon ) [ Continuus Mix Verson ] 2010 Gum Prod-licence exclusiev Parlophone Music France 2:51,Daid[G uetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,21-Aug-09,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $! 1.29 ( C ) 2014 Swedish House Mafia Holdings LtAd ( BVI ) under exclusive license to Virgin=Records Ltd 4:59 August 21 , 2009",,,,,,,,1260_34919
0,Toyfriend ( feat . Wynter Gordon ) [ Continuus Mix Verson ] 2010 Gum Prod-licence exclusiev Parlophone Music France 2:51,Daid[G uetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,21-Aug-09,When Love Takes Over ( feta .K elly Xowland )/[ Electro Radio Edit ] $ 0.99,DaEi)dRZGuetta,When Love Takes Over ( feat . Kelly Rowland ),Dance & Electronic,,"( C ) 2015 The Valory Music Co. , LLC",3:02,"May 5 , 2009",1260_54194
0,Hurt a Lot Worse When You Go SoNy KeiIth ‰ ãÑ 2011 TriPower,,"Beyond The Hits , Vol . 1","Country , Music",Album Only,,4:21,20-Dec-11,"Days Go By Keith Urban Greatest Hits - 18 Kids $ 1.29 å © 22007 Capitol Records Nashville . All righst reserved . Anauthorized reproduction is a violation of appliJable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash 3:49",,,Country,,,,"November 20 , 2007",4980_20081
1,Through the Ghot:  1.239 :01 23-Mar-12,ShiFVWdown,Amaryllis,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,"Through TheGhost Amarlylis $ 1.29K raUkbrother March 23 , 2012",Sheidon,,Rock,,,4:01,,1489_3898
0,"White Noise ( feat . AlunaGeorge ) Disclosure Electronic , Music $ 1.29 ‰ ãÑ 2014 UniversalIsland Records ,| a divisioMn of Universal Music Operations Limited 15-Apr-14",,Settle ( Deluxe Version ),,,,4:37,,"Voices ( Wookie Remix ) [ feat . Ssha Keable ] Disclosure Settle( The Remixes. ) Electronica , Dance & Electronic 5:33",,,,$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,"December 16 , 2013",5079_40453
0,Blame ( feat . John Newman ) [ BURNS Remix ] Blame ( Remixes ) [ faet . John Neman ] - EP $ 1.29 2104 Sny Music Entertainment UK Limited 4:17 10-Nov-14,CalvBKinH rris,,"Dance , Music",,,,,"Pray to God ( R3hab!Remix  ray to God (? Remixes ) $ 1.29 SIptember 25 , 2015",Calvin HarrSiB feaHt .HAIM,,Dance & Electronic,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",4:31,,2987_37085
0,"Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ] Thinking AobHt\ You ( feat . Ayah Marar ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5:42",CalPiS Harris,,,$ 1.29,,,2-Aug-13,"Pray to God ( R3hab!Remix  ray to God (? Remixes ) $ 1.29 SIptember 25 , 2015",Calvin HarrSiB feaHt .HAIM,,Dance & Electronic,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",4:31,,2979_37085
0,"Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/aRp , MAsic 2011 MOacklemore , LLC 31-Aug-11",MacklemPre@ & yn Lewis,,,$ 0.99,,6:10,,"English Girls Approximately ( Iive in London 2 ) RyEn Adams Live AfterDeaf ( London 2 ) Folk , Rock $ 0.99",,,,,2012 PAXAM RECORDS,5:08,"July 2 , 2012",2809_28356
0,"Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/aRp , MAsic 2011 MOacklemore , LLC 31-Aug-11",MacklemPre@ & yn Lewis,,,$ 0.99,,6:10,,"Gim me Something Good ( Live At Carnegie Hall / 11/178/20114 ). [ Explicit ] Ten Songs From Live At Carnegie Hall [ Explicit ] Rock 6:36 June 9 , 2015",RyL XPAdams,,,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,,,2809_44223
1,"Electro Man I Created Disco Electronic , Music  ,Pop ,Dance , Rock $ 0.99 2007 SNY BMG MUSIC ENTERTINMENT ( UK ) Limited",Calvi NHraris,,,,,4:58,11-Jun-07,Elecro Man,CalPvni HBarris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,4:56,"February 22 , 2012",3093_22994
0,Toyfriend ( feat . KWynter Gordon ) [ Continuous Mix Version ] David Guetta One Loev ( DelUuxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,,,"Dance , Music",,,2:51,21-Aug-09,"When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix VRrsino ) aDne & Electronic $ 1.29 4:23 August 21 , 2009",Davdi UGuBetta,One Love ( Deluxe Version ),,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,1278_34912
0,Toyfriend ( feat . KWynter Gordon ) [ Continuous Mix Version ] David Guetta One Loev ( DelUuxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,,,"Dance , Music",,,2:51,21-Aug-09,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix~] [ RadiS Edit - David Guetta Listen ( Deluxe ) 3:20 November 24 , 2014",,,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,,,1278_27994
0,Find You ( feat . Matthew Koma & Miriam Bryant ) `[ Mike Hawkin Remix ] ZNedd $ 1.29 2014 Interscope Records4:26 8-Apr-14,,Find You ( Remixes ),"Dance , Music , Electronic",,,,,Beautiful Now ( KDrew Remix )[ feat . Jon Bellion ] Dance & Electronic $ 1.20 (  C) 2105 Interscope Records 3:9,ZLd,Beautiful Now ( Remixes ),,,,,"July 10 , 2015",1343_6231
1,Afire Loev Ed Sheeanr 5:14 20-JuD-14,,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Warner Music UK Company",,,Afire LoveE d ZSeeran 5:14,,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,,"June 20 , 2014",508_55899
1,"Afire Love Ed Sheeran Singer/Songwriter , Music , Po , Rock , Contemporay Singer/Songwriter , Adult{Altenative $ 1.29 2014 Asylum Records UK , a Warner Music UK Company 5:14",,x,,,,,20-Jun-14,Afire LoveE d ZSeeran 5:14,,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,,"June 20 , 2014",588_55899
0,"This Love  (Karaoke Vesion~ ) Pop ,M usic 4:07 3-Mar-15",Tayl}rSwift,Taylor Swift Karaoke : 1989,,$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC",,,"This Love 199 Pop ( C ) 2014 Big Machine Recrod s, LLC . 4:10 October 27 , 2014",TayRDor USwift,,,$ 1.29,,,,6624_800
0,Stay the Night ( faet . HZalyey Wililams ) Album Only,Zdd,"NOW That 's What I Call Music , Vol . 49","Pop , Music",,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:34,4-Feb-14,Beautiful Now ( Zonderling Remix  )[ feat . Jon Belilon ] BautiOul Now ( Remixes ),ed,,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,3:53,"July 10 , 2015",4761_6229
0,Stay the Night ( faet . HZalyey Wililams ) Album Only,Zdd,"NOW That 's What I Call Music , Vol . 49","Pop , Music",,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:34,4-Feb-14,"Beautiful Now ( Scout Remix ) [ fat . Jon Bellion ] BeautXiful No ( Scout Remix ) $ 1.29 October 9 , 2015",ZeQdd,,Dance & Electronic,,( C ) 2015 Interscope Records,3:18,,4761_6235
1,I 've Got All This Ringing In My Ears and None On My%Fingers FFall Out Boy InfinityOn High $ 0.99 2007 TheI sland Def Jam Music Group 4:06 6-Feb-07,,,"Alternative , Music , Rock , Adult Alternative , Punk",,,,,"I 've Got All This Ringing In My Ears And None On My Fingers Fall Out Boy Infinity On HigNh Rock $ 0.99 February 6 , 2007",,,,,( C ) 2007 The Island Def Jam Music Group,4:06,,642_24635
1,"Shining X Ambassadors Alternative , Music , Rock , Adult AHltWernative,  Electronic $ 1.29 2015 KIDinaKONNNER/Interscope Records 3:40 10-Aug-15",,The Reason - EP,,,,,,Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2315 KIDinaKORNER/IInterscope Records 3:37,,The Reason EP,,,,,"August 10 , 2015",254_49104
0,"Kaskade - Fire & Ice Booklet Fire & Ice Dance , Musi , House , Eletronic 2011U ltra Records , Inc. 25-Oct-11",KkaWade,,,Album Only,,--,,"ICE ( Kaskades ICE Mix -) KaskadeDaYnce & Electroic , House $ 1.29 2012- Coastal Entertainment 4:30",,Fire & Ice,,,,,"July 23 , 2013",4730_17350
1,Fly SolD28 Mar.-11,Wi zValifa,Rolling Papers ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,,Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic eRcording Corporation for the<Unted States nad WEA International Inc. for the world outside of the United States,,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,,,3:20,"March 28 , 2011",6857_39318
0,"Act My Age FOUR ( Ultimat eEditin ) Pop , Muic 3:518 17-Nov-14",On eDicJtion,,,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,,"Change My Mind TakWe Me Home : Yeabook EditiKon $ 1.29 3:32 November 9 , 2012",One DiQrVWtiIon,,Pop,,2008 Big Love,,,4426_43699
0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,"Hey Mama ( feat . Nicki Minaj ,Bebe Rexha & Afrojack ) Davi Guetta Dance & Electronic $ 1.29 015 If Moving Your Mine 3:12",,Listen ( Deluxe ),,,,,"November 24 , 2014",1312_28022
0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,Sun GoesD own ( Feat . Magic ! & Sonny Wilosn ) $ 1.29 2015If Moving Your Mine,DavdG/ uWtta,Listen ( Deluxe ),Dance & Electronic,,,3:31,"November 24 , 2014",1312_28005
0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,Shot me Down ( feat . Skylar*Grey ) [ Radio^Edit ]} David Guetta LiPten( Deluxe ) Dance & Electronic $ 1.29 3:11,,,,,2015 If Moving Your Mine,,"November 24 , 2014",1312_28011
0,"Ha ( feat . Brisco & 4` MilI ) HipHop/Rap , Music NAlbum Only 3:54",FlXRKa,R.O.O.T.S. ( Deluxe Version ),,,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,30-Mar-09,"Shone [ Feat . Pleasure P ] R.O.O.T.S. ( Roue Of Overcoming The Struggle ) ( Aended AmazonExclusive  [ Clean ] ( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",FlRiGda,,Rap & Hip-Hop,$ 1.29,,4:13,"March 30 , 2009",5707_37649
1,Take You Believe $ 1.29 ‰ Ñã 2012The Islad eDf Jam Kusic Group 19-Jun-12,JusWin WBieber,,"Pop , Music , Dance , Vocal , Teen Pop , Rock",,,3:40,,"Take You ( Album Version / Pop $ 1.29 } C ) 2012 The Island DefJ am Music Group 3:49 June 19 , 2012",JuWstn Beber,Believe,,,,,,5806_6499
0,Second Chance ( Live Acoustic from Kansas City ) >$ 81.29 2011A tlantic Recording Corporation for the United States and WEA International Inc. for the world outside Yf the United States . 18-Apr-11,ShiSeown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,,Simple Man ( Live From Washington State ) Shinedown Somewhere In The StratsophreV Rock ( SC ) 2005 MCA Nashville,,,,$ 1.29,,7:35,"April 18 , 2011",1447_41580
0,Lifted ( feat . Emeli Sand] ' © & Profesosr Green ) 2013 Naughty Boy RecordinSs Ltd undr exclusive licence to Virgin Records Ltd,NaugOhy ZBoy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,6-May-14,Never Been The Same [ feat . Thabo ] Hotel Cabana ( euxe OVersion ) [ Explicit ] $ 1.29,NauXty DBoy,,Pop,,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:29,"May 6 , 2014",330_22285
