_id,ltable_id,rtable_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,gold_label
870977,2476,20117,Ai n't Back Yet,Kenny Chesney,Greatest Hits II,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2010 Sony Music Entertainment,3:59,1-Mar-10,I Go Back,Kenny Chesney,Greatest Hits II,Country,$ 1.29,"å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",4:00,"March 1 , 2010",0
871446,2343,20123,Ai n't Back Yet,Kenny Chesney,Greatest Hits II,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2010 Sony Music Entertainment,3:59,1-Mar-10,Ai n't Back Yet,Kenny Chesney,Greatest Hits II,Country,$ 1.29,"å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",3:59,"March 1 , 2010",0
896439,5353,20381,Durin 's Folk ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,3:04,10-Dec-13,Hector 's Analysis,James Newton Howard,Green Lantern : Original Motion Picture Soundtrack,Soundtracks,$ 1.29,WaterTower Music / Warner Bros. . Pictures,1:06,"June 14 , 2011",0
896949,5357,20383,The Courage of Hobbits,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,3:00,10-Dec-13,The Corps,James Newton Howard,Green Lantern : Original Motion Picture Soundtrack,Soundtracks,$ 1.29,WaterTower Music / Warner Bros. . Pictures,2:19,"June 14 , 2011",0
905483,6314,20456,Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ),Major Lazer,Guns Do n't Kill People ... Lazers Do,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",4:03,2009,When You Hear The Bassline [ feat . Ms. Thing ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",3:18,"June 3 , 2015",0
905539,6316,20458,Anything Goes ( feat . Turbulence ),Major Lazer,Guns Do n't Kill People ... Lazers Do,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",3:13,2009,Lazer Theme [ feat . Future Trouble ] [ Explicit ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",2:31,"June 3 , 2015",0
905767,6328,20466,Hold the Line ( Toadally Krossed Out Remix ) [ feat . Santigold and Mr. Lex ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Bonus Track Version ),"Electronic,Music,Hip-Hop / Rap , Rap , Rock , Alternative , Reggae , Dance , Modern Dancehall",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",2:53,2009,Baby [ feat . Prince Zimboo ] [ Explicit ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",1:17,"June 3 , 2015",0
905872,6325,20470,Zumbie ( feat . Andy Milonakis ),Major Lazer,Guns Do n't Kill People ... Lazers Do ( Bonus Track Version ),"Electronic,Music,Hip-Hop / Rap , Rap , Rock , Alternative , Reggae , Dance , Modern Dancehall",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",4:00,2009,When You Hear The Bassline ( Dance Area Dub Remix ) [ feat . Ms. Thing ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",5:51,"June 3 , 2015",0
907022,4830,20571,Dead In the Water,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),4:43,27-Aug-13,Dead In The Water,Ellie Goulding,Halcyon Days,Pop,$ 1.29,( C ) 2013 Polydor Ltd. ( UK ),4:43,"August 27 , 2013",0
907995,4265,20661,Life of the Party ( Acoustic ),Shawn Mendes,Handwritten ( Deluxe ),"Pop , Music , Rock , Vocal , Teen Pop , Dance",$ 1.29,"2015 Island Records , a division of UMG Recordings , Inc.",3:13,14-Apr-15,The Weight,Shawn Mendes,Handwritten ( Deluxe ),Pop,$ 1.29,"( C ) 2015 Island Records , a division of UMG Recordings , Inc.",3:03,"April 14 , 2015",0
907998,4268,20661,Life of the Party ( Acoustic ),Shawn Mendes,Handwritten ( Deluxe ),"Pop , Music , Rock , Vocal , Teen Pop , Dance",$ 1.29,"2015 Island Records , a division of UMG Recordings , Inc.",3:13,14-Apr-15,The Weight,Shawn Mendes,Handwritten ( Deluxe ),Pop,$ 1.29,"( C ) 2015 Island Records , a division of UMG Recordings , Inc.",3:03,"April 14 , 2015",0
908488,6689,20682,The Good Life,Hannah Montana,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,2:58,24-Mar-09,Life 's What You Make It,Hannah Montana,Hannah Montana 2 : Non-Stop Dance Party [ + video ],Soundtracks,$ 0.99,( C ) 2008 Disney,3:26,"January 29 , 2008",0
910684,6687,20780,You 'll Always Find Your Way Back Home,Hannah Montana,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,3:44,24-Mar-09,She 's No You,Hannah Montana,Hannah Montana,"Children 's Music , Soundtracks , Pop",$ 1.29,( C ) 2006 Walt Disney Records,3:33,"October 24 , 2006",0
940247,2915,21458,Rashi ( Outro ),Mark Ronson,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",$ 0.99,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03,Rashi ( Outro ),Mark Ronson,Here Comes The Fuzz [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2015 Karaoke Freaks,2:01,"August 29 , 2003",0
940248,2916,21458,Rashi ( Outro ),Mark Ronson,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",$ 0.99,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03,Rashi ( Outro ),Mark Ronson,Here Comes The Fuzz [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2015 Karaoke Freaks,2:01,"August 29 , 2003",0
944978,5748,21506,Party People ( feat . Jaren Johnston ),Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2013 Big Machine Label Group , LLC",3:40,25-Nov-13,"Dayum , Baby [ feat . Sarah Buxton ]",Florida Georgia Line,Here 's To The Good Times ... This Is How We Roll,Country,$ 1.29,"( C ) 2013 Big Machine Label Group , LLC",3:24,"November 25 , 2013",0
952776,1178,21560,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Dance , Music",$ 1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:42,12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Afrojack Remix ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]",Dance & Electronic,$ 1.29,2015 Michelle Kelly,3:17,"May 12 , 2015",0
953921,1207,21564,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],David Guetta,Dangerous ( feat . Sam Martin ) [ Remixes EP ],"Dance , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",6:27,3-Nov-14,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ DJ LBR Remix ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]",Dance & Electronic,$ 1.29,2015 Michelle Kelly,3:23,"May 12 , 2015",0
954774,1208,21567,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],David Guetta,Dangerous ( feat . Sam Martin ) [ Remixes EP ],"Dance , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",6:27,3-Nov-14,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Afrojack Remix ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]",Dance & Electronic,$ 1.29,2015 Michelle Kelly,3:17,"May 12 , 2015",0
956210,1240,21572,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],David Guetta & Rihanna,Who 's That Chick ( feat . Rihanna ) - EP,"House , Music , Dance , Rock , Electronic",$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,2:45,3-Dec-10,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Club Killers Remix ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]",Dance & Electronic,$ 1.29,2015 Michelle Kelly,4:01,"May 12 , 2015",0
984954,1379,22094,Back To the Stars ( The Sound of Dubstep Darker 3 Edit ) [ feat . Steve Edwards ] [ Fei-Fei 's Feided Remix ],The Squatters,The Sound of Dubstep Darker 3 - Ministry of Sound,"Dance , Music",$ 1.29,2013 Ministry of Sound Recordings Limited,3:39,19-May-13,Here Come the Chicken,The Wiggles,Hot Potatoes ! The Best of The Wiggles,Children 's Music,$ 1.29,Hospital Records Limited,2:05,"January 21 , 2014",0
986553,310,22283,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:27,"May 6 , 2014",0
986572,330,22283,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:27,"May 6 , 2014",0
987159,301,22284,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Think About It [ feat . Wiz Khalifa ] [ Explicit ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:05,"May 6 , 2014",0
988403,315,22286,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,Hollywood [ feat . Gabrielle ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:05,"May 6 , 2014",0
989633,315,22288,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,La La La [ feat . Sam Smith ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:42,"May 6 , 2014",0
994559,321,22296,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,Home [ Feat . ROMANS ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:26,"May 6 , 2014",0
996395,312,22299,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Daddy ( Ifan Dafydd Remix ) [ feat . Naughty Boy ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,5:00,"May 6 , 2014",0
997027,330,22300,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Get Lucky [ feat . Tanika ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:17,"May 6 , 2014",0
997615,303,22301,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Act I [ feat . George The Poet ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,0:24,"May 6 , 2014",0
997636,325,22301,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Act I [ feat . George The Poet ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,0:24,"May 6 , 2014",0
997686,306,22303,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:27,"May 6 , 2014",0
997762,314,22305,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,Never Been The Same [ feat . Thabo ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:30,"May 6 , 2014",0
997766,318,22305,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,Never Been The Same [ feat . Thabo ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:30,"May 6 , 2014",0
997805,323,22306,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Hollywood [ feat . Gabrielle ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:05,"May 6 , 2014",0
997893,309,22309,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Pardon Me [ feat . Tanika ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,2:50,"May 6 , 2014",0
997960,308,22311,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Pluto [ feat . Wretch 32 ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:58,"May 6 , 2014",0
997975,323,22311,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Pluto [ feat . Wretch 32 ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:58,"May 6 , 2014",0
997976,325,22311,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Pluto [ feat . Wretch 32 ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:58,"May 6 , 2014",0
998047,328,22313,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,No One 's Here To Sleep [ feat . Bastille ] [ Explicit ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:32,"May 6 , 2014",0
998073,319,22314,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,Lifted [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:17,"May 6 , 2014",0
998149,328,22316,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Home [ Feat . ROMANS ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:26,"May 6 , 2014",0
1000067,3143,22502,How Deep Is Your Love ( Disciples & Unorthodox Remix ),Calvin Harris & Disciples,How Deep Is Your Love ( Remixes ) - EP,"Dance , Music , Rock",$ 1.29,2015 Sony Music Entertainment UK Limited,6:04,7-Aug-15,How Deep Is Your Love,Calvin Harris & Disciples,How Deep Is Your Love,Dance & Electronic,$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",3:32,"July 17 , 2015",0
1018067,5211,22906,"YM Salute ( feat . Lil ' Twist , Lil Chuckee , Gudda Gudda , Jae Millz & Nicki Minaj )","Lil Wayne , Lil ' Twist , Lil Chuckee , Gudda Gudda , Jae Millz & Nicki Minaj",I Am Not a Human Being,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",$ 1.29,‰ ãÑ 2010 Cash Money Records Inc.,5:14,15-Nov-10,Trippy ( Album Version ( Explicit ) ) [ feat . Juicy J ] [ Explicit ],Lil Wayne,I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ],Rap & Hip-Hop,$ 1.29,2005 Secretly Canadian,4:23,"March 26 , 2013",0
1019545,5207,22919,Popular ( feat . Lil ' Twist ),Lil Wayne & Lil ' Twist,I Am Not a Human Being,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",$ 1.29,‰ ãÑ 2010 Cash Money Records Inc.,4:40,15-Nov-10,Rich As Fuck ( Album Version ( Explicit ) ) [ feat . 2 Chainz ] [ Explicit ],Lil Wayne,I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ],Rap & Hip-Hop,$ 1.29,2005 Secretly Canadian,3:43,"March 26 , 2013",0
1026147,3099,22984,We 're All the Same,Calvin Harris,I Created Disco,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,3:56,18-Jun-07,The Girls ( Album Version ),Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,5:15,"February 22 , 2012",0
1026989,3100,23013,We 're All the Same,Calvin Harris,I Created Disco,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,3:56,18-Jun-07,This Is The Industry,Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,3:56,"February 22 , 2012",0
1027049,3102,23015,We 're All the Same,Calvin Harris,I Created Disco,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,3:56,18-Jun-07,Acceptable in the 80 's,Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,5:32,"February 22 , 2012",0
1027398,2292,23029,Why Me,Jess Glynne,I Cry When I Laugh,"Pop , Music , Dance , House , Electronic , Rock",$ 1.29,"2015 Atlantic Records UK Ltd , a Warner Music Group Company , except track 9 2013 Atlantic Records UK Ltd",3:31,11-Sep-15,Take Me Home,Jess Glynne,I Cry When I Laugh,Pop,$ 1.29,2002 Defected Records Ltd,4:25,"September 11 , 2015",0
1027523,2287,23039,Why Me,Jess Glynne,I Cry When I Laugh,"Pop , Music , Dance , House , Electronic , Rock",$ 1.29,"2015 Atlantic Records UK Ltd , a Warner Music Group Company , except track 9 2013 Atlantic Records UK Ltd",3:31,11-Sep-15,Take Me Home,Jess Glynne,I Cry When I Laugh,Pop,$ 1.29,2002 Defected Records Ltd,4:25,"September 11 , 2015",0
1051547,1949,23449,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06,` Cuz I Can ( Main Version ) [ Explicit ],P!nk,I 'm Not Dead [ Explicit ],"Dance & Electronic , Pop , R&B",$ 0.99,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",3:43,"April 4 , 2006",0
1051930,1866,23456,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06,I Have Seen The Rain ( Featuring James T. Moore ) ( Main Version ),P!nk,I 'm Not Dead [ Explicit ],"Dance & Electronic , Pop , R&B",$ 0.99,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",3:29,"April 4 , 2006",0
1099548,1687,23730,Best of Cr247,Chase Rice,Ignite the Night ( Party Edition ),"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,19-Aug-14,Best Beers of Our Lives,Chase Rice,Ignite the Night ( Party Edition ) [ Explicit ],Country,$ 0.89,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",3:27,"August 19 , 2014",0
