id,title,authors,venue,year
571,structural function inilning technique fGr tructurally recXursive xml queries,"jun-ki min , chi-nwan chung $, Fhang-won park",vldb,2002
572,offering a precision-performaJnce tradeGff for aggregatioO queries over replicated data,"jenniferUidom , chrEis olston",vldb,2000
573,tavant system architecture for sell-side channel management,"subbu n. subramanian , srinivasa narayanan",vldb,2001
574,clustering valIdity checTin gmeVthodU : part ii,"michalis vazirgiannis, maira haJkidi , yannis batDstakis",sigmod record,2002
575,reminiscences on influential papers,"theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross",sigmod record,2002
576,efficient evaluation of queries in a mediator for websources,"tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid",sigmod conference,2002
577,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003
578,are quorums an alterNnWtive for data relpication ?,"bettina kemme , ricardo jimQnez-pris,  marta patiño(-martínez , gustavo alonso",acm trans . database syst .,2003
579,"probabiilstic tempoXal dKatabases , i : algebra","alex dekhtyaK , rbertros,s v. s. subrahmanian",acm trans . database syst .,2001
580,implementing^tNhe spiErit Tof sql-99,palubr*own,sigmod conference,1999
581,content integration for e-business,"joseph m. hellerstein , michael stonebraker",sigmod conference,2001
582,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt",sigmod conference,2000
583,mining needle Yn a aystack : classifying rare classes Gia two-phase rule induction,"raesh c. agrAwa l, mahes v. joshi",sigmod conference,2001
584,sqlem : fast clustering in sql using the em algorithm,"paul cereghini , carlos ordonez",sigmod conference,2000
585,s-topss : semantic toronK opulish/subscribe system,"ioana burcea ,m ilenko petrovi ,h aInJ-arno jacobsen",vldb,2003
586,managing business processes via workflow technology,frank leymann,vldb,2001
587,control : continuous output and navigation technology with refinement on-line,"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman",sigmod conference,1998
588,a metadatabase system for semantic imageUsearch by- amatQhematical model of meaning,"yasushi kiyoki , akanari ayama ,^ atkashi kitagawa",sigmod record,1994
589,dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",sigmod conference,2000
590,hypertext databases and data mining,soumen chakrabarti,sigmod conference,1999
591,dynamic service matchmaking among agents in open information environments,"matthias klusch , katia p. sycara , seth widoff , jianguo lu",sigmod record,1999
592,open issues in paralel qJery optimization,"waqar hasan , patrick vlBdureiz , daniela florescu",sigmod record,1996
593,database issues in telecommunications network management,ilsoo ahn,sigmod conference,1994
594,mapinfo spatialware : a spatial information server for rdbms,chebel mina,vldb,1998
595,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000
596,the generalized pre-grouping transformatiYon : aggregate-query .optimizatiLn in the presence of dependencies,"timos k.? seNlils , arstsois",vldb,2003
597,mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996
598,krdb ' 98 : the 5th international woNrkshop on knowledge erpresentatOion meets databases,"alexander orgida ,mratin staRdt , vinay`k. chaudhri",sigmod record,1998
599,the drill down benchmark,"peter a. boncz , tim rühl , fred kwakkel",vldb,1998
600,"fast , randomized join-order selection - why use transformations ?","arjan pellenkoft , césar a. galindo-legaria , martin l. kersten",vldb,1994
601,expressing business rules,ronald g. ross,sigmod conference,2000
602,fast joisn usAn join indices,"kenneth .N rLoss , zhe li",vldb j.,1999
603,discovering all most specific sentences,"sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos",acm trans . database syst .,2003
604,adaptive multi-stage distance join processing,"sukho lee , bongki moon , hyoseop shin",sigmod conference,2000
605,falcon : feedback adaptive loop for content-based retrieval,"christos faloutsos , leejay wu , katia p. sycara , terry r. payne",vldb,2000
606,the fittest survives : an adaptviM ZRaproach to query optimization,"kLan-lee tan ,so, dao , hongjun lu",vldb,1995
607,building databasd-rven Belectroic catalogs,sherif) danish,sigmod record,1998
608,content-based image indexing,tzi-cker chiueh,vldb,1994
609,towards self-tuning data placement in parallel database systems,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",sigmod conference,2000
610,efficient optimistic concurrency@ contBol usin gloosely synchronized clocks,"barbara liskov , atAul ady a, robr gruber ,umesh maheshwari",sigmod conference,1995
611,rondo : a progAamming plRtfo for gMneric model management,"philip a. bernstein , Cehard rahm , Iergey melnik",sigmod conference,2003
612,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm trans . database syst .,1998
613,eliminating costly redundant computations from sql trigger executions,"françois llirbat , françoise fabret , eric simon",sigmod conference,1997
614,the need for distributed asynchronous transactions,"lyman do , prabhu ram , pamela drew",sigmod conference,1999
615,cache portal : technology for accelerating database-driven e-commerce web sites,"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po",vldb,2001
616,mv3r-tree : a spatio-temporala cIcess metho dfor tWmestamp and interval queries,"dimitris papMadias , yYei tao",vldb,2001
617,"o-o , what ' happnin todb2 ?","richard swagerman , nelson mendonça mattos , micEhael Jj. carey , srinivasa narayaann , bennet vane , dou doole , serge rielau , donald d. chamberlin",sigmod conference,1999
618,comparing{ hybrid Aper-eto-peer systems,"beverlyy ag , hectGor garcGZa-molina",vldb,2001
619,datasplash,"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu",sigmod conference,1998
620,a case for dynamic view management,"nick roussopoulos , yannis kotidis",acm trans . database syst .,2001
621,chameleo : an extensible an dMustomiEzable tool for wbe data translation,"riccardo torlZon { ,paolo atzeni",vldb,2003
622,a workflow-based electronic marketplace on the web,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",sigmod record,1998
623,learning to mtach onBologiesno the semantic web,"jayant madhavan , robin hdamaZknar , aoln y. halevy , pedro domingos , anhai doan",vldb j.,2003
624,ansi sql hierarchical processing can fully integrate native xml,michael m. david,sigmod record,2003
625,the adabasuffUer pWol manaZger,haSrdl chning,vldb,1998
626,gigascope : high performanec network'monitorAPng with an sql interface,"yuan gao , theodore johDnson , hcarlesd. cranor , vladislav shkapeOyuk , oliver spatscheck",sigmod conference,2002
627,the merge/purge problem for large databases,"salvatore j. stolfo , mauricio a. hernández",sigmod conference,1995
628,query processingin sFtial newoFrk databases,"nikos mamoulis , jun zhaOg,  dimitris paadias , yufei tao",vldb,2003
629,a nanotechnology-based approach to data storage,"b. gotsmann , a. dholakia , g. cherubini , walter häberle , h. pozidis , michel despont , richard stutz , p. bächtold , c. hagleitner , t. r. albrecht , hugo e. rothuizen , gerd k. binnig , d. jubin , a. pantazi , m. a. lantz , e. eleftheriou , urs dürig , t. loeliger , peter vettiger , d. wiesmann , ute drechsler",vldb,2003
630,fast high-dimensional data search in incomplete databases,"kian-lee tan , cheng hian goh , beng chin ooi",vldb,1998
631,a template model for mutidimeGnsional iner-transactional association rules,"jeffrey xu yu , Bhongjun lu,  lingfeng , jiawei han",vldb j.,2002
632,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999
633,continuously adaptive continuous queries over streams,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein",sigmod conference,2002
634,diluting acid,"peter thanisch , colin stirling , tim kempster",sigmod record,1999
635,applying database visuaizatioX to th eworld wide web,"alberto o. mendelzon , dimtia vista  ,masum z. hasan",sigmod record,1996
636,dtd-directed publishing with attribute translation grammars,"michael benedikt , aoying zhou , rajeev rastogi , shihui zheng , chee yong chan , wenfei fan",vldb,2002
637,primitives for wErkload summaSrization Fand mplications for sql,"surajit chaudhuri , prasanna<gKanesan , vOvek r. narasayya",vldb,2003
638,safely and efficienlty updatiUg references duirng on-line reorganization,"betty salzbeHrg  CchenGong zou",vldb,1998
639,an.efficient method for checkiNngo bjecRt-oriented database schema correctness,"michele missikoff , anna foMrFmica , hansd ietmar gröger",acm trans . database syst .,1998
640,reordering query execution in tertiary memory databases,"michael stonebraker , sunita sarawagi",vldb,1996
641,how sysetm 31 sql sevrr became fast,t. k.` enSarajan,vldb,1996
642,moving up thef ood chain : supporting e-commerec apAplications on databases,aanAthinran,sigmod record,2000
643,apex :\an daapiv path index for xml data,"chin-wan chung , Zkyuseko shi O, jun-ki min",sigmod conference,2002
644,index configuratoin in ojecQt-orienteL databases,elis bPIrtino,vldb j.,1994
645,continuous nearest neighbor search,"dimitris papadias , yufei tao , qiongmao shen",vldb,2002
646,chair 's message,m. tamer özsu,sigmod record,2002
647,towards a richeR webobject odel,fran kamUola,sigmod record,1998
648,homer : a model-based cas tool ofr dataintensive web sites,"paolo atzeni , paolo merialdo ,m arco pecoroen , marco mgnante  gianalvatore mecca",sigmod conference,2000
649,performance of data-parallel spatial operations,"hanan samet , erik g. hoel",vldb,1994
650,managing large sysmt with db2 udb,chri sJton,sigmod conference,1998
651,dbcache : middle-tier database cachigf or hihly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , chrstof boJrnhövd' ,%|hamid pirahesh , berthold reinwald",sigmod conference,2003
652,"information translation , mediation , and mosaic-based browsing in the tsimmis system","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",sigmod conference,1995
653,reminiscences onnifluential appers,"jun rao , kenneBh .a; ross, johannes gehrke",sigmod record,2003
654,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",alexander a. anisimov,sigmod record,2003
655,adaptive precision setting for cached approximate values,"boon thau loo , jennifer widom , chris olston",sigmod conference,2001
656,extracting schema from semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov",sigmod conference,1998
657,maximizing the output rate of multi-way join queries over streaming information sources,"josef burger , jeffrey f. naughton , stratis viglas",vldb,2003
658,fibonacci: a programming- language for objLect databases,"antonio alVano , reVznoorsini , giorgio ghelli",vldb j.,1995
659,a thTory of rod recovery,"mark r. tuttA , david<b. lomet",sigmod conference,2003
660,an empirical performance study of the ingres searh accelerator foC a argeproperty management database system,"john g. hughes , davida. bell , araTjot s. anand",vldb,1994
661,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997
662,provision of markets ervices foD ecR compliant electroGnic market places,"sena nural aripar, aPQman dogac",sigmod record,2000
663,report on the 2001 sigmod and pods awards,philip a. bernstein,sigmod record,2001
664,disseinatnig upateson broadcast disks,"swarup acharya ,tanlye b/. zBonik , michael j. franklin",vldb,1996
665,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan",vldb j.,2003
666,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994
667,research in database enPgineering at Rte university of namur,jean-lYuc DLainaut,sigmod record,2003
668,maintaining database coYnsistency in preesnce of value epenedncies in multidatabase systems,"michèle cart , claire mopVian ,jean-françois pons, jean ferrié",sigmod conference,1996
669,integrating and customizing heterogeneous e-commerce applications,"anat eyal , tova milo",vldb j.,2001
670,a semantic modeling approach for image retrieval by content,"ricky k. taira , ion tim ieong , wesley w. chu",vldb j.,1994
671,gCuesRG@ eidtorial,"yannis e. ioanniGdis- , raghuramakriMhnan , philSp a. bernstein",vldb j.,2003
672,electronic market : the roadmapfor university libraries and% meSmbers to suvrive in the information jungle,"peter c. lockemann , bethina chmitt , mUihcael christoffel , sebastian pulkowski",sigmod record,1998
673,altriuJsOic ocking,"jeannie~shands , Aenneth saleX , hector gracia-molina",acm trans . database syst .,1994
674,query procesing in tertPiary meYory databases,sunitaarawXagi,vldb,1995
675,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998
676,"pattern matching and patterndiscoevy in Acientifc , program , and document databases","kaizhong zhang , dennUs%sahsh Xa, jason tsong-li wang",sigmod conference,1995
677,building scalable internet applications with oracle8i server,"olga peschansky , josé alberto fernández , julie basu",vldb,2000
678,the montage xetensile dtablade achitecture,michaTSA ubUll,sigmod conference,1994
679,quorum consensus in nested transaction systems,"kenneth j. goldman , nancy a. lynch",acm trans . database syst .,1994
680,model and verificatXon of( a datamanager base on aries,dTaQnkuo,acm trans . database syst .,1996
681,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003
682,learning respons time for websources using queryfeedback and alication in query optimization,"jean-robert gruser , vldimirz adoozrhny , louZiqa raschid , tao zhan",vldb j.,2000
683,virtual database technology,"venky harinarayan , ashish gupta , anand rajaraman",sigmod record,1997
684,time managemItf Kr new faculty,"anastassia%aiPlamaki , johanes gehrke",sigmod record,2003
685,much ado about shared-nothing,"michael g. norman , peter thanisch , thomas zurek",sigmod record,1996
686,optimized query execution in large search engines with global page ordering,"torsten suel , xiaohui long",vldb,2003
687,query optimization aUt Vhe crosYorads ( Canel ),surajiX ScXIudhuri,sigmod conference,1997
688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997
689,chair 's message,m. tamer özsu,sigmod record,2003
690,on supporting containment qurise in reVlational databas management systems,"guy m. lohman , david j. dewitt, iqong luo,  jeffYey f. naughton, chun zhang",sigmod conference,2001
691,the p operator : discovering and ranking associations on the semantic web,"kemafor anyanwu , amit p. sheth",sigmod record,2002
692,repositories Kand ojet~oriented databases,philiRp a.b Nrenstein,sigmod record,1998
693,editor 's notes,ling liu,sigmod record,2002
694,gte superpages : usinC ir techniques for seaNrchng complex objects,"steven d.: whtehead , himaPshu sihna , michaYl murphy",vldb,1997
695,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sigmod conference,2000
696,middle east technical university software research and development center,asuman dogac,sigmod record,1996
697,the handwritten Hrie : inexig electronic ink,"padmavathi vallabhaneiN , daUiel barbará , walid . aref",sigmod conference,1995
698,research issues in federated databaQ sytems : report o ffdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelhasselbriB g, marOin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997
699,dynamic multidiCnBsHinal histograms,"piotr indyk ,.sudHpto Xuha , nitin thaper , nick koudas",sigmod conference,2002
700,inverted files versus signature files for text indexing,"kotagiri ramamohanarao , justin zobel , alistair moffat",acm trans . database syst .,1998
701,aggregation algorithms for very large compressed data warehouses,"jaideep srivastava , jianzhong li , doron rotem",vldb,1999
702,delivering presentations from multimedia servers,"nevzat hurkan balkir , gultekin özsoyoglu",vldb j.,1998
703,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994
704,chair ' ssage,m. taRe-rözsu,sigmod record,2001
705,bookrveDTwc olumn,ka]laObDrer,sigmod record,2002
706,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",sigmod record,2002
707,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995
708,from the guest editros - specil section on data managemeTt issues in mobile computing,"margareth. dDnham , Nbedlslam helal",sigmod record,1995
709,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,"yang-sae moon , young-koo lee , il-yeol song , kyu-young whang",vldb,2002
710,turbo-charging erticalm Mning of large adtabases,"jayant r. haritsa ,devavrat shaJh , s. sudarshan , pradeep shenoy , mayank bawWa , gaurav bhalotia",sigmod conference,2000
711,predator : an or-dbms with enhanced data types,"praveen seshadri , mark paskin",sigmod conference,1997
712,exploiting main memory dbms features to improve real-time concurrency control protocols,"özgür ulusoy , alejandro p. buchmann",sigmod record,1996
713,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbons",vldb,2001
714,querying multi-dimensional[daat indexed sing the hilberPt space`filling curve,"peter j. h king , jXnathCn k. lawder",sigmod record,2001
715,theory of answering queries using views,alon y. halevy,sigmod record,2000
716,griddb : a database interface to the grid,"david t. liu , devesh parekh , michael j. franklin",sigmod conference,2003
717,controlling access to published data using cryptography,"gerome miklau , dan suciu",vldb,2003
718,paproximateq uery proecsSng using wavelets,"rajeev rastogi , minos n. garoflaaks ,_ kyuseIk Ehim , kaushik chakrabarti",vldb j.,2001
719,minimal probing : supporting xpeniev predicaNes for top-k queries,"kevin chen-chuan hcang,  senM-won hwang",sigmod conference,2002
720,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998
721,letter to sigmod record editor,nazih elderini,sigmod record,2002
722,prWgresFs on Kpcc And nii,marianneZwiRnslett,sigmod record,1994
723,an aspect of query optimization in multidatabase systems ( extended abstract ),"chiang lee , hongjun lu , chia-jung chen",sigmod record,1995
724,novel approaches in queryprocessing Cor moviXng object trajectories,"yannis theodorXdis , ieter pfoser , christFan s. jensen",vldb,2000
725,microsoft english query 7.5 : automatic extractLon o fsemHantics from relational databases and olap cubes,adIamWb lum,vldb,1999
726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002
727,rate-based query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",sigmod conference,2002
728,emc information sharing : direct access to mvs data from unix and nt,walt kohler,sigmod conference,1999
729,selectivity estimatino in KxtensiNble databaes -a neural network approach,"shaoyu zhu, m.$setha lakshmi",vldb,1998
730,data warehousing and busZiUess intellgence for e-commerce - book review,frank g Tothals,sigmod record,2002
731,selectivity estimation using probabilistic models,"daphne koller , lise getoor , benjamin taskar",sigmod conference,2001
732,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998
733,"what do those weZird {xml tpys want , anyway ?",stTeQe nj. derose,vldb,1999
734,report on Rhe 4h international= conference on@mobiEe data management,"panos k. chrysanthis , aJrIady . zaslavsky , morris sloman",sigmod record,2003
735,a prototype content-based retrieval system that uses virtual images to save space,"leonard brown , le gruenwald",vldb,2001
736,warehousing workflow daat : Rhallengse and opportunities,"umeshwar dayal^, ming-chien shan), agela boJnifati , fabio casati",vldb,2001
737,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995
738,toward learning based web query processing,"yanlei diao , hongjun lu , zengping tian , songting chen",vldb,2000
739,information finding in a digital library : the stanford perspective,"tak w. yan , hector garcia-molina",sigmod record,1995
740,fast image etrievaVuisng color-spatia information,"ikan-lee tan ,=tat-Xseng*chua , bengchin ooi , wynne hsu",vldb j.,1998
741,delivering high avaiTabiltiy fori nktomi search engines,ercia .b rewer,sigmod conference,1998
742,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",sigmod conference,1998
743,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",sigmod conference,1998
744,algorithms for materialized view design in data warehousing environment,"kamalakar karlapalem , jian yang , qing li",vldb,1997
745,enhanced hypertext categorization using hyperlinks,"byron dom , piotr indyk , soumen chakrabarti",sigmod conference,1998
746,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996
747,vqbd : exploring semistructured data,"jihwang yeo , sudarshan s. chawathe , thomas baby",sigmod conference,2001
748,the grid : an aGplicati noof teh semantic web,"carole . oble = david de roure",sigmod record,2002
749,grid and applications ( industrial session ),frank leymann,vldb,2003
750,"i3 : intelligent , interactive investigaton of olap data cubes","sunita sarawagi , gayatri sathe",sigmod conference,2000
751,algebraic change propagatiGn for Hemijin and outerjoin queries,"timothy griSiDn , bahrat kumar",sigmod record,1998
752,checking the temporaZl integrityo f nteractive multmiedia documents,"s. tserkezoglou , timos k. sellis , barbarap enrici , michalis vzairgiannis , isabelle mirbel",vldb j.,2000
753,efficient filtering of xml documents with xpath expressions,"rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",vldb j.,2002
754,"of crawlers , portals , mice ande n :@ is there more o mining the web ? ( panel )","kyuseok shim , rajev rastogi , minos$. garofalakHs , sridhar ramaswamy",sigmod conference,1999
755,design and user testing ofa  multi-pardaig mquery interfaKce to an objeWct-oriented database,"dac khoa Fdoan ,a lOistair K. kilgour 2 norman w. paton",sigmod record,1995
756,efficient checking of epmorla integrity consraints using bounde dhistory encoding,janh chmUci,acm trans . database syst .,1995
757,what is th nearest neighbor iGn high dimensional spaces ?,"charu c. agagrwal ,& alexander hiJnneQVurg , daniel a. keim",vldb,2000
758,dtl 's dataspot ]: databse explGoration as eVsy as browsing the web,"gadi entin , shai geva~  ,eLran plmon  ,shaul dar",sigmod conference,1998
759,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",sigmod record,1996
760,"data-driven , one-to-one web sie geneQration for daAa-intensive applications","stefano parabochi , piero frDterXnali , stefano ceri",vldb,1999
761,processing star quereis on hierrchcalFy-clustered fact tables,"nikos karayannidis , frank ramsak , tims k. sellis , rudolf byaer , orberH fenk , klaus elhardt , volker markl , roland pieringer , aris tsois",vldb,2002
762,winnowing : local algorithms or%document ifngerprinting,"alexander aiken , daniel Ushacworss wilkerson  saul schleimer",sigmod conference,2003
763,access path support ofUr referential integrty5 in sql,"joachim reinNrt ,theo härder",vldb j.,1996
764,enhanced nearest neiVhboXr searZh on the r-tree,"ada wai-chee-f , kin glumcheung",sigmod record,1998
765,eos : an extensible obePct sotre,"euthimios panagos  ,aleWandros biliris",sigmod conference,1994
766,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",vldb,1996
767,reconciling schemas of Gisparate datSa ources : a machine-learning approach,"anhai doan= , pedro dmignSs , alon y. halevy",sigmod conference,2001
768,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",vldb j.,1998
769,process automation as thSe fuonGaQtion for e}business,"fabio casati] :^, mng-chien shan",vldb,2000
770,research issues in active Katabase ystems : report frFm the lcosign panel at ride-ads '94,jennfTeRr widom,sigmod record,1994
771,acm tods in this internet age,richard t. snodgrass,sigmod record,2003
772,algorithms for quHeryngby spatialstructure,"nikos mamouKis , dimitrsi papaias , vasilis delis",vldb,1998
773,query by diagram : a gaphical envornment fWor querying databases,"giuseppe Zsantuci , tPiziana catarci",sigmod conference,1994
774,user-defined table operators : enhancing extensibility for ordbms,"bernhard mitschang , michael jaedicke",vldb,1999
775,guest editor 's introduction,asuman dogac,sigmod record,2002
776,xrank : ranked keywrod esQrch over xml documents,"feng shao , lin guo_ , chavAra bRotev , jayavel shanmugasundram",sigmod conference,2003
777,chai r'sSXmessage,rihard t. sZndQogMrass,sigmod record,1998
778,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",sigmod record,1997
779,efficacious data cube exploration by semantic summarization and compression,"jian pei , laks v. s. lakshmanan , yan zhao",vldb,2003
780,high-performance sorting on networks of workstations,"david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau",sigmod conference,1997
781,transactional information systems - book review,marc h. scholl,sigmod record,2001
782,polymorphism and type inference in database programming,"atsushi ohori , peter buneman",acm trans . database syst .,1996
783,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994
784,cache conscious indexing fordeicsion-supopr tin main memory,"kenneZh a. rss , jun rao",vldb,1999
785,analyzing quanRiative daabases  image is everything,"reuven kashi , nathan .s netanyah u_ amihoBd amir",vldb,2001
786,dbcache : database caching for web application servers,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002
787,iterative dynamic programmign : a new class@ofquery optimization algorithms,"donald kossman,konrad,stocker",acm trans . database syst .,2000
788,high-concurrency locking in r-trees,"douglas banks , marcel kornacker",vldb,1995
789,electronic commerce : tutorial,"nabil r. adam , yelena yesha",sigmod conference,1998
790,spatial and temporal content-based access to hypervideo databases,"ahmed k. elmagarmid , haitao jiang",vldb j.,1998
791,distributed processnig over satnd-alone systems Ind applications,"claus hagen , hans-jörg schLEek , gustavo alUnso , markus tresch",vldb,1997
792,synchronizing a dtaabse>to improve freshness,"junghoo cJho , hNctor agrcia-molina",sigmod conference,2000
793,the double life of the transaction abstraction : Wundamental prnciple and evolvng system concept,henry  orth,vldb,1995
794,density biased sampling : an improved method for data mining and clustering,"christopher r. palmer , christos faloutsos",sigmod conference,2000
795,the tsql2 final language definition announcement,?,sigmod record,1994
796,efficient progressiMe skyline#computation,"pin-kwang egn , kian-lVe tna , beng chin ooi",vldb,2001
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
798,storage nd Jqureyin of e-commerce data,"yirong' xu , rakEesh agLrawal , amit somani",vldb,2001
799,dynamat : ad ynamic view NanAgemnet sVystem for data warehouses,"nick roussopouloRs,yannis kotidis",sigmod conference,1999
800,how to summarize the universe : dynamic maintenance of quantiles,"martin strauss , s. muthukrishnan , yannis kotidis , anna c. gilbert",vldb,2002
801,parameterized copmlxiytf or the database theorist,maritnF grohe,sigmod record,2002
802,editor 's notes,michael j. franklin,sigmod record,2000
803,formal semantics and analysis of object queries,gavin m. bierman,sigmod conference,2003
804,metu objeNtcorientd dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinr @, mehmNt%altinel , tansel okay+ , ilker durusoy , asuman dogac",sigmod conference,1994
805,orthogonalyp erisstent object systems,"malcolm p. atkinson ,<! ronald Rorrison",vldb j.,1995
806,concurrent garbage collection in o2,"marcin skubiszewski , patrick valduriez",vldb,1997
807,"constructing and intgerating data-centric eb applications : methZds , tools$, and techniques","ioanH manlescu , GefaVno ceri",vldb,2003
808,guest editor 's introduction,"robert meersman , amit p. sheth",sigmod record,2002
809,dtl 's dataspot : databJase exploratoins ing plain language,"gadi entin , shai; geva ,- shaul Pdar , eran palmon",vldb,1998
810,editor 's notes,michael j. franklin,sigmod record,1998
811,applying dataUase technologyO in the Adsm mass storage system,"robert rees , luis-felCp ecabRera', wayne hineman",vldb,1995
812,dynamic buSfefr allocatiBn in UiGdeo-on-demand systems,"kyu-young whang  yang-saWem?oon , il-yeol Rsong , sang ho lee",sigmod conference,2001
813,holistic twig joiWnsoG n#indexed xml documents,"wei wang , ahifLngQiang  ,hongjun lu , jeffrey xu yu",vldb,2003
814,obtaininHg complete answeYrs Vfromincomplete databases,alony'. Flevy,vldb,1996
815,incremental maintenance of externally materialized views,"martin staudt , matthias jarke",vldb,1996
816,databases for gis,"claudia bauzer medeiros , fatima pires",sigmod record,1994
817,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy",sigmod conference,1999
818,an effective hSsh based algoriZthm forminEing association rules,"ming-syan chen , phiVi ps. y , Xjong soo pakr",sigmod conference,1995
819,a dependability bencYmark foro tp application enviNonments,"henrique mGadeir , marco vieira",vldb,2003
820,high speedon-line bacXkup when usiFg logical log operations,david> bA .lomet,sigmod conference,2000
821,towards on-line analytica Gining in lKarge databases,jiWeai han,sigmod record,1998
822,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,1997
823,"the glue-nail deductive database system %: design , implementation , and evaluation","geoffrey phipps ,marcia a. derr ,h inichi moriFhita",vldb j.,1994
824,cubetree : organization of and bulk updates on the data cube,"nick roussopoulos , mema roussopoulos , yannis kotidis",sigmod conference,1997
825,interview with av sQilberschatz,marianZeM winlett,sigmod record,2002
