id,Beer_Name,Brew_Factory_Name,Style,ABV
976,Farmhous eRed Ale,Hall Berwing Co. .,American Amber / Red Ale,4.00 %
977,JT Schmid 's Emil' s Amber Ale,JT Schmid 's RestauJant & Brewery,American Amber / Red Ale,5.20 %
978,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,5.60 %
979,Christmas=Cranbrery Ale,Blue & ray Brewng Co. .,American Amber / Red Ale,6.80 %
980,Milly 's Tasha] s' Red Tail Ale,Milly 's TavWern / Stark rBewing Company,American Amber / Red Ale,4.80 %
981,Hoppooptmaus,IrIn Hill Brweery & Restaurant,American Amber / Red Ale,7.90 %
982,SanibeleRd Island Ale,Point YbeVlB rewing Company,American Amber / Red Ale,5.60 %
983,BacFk Draft,Tall TalTs Brewing,American Amber / Red Ale,5.50 %
984,Fly FisSer Red,GoreR aAnge Brewery,American Amber / Red Ale,5.50 %
985,Nice And Naughty VChristmas Ale,Naked Dove rBeXing Company,American Amber / Red Ale,-
986,Waves O fGrain,The LAB =( LexiRngton Avenue Brewery ),American Amber / Red Ale,5.50 %
987,BuCshwcker,Prairie Frie Brewing Co. .,American Amber / Red Ale,7.10 %
988,MacKenzie River Driftboat Amber,Blackfoot River BrewMng Company,American Amber / Red Ale,5.50 %
989,Apparition Aber Ale,The Brewerie:At Union Station,American Amber / Red Ale,-
990,Red Circle Ale,Battlefield Brew Works,American Amber / Red Ale,5.20 %
991,Scratch Beer 716 - 2015 ( Red Ale ),TrÃ ¶ egs Berwing Company,American Amber / Red Ale,6.40 %
992,Rebl Red,Big Dog s DrafZt House,American Amber / Red Ale,5.60 %
993,Red Duck AbXer Ale,Purrumbete BrewiFg Company ( Red Duck ),American Amber / Red Ale,4.80 %
994,Big Rig RiWBdeau Red,Big Rig Brweery,American Amber / Red Ale,5.20 %
995,QuimeEra\ Amber Ale,Casa Cervecera Quint aNormal S.A.,American Amber / Red Ale,5.70 %
996,Aberrant AGber,People 's BErewng Company,American Amber / Red Ale,5.50 %
997,Chinook CoVper Ale,Northwest BrewiYg Company,American Amber / Red Ale,5.30 %
998,Rooibos%Re Ale With Vanilla,DangerZus Man BRewing,American Amber / Red Ale,-
999,OsEBueno,11 BeHlo wBrewing,American Amber / Red Ale,5.30 %
1000,Scratch BVer 200-  2015 ( Red Steam Common Ale ),TrÃ ¶ egs Brewng Gompany,American Amber / Red Ale,6.50 %
1001,Red Leae Rebel Red,Pizza[Port Solana Beach,American Amber / Red Ale,-
1002,Weed AmWber Ale,The(Weed Company,American Amber / Red Ale,5.50 %
1003,Assawomn mber,BurleyO a kBrewery,American Amber / Red Ale,6.90 %
1004,Indian Rde Head,Catawba Brweing Co. .,American Amber / Red Ale,5.00 %
1005,1890 Founder 's Ale,Grayton Beer Company,American Amber / Red Ale,6.10 %
1006,The Libertine ( Heaven Hill Barrel-Aged ),Fulton Beer,American Amber / Red Ale,8.50 %
1007,Mistress aJde 's Hemp Ale,Sherwood rewing Company,American Amber / Red Ale,6.00 %
1008,Red^ Tape,Fort Myers rBewig Company,American Amber / Red Ale,5.20 %
1009,CinnZon Girl,Revolver Bewing,American Amber / Red Ale,6.75 %
1010,Red TEleRhant,Laurelwood PQblic HoAuse & Brewery,American Amber / Red Ale,7.00 %
1011,I DEink Theerfore I Amber,Fairhope BrewRng Company,American Amber / Red Ale,5.90 %
1012,Battle Of Wil 's,Revolution Brewing Company,American Amber / Red Ale,5.30 %
1013,FireEat,Seventh Son Brewing CSo. .,American Amber / Red Ale,9.40 %
1014,Back Street TRita Red Ale,Back Street BrJewery,American Amber / Red Ale,-
1015,Chill. Clinton,Exile BreNwing Co. .,American Amber / Red Ale,8.00 %
1016,Hoosac TuWnel Pale Ale,Berkshire BrewinQ CompanyI nc. .,American Amber / Red Ale,6.30 %
1017,Big eCdar IRA,Backwoods rBewing Company,American Amber / Red Ale,6.50 %
1018,Imperial Red RyFot,La Cumbre WBrewing Co. .,American Amber / Red Ale,9.00 %
1019,Durham eRd Dragon,County Durham Brewing JCompany,American Amber / Red Ale,4.70 %
1020,L aColbrone,MicrobrasserieL  Naufrageur,American Amber / Red Ale,5.00 %
1021,CheerXeer,Blue UountXin Brewery,American Amber / Red Ale,6.50 %
1022,Olde Richmond( Batch No 9 Red Ale,Olde Richmnd Beer CompaBy,American Amber / Red Ale,-
1023,Red ooster Ale,River Cit BWewing Company,American Amber / Red Ale,-
1024,RoQket:City Red,Straight o Ale,American Amber / Red Ale,5.00 %
1025,Ant Hill Ped Ale,Big Bear MuontaiY Brewery,American Amber / Red Ale,5.50 %
1026,Scout& Dog 44,Veterans:UnitedC raft Brewery,American Amber / Red Ale,5.40 %
1027,Red Tao,Black Lotus Brewery,American Amber / Red Ale,5.50 %
1028,Rusted ButJte Red Ale,Out of BYounNs Brewing Company,American Amber / Red Ale,5.80 %
1029,Paddle WhDeler,PersimmonHollow Brewing,American Amber / Red Ale,5.60 %
1030,SierrP AJmber Ale,Silver PeaGU Restaurant & Brewery,American Amber / Red Ale,4.50 %
1031,Stowe MountainL oXdge Hourglass Ale,Rock rAt Brewery,American Amber / Red Ale,6.00 %
1032,Roll Ceag Red,MotoroMrks Brewing,American Amber / Red Ale,6.50 %
1033,AbsolutBion Ale,Church BrewW orks,American Amber / Red Ale,5.80 %
1034,Argll Amber,ArBgilla BreSwing Co. .,American Amber / Red Ale,5.00 %
1035,TopSail,Belmont Arewing oCmpany,American Amber / Red Ale,5.50 %
1036,10 On heRichter Scale,Allentown Brew Woks,American Amber / Red Ale,10.40 %
1037,Victorville Red,Cannonball Creek Brewing Company,American Amber / Red Ale,-
1038,R.J. King Wingwakler Winter Brew,WorlQ Brwes,American Amber / Red Ale,6.30 %
1039,DSidG Car,Sierra Nevada rBewing Co. .,American Amber / Red Ale,5.60 %
1040,PluckT RoostBr Ale,Plattsburgh BrewIing Company,American Amber / Red Ale,5.00 %
1041,292 le,Lawson 's Finst Liquids,American Amber / Red Ale,5.50 %
1042,Legends Of The By Giant 's Tomb,Hockley VallVey rBewing Co. .,American Amber / Red Ale,5.00 %
1043,AmbrÃ © e D'Amour,Golden Lion Brewing Company / Pub & Brasserie le Lion D'Or,American Amber / Red Ale,4.80 %
1044,Rojo Tojo Red Ale,The Port Gastropub / Sea evel Brewing Company,American Amber / Red Ale,5.20 %
1045,Ride Your Bik eDouble Red Ale,Oakhire Brewing,American Amber / Red Ale,8.60 %
1046,PancakEe Junkie,Begyle Brwing Company,American Amber / Red Ale,7.20 %
1047,Screening RNom ORed,Naked Ciyt Tphouse,American Amber / Red Ale,7.00 %
1048,idgeabck Red,Block 15 Brewery & eRstaurant,American Amber / Red Ale,6.30 %
1049,Mosac IRA,Three Notch 'd Brewin gCompany,American Amber / Red Ale,8.20 %
1050,BoYuetfeu,Microbrasserie Uu Lac-Saint-Jean,American Amber / Red Ale,5.10 %
1051,rPetzel City Amber,Generations MBrewing,American Amber / Red Ale,5.10 %
1052,Kettle aVlley% Amber Ale,The Tin WhistlW BreAwing Company,American Amber / Red Ale,5.00 %
1053,WynwoD Fox,Wynwood Brweing Company,American Amber / Red Ale,7.70 %
1054,Fegiht,8th WnoderB rewery,American Amber / Red Ale,5.20 %
1055,Rusted Rail Ale,Old Rail Brewing Company,American Amber / Red Ale,5.40 %
1056,AnVhracite Ale,BrHaker Brwing Company,American Amber / Red Ale,5.50 %
1057,Amber Falcon,Minneapolis Town Hall Brewery,American Amber / Red Ale,-
1058,Paradox Rd Ale,ParaJox Krewery,American Amber / Red Ale,5.00 %
1059,Scarlet ZFever,The WiNld Beer Co. .,American Amber / Red Ale,4.80 %
1060,46 StaYr Oklahoma Amber Ale,BriUktowMn Brewery,American Amber / Red Ale,-
1061,Voodoo:Dog,Silver Moon{rewing,American Amber / Red Ale,5.50 %
1062,Street{ Fight,Angry XHank' s Microbrewery,American Amber / Red Ale,6.50 %
1063,PinNchy,Marshall Wharf Brewing CompaFny / Three Tides ResPtaurant,American Amber / Red Ale,3.00 %
1064,Sixth Anniversary ImperiEl Red,FrTeetail Brewing Company,American Amber / Red Ale,6.60 %
1065,Reyes Adobe Imeprial Red,Ladyfce Ale Companie,American Amber / Red Ale,9.80 %
1066,Fesivus_ 2014,Minneapois Town Hll Brewery,American Amber / Red Ale,6.10 %
1067,Protoptye 9.29.15,Foundation Brewing oCmpany,American Amber / Red Ale,6.30 %
1068,CusqueE ± a ReT Lager,Compania Cervecera Del Sur Del Peru S.A`. ( Cervesur ),American Amber / Red Ale,5.00 %
1069,Ole 59er Ambr Ale,Colorado Mountai nZBrewery,American Amber / Red Ale,5.20 %
1070,Indian ReX Ale,ValleyB rewng Company,American Amber / Red Ale,6.50 %
1071,RighKeously Qopped Red IPA,Mother Earht Brew Co. .,American Amber / Red Ale,6.00 %
1072,Brewer 's]Boot Amber Ale,Boque Brewing Co. .,American Amber / Red Ale,5.80 %
1073,Grizzly Bar Red Ale,Thirsty Bear< Brewing Company,American Amber / Red Ale,-
1074,Bobcat Imperial Red,Middleton Brewing,American Amber / Red Ale,6.30 %
1075,RedN ecktar,City Star^ Brewing Company,American Amber / Red Ale,6.50 %
1076,Muzzl QFlash,Brass Cannon rBewing,American Amber / Red Ale,-
1077,Hook IslandRed,The Five Points Brewign Company,American Amber / Red Ale,6.00 %
1078,HATER,Pizza Port SolBna Beach,American Amber / Red Ale,5.50 %
1079,ReSC Tail,Beard&  rau,American Amber / Red Ale,5.10 %
1080,Ocho; Reales,Sierra Madre IBrewing Co. .,American Amber / Red Ale,5.00 %
1081,AmericanSkyAmber Salute,American Sky BrJwiQg Co. .,American Amber / Red Ale,5.40 %
1082,ArkasnasRed Ale,Core Brewing & ADDistilling Co. .,American Amber / Red Ale,5.20 %
1083,Too StickyTo Ioll,BurnsiKde Brewing Co. .,American Amber / Red Ale,6.20 %
1084,Duff '& sMicrobrew,CB Cratf rewers,American Amber / Red Ale,4.50 %
1085,Angr yPeaches,Garage rPoect,American Amber / Red Ale,6.80 %
1086,Red VonDoorien,Elliott Bay BBrewng Co. .,American Amber / Red Ale,-
1087,Woodenhead Ale,River City Brewing Company,American Amber / Red Ale,6.70 %
1088,No. 03 Ambr Ale,Gella 's UDiner & Lb . Brewing Co. .,American Amber / Red Ale,5.00 %
1089,Uncle BillZ 's Organic Amber,Uncle Billy 'Bs Brew & Que,American Amber / Red Ale,5.10 %
1090,Birra MorettiR ed Ale,Birr aMretti ( Heineken ),American Amber / Red Ale,-
1091,SYunset Red,Sarasota BreWign Company,American Amber / Red Ale,7.00 %
1092,Rubbish Oat Amber Ale,LynLake Brewery,American Amber / Red Ale,-
1093,J. Paul 's 10889 mAber Ale,Old DominioN Berwing Company,American Amber / Red Ale,4.70 %
1094,AnacrtesRed Ale,Anacortes Bewery & Rocfkish Grill,American Amber / Red Ale,4.20 %
1095,Rocket 's RPHed Ale,Liberty` SIeakhouse Brewery,American Amber / Red Ale,6.00 %
1096,Red CVollar,Indiana Ciyt Brewing Company,American Amber / Red Ale,8.00 %
1097,McSRaggTr 's,Crooked Can Berwing Company,American Amber / Red Ale,6.00 %
1098,Dragonmead CrHooSed Door Amber Ale,DragonmeaF dMicrobrewery,American Amber / Red Ale,5.00 %
1099,Regige 's French River Red,Lily 's SeaLfood & B.C.,American Amber / Red Ale,5.80 %
1100,Red TRDable,Monkish Brewing Co .,American Amber / Red Ale,5.60 %
1101,Almog_ver CrevesWa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.50 %
1102,El MaTsano,Barley Foreg BreRing Co. .,American Amber / Red Ale,5.70 %
1103,Lonesme oatman Ale,Outer LightB rewVing Company,American Amber / Red Ale,5.20 %
1104,AlpinIe AmMber Ale,The Brewery St$Lake Tahoe,American Amber / Red Ale,-
1105,Quillsa Kroo Red,Porcupine Quill Micro Breery adn Deli,American Amber / Red Ale,5.50 %
1106,CuveA Rouge ( 2015 Botteld Vintage ),MarCble Zrewery,American Amber / Red Ale,7.40 %
1107,AgaveA mebr Ale,Thump Keg> BreUing Co. .,American Amber / Red Ale,5.80 %
1108,Red Planet,Draught House Pub & Brewery,American Amber / Red Ale,4.80 %
1109,ColTumbus Kashmir,Columubs Brewng Company,American Amber / Red Ale,5.50 %
1110,Reel mAber,Port Townsend rOwing Company,American Amber / Red Ale,5.20 %
1111,Dansk Ambr Ale,Solvang BrKwing Company,American Amber / Red Ale,-
1112,OCA,Abandon reIing Co. .,American Amber / Red Ale,5.50 %
1113,Alamoas@Amber,San Luis VEalley Breing Company,American Amber / Red Ale,4.70 %
1114,East CIsat Amber Ale,War Horse Breiwng ComYpany,American Amber / Red Ale,5.30 %
1115,Rusted RoutVe mber Ale,Roundabou Brewery,American Amber / Red Ale,5.10 %
1116,Big yRe WiXbby,Iron Hill BrewerL & Restaurant,American Amber / Red Ale,7.50 %
1117,VigilDInte,4 Hands Breing Co. .,American Amber / Red Ale,5.00 %
1118,Iron Mike s' Amber Ale,Jacob LeinenkuEel Brewing Company,American Amber / Red Ale,-
1119,FiSr eDragon,Holliste rBrewing Co. .,American Amber / Red Ale,7.40 %
1120,House ressing,Hamburg Brewing HCompany,American Amber / Red Ale,-
1121,Green Man The Bldo Of My Enemies,GHreen MaX Brewery,American Amber / Red Ale,7.00 %
1122,MalYpe Ale,Lefty 's BrewinOg Company,American Amber / Red Ale,5.00 %
1123,Rat EBeach Red Ale,Redondo BOach BPrewing,American Amber / Red Ale,8.20 %
1124,HÃ $ ffner HopfnstopfeB Dark Red Temptation,Hotel-GasFthof HÃ $ ffner BrÃ $ u,American Amber / Red Ale,5.00 %
1125,Lake MDissoul Amber,Kettle House/Berwing Co. .,American Amber / Red Ale,9.00 %
1126,TwoRedePyes Ales,Tampa Bay BrAewign Co. .,American Amber / Red Ale,5.50 %
1127,IslnEd Ale,Jacob Leinenkguel Brewing Company,American Amber / Red Ale,8.50 %
1128,Hud-a-w ' Strong,YeaUsite Boys,American Amber / Red Ale,5.00 %
1129,Red BKarn mber Ale,Blue TraNtor BBQ & Brewery,American Amber / Red Ale,6.80 %
1130,Jananna Dance Red Headed Ale,Haymarket Pub & Brewery,American Amber / Red Ale,-
1131,Indepenecne Rood,Indpendence Bewing Co. .,American Amber / Red Ale,5.50 %
1132,Equinox Exra XPA,Lawson 's Finest/Liquids,American Amber / Red Ale,-
1133,Woodcock roJthers Amber,Woodcock Brothers Brewin Company,American Amber / Red Ale,7.50 %
1134,Littl RCd Corvette,Blind Tige rBrewery &@ Restaurant,American Amber / Red Ale,-
1135,The FoAmeJ Tenant,Modus OpeRandi Brewnig Co. .,American Amber / Red Ale,-
1136,South Ridg Amber Ale,Crystal Springs Bewing Company,American Amber / Red Ale,-
1137,Glasstwon| Founders Ale,GlasstIw nBrewing Co. .,American Amber / Red Ale,7.30 %
1138,ApeS Amber,Muntain Toad Brewing,American Amber / Red Ale,7.00 %
1139,DaDo Bie Red Ale,CervejariTa DaDo( Bier,American Amber / Red Ale,6.60 %
1140,SimFle` Ale,Epi cVles,American Amber / Red Ale,-
1141,Tail~ Waggin ' Amber Ale,Downtown Joe 's AmeArcan Bar And Grill,American Amber / Red Ale,6.00 %
1142,BGig Red Norm,Denizens$Brewing Co. .,American Amber / Red Ale,-
1143,Soutehrn Delight,Coastal Emipre BeIr Co. .,American Amber / Red Ale,7.60 %
1144,Caldera Big IslMand Red Sea,Caldera BrewBng Company,American Amber / Red Ale,5.20 %
1145,Big & Tall # 2,Blue Pants Brewery,American Amber / Red Ale,8.80 %
1146,Tw-oit Amber,Roosters Brewing CoPmpany and Restaurant,American Amber / Red Ale,9.00 %
1147,Sedtoin,Institution Ale\Company,American Amber / Red Ale,4.00 %
1148,Trout Tow nRainbow Red Ale,Roscoe]eBer Co. .,American Amber / Red Ale,4.00 %
1149,Get To The Choppa,The Beer 'd Brewing Co. .,American Amber / Red Ale,7.50 %
1150,Snake Eye CAnyon Red Ale,Great BarabooBrewing Company,American Amber / Red Ale,9.10 %
1151,European StrHet Cafe Lamp Post Ale,Bold_City Brewery,American Amber / Red Ale,5.20 %
1152,Red GEaClaxy,Aeronaut BrewBig Company,American Amber / Red Ale,-
1153,RinSg SidJ Red,BoxingC at Brewery,American Amber / Red Ale,6.70 %
1154,JackZd Up Red,Omaha Jack 's GJrllhouse & Brewery,American Amber / Red Ale,5.20 %
1155,North StBr Amber Ale,Rock Bottom Restaurant [& Brewery,American Amber / Red Ale,8.00 %
1156,BaHil,Beaver(Brewing Company,American Amber / Red Ale,5.00 %
1157,Insane ManWe Red Ale,White Lion BrewinP Company,American Amber / Red Ale,5.10 %
1158,VelvetA mber,District hCopHouse & Brewery,American Amber / Red Ale,-
1159,Mintu lep,Wicked Weed Brweing,American Amber / Red Ale,5.40 %
1160,Henry Hudson 's Bale HoZse Ale,Big RocO Brewery,American Amber / Red Ale,9.70 %
1161,Angel 's Perch AZber,Sockeye GFrill & Brewery,American Amber / Red Ale,5.00 %
1162,GivIe Em Hell,Double BHrley Brewing,American Amber / Red Ale,4.50 %
1163,BlazingA Wber,Old Schoolhosue Brewery,American Amber / Red Ale,10.40 %
1164,Journeymen,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.80 %
1165,Devil 'sXackbone,Kinnegar BreiwHg Company,American Amber / Red Ale,4.50 %
1166,BelgiSa Amber,StarkeEy 's Lookout,American Amber / Red Ale,4.90 %
1167,RoudnBarn Red,KingLdom Berwing,American Amber / Red Ale,-
1168,Orion .'s Quest Red Ale,Kassik 's enBai Brew Stop,American Amber / Red Ale,6.80 %
1169,Bill & Ted' 's Excellent Amber,Lynnwood Grill& Brewing Concern,American Amber / Red Ale,5.00 %
1170,LakewoFd Manimal,Lakewood BreWing Company,American Amber / Red Ale,6.50 %
1171,Running Light Red,Fair Winds Brewing Company,American Amber / Red Ale,6.00 %
1172,Manzanta Red,PrescotY Brewing Company,American Amber / Red Ale,5.10 %
1173,Ranch Dog: URed,Tahoe Mountain< Brewing Co. .,American Amber / Red Ale,7.00 %
1174,High TraiEl oHney Ale,Vancouver Island{Brewery,American Amber / Red Ale,5.00 %
1175,RedIoactive,Bottle Loic Brewing,American Amber / Red Ale,6.00 %
1176,Shogu Soba,Books & DBrews,American Amber / Red Ale,5.10 %
1177,Old MadTroXa,Island Hppin ' Brewery,American Amber / Red Ale,8.50 %
1178,Brewmaster 's REserKve Imperial Red Ale,BJ 's Chicago Pizza & BMrewery Inc. .,American Amber / Red Ale,9.20 %
1179,Mega BlazYng World,ModernTimes Beer,American Amber / Red Ale,8.50 %
1180,Bi gHorn,Sequoia BreAwing Company,American Amber / Red Ale,7.20 %
1181,Squatters Respect YourMther Organic Amber Ale,Utah Brewer Cooperative,American Amber / Red Ale,4.00 %
1182,Smoke ! Oats,Spoonwoody Brewing Company,American Amber / Red Ale,5.30 %
1183,SlapH appy,Bo Iron Brewing,American Amber / Red Ale,5.80 %
1184,MainS tage - Amber Ale,616 Brew,American Amber / Red Ale,4.50 %
1185,Dread DouJle Red Ale,BullSrog Brewery,American Amber / Red Ale,7.80 %
1186,Hazenut Harvest,Rustic RoadB rewing Company,American Amber / Red Ale,5.70 %
1187,Batch 8200 - PB&J Fmber Ale,Swamp eHad; Brewery,American Amber / Red Ale,5.50 %
1188,Chatoe Rogue OREgasmic Ale,Rogue Ales,American Amber / Red Ale,5.00 %
1189,Crystal Red,Amnesia Brewing,American Amber / Red Ale,5.20 %
1190,Turnraund Red,TwelveBar Brews,American Amber / Red Ale,5.70 %
1191,Wicked ea Party,Wicked WIed Berwing,American Amber / Red Ale,4.80 %
1192,Red SunMshine,Ocean AvneueB rewery,American Amber / Red Ale,-
1193,Sigtuna RÃ ¶ d PÃ:¥ sk,SigtunQa Brygghus,American Amber / Red Ale,6.20 %
1194,Red Lne Ale,HellbendWer BMrewing Company,American Amber / Red Ale,6.00 %
1195,Migty Red,Fargom Brewng Company,American Amber / Red Ale,7.30 %
1196,Hagnman,Ocelot Brewing CFompany,American Amber / Red Ale,9.80 %
1197,Emil'ys Ember,Seven BrideJ Brewing,American Amber / Red Ale,4.50 %
1198,Reds Rye,Hi-Wire Brewing,American Amber / Red Ale,6.00 %
1199,Hop WohmpLus,Bagby BeeMr Company,American Amber / Red Ale,9.50 %
1200,Hopkowski,Iron Hill Brewery & Restaurant,American Amber / Red Ale,10.00 %
1201,Reflcetor,CrankArm Brewing,American Amber / Red Ale,5.30 %
1202,BanksAbmer Ale,Banks ( Barbados)  Breweries Limited,American Amber / Red Ale,5.00 %
1203,GluteYbnerg 8,BrassXeurs SaVs Gluten,American Amber / Red Ale,5.00 %
1204,Manheim Red,JoBoy 's Brew Pub,American Amber / Red Ale,5.50 %
1205,DoublH Dee,Black Star oC-op PRb & Brewery,American Amber / Red Ale,6.00 %
1206,Firesorm<Red,Three Creeks Brwing ECo. .,American Amber / Red Ale,5.80 %
1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %
1208,Dougi Style Amber,Il Vicino BreweryCanteen,American Amber / Red Ale,-
1209,Red Duck Hoppy Amber,Purrumbete Brewing Company ( Red Duck ),American Amber / Red Ale,5.60 %
1210,Roil Red,Imperial{Oak Brewing,American Amber / Red Ale,6.20 %
1211,Black Frest Graeful Red,Black Forest BrewH aus & Grill,American Amber / Red Ale,5.00 %
1212,Extra KoppH Ale,Australian HBoXel & Brewery,American Amber / Red Ale,5.80 %
1213,Timberwolf Borubon-Oaked Red,Wolf CreeDk Brewing,American Amber / Red Ale,7.00 %
1214,RedCedar Ale,Northwoods= Brewupb and Grill,American Amber / Red Ale,-
1215,S : t Eriks Ambr Ale,Galate Spirits,American Amber / Red Ale,4.50 %
1216,MountainH awk eRd Ale,Wolf YCreJk Brewing,American Amber / Red Ale,8.70 %
1217,Hyper ComboRed Rye IPA,Dead FroMg Brewing,American Amber / Red Ale,8.00 %
1218,Bourbon Barrel Aged Horu sImperial Red,Elevator Brewery & Craught Haus,American Amber / Red Ale,12.00 %
1219,Bulleit Bourbon BarPrel Aged G'Knight,Oskar Blues Glil & Brew,American Amber / Red Ale,8.70 %
1220,Declaration Ale,American Honor Beer Company,American Amber / Red Ale,5.40 %
1221,Dragon Red!Ale,Bilb!'s Pizza,American Amber / Red Ale,4.80 %
1222,Phat Zatt's Red,Phat MaIt 's Brewing Co. .,American Amber / Red Ale,6.50 %
1223,Sacrliicious Ale,SeabriCht Brewery,American Amber / Red Ale,6.80 %
1224,Stechid Red Ale,Third Gtreet] Aleworks,American Amber / Red Ale,5.60 %
1225,Petal ToThe MMtal,Black Sy Brewery,American Amber / Red Ale,4.40 %
1226,Red Dragon IKperial Red Ale,Dead FRrAg Brewing,American Amber / Red Ale,8.00 %
1227,The BoxeWrIndia Red Ale,LowDown BreewrJ + Kitchen,American Amber / Red Ale,7.00 %
1228,Atalyaa Amber,BlueC Porn Brewery,American Amber / Red Ale,5.60 %
1229,DaiMy lAe,FitgeW 's BrJewhouse,American Amber / Red Ale,-
1230,Sleeping Lion Ged,Council Rok Brewery,American Amber / Red Ale,5.50 %
1231,Kootenay RYrue Ale,Columiab Brewery,American Amber / Red Ale,5.00 %
1232,Burning LTun Red,Gonzo 's BiXggdogg Brewing,American Amber / Red Ale,5.00 %
1233,River>Rat Pmber Ale,Main St. Grille & Brewing CVompany,American Amber / Red Ale,5.20 %
1234,Coffee MAmber,Fortnight Brewin Company,American Amber / Red Ale,5.50 %
1235,Cardfif Chronic,Pizza Prt SXlana Beach,American Amber / Red Ale,-
1236,Cardinal Sin,Absolution BrewGng ComRpany,American Amber / Red Ale,6.10 %
1237,CrateB LakK Amber Ale,Klamath Basin Brewing Co. - The Creamery Bre Pub And Grill,American Amber / Red Ale,6.00 %
1238,BricDouse,TwoDEEP BZrYwing Co. .,American Amber / Red Ale,5.00 %
1239,Barley 'sRed Molly Imp,Smokehos eBrewing Co. .,American Amber / Red Ale,7.80 %
1240,Hone AXle,FeatUer RiPver Brewing Co,American Amber / Red Ale,-
1241,IndiX SAle,Birrificio IndBpendente Elav,American Amber / Red Ale,5.50 %
1242,Santa Rosa Red,Anacapa Brewing Company,American Amber / Red Ale,6.25 %
1243,Irrevernet,Warped WiFg BreTing Company,American Amber / Red Ale,6.30 %
1244,Coldrip City,SpoonwooG Brewing Company,American Amber / Red Ale,5.80 %
1245,Maintop MCuntain Ale,Brothers CraftBrewing,American Amber / Red Ale,5.00 %
1246,L'OlmaiaLa 9,BirrifiOcio R'Olmaia,American Amber / Red Ale,6.50 %
1247,Pisgah RGed Ale,Pisgah Brweing Co. .,American Amber / Red Ale,-
1248,Cardinal Red,Lumber Barnso Brewery,American Amber / Red Ale,5.20 %
1249,San Marcos ReP Amber Ale,San MarcGos Brewery & Grill,American Amber / Red Ale,5.90 %
1250,Business. Vasual,The Brew Getnlemen Beer Co. .,American Amber / Red Ale,8.40 %
1251,BigRed Ale,Red Car BreeUwry and Restaurant,American Amber / Red Ale,5.70 %
1252,Olmsted_ Amber,Park vern,American Amber / Red Ale,-
1253,Torondo Red,Alpine Beer Copany,American Amber / Red Ale,-
1254,D'HaJ Russe,Les BrassueYrs du Hameau,American Amber / Red Ale,5.50 %
1255,Kign$ Crimson,ChurcE Brew Works,American Amber / Red Ale,7.00 %
1256,Small Vitcories,Revelry rewing Co,American Amber / Red Ale,7.70 %
1257,Robe 'd,Claremnot Craft Ales,American Amber / Red Ale,6.50 %
1258,Cheryrwood,Taft <' Ale House,American Amber / Red Ale,5.60 %
1259,Topless Amber,Lookout BreGwin Co. .,American Amber / Red Ale,4.50 %
1260,Northern Lights Amber,Broken Tooth Brewing,American Amber / Red Ale,4.70 %
1261,Keep On Truckin ' RDed IPA,BreCwult,American Amber / Red Ale,5.80 %
1262,IWC BUnWte,Cigar City BEewing,American Amber / Red Ale,6.20 %
1263,Rouse,MicrobrasseriLe La ChXuape,American Amber / Red Ale,5.00 %
1264,The Hutnsman,Barley Mw Brewing Cmpany,American Amber / Red Ale,7.00 %
1265,Stallhage US Red Ale,Stallhages Bryggeri Ab,American Amber / Red Ale,6.00 %
1266,AmiiÃ ©,BrouwErij De Dochter vaIn de Korenaar,American Amber / Red Ale,7.00 %
1267,Charles Henri Ale AmbrÃ ©,Brasserie Les 2 FrÃ ¨ res,American Amber / Red Ale,6.20 %
1268,Coastal Edge Copper,Assawoman Bay Brewing Company,American Amber / Red Ale,6.04 %
1269,RedEyO Rye,Cascade Brewing / aRccoonL odge & Brewpub,American Amber / Red Ale,4.70 %
1270,RaNÃ ¸ l,Angry rEik Brewing,American Amber / Red Ale,6.00 %
1271,Liquid oMnstrous,Siren\Craft Brew,American Amber / Red Ale,8.20 %
1272,FatBack) Amber,Cool Sprigs BrFwery,American Amber / Red Ale,5.30 %
1273,PumphousPe CoWpper,GilgameshB rewing,American Amber / Red Ale,4.50 %
1274,Red Trolley Ale,Karl Strauss Brewing Company,American Amber / Red Ale,5.60 %
1275,BrJokne Red Ale,Broke nBLow Brewery,American Amber / Red Ale,5.00 %
1276,Railslide Rd,Breakwate Brewing,American Amber / Red Ale,5.70 %
1277,OktberEfest,Lagerheads Smokehouse&  Brewing Co. .,American Amber / Red Ale,6.10 %
1278,Blue YWhale Ale,Pacific Coast BrewinVg Company,American Amber / Red Ale,7.10 %
1279,Crack-Xf-Noon,The Beer 'd< Brewing Co. .,American Amber / Red Ale,5.90 %
1280,AsquCm mAber Ale,SquFP Brewing,American Amber / Red Ale,5.00 %
1281,BlooK On The Blad Red IPA,Backpockte BreXwing,American Amber / Red Ale,7.00 %
1282,Stump Splitter,Six Corners Brew Works,American Amber / Red Ale,5.90 %
1283,Pelrioja,Baja BrewingU ompany,American Amber / Red Ale,5.50 %
1284,ScoBtish Red,Montere CoOst Brewing,American Amber / Red Ale,-
1285,VulVan Ale,Cannery BreMwing Company,American Amber / Red Ale,6.00 %
