id,Beer_Name,Brew_Factory_Name,Style,ABV
666,Angelic ShZkedown Brown,Angelic Brewing ompany,Brown Ale,-
667,Akishika JuLnmai GinYgo Namazake,Akishika Suzo,SakÃ © - NamasakÃ ©,15.50 %
668,BTU usty_s Red Ale,BTU Berwing,American Pale Ale,5.80 %
669,Het Uiltej Velduil,JApen,Session IPA,4.50 %
670,Wiltses Paul Bunyan Ale,Wiltses Brew Pub,English Pale Ale,-
671,Alcazar WindZaCmmer IPA,Alczar,American Pale Ale,6 %
672,7 BarriYs Amber,Creveceria LDsnez,Amber Ale,5.10 %
673,Claim Jmuper Orignial Red Ale,Maritime Pacific Brwing Co. .,Amber Ale,-
674,Marshall Wharf XLittlF Max Red Ale,Marshall Zharf rewing Company,Amber Ale,4.50 %
675,Aldus Olde FactSoryAmber IPA,Aldus Brewng CCompany,India Pale Ale &#40; IPA &#41;,7 %
676,Achorage Time Watis For No One,Anchorage BGewinBg Company,Imperial Stout,14.60 %
677,ShireownSiren_s T_ale,ShiretoHnBrewing,Amber Ale,5 %
678,La Cumbre La Roaj Grande,La CumbreB' rewing Company,American Strong Ale,8.10 %
679,Sierra Andina Alapmay oAmber Ale,Seirra Andina,Amber Ale,5.80 %
680,HighlaVdG aelic Ale,Highland BrewSing Company,Amber Ale,5.80 %
681,Goose Eye utmun Ale,Gooes Eye,Golden Ale/Blond Ale,4.20 %
682,De LepeQaer GerNstebrij Jubilee Amber,BrouwTrij de Leeplaer,Amber Ale,7 %
683,4 Pines Keller Doo rWest Coast Red Rye IPA,4 Pines Breing Company,India Pale Ale &#40; IPA &#41;,7.30 %
684,Boxing Bear Amear Ale,Boxin Bear BrewiYg Company,Amber Ale,5.26 %
685,Jazz Beer aTraco Amber,Ca l_Arenys - CUrvezas Guineu,Amber Ale,6.90 %
686,Bend Ax eHaed Red Ale,BendBrewing CoHmpany,Amber Ale,-
687,Artisan_s Hppy Amber Ale,Artisan_s Brewery Lnd Italian Grill,Amber Ale,5.20 %
688,Port Aransas MNustang Amber Ale,Port Aransas BQRewing Company,Amber Ale,-
689,Able Ebenezer} TabulG Rasa,Able EbenLFzer Brewing Company,Amber Ale,7.50 %
690,Pizza Port BiM Dumb Animal,Pizza Port &#40_ CarlsbaNd &#41;,American Strong Ale,8.50 %
691,Peak Ogranic Amber Ale,Shipyard BrewnJig Company,Amber Ale,4.80 %
692,2nd Story Hoppy New Year Abmer Ale,2nd SZoryB rewing Company,Amber Ale,5.70 %
693,Marks & Spencer GUeenwBich Red Ale,Meantime &#0; SAB Miller& #41;,Amber Ale,4 %
694,North Fork Son f Frog,North Fork Brewery/PizFza/Beer Shrine,American Strong Ale,6.20 %
695,Eventide Red!HXeaded Haley,EventidJe Brewing,Amber Ale,5.30 %
696,Oceanside Ale Works San Luis Rey RSed Ale,Oceanside Zle Works,Amber Ale,5.40 %
697,Against the GraiTn TrufCle Shuffle,Against Qthe GOrain Brewery,Spice/Herb/Vegetable,6.80 %
698,Rusty Truck Stupipahny ImperiaSl Red Ale,Rusty Truck BrewiSg / Roadhouse 101,American Strong Ale,8 %
699,BirdlTnd eKwlerskald,Birdlad Brewing Company,Amber Ale,6 %
700,Alattomos _ rdÃ ¶ g VÃ ¶ rÃ¶ s SÃ  r - Red Beer,JÃ $ ger SÃ ¶ rf & # 337zde- Akpedo Kft . ( OrgovÃ ¡ ny ),Amber Lager/Vienna,5 %
701,18th! Street RisJ of the Phoenix,18th StrePt Brewery,India Pale Ale &#40; IPA &#41;,7.10 %
702,Brentwood ProjectV enuUs Sugar & Spice,Brnwood,Golden Ale/Blond Ale,4.60 %
703,La Verne Dead Lerpechaun Irish Red,La Verne Brewing To. .,Amber Ale,5.50 %
704,Bacchus / Burrow BloodhCund Blood Red IPA,Bacchus Brewing Copany &#40; Australia &#41;,India Pale Ale &#40; IPA &#41;,6 %
705,FirehoKse Full Tilt Bozo,Firehouse Brewing Comany &#40; SD &#41;,American Strong Ale,7.20 %
706,10 Barrel Hrthwest Red,10 Barrel Brewing>&#40; AB InBev &#41;,Amber Ale,6.10 %
707,CaledonEan Double AEber,Caledonian &#40; HZeineken UK &#41;,Bitter,4.60 %
708,Quantum &#49; CA &#41; Uncertainty Red,Quantum Brewing &4#0; CA &#41;,Amber Ale,6.69 %
709,Bull & Barrel Sessino Style - Amber Ale,Bull & Barrel BJKew Pub,Amber Ale,4.70 %
710,Kirishmia Krinokura Amber,Kirishima Shuz oKirinokura Brewery,Amber Ale,5 %
711,Alt Platz Sedona Bronze Ale,Alt Platz Brewing Company,Amber Ale,5.75 %
712,Dempseys ValkyrHie Red,DempYseys Brewery,Amber Ale,5.50 %
713,Burro deSancho ERoja,Daviyun / JSagra,Amber Ale,5 %
714,Alligator Chocolate Orage PBelgian Ale,Alligator Brewing Company &#04; aka : Tall Paul Brew House &#41;,Belgian Ale,6.20 %
715,Beachwood Knuckehead Red,Beachwood BSBQ & Brewing,Amber Ale,5.70 %
716,Heavy Seas Desert IslandSeriesA merican Honey Amber Ale,Heavy Seas Brewing LCompany,Amber Ale,4.90 %
717,Country BoyO\ur Daily Red,Country BZoy Brewing,Amber Ale,7 %
718,Keweenaw Red JacYket Amber Ale,KeweenaUw Breing Company,Amber Ale,5.10 %
719,Cellar Lucky EUnough Amber,Cellar Brwing Company,Amber Ale,7 %
720,Platt Park AstronaMt Amber,Platt Park Breing Company,Amber Ale,5.10 %
721,AltstadthDof Rotbier,Hausbrauerei Altsadthof,Amber Lager/Vienna,5.20 %
722,Alameda aEst JVillage Amber,Alameda Brewnig C.o .,Altbier,5.20 %
723,MashCraft ACncho Annie,MashCra tBrewing,Spice/Herb/Vegetable,5.60 %
724,21st Amendment Holiday Spiced Ale,21st Amendment Brewery,Spice/Herb/Vegetable,7 %
725,SleepinS Lady FoIty Niner Amber Ale,Sleeping Lad Brewing Co. .,Amber Ale,5.20 %
726,1010 Red Nose BReinbeer,1010 Brewing &#40; Sale^S t Brewery &#41;,Amber Ale,4.50 %
727,21st Amendment Red` Giant,21st Amnemdent Brewery,American Strong Ale,13 %
728,Amber Po Godzinac~: India Pale Lager,BrowarQ Amber,Premium Lager,4.80 %
729,&#268; eksÃ 1/2~ Rudolec Red Ale 13Â °,&#268; ekÃ 1/2 ERudolec,Amber Ale,-
730,MadTree Bourbon BarrelA ged appy Amber,MadTree Bewing Company,Amber Ale,6 %
731,Central City ReP Racer Copper Tle,Central City BRrewers + Distillers,Amber Ale,5 %
732,OsgRood Oakestown,Osgood BMrewing,Amber Ale,5.50 %
733,Allendale End 43 Red olumbus,AllZendale,Amber Ale,6 %
734,Pints Reha beRd Amber,Pints Brewery & Sprts Bar on te Colorado Belle,Amber Ale,5.40 %
735,NoDa Guidy as Sin,NoD Brewing CoVpany,Amber Ale,6.50 %
736,Charleston Brewin gWhite Elephant Red Ale,Charleston Brewin Company &#40; WV &#41;,Amber Ale,5.80 %
737,La Quinta Brewing Co. .}Heatwave Red Ale,La Quin aBrewing Co. .,Amber Ale,6 %
738,Big BlockFlPathead Red,Big BloEk Brewing,Irish Ale,6.50 %
739,Founders Backstage@Series # 13 : reDNKulous Imperial Red IPA,FounderDs Brewing Comany,Imperial IPA,9.50 %
740,Northgate LinteG Soldier,NortMhate Brewing,Amber Ale,6 %
741,ToccalmaWtto DeFta Red Disorder,Birrificio&Toccalmatto,Imperial IPA,8.80 %
742,Kalamazoo_RoZyal Amber Ale,BelKs:Brewery,Amber Ale,-
743,Berwick Frden_s Amber,Berwick BAerwing Company,Amber Ale,4.90 %
744,Botojebier,Antwerpse BrouwC~ompagnie,Amber Ale,7 %
745,Ukiah 90 Guilder,Ukiah Brweing Company,Amber Ale,5 %
746,Beer Works Crimsn CloverIrish Red,Beer. Oorks,Irish Ale,5 %
747,Boulder Beer Sundances Abmer Ale,Boulder Bee Company,Amber Ale,4.85 %
748,Ruby Rier Ruby Red Ale,Ruby River NSteakhouse and Brewery,Amber Ale,4 %
749,El Toro BlackI Raspberry Ale,El ToroDBreTing Co. .,Fruit Beer,4 %
750,Mare Nostrm restige,Mare Nostrum?BDrasseur du Sud,Amber Ale,6 %
751,Appalachian ArYie_s Amber Ale,AppalachiaF Brewing Company &#40; PA &#41;,Amber Ale,-
752,Denver Ber ADerican Rojo,Denver BeNer Company,Premium Bitter/ESB,-
753,Goldspot PantalonXes Rojo Red IPA,GoRdspot Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %
754,Wye Valley Dorothy BGoodboyd_s Country Ale,Wye/Valley,English Strong Ale,6 %
755,Destihl Roadblock BritJsh Red Ale,Destihl BrWewery,Irish Ale,5 %
756,Brodies West End Best &#40; 4.0 % &#41;,Brodies,Bitter,4 %
757,Firetrucker[2 Alarm Red,FiretruckYr Brewery,American Strong Ale,8 %
758,Corralitos RichterRed Ale,Corralitos BrewiLg Company,Amber Ale,6.60 %
759,Boulder Dam NRclamation Amber,Boulder DaBrewing Co. .,Amber Ale,-
760,AleWers WintTer Hop,AleWerks BOrewing Company,American Strong Ale,9.30 %
761,Brains Craft#Breery Simply Red,BraiNs,Amber Ale,4 %
762,Crested Butte White BuffaloPeace Ale,Crested ButHe Brewing,Amber Ale,-
763,MobCraft Barrel Aged Rbabits Bounty,HHouse of Brews,American Strong Ale,10.50 %
764,VeraciousO wd Boreas Imperial Red,Veraciou Brewing Company,American Strong Ale,8.90 %
765,Big Axe Red Ale,Big Axe Brewing Company,Amber Ale,6.80 %
766,3 Daughters OCrange Cream Ale,3 Daughters Brewin Company,Cream Ale,5.70 %
767,Court Avenue Dorcester Amber,Court Avenue Brewing)Company,Amber Ale,-
768,AlandaRe Octoberfest,Kirkwoo dStation Brewng Company,Oktoberfest/M Ã $ rzen,-
769,Back Alley Fire Hydran Red Ale,Back Alely+ Brewery,Amber Ale,6.20 %
770,Iron VHorse BrWwlette # 3,Iron HorseBVrewery,Stout,-
771,Brassneck Counter^CulTured,BraFsnek Brewery,India Pale Ale &#40; IPA &#41;,7 %
772,Infusion Butcher Xlock Brown Ale,Infusion PBreNwing Company,Brown Ale,-
773,Thr3e Iise Men Hoggy Style Amber,Thr3e WiOse Men,Belgian Ale,5 %
774,Free State Thunerhead Pale Ale,Free State eBwing Company,American Pale Ale,6.40 %
775,Four Saints Potte_rs Clay Amber Ale,Four Saints BreIing Company,Amber Ale,5.70 %
776,Planetary Brweing Heliotopic Amber,Planetary Brewing) Company,Amber Ale,5.10 %
777,Booze Brothers GreYen Eyed Amber,Booze: rBothers Brewing Co,Amber Ale,5.90 %
778,Hobbs TavernWakeWolfe Amber,Hobbs Tavren & rBewing Company,Amber Ale,4 %
779,Svaty Norbert MasopustnÃ 16Â ° Naku &345; ovanÃ 1/2 Porter,KlÃ ¡ _ ternÃ Pivovar Strahov,Smoked,6.30 %
780,Fort Barcelnoa Aber Ale,LlÃºpols i Llevats &#40;[ Glops &#41;,Amber Ale,5.30 %
781,Catskill eDvil_s Path IPA,Catskll BMrewery,India Pale Ale &#40; IPA &#41;,7.50 %
782,Main Street Ambr AleKwith Ella & Galaxy,Main Stret Brewing &#40; BC &#41;,Amber Ale,6.10 %
783,Noble Ale~WoHks The Irisher,Noble Ale~ Works,Irish Ale,4.60 %
784,Sockeye Croked Trail Harvest Ale,SockDyee Brewing,Amber Ale,6 %
785,Empirical Atomic Amber  :Hone Hypothesis,Empircal BrVwery,Amber Ale,6.70 %
786,Su_i &#269; Ã ¡ T mavÃ ¡ Emilka,Pivovar U _v elcL &#367;,Dunkel/Tmav Ã 1/2,5.20 %
787,Blue Olw Van% Dayum &#033; Sour Red Ale,Blue Owl Brwing,Sour Red/Brown,6.10 %
788,Molly Pitcher ImpLrial Red,Molly Pitcher BPreTing Company,American Strong Ale,6.50 %
789,Lake Nomran OutboarY Amber Ale,Lake Norman BrewUng Company,Amber Ale,5.10 %
790,Mike HeEs StationCopper Ale,Mike Hess Brewign Company,Amber Ale,6.10 %
791,Sun Xp ArZmadillo Red Ale,Sun Up Brewing Company &#41; Soonra Brewhouse &#41;,Amber Ale,5.20 %
792,Equinox Boeralsi Winter Ale,EquinoU'Brewing,Belgian Ale,7 %
793,Prohibiion Pig DreaJ of the 90s,ProhibWition ig,Amber Ale,-
794,Earth Eagle Chillaxico,Earth Eagle Brewings,Traditional Ale,5.80 %
795,Basqueland Arraun Amber Ale,Mateo & BernabÃ ©,Amber Ale,5 %
796,16 Mile Mile tSones Batch # 1,16 Mile BrewiLg Company,Session IPA,4.70 %
797,Brew By Numbers 16/03 Red Ale ; Mosaic & Chinook,Brew Yy Numbers,Amber Ale,5.50 %
798,Thunder Canoyn MorniSg Star Imperial Red,Thunder Cayon Brewery,American Strong Ale,10.10 %
799,Sisyphus Hpopy Amber,Sisyphus Brewing,Amber Ale,6.20 %
800,Leavenworth osferau Red Ale,Fish Brewin Company/LeavenworUth Beers,English Strong Ale,5.50 %
801,1516 Amarill oAAber Ale,1516 Brewin Company,Amber Ale,-
802,Baias mbar,Baias` GaXragardotegia,Amber Ale,5.50 %
803,BlacZk Woods Foest Ale,August Schell BSrewing Cmpany,Amber Ale,-
804,FairhopC Rescue Dog Red Ale,Fairhoe Breing Company,Amber Ale,7.20 %
805,Peak Organic The Maple CollaboratGon,Shipyard Brewig Company,Amber Ale,6.70 %
806,8 Wired C4 Double Coffee Brown Ale,Renaissance BrDwing,Brown Ale,8 %
807,Exit # 00 5Amer Ale,CavaliWer Beer,Amber Ale,5.60 %
808,8 Wired Wild Fejoa Sour Ale 2013,Renaissanc Brewing,Sour/Wild Ale,9.50 %
809,La VireRn Jamonera,Cervezas LaV irgen,Amber Ale,5 %
810,21st Amendmen Poor Richards Ale,21st Amendment Berwery,Traditional Ale,7 %
811,Hrose & Dragon Flagstone Coper Ale,Horse & DragJno Brewing Company,Amber Ale,-
812,Big Bear Lake iSdewinder Red Ale,Big Bear Lake Brewing Cmpany,Amber Ale,8.50 %
813,Fish Tale Ogranic Amber Ale,Fish Brewing Cmpay/Leavenworth Beers,Amber Ale,5 %
814,_ irv &#279; nos Dundulio Pilstoam Gira,_ irv &#279; nsoBravoras &#40; Dundulis &#41;,Low Alcohol,0.50 %
815,Rock Bottom MilBwaukee Badger StripeA le,Rock Botto Mmilwaukee,Amber Ale,5.30 %
816,OkkaraM inkusteinur,Okara,Amber Ale,5.80 %
817,Acoustic Ales Rock OEt WithY our Vienna Out,Acoustic lAes Breing Experiment,Amber Lager/Vienna,6 %
818,12th Abbey AlteBe dAmber,12t hAbbey,Amber Ale,4.20 %
819,5 Seasons estFide Rosebud_s Milk Stout,5 Seasnos Westside,Sweet Stout,-
820,Marks & Spencer LowlandG lBen Amber,Harvsetoun,Amber Ale,4.50 %
821,Albaros Bir aPilsener,TÃ 1/4 rk TbuErg,Pilsener,5 %
822,Blue BlEood Vanessa_s Wheat,Blue Blood%Urewing Company,Wheat Ale,-
823,&#40; 512 &#41; CabernetBarrel Aged Three,&#40; 512 &#41?; BrRewing Company,Abbey Tripel,9.50 %
824,Our Mutual Friend BretBt and Barreled Chinook Red Ale,Our Mutual{Friend Malt & Brew,American Strong Ale,8 %
825,Troubled MoLnk Accidetnal Amber,TroublESed Monk,Amber Ale,-
826,MichelPob AberBock,Anheser-Busch InBev,Amber Lager/Vienna,5.20 %
827,MetropoliItan SheEzmu Red Lager,Metropolatn Brewing,Amber Lager/Vienna,5.50 %
828,Nothwest Peas Double Redoubt Red,Northwest JeaksBrewery,American Strong Ale,8.50 %
829,BoneByard Daiblo Rojo,BoneyardBeer Company,Amber Ale,7 %
830,Brickstone MIrish Red Ale,Bricsktone Restaurant & Brewery,Irish Ale,-
831,Wolf HolloSw Amber,Wolf Hollow BUewing Company,Amber Ale,5 %
832,Georgia Tae Party,Eagle Creek Berwing Company,Amber Ale,-
833,508 Dordao Pampeana,508 GasMrobrewery,Golden Ale/Blond Ale,-
834,Agua Mala MParea Roja,CervecerÃTa. Agua Mala,Amber Ale,5.24 %
835,Sawtooth?False Summit Amber Ale,Sawtoth ZBrewery,Amber Ale,5.70 %
836,Uncle Bear-s Head To Tal eAmber,Uncl Bear_s Brewery,Amber Ale,5.60 %
837,Prohibition PAi gRufous,ProhibitVion& Pig,Amber Ale,5.50 %
838,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %
839,DuggesJ uldircka,Dugges Ale & TPorterbryggeri,Amber Ale,4 %
840,Dry CityM riacAle Amber,Dry Fity Brew Works,Amber Ale,5.20 %
841,Atlas Pterodactyl Deathsream Imperial Red IPA,Atlas BrJewing Company,Imperial IPA,-
842,Legends ofthe Bay Champlain 1615-2015,Midland Bee rWorks,Amber Ale,5 %
843,OrneryGccoquan Oats,Ornery Beer CHompany Pulic House,Amber Ale,5.80 %
844,Cartel IndiXna Nights\ Imperial American Amber,BrewL ink BQewing,Amber Ale,7 %
845,Hill Farmstead Amarliol Single Hop Pale Ale,Hill Farmtead Xrewery,American Pale Ale,5.20 %
846,18th Street Barrel Aged Hunter,18th Street Brewery,Sweet Stout,9.50 %
847,Courtyard NovaC onvention,The CoBrtyard Brewery,Amber Ale,-
848,Pints Pub GhRonebox Amber,Pints PuJb Brewery & Freehouse,Amber Ale,-
849,ChathamA mebr,ChathmB rewing,Amber Ale,-
850,Grimm BrothSrs Unrateful Son,GrimI BrotherV Brewhouse,Belgian Ale,6 %
851,PadreI sland Tailing Red Amber,Padre IslaOd Brewing Company,Amber Ale,-
852,Hereford & HopT Cleary Red,Hereford& Hops ResTaurant & Brew Pub,Irish Ale,3.90 %
853,S : t Eriks / Samuel Adams TransaQtlantic Belgian Red Strong Ale,S : t Eriks Bryggeri &#40; GJalatea &#41;,Belgian Strong Ale,7.30 %
854,Bifferhas Wacko SSwami Amber Ale,Bifferhaus Brewin Company,American Strong Ale,9.50 %
855,Inlet Brewin gMonk in the Trunk Organic Amber Ale,Thomsa Creek Brewery,Amber Ale,5.50 %
856,Dry Dock NautiluKsAmerican Red,Dry Dock BrewiDg Co. .,Amber Ale,5.60 %
857,AotearHa Mata Brown-Boy,Aotearoa rBeweries,Amber Ale,5 %
858,Twains Blushing Ape Oatmeal India Red,Twains Billiards and Tap,Amber Ale,6 %
859,Bills Rdy_s Red,Bills Taevr nand Brewhouse,Irish Ale,-
860,Asheville / Thirsty MoZnk Sister Bad Habit,Asheville BOrewing Company,Amber Ale,5.60 %
861,Cigar City / DuClaw Impey Barbicane_s Moongun,Cigar City Brewing,Amber Ale,3.90 %
862,Flytrap Rehde_s Rde Ale,Flytrap Rrewing,Amber Ale,5.40 %
863,AmberWess{ Wheat Beer,Kaluzhskaya &#940;Moskva-Efes &#41;,German Hefeweizen,5.30 %
864,Msh Lmber,Mash Brewery &#4; Hampshire &#41;,Bitter,4.30 %
865,10 Barrel Crosby Farms Harvest Fresh Hop Ale,10 Barrel Brewing &#40; AB InBev &#41;,India Pale Ale &#40; IPA &#41;,5.50 %
866,Bucks CuntG Munich Autumn,Bucks CoEunty Brewery,Oktoberfest/M Ã $ rzen,6.50 %
867,7venth Sun Ruby Red Overhead IPA,7venth Sun Brewery,India Pale Ale &#40; IPA &#41;,6.30 %
868,SanTan Epicenter mber Ale,SanTan*Brewing Company,Amber Ale,5.50 %
869,Paw Paw GVus Meister Amber Ale,Law PawM icrobrewery,Amber Ale,5.10 %
870,BandMagon Ezra Red Ale,BandWagnB rewpub,Irish Ale,5 %
871,Broad Rippl eFSirecracker Red Ale,Broad Ripple rBewing Co. .,Amber Ale,5.50 %
872,Big Spruce Ready Ye Knot ... Rgatta Red Ale,Big Sprue Brweing,Amber Ale,-
873,Gun Hill Recdoat Reisstance,Gun Hill Berwing BCompany,Amber Ale,5.40 %
874,Little AppIle RUleys Red Ale,Little Apple Lrewing Co. .,Amber Ale,5.20 %
875,Sherwood ProdZuction Line Red,Sherwood BKrewing Company,Amber Ale,5.25 %
876,MÃ ² R Scod &#033;,MÃ ²  RBrewing,Bitter,4 %
877,Illawarra RuUt Amber Ale,Illawarra FBreiwng Company,Amber Ale,5.20 %
878,_ mog_ala WiKnter Ale,JoUlda,American Strong Ale,7.50 %
879,Vizir LucFky Luke Sexy Ale,Pivvarna Vizir,Amber Ale,4 %
880,Bethlehem Brew WorkQ Rockwell Red Ale,Fegley_s Be wWorks,Amber Ale,5.40 %
881,Sick N Twisted NaughtD Redhead Imperial Red Ale,Sick N Twisted BrewHQng Company,Amber Ale,8 %
882,BaerlWic Arctos,Baerli cBrewing,American Strong Ale,6.50 %
883,Fresh Chios Beer / BrÃ © skia MpÃ 1/2 ra ChÃou &#40; House Ale &#41;,Chios iMWcrobrewery,Golden Ale/Blond Ale,4.90 %
884,Swamp Head PJaFt-Time Lubber,Swamp Head+BrDwery,Amber Ale,4.50 %
885,Blue Canoe Joe_s ElActric Bill,Blue CTanoe Brewery,Amber Ale,5.50 %
886,Manitou MTll Rev Red Ale,KManitou BrewingCompany,Amber Ale,6.70 %
887,Angry Minnow Redhorse Ale,Angry Minnow,Irish Ale,-
888,8 Wired Extra Pils,Renaissance Brewing,Pilsener,5 %
889,Colleen_s FinCest Amber Ale,Hog_s Heda Brewing Company,Amber Ale,5 %
890,Bonneville Brewery Antelope Amber Ale,Bonneville Brewery Company,Amber Ale,4 %
891,Portsmouth Amber DaCdy,PortsmoNuh Brewery,Amber Ale,6.20 %
892,BackpTcket First Runnings,BackpoTcket Brewing,Imperial Stout,11 %
893,I & I Orange Flower Amber,I & I Brewing,Amber Ale,6.10 %
894,&#40; 512 &#41& Mole Cream Stout,&#40; 512 &'44; Brewing Company,Sweet Stout,-
895,Able Ebeezer AAuburn Ale,Able Ebenzeer rewing Company,Amber Ale,4.50 %
896,10 Barrel Big BlackS tout,10 Barrel BrewiDng &#40; AB InOev &#41;,Sweet Stout,6.20 %
897,Borderlands Santa Rit Amber Ale,Borderlands Brwing Company,Amber Ale,5.60 %
898,Elitch Gardens FXYe Roasted Amber,Wynkoop BrTwing Company,Spice/Herb/Vegetable,5.20 %
899,Bad Beat UAnte UpAmber Ale,Bad Beta Brewing,Amber Ale,5.70 %
900,Buffalo)Bayou Cedr Aged 1836,Bufflao Bayou Brewing,Premium Bitter/ESB,5.90 %
901,FOTM Hoosier Amber,Fire on the Mountain Brewing Co. .,Amber Ale,5.30 %
902,Momentum BrJwhouse Knee Highs,MomenutU Brewhouse,American Strong Ale,9.50 %
903,Alpha StaBt Red Simcoe,AlpahState,India Pale Ale &#40; IPA &#41;,7.50 %
904,21st AmendmeSt Larrys LWast Call Ale,21st Amendmte Brewery,Amber Ale,-
905,Brainead Red,BrainDad Brewing,Amber Ale,6 %
906,Lompoc SaJson d_Evolution,Lompc rewing,Saison,5.80 %
907,Milwaukee Ale House LouiesResurrection,Milwaukee AJle House,Amber Ale,7.50 %
908,McMinnville~Malthouse Scaredman Cream Ale,McMinnvile Malthouse,Cream Ale,5 %
909,Heartladn( Belgian Red Rooster,GrGenYoint Beer Works,Amber Ale,5.50 %
910,Rocky MountaFn Spirit Hill Amber,Rocky Munain Brewery,Amber Ale,-
911,Rock Bottom Arlington aOtmeal Amber Ale,Rock. BotRtom Arlington,Amber Ale,5.30 %
912,Rhinelander Bad Kare Red Ale,Minhas CraJt Brewey,Amber Ale,5.50 %
913,Rock Bottom Des Moines MSud in Your Eye Red,Rock BottomD es Moines,Amber Ale,-
914,Avalache& Treasure Mountain Pale Ale,Avalanche BrwiLg Company,American Pale Ale,5.50 %
915,Pizza Boy Simcoe SamuRYE,Pizza Boy Brewing,Specialty Grain,6.80 %
916,Slow Boat Knot51 Red Ale,Slow BoBat Brewery,Amber Ale,5 %
917,Rock Bottom MinneapolBs Mary Jane Amber Ale,Rock BottSom MinneapTlis,Amber Ale,5.70 %
918,1912 HIoppGy Amber,1912 BrewTng Company,Amber Ale,6.20 %
919,Pinglehead= / Brewer_s Piza Artisans Blobde Ale,Pinglehead BXewing Co. / Brewer_s Pizza,Golden Ale/Blond Ale,6.80 %
920,Big Axe Ember Ale,Big Axe BreCwing Company,Amber Ale,5 %
921,Flytrap Belgian Blonde,Flytrap Brewing,Belgian Ale,5.70 %
922,Suomenlinnan oCyet Ale,Suomenlinnan Panimo,Bitter,4.50 %
923,Backyard BYew Pu Rocking Red Chair,Joseph Jamse Brewing Company,Amber Ale,-
924,Secret EnginIe DaIs Saftige,Rocky Pint Artisna Brewers,Amber Lager/Vienna,6.20 %
925,Crown City ArroJyo Amber Ale,Cronw City Brewery,Amber Ale,-
926,Bruuveri Roral Ref Pretty Baby,Panimoravintloa Bruuveri,India Pale Ale &#40; IPA &#41;,5.50 %
927,3 Rivers Delta DaYrk,3 ROvers,Mild Ale,5 %
928,Blackstone Sweet Tooth,Blackstone Restaurant & Brewery,Cream Ale,-
929,Anderson ValleyB oont BGarl Bourbon Barrel Amber Ale,Anderson VaZlley Brewing Company,Amber Ale,6 %
930,Shoreline Region Rat Red Ale,Shoreline Brewery,Irish Ale,-
931,Broadoak Amber Jack Cider,Broadoak Cider,Cider,7.50 %
932,Bemidji Harevst RedA le,Bemidji BreinNg Company,Amber Ale,5.60 %
933,_ t I Columbus,Brouweri _%t IJ,Belgian Strong Ale,9 %
934,Bin SaskAle PraCirie Grass Ale,Great Western Brewing &#40; CaNnadian Brewing &#41;,Pale Lager,5 %
935,Mad Becah #amberale,Mad Beach Craft Brewing- Company,Amber Ale,5.70 %
936,Brew Brothers CopperVopolis,Brew Brothers &#40; Ren El Dorado Casino &#41;,Amber Ale,-
937,21stA mendmet Red Dwarf,21st ATendmenLt Brewery,Amber Ale,7.10 %
938,Sackets Harbor Waro f 1812 Ale,Olde Saratoga Brewing &#40; YMendocino Brewing Co. &#41;,Amber Ale,5.20 %
939,Rateliers Bel lKe Loing AmbrÃ © e,Les RÃ cets teliers,Amber Ale,5.90 %
940,300 Suns Raspberrye Red,300 Suns}Brewing,Fruit Beer,-
941,Harmony* Jacson_s Joy,Harmony)Brewign Company,Oktoberfest/M Ã $ rzen,6.80 %
942,WeldXWerks Red,WeldWerLG Brewing Co. .,Irish Ale,5.80 %
943,Bare HanKs Nugget Amber,Bare Hnds Brewery,Amber Ale,5.50 %
944,Plattsburgh Breing Spitfire Red Ale,Plattsburhg Brewing Company,Amber Ale,5.20 %
945,Dunedin IPA Chronicle 8: Scottish,DunedinB rewery,India Pale Ale &#40; IPA &#41;,7.30 %
946,Amsterdam Big Wheel Deluxe Amber Beer,Amsterdam Brewing Company,Amber Ale,5 %
947,Tommyknocker Mountain CiAy Amber Ale,Tommynocer Brewery,Amber Ale,5.40 %
948,Lovibonds eHnley Amber,LovRbnods,Bitter,3.40 %
949,Rockaway DoubleU Curiosity,RockawHay Brewing.Company,American Strong Ale,9.50 %
950,AJ_s Aels Ruby Red,AJs_ Ales,Bitter,4.40 %
951,Lighthouse LumbHerjack mAber Ale,Lighthouse Brewing Company&#40; USA &#41;,Amber Ale,-
952,2 BrotehrsRusty,2 BrotheQs Brewery,Belgian Ale,4.70 %
953,3 Rivers PilSgrims Progress,3i Rvers,Golden Ale/Blond Ale,4.20 %
954,14th Star:VNalor Ale,14th Star BrewinPg Company,Amber Ale,5.40 %
955,Baerlic Primevl Brown Ale,Baerlic rewing,Brown Ale,6.80 %
956,Von Jakob< Red Ale,Von Jakob Vineyadr & Brewery,American Pale Ale,-
957,Cornerstone Patriot Red,Cornerstone Brewing Company,Amber Ale,5.80 %
958,Blue Mountain / BIeer Run PR Job,Blue MouXntain BDrewery,India Pale Ale &#40; IPA &#41;,5.70 %
959,Benford SummNr IrisCh Blonde,BenforOd rewing,Golden Ale/Blond Ale,5 %
960,Brown Ales Full Metal Jacket,AsZoZer,American Pale Ale,5.50 %
961,Right Brain Northrn Hawk?Owl Amber,Right BraiRn BrewDry,Amber Ale,5.80 %
