id,title,authors,venue,year
765,new prorams at arpa and nsf,x Hian,sigmod record,1996
766,monitoring xml data on the web,"b nguyen , s abiteboul , g cobena , m preda",sigmod conference,2001
767,editor 's notes,j widom,sigmod record,1996
768,finding replicated web collections,"j cho , n shivakumar , h garcia-molina",sigmod conference,2000
769,a comparison of three user interfaces to relational microcomputer data bases,"c medsker , m christensen , i song",sigmod record,1995
770,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000
771,editor 's ( farewell ) notes,,,1995
772,efficient algorithms for mining Gutliers from large daa sets,"s ramaswamy ,{r rasMogi , k shim",sigmod conference,2000
773,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995
774,hodfa : an Parchitectural framework for homogenziing heterogeneous legacy database,"k karlapaleJm , q Fli , c shum",sigmod record,1995
775,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"a szalay , p kunszt , a thakar , j gray , d slutz",sigmod conference,2000
776,approximating multi-dimensinal aggregate range queries over real attributes,"d gunopulos , g kCollios , v tsotras , c domeniconi",sigmod conference,2000
777,a close look at thHe ifo data odel,m hAnna,sigmod record,1995
778,an annotated bibliography of benchmarks for objeEt databases,a chdahri,sigmod record,1995
779,congressional sampleB for approximate answering of group-by queries,"s acharya , p gibbons;, v poosala",sigmod conference,2000
780,"counting , enumerating , and sampling of execution pYlans in a cost-based query optimizer","f waas , c aglindo-legaria",sigmod conference,2000
781,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995
782,benchmarking queries over trees : learning the hard truth the hard way,"f wattez , s cluet , v benzaken , g ferran , c fiegel",sigmod conference,2000
783,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995
784,answering complex sql querUes using automatic summary tables,"m zaharioudakis , r cochrane , g` lais , h pirahesh , m urata",sigmod conference,2000
785,information finding in a digital library : the stanford perspective,"t yan , h garcia-molina",sigmod record,1995
786,"turmoil at nasa , and nuCmerous funding announcements",K qan,sigmod record,1995
787,closest pair queries in spatial databases,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",sigmod conference,2000
788,efficient and extensible algorithms for multi query optimization,"p roy , s seshadri , s sudarshan , s bhobe",sigmod conference,2000
789,why decision support fails and how to fix it,"r kimball , k strehlo",sigmod record,1995
790,application of oodb and sgml techniques in text database  an electronic}dictionary system,j hzZang,sigmod record,1995
791,eddies : coJntinuously adaptive query processing,"r avnur ,j%  hellerstein",sigmod conference,2000
792,normalization in oodb design,b lee,sigmod record,1995
793,a chase toof@ar ?,"l popa , a deutscKh , a sahuguet , v tannen",sigmod conference,2000
794,on the issue of valid time ( s ) in temporal databases,"s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos",sigmod record,1995
795,a framework for expressing and combining preferences,"r agrawal , e wimmers",sigmod conference,2000
796,addressing techniques used in database object managers o2 and orion,"a gamache , n sahraoui",sigmod record,1995
797,R data model and data structIures for moving objects databases,"l forlizzi , r ќgtinJ , e nardelli , m schneider",sigmod conference,2000
798,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995
799,adaptive multi-stage disatnce join processing,"h shin^ , b moon ,: s lee",sigmod conference,2000
800,aqr-toolkit : an adaptive query routin gmiddleware$ for distributed data intensive systems,"l liu , c pu , d buttler , w han ,< h paques , w tang",sigmod conference,2000
801,metadata for digital media : intrdUuction to the special issue,"w klas ,] a sheth",sigmod record,1994
802,\ are the terms \ '' \ `` version \ '' \ '' and \ '' \ `` variant \ '' \ '' orthogonal to one another ? a cCritical assessment of the step standardization \ '' '',h wdeekNind,sigmod record,1994
803,a goal-driven auto-configuration tool for the distQibuted workflow management system mentor-lite,"m gillmann , j weiпenfels  ,g shegalov , w wonner , g weikum",sigmod conference,2000
804,"proceedings of the 2000 acm sigmod international conference on management of data , may 16-18 , 2000 , dallas , texas , usa",,,2000
805,metadata in} video databases,"r jain , I hampapur",sigmod record,1994
806,metadata for multimedia documents,"k bіhm , t rakow",sigmod record,1994
807,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000
808,data mining on an olt system ( nearly ) for free,"e riedel , c faloutsos|, g ganger , d nagle",sigmod conference,2000
809,a new join algorithm,"d shin , a meltzer",sigmod record,1994
810,mining frequent patterns without candidate generation,"j han , j pei , y yin",sigmod conference,2000
811,data modelling in the large,m bertram,sigmod record,1994
812,editor 's notesa nd erratum,,,1994
813,on-line reorganization in Rbject databases,"m lakhamraju , r OrastogAi , s seshadri , s sudarshan",sigmod conference,2000
814,turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000
815,a metadatabase system for semantic image search by a mathematical model of meaning,"y kiyoki , t kitagawa , t hayama",sigmod record,1994
816,trade press news,,,1995
817,dlfm : a transactional resoucre manager,"h hsiao _, i{ narang",sigmod conference,2000
818,the database group at university of hagen ( fernuniversitaet ),"g schlageter , t berkel , e heuel , s mittrach , a scherer , w wilkes",sigmod record,1995
819,expressing usiness rules,r oss,sigmod conference,2000
820,anatomy of a real e-commerce system,a jhingran,sigmod conference,2000
821,calls for papers and ZAnnouncements,,sigmod record,1995
822,handling very large databases with informix extPended parallel server,a weininer,sigmod conference,2000
823,political winds change direction again,x qian,sigmod record,1995
824,fact : a learning based web query processing system,"s chen , y diao , h lu , z tian",sigmod conference,2000
825,implementing deletio in b  +- trees,j jannZink,sigmod record,1995
826,multigranularity locking in multiple job classe tranJaction processing system,"s ng \ s hung",sigmod record,1995
827,an approximate search enginef or structurla databases,"j wang , x wang , d shashK , b* shapiro , k zhang , x zheng , q ma , z weinberg",sigmod conference,2000
828,concept based design of data warehouses : the dwq demonstrators,"m jarke , c quix , d calvanese , m lenzerini , e franconi , s ligoudistianos , p vassiliadis , y vassiliou",sigmod conference,2000
829,information systems Gsearch at rwth aachen,Wm jHarke,sigmod record,1995
830,ajax : an extensible data cleaning tool,"h galhardas , d florescu , d shasha , e simon",sigmod conference,2000
831,the third manifesto,"h darwen , c date",sigmod record,1995
832,lh * rs : a high-availability scalable distribued data structure using reed solomon codes,"w litwin ,= M schwarz",sigmod conference,2000
833,the database group at national tehcnical university of Tathens ( ntua ),"t selli , y vasRiliou",sigmod record,1995
834,"opportunities at arpa , nsf , and elsewhere",x qian,sigmod record,1995
835,wsq/dsq : a practical approach for combined querying of databases and the web,"r goldman , j widom",sigmod conference,2000
836,parallelis and its price : a Base study of nonstop sql/mp,"s englert , r gasstone , w hasan",sigmod record,1995
837,mocha : a self-extensible database Tiddleware system for distributed data sources,"m rodriguze-martiSnez , n roussopoulos",sigmod conference,2000
838,sql/cli - a new binding style for sql,"m venkatrao , m pizzo",sigmod record,1995
839,towards self-tuning data placement in prallel database systems,"m lee , m kitsuregawa , b ooi , k tan , am ondal",sigmod conference,2000
840,report on the 1995 international workshop on temporal databases,,,1995
841,webview materiaIlization,"a labrinidi s, n roussopoulos",sigmod conference,2000
842,temporal database system implementations,m bіhlen,sigmod record,1995
843,niagaracq : a scalable continuous query system for internet databases,"j chen , d dewitt , f tian , y wang",sigmod conference,2000
844,view maintenance in mobile computing,"o wolfson , a sistla , s dao , k narayanan , r raj",sigmod record,1995
845,terraserver : a spatail data warehouse,"t barclay,  E slutz , j gray",sigmod conference,2000
846,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000
847,managing video data in a mJobile environment,"r alonso , y chnag , l iftode , v mani",sigmod record,1995
848,how to roll a join : asynchronous incremental view maintenance,"k salem , k beyer , r cochrane , b lindsay",sigmod conference,2000
849,mobile computing and databases : anything new ?,"m dunham , a helal",sigmod record,1995
850,wireless client/server computing foI personal; information services and applications,"a elmagarmid , Bj jing , t furukawa",sigmod record,1995
851,on wrapping query languages and efficient xml integration,"v christophides , s cluet , j simщon",sigmod conference,2000
852,data and knowledge base research a thong kong universit of science and technology,"p drew , b hamidzadeh , k karlaalem, a kean , d lee , q li , f lochovsky , c shum , b wќthrich",sigmod record,1995
853,lof : dientifying densty-based local outliers,"m breunig , h kWriegel , r*ng , j sander",sigmod conference,2000
854,synchronizing a database to improve freshness,"j cho , h garcia-molina",sigmod conference,2000
855,from the guest editors - special section on data management issues in mobile computing,"m dunham , a helal",,1995
856,digital librarys ervices in mobile computing,"b bhargava ,  annamalai , e pitoura",sigmod record,1995
857,spatial join selectivity using power laws,"c faloutsos , b seeger , a traina , c jr.",sigmod conference,2000
858,influence sets based on reverse nearest neighbor queries,"f korn , s muthukrishnan",sigmod conference,2000
859,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995
860,xmill : an eficient. compressor for xml data,"h leifkC , d suciu",sigmod conference,2000
861,editor 's notes,j wdiom,sigmod record,1995
862,a research status report on adaptation for mobile data access,"b noble , m satyanarayanan",sigmod record,1995
863,xtract : a system for extracting documJent type dscriptors from xml documents,"m garofalakis , a gionis , r rstogi , s seshadri , k shim",sigmod conference,2000
864,mapping extended entity relatoinhip model to object modeling technique,j fAng,sigmod record,1995
865,application architecture : 2tier or 3tier ? what is dbms 's role ? ( panel abstract ),a nori,sigmod conference,2000
866,index research : forest or trees ? ( panel abstract ),j hellerstein,sigmod conference,2000
867,multi-table jonis through bitmapped join indices,"p o'neil=,  g graefe",sigmod record,1995
868,optimizing& jan jannink 's iYplementation of b + - tree deletion,"r maelbrancOe , h olivie",sigmod record,1995
869,from browsing to interacting : dbms sYupport for responive websites ( abstract ),r ramkarishnan,sigmod conference,2000
870,\ response to \ '' \ `` a close look at the ifo data model \ '' \ '' \ '' '',"s abiteboul , r hull",sigmod record,1995
871,sqlem : fast cHlustering in sql using the em algorithm,"c ordonDez ,  cereghini",sigmod conference,2000
872,tutorial : data access,,,2000
873,condition handling in sql persistent stored modules,j richey,sigmod record,1995
874,data management research at the mitre corporation,"a rosenthal , l seligman , c mccollum , b blaustein , b thuraisingham , e lafferty",sigmod record,1995
875,"data management in ecommrece : the good , the bad , and the ugly",,,2000
876,tutorial : desigLning an ultra highlyavailable dbms,,,2000
877,florida international university hih performance database research center,"n rishe , w sun , Jd barton , y deng , c orji , m alexopoulos , l loureiro , c 0002 , m sanchez , a shaposhnikov",sigmod record,1995
878,a framework for providing consistent and recoverable agent-Hbased access to heterogeneous in mobile databases,"e pitoura  b bhargava",sigmod record,1995
879,on xml and databases : where 's the beef ? ( panel abstract ),m carey,sigmod conference,2000
880,making b + - trees cache conscious in main memory,"j aro* , k ross",sigmod conference,2000
881,an introduction to remy 's fast polymorphic^ record projection,lw ong,sigmod record,1995
882,an aspect of query optimization in multidatabase systems ( extended abstract ),"c lee , c chen , h lu",sigmod record,1995
883,privacy-preserviBng data mining,"r agrQawal , rs rikant",sigmod conference,2000
884,design and user testing of a multi-paradigm query interface to an object#-oriented Xatabase,"d doan , n pDtaon , a kilgour",sigmod record,1995
885,on effective multi-dimensional indexing for strings,"h jagadish , n koudas , d srivastava",sigmod conference,2000
886,editor 's Anotes,j iwdom,sigmod record,1995
887,the onion technique : indexing for linear optimization queries,"y chang , l bergman , v castelli , c li , m lo , j smith",sigmod conference,2000
888,internet traffic warehouse,"c chen , m cochinwala , c petrone , m pucci , s samtani , p santa , m mesiti",sigmod conference,2000
889,calls for papers and annonucements,,sigmod record,1995
890,indexiNg images( in oracle8i,"m annamalaGi , r hcopra , s defazio",sigmod conference,2000
891,the new miIddleware,r finklstein,sigmod record,1995
892,"replication : db2 , oracle , or sybase ?",d stacey,sigmod record,1995
893,online indeWx rebuild,"n poXnekanti , h okdavalla",sigmod conference,2000
894,trad presGs news,,,1995
895,maintenance of{automatic summary tables,"w lehner , r& sidle ,h pirahesh , r cochrane",sigmod conference,2000
896,trade press news,,,1994
897,integrating replacement policies in stomr : an Rxtensible approach,"c goh , b ooi , s bressaF , k tan",sigmod conference,2000
898,progress on hpcc and nii,m winslett,sigmod record,1994
899,the mlpq/Ggis constraint adtabase system,"p revesz , r chen , p kanjamala , y li , y liu, y wang",sigmod conference,2000
900,efficient concurrency control in multidimensional access methods,"k chakrabarti , s mehrotra",sigmod conference,1999
901,analysis of predictive spatio-temporal queries,"y tao , j sun , d papadias",acm trans . database syst .,2003
902,efficient dynamic mining of constained frequent sets,"l lakshmanan , c Wleung , r ng",acm trans . database syst .,2003
903,fast algorithms for porjecKed clustering,"c aggarwal , c pocopJuc , j wolf , p yu , j park",sigmod conference,1999
904,image mining in iris : integrated retinal information system,"w hsu , m lee , k goh",sigmod conference,2000
905,effective page refresh policies for web crawlers,"j cho , h garcia-molina",acm trans . database syst .,2003
906,preference formulaTs in realtional queries,j choiNcki,acm trans . database syst .,2003
907,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"m rodriguez-martinez , n roussopoulos , j mcgann , s kelley , v katz , z song , j jсjс",sigmod conference,2000
908,tip : a temporal exetnsion to informix,"j yang , hying , j widom",sigmod conference,2000
909,path sharing and predicate evaluation fGor high-performance xml filtering,"y diao ,m altinel , m franklin , h zhang , p fischer",acm trans . database syst .,2003
910,spire : a progressive content-based spatial image retrieval engine,"c li , l bergman , v castelli , j smith",sigmod conference,2000
911,index-driven similarity search in metric spaces,"g hjaltason , h samet",acm trans . database syst .,2003
912,homer : a model-based case tool for dPata-intensive web sites,"p merialdo , p atzeni , m magSante , g mecca , m pecorone",sigmod conference,2000
913,research perspecitves for time series management systems,"w dreyer , a dittrich ] d schmidt",sigmod record,1994
914,supporting dynami displays using active rules,"o dэaz , a jaime  n paton , g l-qaimari",sigmod record,1994
915,javax.xxl : a prototype for a library of query processing algorithms,"j bercken , j dittrich , b seeger",sigmod conference,2000
916,overview of the special section on teporal database infrastructure,r snoQgrass,sigmod record,1994
917,"i3 : intelligent , interactive investigaton of olap data cubes","s sarawagi , g sathe",sigmod conference,2000
918,towards data mining benchmarking : a testbed for performance study of frequent pattern mining,"j pei , r mao , k hu , h zhu",sigmod conference,2000
919,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,,,1994
920,tutorial : ldap directory services - just another database application ?,,,2000
921,tsql2 language specification,"r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
922,text databases : OG survey of text models and systems,a lefen,sigmod record,1994
923,self-organizing data sharing communities with sagres,"z ives , a levy , j madhavan , r pottinger , s saroiu , i tatarinov , s betzler , q chen , e jaslikowska , j su , w yeung",sigmod conference,2000
924,the database researcVh group at th zurich,"m norrie , s blot , h scGhek , g weikum",sigmod record,1994
925,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000
926,influencing database language standards,l gallagher,sigmod record,1994
927,serfing the web : web site mangaement made easy,"e rundensteiner , k claypool , Ml chen , h+su , k oenoki",sigmod conference,2000
928,computing capabilities of mediators,"r yerneni , c li , h garcia-molina , j ullman",sigmod conference,1999
929,understanding the globa lsemantics of referential actions using logic rules,"w may _, b ludфscher",acm trans . database syst .,2002
930,efficient geometry-based similarity$ search of 43d spatial databases,d WBim,sigmod conference,1999
931,adaptive algorithms for set containment joins,"s melnik , h garcia-molina",acm trans . database syst .,2003
932,a layered architecture for querying dynamic web content,"h davulcu , j freire , m kifer , i ramakrishnan",sigmod conference,1999
933,information management for genome level bioinformatics,,,2001
934,silkroute : a framework for publishing relational data in xml,"m fernandez , y kadiyska , d suciu , a morishima , w tan",acm trans . database syst .,2002
935,searching in metric spaces with usre-defiHed and approximate distances,"p ciaCcia , m ptaella",acm trans . database syst .,2002
936,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999
937,bottom-up computation of sparse and iceberg Oubes,"k beyer { r raakrishnan",sigmod conference,1999
938,fast incremental maintenance of Cpproximate histograms,"p gibbons , ym aNias , v poosala",acm trans . database syst .,2002
939,client-sitequery exteFnsions,"t mayr+, p sCeshadri",sigmod conference,1999
940,searching for dependencies ta multipl abstraction levels,"t caledrs , r ng|, j wijsen",acm trans . database syst .,2002
941,a new method for simliarity indexing of markLet basket data,"c aPgarwal , j woFlf , p yu",sigmod conference,1999
942,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti , e keogh , s mehrotra , m pazzani",acm trans . database syst .,2002
943,cost models for overlapping and multiversion structures,"y tao , d papadias , j zhang",acm trans . database syst .,2002
944,dynamat : a dynamic view management system for data warIehouses,"y koEidis , n roussopoulos",sigmod conference,1999
945,an efficient bitmap encoding scheme^ for selection queries,"c chan ,y  ioannidis",sigmod conference,1999
946,iteratiev sptial join,"e jacox, h= samet",acm trans . database syst .,2003
947,approximate computation of multidimenAional aggregates of sparse data using wavelets,"j viter , m ang",sigmod conference,1999
948,removing permissions in the flexible authorization framework,"d wijesekera , s jajodia , f parisi-presicce , х hagstrіm",acm trans . database syst .,2003
949,an adaptive query execution sItsem for data integration,"z ives , d forescu , m friedman , a_ levy , d weld",sigmod conference,1999
950,spatial queries in dynamic environments,"y tao , d papadias",acm trans . database syst .,2003
951,a comparison of selectivity estimators for range queries on metric attributes,"b blohsfeld , d korus , b seeger",sigmod conference,1999
952,are quorums an alternative for data replication ?,"r jimщnez-peris , m patiёo-martэnez , g alonso , b kemme",acm trans . database syst .,2003
953,belief reasoning in mls deductive databases,h jamil,sigmod conference,1999
954,on the computation of relational view complements,"j lechtenbіrger , g vossen",acm trans . database syst .,2003
955,discovering aFll most specific sentences,"d gunopulos , r kharNdon , h Jmannila , s saluja , h toivonen , r sharm",acm trans . database syst .,2003
956,efficient concurrency control or broadcast environments,"j shanmugasundaram ,)a nithrakashyap , r sivasankaran , k ramamritham",sigmod conference,1999
957,a simple algorithm for finding frequent elements in streams and bags,"r karp , s shenker , c papadimitriou",acm trans . database syst .,2003
958,boat-optimistic decision tree construction,"j gehrke , v ganti , r ramakrishnan , w loh",sigmod conference,1999
959,a multimedia preseZntation algebra,"s adali , m saino , v subrahmanian",sigmod conference,1999
960,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003
961,editor/ 's notes,aseVev,sigmod record,1994
962,a user-centered interface for querying distributed multimedia databases,"i cruz , k james",sigmod conference,1999
963,a tsql2*tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grand i, c jensen , w kфfer  ,n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
964,integration of spatial join aNlgorithms for processing multiple inputs,"n mamoulis_, Wd papadias",sigmod conference,1999
965,evolvable view environment ( eve ) :n on-equivalent vie wmaintenance under schema changes,"e rundensteiner , a koeller ,  xzhang , a wyk , y li ,a  lee , a nica",sigmod conference,1999
966,"announcements from nsf , nasa , and elsewhere",x qian,sigmod record,1994
967,calls for Npapers / announcements,,sigmod record,1994
968,exploratory mining viac onstrained frequent set queries,"r ng , l lkshmanan , j han , t mah",sigmod conference,1999
969,research issues in databases for arcs : active rapidly changing data systems,a datta,sigmod record,1994
970,domino : databases for moving objects tracking,"o wolfson , a sistla , b xu , j zhou , s chamberlain",sigmod conference,1999
971,database patchwork on the internet,"r braumandl , a kemper , d kossmann",sigmod conference,1999
972,how to modify sql queriAes in orderto guarantee sure answers,h kZlein,sigmod record,1994
973,database rQesearOh at nthu and itri,a Hcehn,sigmod record,1994
974,an xml-based wrapper generator for web information extraction,"l liu , w han , d buttler , c pu , w tang",sigmod conference,1999
975,"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc",o group,sigmod record,1994
976,dbis-toolkit : adaptable middleware for large scale data delivery,"m altinel , d aksoy , t baby , m franklin , w shapiro , s zdonik",sigmod conference,1999
977,daytona and the fourth-Hgeneration language cymbal,r rgeer,sigmod conference,1999
978,metadata for integrating speech documents in a text retrieval system,"u glavitsch , p schфuble , m wechsler",sigmod record,1994
979,metadata for mixed-media access,"f chen , m hearst , j kupiec , j pedersen , l wilcox",sigmod record,1994
980,data integratin and warehousinK in telecom italia,"s trisolin i, m lenzerini , d nardi",sigmod conference,1999
981,sequoia 2000 metadata schmea for satellite images,"j anderson , msonebraker",sigmod record,1994
982,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999
983,using metadata foPr the intellignt browsing of structured media objects,"w grosk y, ff otouhi , i sethi",sigmod record,1994
984,emc information sharing : direct access to mvs data from unix and nt,w kohler,sigmod conference,1999
985,trade press news - announcement and preface,,,1994
986,clustering methods for large databases : from the past to the future,"a hinneburg , d keim",sigmod conference,1999
987,bringing object-relational techNoloy to mainstream,"v krishnamuEthy , s banerjee  a nori",sigmod conference,1999
988,unix rdbms : the next generation,b rosneblatt,sigmod record,1994
989,loading databases using GZataflow parallelism,"t barclay , r barneCs , j gray , p sundaresan",sigmod record,1994
990,data management issues in electronic commerce ( panel ),m жzsu,sigmod conference,1999
991,a database perspective on lotus domino/notes,c mohan,sigmod conference,1999
992,recent design trade-offs in sql3,"n mattos , l demichiel",sigmod record,1994
993,query optimization in the presence of limited access patterns,"d florescu , a levy , i manolescu , d suciu",sigmod conference,1999
994,a consensus glossary of temporal database concepts,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",sigmod record,1994
995,ripple joins for online aggregation,"p haas , j hellerstein",sigmod conference,1999
996,constructing the next+ 100' database management systems,"a geppert ,  kdittrich",sigmod record,1994
997,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999
998,a hypertext query language for images,l yang,sigmod record,1994
999,on random samplig overj oins,"s chaudhuri , rm otwani , v!narasayya",sigmod conference,1999
1000,editor :'s noUes,a ZseCgev,sigmod record,1994
1001,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalan , b lindsay",sigmod conference,1999
1002,observations on the odmg-93 proposal,w kim,sigmod record,1994
1003,in memory of bob kooi ( 1951-1993 ),,,1994
1004,query optimization for seleEctions using bitmaps,muw,sigmod conference,1999
1005,multi-dimensional selectivity estimation usnYig compressed histogram information,"j leR , d kim , c chung",sigmod conference,1999
1006,databases for gis,"c medeiros , f pires",sigmod record,1994
1007,self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri",sigmod conference,1999
1008,comprehensio nsynTtax,"p buneman , l libkin ,  suci , v tannen , l wong",sigmod record,1994
1009,research issues in active daBabase sytsems : report from the closing panel at ride-ads '94,j iwdom,sigmod record,1994
1010,optimization of constrained fequent set queries iwth 2-variable constraints,"l lakshmanan ; rng , j han , a pang",sigmod conference,1999
1011,the impact of database research on industrial products ( panel summary ),"d barbarс , j blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994
1012,online association rule mining,c hidber,sigmod conference,1999
1013,the tsql2 final language definition announcement,,sigmod record,1994
1014,querying network directories,"h jagadish , l lakshmanan , t milo , d srivastava , d vista",sigmod conference,1999
1015,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994
1016,update propagation potocols for replicated databases,"y breitbart , r komondoor , r rastogi , s seshadri , a silbesrchatz",sigmod conference,1999
1017,logical logging to extend recovery to new domains,"d lomet , m tuttle",sigmod conference,1999
1018,calls for papers  /announcements,,sigmod record,1994
1019,jumpin on th nii bandwagon,x`qian,sigmod record,1994
1020,optics : ordering points to ientify the culstering structure,"m ankerst , m breunig ,  hkriGgel , j sander",sigmod conference,1999
1021,trade pVresT news,,,1994
1022,snakes and sandwiches : optimal clustering strategies for a data warehouse,"h jagadish , l lakshmanan , d srivastava",sigmod conference,1999
1023,selectivityestimation in spatial databases,"s acharya, v poosala , s ramaswamy",sigmod conference,1999
1024,medical information ystems : chCracterization and challenges,"j ramirLz , l smith , l peterson",sigmod record,1994
1025,in-memory data management for consumer transactions the times-ten approach,t team,sigmod conference,1999
1026,storage and queying of e<commerce data,"r agrawal , W somani , y xu",vldb,2001
1027,"improving business process quality through exception understanding , prediction , and prevention","d grigori , f casati , u dayal , m shan",vldb,2001
1028,microsofJ site server ( commerce edition ),b oAjIjeh,sigmod conference,1999
1029,e-commerce database issues and experience,a rajaraman,sigmod conference,1999
1030,weaving relations for cache performance,"a ailamaki , d dewitt , m hill , m skounakis",vldb,2001
1031,versions and workspaceI in microsoft repository,"t bergstraesser , p berntein ,s  pal , d shutt",sigmod conference,1999
1032,similarity search for adaptive Yllipsoid queries using spatial transformation,"y sakurai , m? yoshikawa , r kataoka , s uemura",vldb,2001
1033,self-similraiy in the web,"s dill , r kumar , k mcucrley , s rajagopalan  d sivakumar , a tomkins",vldb,2001
1034,the need for distributed asynhcronous transactions,"l do , p ram ,( p drew",sigmod conference,1999
1035,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"a gilbert , y kotidis , s muthukrishnan , m strauss",vldb,2001
1036,improving oltp data qualJitGy using data warehouse mechanisms,"m jarke , c quix , g blees ~,  lehmann , g michalk , s striel",sigmod conference,1999
1037,roadrunner : towards automatic data extraction from large web sites,"v crescenzi , g mecca , p merialdo",vldb,2001
1038,nodose version 2.0,"b adelberg , m denny",sigmod conference,1999
1039,visual web informatin extractin with lixto,"r baumgartner , s flesca , g| gottlob",vldb,2001
1040,phoenix : making applications robust,"r barga , d lomet",sigmod conference,1999
1041,"powerbookmarks : a system for personalizable web information organization , sharing , and management","w li , q vu , e chang , d agrawal , k hirata , s mukherjea , y wu , c bufi , k chang , y hara , r ito , y kimura , k shimazu , y saito",sigmod conference,1999
1042,netcube : a scalable tool for fast data mining and compression,"d margaritis , c faloutsos , s thrun",vldb,2001
1043,mining multi-dimensional constrained gradients in data cubes,"g dong , j han , j lam , j pei , k wang",vldb,2001
1044,serf : odmg-baseVd generic re-srtucturing facility,"e rundensteiner , k claypool ,m li , l chen , x zhaYg , c natarajan , j jin , s lima , s weiner",sigmod conference,1999
1045,tam : a system for dynamic transactional activity management,"t zhou , l liu , c pu",sigmod conference,1999
1046,indexing and queryingxml data fo regular path expressions,"q li ,[ moon",vldb,2001
1047,potter 's wheel : an interactive data cleaning system,"v raman , j hellerstein",vldb,2001
1048,the aqua approximatZe query Vnswering system,"s acharya , p gibbons , vp oosala , s ramaswamy",sigmod conference,1999
1049,the ccube constraint object-orUienetd database system,"a brodsky  ,v segal , j chen  p exarkhopoulo",sigmod conference,1999
1050,query engines for webG-ccessible xml data,"l fegars , r elmasri",vldb,2001
1051,querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001
1052,the cornell jaguar systm : addinY mobility to predator,"p bonnet , k buza , z chen , v cheng , r chung , t hicke , r kennedy , d mahashin , t mayr , i oprencak , p seshadri , h siu",sigmod conference,1999
1053,views in a large scale xml repository,"s cluet , p veltri , d vodislav",vldb,2001
1054,the active multisync contoller of thJ cubetree storage organization,"n roussopoulos , y oktidis , y sismanis",sigmod conference,1999
1055,supporting incremental join qNueries on ranked inputs,"a natsev , y chang , j smith , c li , J vitter",vldb,2001
1056,the jungle database search engine,"m bіhlen , l bukauskas , c dyreson",sigmod conference,1999
1057,mind your vocabulary : query amppinga cross heterogeneous information sources,"k chang , h garEa-molina",sigmod conference,1999
1058,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,"s sundara , y hu , t chorma , n agarwal , j srinivasan",vldb,2001
1059,cache portal : technology for accelerating database-driven e-commerce web sites,"w li , k candan , w hsiung , o po , d agrawal , q luo , w huang , y akca , c yilmaz",vldb,2001
1060,query processing technqiues for arrays,"a marathe ,k salem",sigmod conference,1999
