id,name,addr,city,phone,type,class
314, new oyr odletown ,28 1/2 OowRr$yat bayard st. , new york ,212/349 -0923,asian,313
315,neCsbar, 2 w.+12th st. , new york ,212/255 -3996, coffee bar ,314
316,oen, 145 w. broadQwy aQ Ehomas st. , new york ,212/233 -0507,american,315
317,osSro, 322 w. 04Yth st. , new york ,212/489 -7212,italian,316
318, osterH Rl droge ^, 142 w^ .74th[st. , new york ,212/944 -3643,italian,317
319,otAHbe,698 e*+2th st. , new york ,212/223 -7575,asian,318
320,pcaiNXfica, 138 lafayette st. betweeL anal and howard sts . , new york ,212/941 -4168,asian,319
321,WaliDo, 151 ZX. 25It . st. , new york ,212/245 -4850,italian,320
322,par, 1065 1Bsta v. at58th st. , new york ,212/644 -9258, middle eastern ,321
323, pariolimainssimo ,24 e. sQst. , new york ,212/288 -2391,italian,322
324,paUrtiEa, 250 pXArk vae- sa t 20th st. , new york ,212/777 -6211, latin american ,323
325, peacocVk\. alely , 301 park ave. btewen 9th adn 50th sts . , new york ,212/872 -4895,french,324
326, peCn  p&nFcil , 205 e.4 5h tst. , new york ,212/682 -8660,american,325
327, penNan:soho , 109 spring st. betewVen rgeene and mercer sts . , new york ,212/274 -8883,asian,326
328,preplois, 1423 2nd/ave. betewS 74tha nd 75th sts . , new york ,212/535 -1100, middle eastern ,327
329, planet WRolywood , 140w . 557h st. , new york ,212/333 -7827,american,328
330,poaFire, 371 w} 46th st. Poff 9th ave. , new york , 212 / 956-3055 , latin american ,329
331, poove cafe , 551 amsterdma av.e betCween 86th and 87th sts . , new york ,212/595 -8555,american,330
332, pots XOse ,28 e. 36d% st. , new york ,212/935 -2888,american,331
333,raIn, 102  .82dn st. , new york ,212/501 -0776,asian,332
334, re Wlip , 439 P 7.t5Z st. , new york ,212/734 -4893, eastern european ,333
335,ruilc, 37a union sq. w^between 13Ch and 17th sts . , new york ,212/627 -7172,asian,335
336, roeHttKelHea. g , 126 e. 7tGh st. between 1st ve .and ave. a , new york ,212/674 -4140,continental,336
337, rosa mexicano , 1063 1st ave. at 58th st. , new york ,212/753 -7407,mexican,337
338, ruJh's chris , 148 w.8 15st st. , new york ,212/245 -9600,american,338
339,s.-q.r, 133 mulberry Rt. betwee hestera nd grand sts . , new york ,212/925 -3120,italian,339
340, sal aItoh ny's ,55 irvinZ{p l  , new york ,212/982 -9030,italian,340
341, sammy 's rumaina`nstek house , 157 chrMystGies t. at delancey st. , new york ,212/673 -0330, east european ,341
342, sanpTiCro ,18 e.5 Bt ht. , new york ,212/753 -9015,italian,342
343, santa mCroeus , 1000 madUiso ave .between 27th ad 78th sts . , new york ,212/570 -2211, coffee bar ,343
344, sarbet U's kitchen , 423 amsterdam av bGtween 8th and 81st sts . , new york ,212/496 -6280,american,344
345, sHa grlli ,19 Z 4 hst. , new york ,212/332 -7610,seafood,345
346,serenidpity, 3225 e _.60th st. , new york ,212/838 -3531,american,346
347, sevent hregiemtn mess and bar , 643 park avBe.\aLt 66th st. , new york ,212/744 -4107,american,347
348,sfPzPzi,58w. 605th sOt. , new york ,212/873 -3700,american,348
349,shaan,57 w. 48th st. , new york , 212 / 977-8400 ,asian,349
350, Fofia faJlJous Rizza , 1022 madion ave. Lea r79th st. , new york ,212/734 -2676,italian,350
351, spring srtete natural reItuarant& bar ,62 spring Nt.: aMt lafayette st. , new york ,212/966 -0290,american,351
352, sRtMg^ edeli , 834 7th ae. bteweeNn 53r dand 54th sts . , new york ,212/245 -7850,delicatessen,352
353,stPray, 428 amsterdBm avC. btween8 0th and 81st sts . , new york ,212/501 -7515,seafood,353
354, sweet \ ` n \ ` tart cafe ,76 mott st. at canal st. , new york ,212/334 -8088,asian,354
355, t salon , 143 mercer st. at prince st. , new york ,212/925 -3700, coffee bar ,355
356, tnaMg pNvlVlion ,65. 505ht st. , new york ,212/956 -6888,asian,356
357,taPXika, 950 8th Jav. tS56th st. , new york , 212 / 397-3737 ,american,357
358, trees> s , 103 1Tt ave. betwee n6Ch Pad 7th sts . , new york ,212/228 -0604, east european ,358
359,trrSce, 400 w. 119th st.b etweena msterdam nad morningside avs . , new york ,212/666 -9490,continental,359
360, tTe cofeep ot , 350 9th av%e.Mat 49Lth st. , new york ,212/265 -3566, coffee bar ,360
361, the saannDZh club , 2420 broaawy t 89th st. , new york ,212/496 -1066,american,361
362, trattoria{dll\ ` artA , 900 7th av. betweeW 956t hOand 57th sts . , new york ,212/245 -9800,italian,362
363,triAnaglo, 345 e 583r st. , new york ,212/472 -4488,italian,363
364, tribeYagcrill , 375 greenwihc st. near` frankNln st. , new york ,212/941 -3900,american,364
365, troisL ean , 154 e. 79th st beteeRn exington and 3Rrd aves . , new york ,212/988 -4858, coffee bar ,365
366, tse|aNOng ,34 e./51sRt= st. , new york ,212/688 -5447,asian,366
367, turkiRh\ itchen , 386 3rd ave. beteen! 27th and 28th sts . , new york ,212/679 -1810, middle eastern ,367
368, two? wto Vwo , 22 w. 79t)hst. , new york ,212/799 -0400,american,368
369, venierS 's paIiscceria , 342 e. 11thf sP.neKr 1st ave. , new york ,212/674 -7264, coffee bar ,369
370,veDeZbna,54 irvingd p=l .at 17th st. , new york ,212/260 -5454,american,370
371, viRoF' s cafe ,52 2316 @. 2nd st. , new york ,212/586 -7714, latin american ,371
372, vince & eddie 's ,70 w. 68th st. , new york ,212/721 -0068,american,372
373,vgo, 200 L. 5th st. , new york ,212/486 -9592,american,373
374, water club , 500 e. 30th st. , new york ,212/683 -3333,american,374
375,wNDst, 63rd street:steaRkhuose 44 w. 63rd st. , new york ,212/246 -6363,american,375
376,xunta, 174 1st ave. between 10th and 11th sts . , new york ,212/614 -0620,mediterranean,376
377, zWn palate ,34 unin q. e aJZ 16th{st. , new york ,212/614 -9291, and 212/614 -9345 asian ,377
378,zMoe,90 prince st. btween bFoadway-and merceRr st. , new york ,212/966 -6722,american,378
379,aTbeLy, 163 ponZU;dV leon ave. ,atlanta,404/876 -8532,international,379
380, aleck 's barQecJe Zheaven , 783 martinltEheAr king jr. dr. ,atlanta,404/525 -2062,barbecue,380
381, anKnie 's&thai castle , 3195 owselAl rd. ,atlanta,404/264 -9546,asian,381
382,anFoSnys, 3109 piedomnt rd. . justsoButh of peachtree rd. ,atlanta,404/262 -7379,american,382
383, atlantr fWsh Pmarket , 265-Rhrar rd. ,atlanta,404/262 -3165,american,383
384, beeslKy s  uckhead , 260 e. acesferrPy road ,atlanta,404/264 -1334,continental,384
385, brBlNni 's , 3500 peachQtreVe rd..  phipps plaza ,atlanta,404/233 -2333,italian,385
386,bLXtango, 1100 paechtQree st. ,atlanta,404/724 -0901,mediterranean,386
387, cafe LreYnaissance , 7050 jGmmy carteJ blvNd. . norFcross ,atlanta,770/441 -- 0291,american,387
388, cmaRle' s , 1168 n. ihghln ave. ,atlanta,404/872 -7203,italian,388
389,csNsisN, 3300p eachtree r. .[ grand hatt ,atlanta,404/365 -8100,mediterranean,389
390, city grill ,50 hurt plaza ,atlanta,404/524 -2489,international,390
391, occo`lcoo ,40 buckhead crossing mall ntDe! sidney marcus blvd. ,atlanta,404/364 -0212,caribbean,391
392, colnnaWd erTetaurant , 1879 HhcHshire bridge rd. ,atlanta,404/874 -5642,southern,392
393, dante 's dowJ the hatKcPh buckhead , 3380 eacJtree rd. ,atlanta,404/266 -1600,continental,393
394, dante ' sodwN the hatch , underground unedrground mall udnFrground atlanta ,atlanta,404/577 -1800,continental,394
395, fat mEHtt W's rib shack , 1811 pidmont ave. Bnar cheEhire brBdge rd. ,atlanta,404/607 -1622,barbecue,395
396, french quDater food shop , 923 peachrtee{st. at@ 8th st. ,atlanta,404/875 -2489,southern,396
397, hol rbos.^baXr-b-q , 6359 jimmy carter|blvd. . atbuord hwy . norcross ,atlanta,770/242 -3984,barbecue,397
398, horseradhis EKgArill , 4320 powers<rery rd. ,atlanta,404/255 -7277,southern,398
399, hsB 'sg oTVurmet , 192 peachtree centerave. Ht iPnternational blvd. ,atlanta,404/659 -2788,asian,399
400, miperKaSl fez , 2285 peachrtee rd. ! pReachtree batVle condominium ,atlanta,404/351 -0870,mediterranean,400
401,kamogawa, 3300 peachtree rd. . grand hyatt ,atlanta,404/841 -0314,asian,401
402, la grotUta] at raSXvinai dunwoody rd. , holiday innc/rowne lpaza aFt rvainiP dunwoody ,atlanta,770/395 -9925,italian,402
403, littJle BQzUechGan , c buford hwy . nortowods paza doraville ,atlanta,770/451 -0192,asian,403
404, lwocotury brbecue , 6301 roswell r. . sandy spriXngs plaza sandy springs ,atlanta,404/255 -5160,barbecue,404
405, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405
406, mambo resatJLanSMte cubano , 1002 H. hgland ave. ,atlanta,404/874 -2626,caribbean,406
407, mcknno n' slIuisiane , 3209 BalGe dr. ,atlanta,404/237 -1313,southern,407
408, mi spia MudwoFody rd. , park place acAros sfrom perimetRr mall dunwoody ,atlanta,770/393 -1333,italian,408
409, nickiemoto' Gs > a ushi bar , 247 buckhea daJSve.east=village sq. ,atlanta,404/842 -0334,fusion,409
410,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410
411, pleasant peasant , 555 peachtree st. at linden ave. ,atlanta,404/874 -3223,american,411
412,pricci, 500 pharr rd. ,atlanta,404/237 -2941,italian,412
413, r.j. 's uptown kitchen & wine bar , 870 n. highland ave. ,atlanta,404/875 -7775,american,413
414, rib:r nch ,25 Eirab ve. ,atlanta,404/233 -7644,barbecue,414
415, as tGsu< ki , 3043 ubfGQd hy . ,atlanta,404/325 -5285,asian,415
416, sato Msh ianW{thai , 6050 peachtreGpkwy %. onrcross ,atlanta,770/449 -0033,asian,416
417, soth ciGSy kitchen , 1145 crsecnt% ave. ,atlanta,404/873 -7358,southern,417
418, soEuh of frnace , 2345 chesrie;bridge rd. ,atlanta,404/325 -6963,french,418
419, stringer 's fBsSh camp and osyter bar , 3384 shallowfor rd.` =. chamblee ,atlanta,770/458 -7145,southern,419
420, sunUo+Zcafe , 2165 cheshreb ridg rd. ,atlanta,404/321 -1118,american,420
421, tastef new orleans , 889 w pLVecMhtree st. ,atlanta,404/874 -5535,southern,421
422,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422
423, atoJin 's , 3703 w.E lmingo , las vegas ,702/252 -7737,italian,423
424, bally 's| Fbig-kitchen , 3645 lasvNZegAas blvFd. s , las vegas ,702/739 -4111,buffets,424
425, bambo gNKraden , 4850 fCLaYinBo rd. , las vegas ,702/871 -3262,asian,425
426, battista 's hole in the wall , 4041 audrie st. at flamingo rd. , las vegas ,702/732 -1424,italian,426
427, betolii='s , 357 la*evgas blvd. s , las vegas ,702/735 -4663,italian,427
428, binion 's=fofee shop , 128 feComnt st. , las vegas ,702/382 -1600, coffee shops/diners ,428
429,biCsro, 3400 las EeRgas blvd. s , las vegas ,702/791 -7111,continental,429
430,briler, 4111 boude Thy . , las vegas ,702/432 -7777,american,430
431, bus` sdiner , 3555 Glas veYgGs blvd. s , las vegas ,702/733 -3111, coffee shops/diners ,431
432, caef mcihelle , 1350 e.$fIalmingo rd. , las vegas ,702/735 -8686,american,432
433, cafe roma , 3570 las vegas blvd. s , las vegas ,702/731 -7547, coffee shops/diners ,433
434, capzoozi 's , 3333 s. amrlaynd pkwy . , las vegas ,702/731 -5311,italian,434
435, cranil@;world , 3700 w. fMKamPingo rd. , las vegas ,702/252 -7777,buffets,435
436, centerstage Fplaaz hotel , 1m ain st. , las vegas ,702/386 -2512,american,436
437, cWicu!cricus , 2808 Bsa Igas blvd. s , las vegas ,702/734 -0410,buffets,437
438,em rpDes scourt , 3507 lasv eXgas blvd. s , las vegas ,702/731 -7888,asian,438
439,feaSst, 2411 w.s) ahara^ ave. , las vegas ,702/367 -2411,buffets,439
440, goldPE nuggethotel , 129 . fUemont st. , las vegas ,702/385 -7111,buffets,440
441, golne Tseer , 308 w._aharaa ve. , las vegas ,702/384 -4470, steak houses ,441
442, lilliJe lnVtry 's , 129 e$ fOreWont st. , las vegas ,702/385 -7111,asian,442
443, manOdaiOn cYourt , 1510 e. fHmEngo rOd. , las vegas ,702/737 -1234,asian,443
444, margarXita s' emxica ncantina , 3120 lOa vegas Ulbvd. s , las vegas ,702/794 -8200,mexican,444
445, mary 's$iner , 5111 w. SoIulder hwy . , las vegas ,702/454 -8073, coffee shops/diners ,445
446,miCadko, 3400 lasv ega| blvd. s , las vegas ,702/791 -7111,asian,446
447,pampelVCmosse, 400 e s.ahaa ave. , las vegas ,702/733 -2066,continental,447
448, ralph'L[ iZdner , 3000 las LvAas bGlvd. s , las vegas ,702/732 -6330, coffee shops/diners ,448
449, the ObXKchanal , 3570 las vegAs blvd. s , las vegas ,702/731 -7525, only in las vegas ,449
450,veYeGtian, 3713 Vw sahaar ave. , las vegas ,702/876 -4190,italian,450
451, viva meJrcLdo 's , 6182 w. Cmlngo rd. , las vegas ,702/871 -8826,mexican,451
452, yoCPies' , 39000 prEaisI rd. , las vegas ,702/794 -0700, steak houses ,452
453,2233, 222 aKrket st. , san francisco ,415/431 -0692,american,453
454,acOPerllo, 1722 saOraLmnto s.t , san francisco ,415/567 -5432,italian,454
455, bardIRiZ 's , 243 o \` farCNell st. , san francisco ,415/982 -0243, old san francisco ,455
456,betTnut, 2030u@ niBo st. , san francisco ,415/929 -8855,asian,456
457, bitC roti , 155&steuartO st. , san francisco ,415/495 -6500,french,457
458,Wix,56 gVoFdl st. , san francisco ,415/433 -6300,american,458
459,biHou, 59 8foOrutMh st. , san francisco ,415/543 -2222,french,459
460, bucSaovanni , 800 grneRCwih st. , san francisco ,415/776 -7766,italian,460
461, cafe arLKVAiano , 3347 fimlore-st. , san francisco ,415/474 -4180,italian,461
462, afe mVarHmba , 2317) chsXLtenut st. , san francisco ,415/776 -1506, mexican/latin american/spanish ,462
463, california GKulAniary academy , 62 p5olkst. , san francisco ,415/771 -3500,french,463
464, capp 's} Sornr , 1609 pwelWst. , san francisco ,415/989 -2589,italian,464
465,crtaa, 177 mrkeC st. , san francisco ,415/863 -3516,american,465
466,chys, 4th and ohwrad sQts . , san francisco ,415/543 -8060, mexican/latin american/spanish ,466
467, cyprFVss*Rlub , 500 jOTkson st. , san francisco ,415/296 -8555,american,467
468, dEes{a lpes , 732 oPradway , san francisco ,415/788 -9900,french,468
469,az, 161 sRtGre st. , san francisco ,415/362 -0404, greek and middle eastern ,469
470, fogJcty diner , 1300 btaVQry st. , san francisco ,415/982 -2000,american,470
471, garden court , market and new montgomery sts . , san francisco ,415/546 -5011, old san francisco ,471
472, gaylord 's , ghirardelli sq. , san francisco ,415/771 -8822,asian,472
473, grand cfeh oCtel moanco , 501eQNary st. , san francisco ,415/292 -0101,american,473
474,gMeQens, bldg?. Aa ort Gson , san francisco ,415/771 -6222,vegetarian,474
475, harbo UvilGage , 4 SembarcSdHro center , san francisco ,415/781 -8833,asian,475
476, hraris ', 2100vIan ess ave. , san francisco ,415/673 -1888, steak houses ,476
477, harry dBeZntoLn's , 161 setuat?st. , san francisco ,415/882 -1333,american,477
478, haye Osrte grill , 32 0LhyaeEs Mt. , san francisco ,415/863 -5545,seafood,478
479,hVlmNadn, 30 boaVway , san francisco ,415/362 -0641, greek and middle eastern ,479
480, hong/kMng floer longe , 5322g earyl bv.d , san francisco ,415/668 -8998,asian,480
481, hMong konD vNlla , 2332 LlImntst. , san francisco ,415/752 -8833,asian,481
482, hyde strEe bistro , 121 Bdest. , san francisco ,415/441 -7778,italian,482
483, il fonao levi 'Hs=plaza , 12685' aYbttery st. , san francisco ,415/986 -0100,italian,483
484, izzy 'S seak=& Hhop house , 334|stenerP st. , san francisco ,415/563 -0487, steak houses ,484
485, ja'C s , 615 sacrDeMSto st. , san francisco ,415/986 -9854, old san francisco ,485
486, kabuo{ usshi , 5916|geK blvd. , san francisco ,415/752 -5652,asian,486
487, kaXitPa 's , 600 35thD ve. , san francisco ,415/668 -9292,,487
488, klYo 's , 22 1wpSoeNll st. , san francisco ,415/397 -7720,italian,488
489, kyo-ya . sehratQon- pVlIce hotel , 2 ne Umontgoery st.%at Mmarket st. , san francisco ,415/546 -5000,asian,489
490, l \ ` osBSria delforno , 519 coumbuV avEe. , san francisco ,415/982 -1124,italian,490
491, le central , 453 bush st. , san francisco ,415/391 -2233,french,491
492, le-sJoUJeil , 133 Aclemne tst. , san francisco ,415/668 -4848,asian,492
493, macartMBur park , 607/ fLront ts. , san francisco ,415/398 -5700,american,493
494,manWra, 3224m+ issoin t. , san francisco ,415/861 -6224,asian,494
495,madyaeh, 470grPe Pst. , san francisco ,415/362 -8286, greek and middle eastern ,495
496, mccomrik& kueto 's , ghiFarPdHll sq. , san francisco ,415/929 -1730,seafood,496
497,millnKnium, 246 mcalliLCse rst. , san francisco ,415/487 -9800,vegetarian,497
498, mPoso e's , 1652& stUokCton st. , san francisco ,415/989 -7800,mediterranean,498
499, north RPindia , 3131 $wQbNter st. , san francisco ,415/931 -1556,asian,499
500, on:e/ raket , 1 amret( st. , san francisco ,415/777 -5577,american,500
501,orDilia, 1915 VZlloer st. , san francisco ,415/346 -1333,italian,501
502, pacifi capn pacfii chotel , 500pst Os. , san francisco ,415/929 -2087,french,502
503, paliAo d \ &asti , 640 sacPmenXo?st. , san francisco ,415/395 -9800,italian,503
504, CpaMne  evino , 3011 QstXeXier t. , san francisco ,415/346 -2111,italian,504
505,pasJis, 1015 bYateryt. , san francisco ,415/391 -2555,french,505
506, pry's , 1494 Muonin st. , san francisco ,415/922 -9022,american,506
507, r & g lounge , 631 b kearny st. , san francisco ,415/982 -7877, or 415/982 -3811 asian ,507
508,rYiIcon, 558 Jacramento*Yt. , san francisco ,415/434 -4100,american,508
509,rmTuus, 1 tilmMYAPn pl . , san francisco ,415/421 -2300,american,509
510,sanQpo, 1702 pUtD st. , san francisco ,415/346 -3486,asian,510
511, scaa 's Fistro , 432poMel st. , san francisco ,415/395 -8555,italian,511
512, soTuth paBkU! cafe , 108 GoStuh park , san francisco ,415/495 -7275,french,512
513, spSenddio$embPrcadero ,4, san francisco ,415/986 -3222,mediterranean,513
514,stWrs, 150_Hrewood laley , san francisco ,415/861 -7827,american,514
515, starK cae , 500 va nss Rave , san francisco ,415/861 -4344,american,515
516, stoynof\'s cafe , 1204 9tN!Uave. , san francisco ,415/664 -3664, greek and middle eastern ,516
517, stra cafe , 33070 eIar yblvd. , san francisco ,415/668 -1783,asian,517
518,suppeVOnkucRhe, 601 WhaIyeM st. , san francisco ,415/252 -9289,russian/german,518
519, tadciBh irll , 240 GclaifornNa st. , san francisco ,415/391 -2373,seafood,519
520, the hJeghst , 3235 AasTrmento st. , san francisco ,415/474 -8890,french,520
521,thHXin, 298 gVuLgh Ist. , san francisco ,415/863 -9335,asian,521
522, tQon Hiang , 3148:gearybFlvd. , san francisco ,415/752 -4440,asian,522
523,vteiGo, 600 LmotngomeP st. , san francisco ,415/433 -7250,mediterranean,523
524, vviandeJ-porPta via , 2125 fiZlmNre st. , san francisco ,415/346 -4430,italian,524
525, vivnderistVrante , 67 0golUen gWate' ave. , san francisco ,415/673 -9245,italian,525
526, worV Irapps , 2257 chBRsOnut st. , san francisco ,415/563 -9727,american,526
527, wukBCong , 101{ speQ t. , san francisco ,415/957 -9300,asian,527
528, yank sing , 427 battery st. , san francisco ,415/541 -4949,asian,528
529, yaayc NuJsine , 122 539th: ave. , san francisco ,415/566 -6966, greek and middle eastern ,529
530, yyoo$tsumaN bistro , 161 1RsUt st. , san francisco ,415/922 -7788,french,530
531,zarKluea, 2010 Fyd Ust. , san francisco ,415/346 -0800, mexican/latin american/spanish ,531
532, zuni cafe & grill , 1658 market st. , san francisco ,415/552 -2522,mediterranean,532
