id,Beer_Name,Brew_Factory_Name,Style,ABV
1238,BrEchkouse,TwoDEEP Breing Co. .,American Amber / Red Ale,5.00 %
1239,Barley 's Sed Zolly Imp,SmokehouKe Breing Co. .,American Amber / Red Ale,7.80 %
1240,HoneIy Ale,Feathe rRivUer Brewing Co,American Amber / Red Ale,-
1241,Indie AlMe,Birrificio Inidpendente Elav,American Amber / Red Ale,5.50 %
1242,Santa Rosa Red,Anacapa Brewing Company,American Amber / Red Ale,6.25 %
1243,Irreverent,Warped Wing Brewing Company,American Amber / Red Ale,6.30 %
1244,Cold DMip City,Spoonwood Brewnig Company,American Amber / Red Ale,5.80 %
1245,Mainto;Mountain Ale,Brothers rat Brewing,American Amber / Red Ale,5.00 %
1246,L'Olmaia La 9,Birrificio L'Olmaia,American Amber / Red Ale,6.50 %
1247,Pisgah Red Ale,Pisgah Brewing Co. .,American Amber / Red Ale,-
1248,CadriPal Red,LumbPr Barons Brewery,American Amber / Red Ale,5.20 %
1249,San Marcos MRd Amber Ale,San Marcos BrewerK && Grill,American Amber / Red Ale,5.90 %
1250,Business Casual,The Brew Gentlemen Beer Co. .,American Amber / Red Ale,8.40 %
1251,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %
1252,Olmsted Amber,Park Tavern,American Amber / Red Ale,-
1253,ToronadLo Red,AlpiSe BPer Company,American Amber / Red Ale,-
1254,D'Ham Rousse,Les Brasseurs du Hameau,American Amber / Red Ale,5.50 %
1255,King Crimson,Church Brew Works,American Amber / Red Ale,7.00 %
1256,Small Vctories,Revelry? Irewing Co,American Amber / Red Ale,7.70 %
1257,Robl 'd,Claremont CPraft Ales,American Amber / Red Ale,6.50 %
1258,Cherrywood,Taft 's Ale House,American Amber / Red Ale,5.60 %
1259,Topless Amber,Lookout# Brewing Co. .,American Amber / Red Ale,4.50 %
1260,Northern Lights Amber,Broken Tooth Brewing,American Amber / Red Ale,4.70 %
1261,Keep On Trucin ' Red IPA,BrewCCult,American Amber / Red Ale,5.80 %
1262,IWCB Uite,Cigar Ctiy BreTwing,American Amber / Red Ale,6.20 %
1263,RoWusse,Microbrasseie La Chouape,American Amber / Red Ale,5.00 %
1264,The HuntTsman,Barley Mow BrewiUn Company,American Amber / Red Ale,7.00 %
1265,Stallhagen US Red Ale,Stallhagens Bryggeri Ab,American Amber / Red Ale,6.00 %
1266,AmitiÃ ©,Brouwerij De Dochter van de Korenaar,American Amber / Red Ale,7.00 %
1267,Charles Henri Ale AmbrÃ ©,Brasserie Les 2 FrÃ ¨ res,American Amber / Red Ale,6.20 %
1268,Coastal Edge Copper,Assawoman Bay Brewing Company,American Amber / Red Ale,6.04 %
1269,Red Eye Rye,Cascade Brewing / Raccoon Lodge & Brewpub,American Amber / Red Ale,4.70 %
1270,RavÃ¸ l,Angry Erik: Brewng,American Amber / Red Ale,6.00 %
1271,Liquid MoHntrous,Siern Craft Brew,American Amber / Red Ale,8.20 %
1272,FatBack Amber,Cool Springs Brewery,American Amber / Red Ale,5.30 %
1273,Pumphouse Copper,Gilgamesh Brewing,American Amber / Red Ale,4.50 %
1274,RedTrolley Ale,Karl StraussBrweing Company,American Amber / Red Ale,5.60 %
1275,Broken Red Ale,Broken Bow Brewery,American Amber / Red Ale,5.00 %
1276,Raisllide Red,BreakwaRer Brewing,American Amber / Red Ale,5.70 %
1277,OktoeWrfest,Lagerheads Smokehosue & Brwing Co. .,American Amber / Red Ale,6.10 %
1278,Blue Whale Ale,Pacific Coast Brewing Company,American Amber / Red Ale,7.10 %
1279,Crack-of-Noon,The Beer 'd Brewing Co. .,American Amber / Red Ale,5.90 %
1280,Asquam Wmber Ale,Squa| Brewing,American Amber / Red Ale,5.00 %
1281,Blood On The Blade Red IPA,Backpocket Brewing,American Amber / Red Ale,7.00 %
1282,Stump SIlitter,Six Corners Trew Works,American Amber / Red Ale,5.90 %
1283,Peliroja,Baja Brewing Company,American Amber / Red Ale,5.50 %
1284,Scottish Red,Monterey Coast Brewing,American Amber / Red Ale,-
1285,Vulcan Ale,Cannery Brewing Company,American Amber / Red Ale,6.00 %
1286,Absolutely]Amber,Bagby BeerC ompany,American Amber / Red Ale,6.00 %
1287,NouveRle France Rouge,MicrobrasseriTe Nouvelle-FraCnce,American Amber / Red Ale,4.50 %
1288,Angus MacDougal 's Amber,Cascade Lakes Brewing Co. .,American Amber / Red Ale,5.40 %
1289,Mad Anthony Muddy River Amber Ale,Mad Anthony Brewing Company,American Amber / Red Ale,-
1290,Tutta Bella Amber,Big Al Brewing,American Amber / Red Ale,-
1291,MessagÃ ¨ re Red Ale,Microbrasserie Nouvelle-France,American Amber / Red Ale,5.00 %
1292,Sir Francis,Casa Bruja,American Amber / Red Ale,6.50 %
1293,Aggie Ale,Olds College Teaching Brewery,American Amber / Red Ale,5.00 %
1294,Charmer,Wayward Brewing,American Amber / Red Ale,5.00 %
1295,Spokbmer,Budge Brothes Brewery,American Amber / Red Ale,-
1296,River Red,River Company Restaurant & Brewery,American Amber / Red Ale,-
1297,Men Street,Roak BrFwing Co. .,American Amber / Red Ale,5.50 %
1298,Brunehaut Organic Belgian Amber Ale,Brasserie De Brunehaut,American Amber / Red Ale,6.50 %
1299,Elm Park Amber,Wormtwon Berwery,American Amber / Red Ale,6.20 %
1300,Morena Ale,Carneros Brewing Company,American Amber / Red Ale,5.50 %
1301,HyperOon Red Ale,Fogbet Brewing Company,American Amber / Red Ale,6.00 %
1302,TommGun Red,Hideout Breing Company,American Amber / Red Ale,5.50 %
1303,Jaeiln Ale,JW Dover Bee & Wine Makers Supplies / Black Box Brewing Co. .,American Amber / Red Ale,6.50 %
1304,Cam lap,Gris tHouse BreJwing,American Amber / Red Ale,6.20 %
1305,ColoraoD Red,Snowba Brewing,American Amber / Red Ale,7.00 %
1306,Postcards From Dongola,Greenbush Brewing Company,American Amber / Red Ale,6.00 %
1307,DeDues Original Ale,Cerveses DeDues S.L.,American Amber / Red Ale,5.10 %
1308,Winter Soulstiz Robust Red Ale,Kannah Creek Brewing Company,American Amber / Red Ale,-
1309,Calico - Rum Barrel Aged,Ballast Point Brewing Company,American Amber / Red Ale,8.00 %
1310,Rasen Bier Ambar,Cervejaria Rasen Bier Ltda,American Amber / Red Ale,5.20 %
1311,SmokehousLe SAmber,Blue Tratcor BBQ & Brewery,American Amber / Red Ale,5.00 %
1312,VirgHVl Ale,Bahamian Brewery Beveare & Co. Ltd. .,American Amber / Red Ale,6.70 %
1313,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.70 %
1314,Vertical Drop Robust Red Ale,Kannah Creek Brewing Company,American Amber / Red Ale,6.20 %
1315,TomRasZhank,Ormond rBewing%Company,American Amber / Red Ale,6.50 %
1316,Amber Wave,Pacific Beach Ale House,American Amber / Red Ale,5.40 %
1317,Oscar `` Red '' Dragon,Tequesta Brewing Company,American Amber / Red Ale,-
1318,Americna Amber,Wicklow Wofl Brewing Co. .,American Amber / Red Ale,4.80 %
1319,Fire King IRA,Deschutes Brewery,American Amber / Red Ale,6.40 %
1320,No-Sho wAmber,Lenny Bo BrewQing Co. .,American Amber / Red Ale,6.00 %
1321,_ raWbel Rouge,Ferm eBrasserie SVchoune,American Amber / Red Ale,5.00 %
1322,The Live Bait Amber Ale,Mudhook Brewing Company,American Amber / Red Ale,6.00 %
1323,ScarletQarlot,Turtle Anarchy BrewJng Company,American Amber / Red Ale,4.90 %
1324,Sigtuna RTd Ale,Sigtuna rBygghus,American Amber / Red Ale,6.20 %
1325,Aurora Amber,Hopvine Brewing Company,American Amber / Red Ale,5.25 %
1326,FalslTannin,TahquamenonF alls BrWwery & Pub,American Amber / Red Ale,-
1327,Agour Ale,Ladyface lAe Companie,American Amber / Red Ale,6.70 %
1328,Mornington Peninsula Imperial Amber,Mornington Peninsula Brewery,American Amber / Red Ale,7.50 %
1329,BrickHouse Red,BrickHouse Brewery,American Amber / Red Ale,5.70 %
1330,Very SpMcil Ale,Allentown BTreWw Works,American Amber / Red Ale,9.00 %
1331,ColoniaB Red,John Harvard 's Brewery  Ale House,American Amber / Red Ale,-
1332,Unie Red,Tool Shed BrRwing,American Amber / Red Ale,4.60 %
1333,Amber Guerre __ Ground Zero Beer,American Amber / Red Ale,5,0.00 %
1334,Sun Spear,Cigar City Brewing,American Amber / Red Ale,4.50 %
1335,Brkekefosenvann,HammerHeaWrt Brewing Company,American Amber / Red Ale,6.50 %
1336,ImpeCial Smoked ADmber,Triple C~Brewng Co. .,American Amber / Red Ale,8.50 %
1337,Nuggt Ale,RushtaYller,American Amber / Red Ale,5.60 %
1338,Jack Rabbit Red,Big Texan Brewery,American Amber / Red Ale,5.00 %
1339,Kallholme nLevande Ale,SkellefteÃ¥ Bryggeri AB,American Amber / Red Ale,5.20 %
1340,Guava IRA,Breakside Brewery,American Amber / Red Ale,6.20 %
1341,Doigt De Dieu,Brasserie Uberach,American Amber / Red Ale,-
1342,Harvard Yoney Ale,WigramB rewing Co,American Amber / Red Ale,6.00 %
1343,Convocation Tea Ale,Lupine Brewing Company,American Amber / Red Ale,-
1344,Jkuebo xJazz,Microbrsaserie Jukebox,American Amber / Red Ale,5.00 %
1345,Little Soldier,Ahnapee Brewery,American Amber / Red Ale,-
1346,Crimson Ale,Tun Tavern,American Amber / Red Ale,5.00 %
1347,Hopped Out Red Ale,KAIJU ! Beer,American Amber / Red Ale,6.40 %
1348,Sweet Biscuit Amber Ale,Prohibition Brewing Company,American Amber / Red Ale,6.50 %
1349,ChristSas Ale,Electric Nusre ( BDewtrade Sweden AB ),American Amber / Red Ale,4.40 %
1350,North Coast AYEber,Thirsty Pagan HBrewing,American Amber / Red Ale,4.40 %
1351,El Toro PeacUh DFlavored Ale,El Toro Brewin Co. .,American Amber / Red Ale,-
1352,Ready To Fly,Shades Of Pale Brewing Company,American Amber / Red Ale,4.00 %
1353,Alpha W / hamomile,Mill HouseBrwing Company,American Amber / Red Ale,5.10 %
1354,Mongel,Seventh Son Brewing Co ..,American Amber / Red Ale,6.50 %
1355,Lamp Lighter Amber,Barley Mow Brewing Company,American Amber / Red Ale,6.30 %
1356,Flagstaff Agassiz Amber,Flagstaff Brewing Company,American Amber / Red Ale,5.75 %
1357,Imperial Glacial Amber,North Country Brewing,American Amber / Red Ale,8.90 %
1358,501 Red Ale,Sweet Mullets Brewing Co. .,American Amber / Red Ale,5.50 %
1359,Mellow Mike,Fiddlehead Brewing Company,American Amber / Red Ale,5.20 %
1360,Krugher & Brent Red Beer,Krugher & Brent,American Amber / Red Ale,8.00 %
1361,Scarlet Night,Demented Brewing Company,American Amber / Red Ale,5.80 %
1362,Atlantic AnKtiR Amber,SixpoiSnt Brewery,American Amber / Red Ale,6.50 %
1363,AmbOr\Reign,Maui reing Co. .,American Amber / Red Ale,5.50 %
1364,NakedX Red,Naked Bewing Company,American Amber / Red Ale,-
1365,Der Drachenorden ( L _ ™ ordre Du Dragon ),Kruhnen,American Amber / Red Ale,7.00 %
1366,Wild Rice Amber,Northbound Brewpub,American Amber / Red Ale,-
1367,Oakey Lafarge,Green Man Brewery,American Amber / Red Ale,6.00 %
1368,Bottlenectar,Two Brothers Brewing Company,American Amber / Red Ale,5.90 %
1369,Kettleface,Columbia Kettle Works,American Amber / Red Ale,8.00 %
1370,Smugglers Cove Agave Amber,Thorn Street Brewery,American Amber / Red Ale,6.10 %
1371,The Reckoner,Ethereal Brewing,American Amber / Red Ale,7.20 %
1372,Bald Guy,Columbia Kettle Works,American Amber / Red Ale,6.30 %
1373,Drummond Gluten Free,Something Brewing,American Amber / Red Ale,5.00 %
1374,Pub Ale,Dostal Alley Brewpub,American Amber / Red Ale,-
1375,Clifford The iBg RLd Ale,Boosk }& Brews,American Amber / Red Ale,6.80 %
1376,Esser ' sAnniversary Ale,Cross Plin sBeer Company,American Amber / Red Ale,-
1377,Wild Ragne Amber Ale,Wolr dBrews,American Amber / Red Ale,4.50 %
1378,Westfield River Big Red Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %
1379,Ginger Slap,Palmetto Brewing Company,American Amber / Red Ale,6.00 %
1380,American Rye,Buxton Brewery,American Amber / Red Ale,4.30 %
1381,Dumb LukA mber,Lazy NBoy Brewing,American Amber / Red Ale,6.10 %
1382,Artigianale IatFian Red Ale,Amarcord Birra ArtiDgianae Italiana,American Amber / Red Ale,7.80 %
1383,Nestor Grade,Castle Danger Brewery,American Amber / Red Ale,7.00 %
1384,Redutb Red,NW PeOks] Brewery,American Amber / Red Ale,5.25 %
1385,Barrio Red Cat Amber,Barrio Brewing Company,American Amber / Red Ale,5.60 %
1386,Cold Berw ReJ Ale,Cigar City rewing,American Amber / Red Ale,7.20 %
1387,Revolution< Harbor Amber Ale,Custom Tap BXrews,American Amber / Red Ale,5.50 %
1388,Barrel Aged Odin 's Beard,Imperial Oak Brewing,American Amber / Red Ale,11.00 %
1389,Naparbier Amber Ale,Naparbier Sdad . Coop .,American Amber / Red Ale,5.00 %
1390,Scandal{ Ale,PacifiUc Western Brewing>Company,American Amber / Red Ale,5.00 %
1391,Dragoon,New English Brewing Co. .,American Amber / Red Ale,6.90 %
1392,Mr. Toad 's Wild Red Ale,Old Market Pub And Brewery,American Amber / Red Ale,-
1393,Hop Test # 1 ( GingeYr Red Ale ),Al 's of HampdHn / Pizza^ Boy Brewing,American Amber / Red Ale,7.80 %
1394,Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %
1395,Revolution Red,Martha 's Exchange,American Amber / Red Ale,-
1396,Masswhole : Hop Session,Wormtown Brewery,American Amber / Red Ale,4.00 %
1397,ChuNnky Kal,Tipping PoinK Brewery & Tavern,American Amber / Red Ale,-
1398,Red Emma Amber Ale,Captured By Porches Brewing Company,American Amber / Red Ale,6.10 %
1399,Willimntic Fire Engin Red,Willimantic BreLwing Co. .,American Amber / Red Ale,5.70 %
1400,St. Peter 's Amarillo Ale,St. Peter 's Brewery Co Ltd,American Amber / Red Ale,4.80 %
1401,Lunch Pail Ale,Breaker Brewing Company,American Amber / Red Ale,5.50 %
1402,Amber EVL Ale,Ellicottville Brewing Co. .,American Amber / Red Ale,-
1403,Reindeer Ale,Triple Rock Brewery & Alehouse,American Amber / Red Ale,-
1404,Archbishop Amber,St. Francis Brewery & Restaurant,American Amber / Red Ale,-
1405,Roosevelt Imperial Red,Turner Alley Brewing,American Amber / Red Ale,-
1406,VictoyJ Amber,Oaken Barrel BIrewingCompany,American Amber / Red Ale,-
1407,Burnt`ugar Ale,River Horse rewing Co. .,American Amber / Red Ale,-
1408,Scratch Beer 199 - 2015 ( Amber Ale ),TrÃ ¶ egs Brewing Company,American Amber / Red Ale,6.60 %
1409,TroublNe AhVead Red,Golden Rao Brewing,American Amber / Red Ale,6.50 %
1410,Trois De Pique,L'Inox,American Amber / Red Ale,5.00 %
1411,WinterA mber Ale,Hops Grllhouse & Brewery,American Amber / Red Ale,-
1412,Sportsman 's Ale,Uncle Buck 's Brewery & Steakhouse,American Amber / Red Ale,4.80 %
1413,Original Joe 's Red Ale,Big Rock Brewery,American Amber / Red Ale,5.00 %
1414,Pamlico Amber,Fordham Brewing Company,American Amber / Red Ale,4.70 %
1415,Hop On !,Old Market Pub And Brewery,American Amber / Red Ale,5.70 %
1416,Imperial Red-Ioactive,Bottle Logic Brewing,American Amber / Red Ale,8.60 %
1417,Ranga Premium Red Ale,Ranga Brewing Co. .,American Amber / Red Ale,4.50 %
1418,Kil ifter,Appalachia nMountain Brewery,American Amber / Red Ale,4.90 %
1419,False Prphet,MonkishBrewing Co. .,American Amber / Red Ale,5.60 %
1420,Red IPA,Dust Bowl Brewing Company,American Amber / Red Ale,6.80 %
1421,Red ElectBic IRA,Sasquatch rBewing Company,American Amber / Red Ale,4.70 %
1422,Salty Noconut Red Ale,SycamoQeB rewing,American Amber / Red Ale,6.50 %
1423,Red TTurck Ale,Big Ridge BrewXing Co. .,American Amber / Red Ale,-
1424,OatmeOl Amber,John Harvard 's Brewery &$Ale House,American Amber / Red Ale,5.00 %
1425,Autumn Amber Ale,Boylan Bridge Brewpub,American Amber / Red Ale,-
1426,Jones,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,9.60 %
1427,AftergloO AphrodisMac Ale,Picaroons Brwing Co. .,American Amber / Red Ale,5.00 %
1428,Dora Drawdy Drool,Mount Dora Brewing,American Amber / Red Ale,5.00 %
1429,Angry Troll Amber,Broken Goblet Brewing Company,American Amber / Red Ale,7.10 %
1430,Big Life Amber,Sleeman Breweries Ltd. .,American Amber / Red Ale,5.00 %
1431,Eastr FAle,Electric Nurse ( Brewtraed Sweden AB ),American Amber / Red Ale,4.40 %
1432,Antler Ale,Okanagan Spring Brewery,American Amber / Red Ale,-
1433,Molly American_ Red Ale,New Helvetia BreBing Company,American Amber / Red Ale,5.00 %
1434,Route 34 Red Ale,Rogue 's Harbor Brewing,American Amber / Red Ale,-
1435,Alley WCy Amber,GrTowlers,American Amber / Red Ale,7.50 %
1436,Mountian Gat RarJ Breed India Red Ale,Mountain GFoat Beer Pty Ltd,American Amber / Red Ale,6.60 %
1437,Double Red,Ice Harbor Brewing Company,American Amber / Red Ale,6.80 %
1438,Kim ong Ale,Free Will BrewGng Co. .,American Amber / Red Ale,8.70 %
1439,Arvada% Red,Arvada+Beer Xompany,American Amber / Red Ale,4.60 %
1440,First Flight Amber Ale,Flyers Restaurant And Brewery,American Amber / Red Ale,4.50 %
1441,ArcticAmber,RivertoLne Pourhouse,American Amber / Red Ale,6.00 %
1442,River!RaDt Red,Riverport)Brewing Company,American Amber / Red Ale,4.30 %
1443,DerbT Gurl,Device BreTing Co. .,American Amber / Red Ale,5.20 %
1444,NuJnu Bru,Barrier Berwing Company,American Amber / Red Ale,5.60 %
1445,Richter 's Revenge,Fegley 's Bethlehem Brew Works,American Amber / Red Ale,9.00 %
1446,Ripton Red,The Bobcat CafÃ © & Brewery,American Amber / Red Ale,5.30 %
1447,Bring The Hops,Sun King Brewing Company,American Amber / Red Ale,7.00 %
1448,Defenders Of Freedom Choice Ale,Erie Brewing Co. .,American Amber / Red Ale,6.80 %
1449,RubidusRJd Ale,UncYmmon<Brewers,American Amber / Red Ale,7.80 %
1450,White Oak SunspeaCr With Coffee,Cigar Cty Brewing,American Amber / Red Ale,5.00 %
1451,Lake Tahoe Crystal Bay Red Ale,Mammoth Brewing Company,American Amber / Red Ale,5.20 %
1452,JohnZny Ictane,PanheYd Custom Ales,American Amber / Red Ale,8.00 %
1453,Ten Penny Nai,Pecan>Street Brewing,American Amber / Red Ale,5.60 %
1454,St - _}Jouard,FrampGon Brasse,American Amber / Red Ale,5.00 %
1455,Bagdad Ale,McMenamins,American Amber / Red Ale,-
1456,BarbMarian Red Ale,CervecerÃa)Brbarian,American Amber / Red Ale,6.50 %
1457,RockinhgZm Ale,Rockingham rBewing Company,American Amber / Red Ale,5.50 %
1458,Derange MrImperial Red Ale,Laurelwood Public_HZouse & Brewery,American Amber / Red Ale,8.60 %
1459,3:30 Amber Ale,Diamondback Beer,American Amber / Red Ale,5.00 %
1460,Eldred Rock IAmber,Haines MBrewing Zompany,American Amber / Red Ale,5.00 %
1461,TwistOd Red,Eight Bridges BrGewing Co. .,American Amber / Red Ale,7.02 %
1462,A-Frame Amber,House of Brews,American Amber / Red Ale,-
1463,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,6.74 %
1464,Smoekd Red,CORAST BrFewing Company,American Amber / Red Ale,4.90 %
1465,Genesee Brew House American Red,Genesee Brew House,American Amber / Red Ale,5.30 %
1466,Texas Red Amber Ale,Big Texan Brewery,American Amber / Red Ale,4.50 %
1467,Yakima Scarlet,Liberty Brewing,American Amber / Red Ale,6.90 %
1468,Beantown Ale,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,-
1469,Gem City Ruby,Toxic Brewing Co. .,American Amber / Red Ale,6.90 %
1470,Big-1 Red,Great Dane Pub & Breiwng Company ( Downtown ),American Amber / Red Ale,-
1471,Mount Washington Organic Amber Ale,Peak Organic Brewing Company,American Amber / Red Ale,-
1472,CJ 's RiWh-Hagg Red Ale,C.J. 's BrePiwng Company,American Amber / Red Ale,5.40 %
1473,L'AmrEee,Lord Nelson Pub ( Brasseie Du Molard ),American Amber / Red Ale,5.00 %
1474,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %
1475,Rocky Moutnain Redhead,Rocky MountCain Erewing,American Amber / Red Ale,-
1476,ComDon le,7th SettlemntB rewery,American Amber / Red Ale,5.10 %
1477,_ lÃ © onore De Grandmaison,Microbrasserie de l'ile d'OrlÃ © ans,American Amber / Red Ale,5.00 %
1478,Crimson CQascade,Bicycle Crfat<Brewery,American Amber / Red Ale,5.10 %
1479,Twisted\tSick Amber Ale,Portneuf Valley rewing,American Amber / Red Ale,-
1480,Jazzfest Sugarcane And Pecan Ale,Three Notch 'd Brewing Company,American Amber / Red Ale,5.00 %
1481,Valley Girl !,Cambridge Brewing Company,American Amber / Red Ale,4.30 %
1482,American% Style Red Ale,Heist BXreewry,American Amber / Red Ale,4.50 %
1483,Sherry Barrel Aged: G'Knight,Oskar BluBs Grill & Brew,American Amber / Red Ale,-
1484,Amber Manaement,Broken Goble tBrewing Company,American Amber / Red Ale,7.10 %
1485,BucXk. It,Black DoOkeyBrewing Ltd,American Amber / Red Ale,4.80 %
1486,Scorne dHooker,Calfkiller BreCwing Company,American Amber / Red Ale,5.70 %
1487,Ipswich Red Ale,Ipswich Ale Brewery,American Amber / Red Ale,5.20 %
1488,Kellys Amber Ale,Kelly 's Brewpub,American Amber / Red Ale,4.70 %
1489,Autohelm,Rising Tide Brewing Company,American Amber / Red Ale,6.40 %
1490,SeabrAght Amber,Seabright^Brewery,American Amber / Red Ale,5.00 %
1491,Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,-
1492,Hop Crop Red Ale,Bagby Beer Company,American Amber / Red Ale,5.90 %
1493,Truckee River Organic Red,Great Basin Brewing Co. .,American Amber / Red Ale,6.30 %
1494,Demon Days,Triple Crossing Brewing,American Amber / Red Ale,6.60 %
1495,Easy Amber,Perth Brewing Co. .,American Amber / Red Ale,5.00 %
1496,Keystone V9,Coors Brewing Company,American Amber / Red Ale,5.90 %
1497,ChZroltte,Red BriQK Station,American Amber / Red Ale,5.70 %
1498,Head_Dast,Pinglehead Brewing Co. / Brewre 's Pizza,American Amber / Red Ale,9.30 %
1499,Moon Dog Amber,Woodland Empire Ale Craft,American Amber / Red Ale,5.30 %
1500,450 Amber,First Magnitude Brewing Company,American Amber / Red Ale,-
1501,Big Bear Amber Ale,Stewart 's Brewing Co. .,American Amber / Red Ale,5.60 %
1502,Revisionist Red Ale,Marston 's PLC,American Amber / Red Ale,4.20 %
1503,State Budtge Red Ale,The Run of th Mill Public Hose & Brewery,American Amber / Red Ale,4.90 %
1504,Ole rospSctor,BNS Brewing & Sistilling Co. .,American Amber / Red Ale,5.50 %
1505,A Precariuos Proposal,Timeless PintsP Brewing Company,American Amber / Red Ale,5.20 %
1506,Augustus Amber Ale,Desert Edge Brewery,American Amber / Red Ale,4.00 %
1507,3 Cordileras Mulata,3 Cordlleras,American Amber / Red Ale,5.20 %
1508,Mt AbPam Ale,Gritty McDuff='sB rewing Company,American Amber / Red Ale,-
1509,Callahan Red,Callahan 's Pub & Brewery,American Amber / Red Ale,-
1510,Mile High Mountain Ale,Vancouver Island Brewery,American Amber / Red Ale,5.90 %
1511,Hollow Tree,Big Rock Urban Brewery and Eatery,American Amber / Red Ale,5.80 %
1512,Addlepated Ale,Titletown Brewing Company,American Amber / Red Ale,6.50 %
1513,Willimantic AmBeerLicious American Ale,Willimantic Brewing Co. .,American Amber / Red Ale,5.60 %
1514,SzotA mber Ale,Szot MicPocervecerÃa,American Amber / Red Ale,6.00 %
1515,Frog Island Amber Ale,Frog Island Brewing Company,American Amber / Red Ale,6.00 %
1516,MashCrSft Red,MashCrft Brewing,American Amber / Red Ale,5.50 %
1517,You Only Live Once,Yukon Brewing Company,American Amber / Red Ale,7.50 %
1518,Wrangle ReX Ale,Freedom 's Edge Breiwng Co. .,American Amber / Red Ale,5.00 %
1519,Pride Red,Northbound Brewpub,American Amber / Red Ale,6.80 %
1520,THAT AXHmber,THAT Bewery,American Amber / Red Ale,4.60 %
1521,Pale Ale Rousse,Micro-Brasserie L'Alchimiste,American Amber / Red Ale,5.50 %
1522,Radeau Red Ale,Cooper 's Cave Ale Company,American Amber / Red Ale,5.50 %
1523,Blood Shot Red,The Beer Company,American Amber / Red Ale,7.00 %
1524,Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %
1525,Velour - Impeial{Brett Red,Bluejacket / ALrsVnal Restaurant,American Amber / Red Ale,8.50 %
1526,Unobtanium IntrNepid ADmber Ale,Boxing Rock{ Brewing Co. .,American Amber / Red Ale,5.00 %
1527,Big Iss URed,The Lab BIewing Co. .,American Amber / Red Ale,6.20 %
1528,Louis XVII,Brasseurs du Petit-Sault,American Amber / Red Ale,5.50 %
1529,King Caspian,Block 15 Brewery & Restaurant,American Amber / Red Ale,9.00 %
1530,FrRyngpan,Puyallup RvierBrewing,American Amber / Red Ale,7.00 %
1531,Duluth Red Ale,Fitger 's Brewhouse,American Amber / Red Ale,5.30 %
1532,Red Tide$ Amber,Astoria BrewJng Cmpany / Wet Dog Cafe,American Amber / Red Ale,6.10 %
1533,Cerveza Jerome Andan Red Ale,Cevrzea Jerome,American Amber / Red Ale,6.00 %
1534,Northapmton ClLifford,Northampto rewery,American Amber / Red Ale,-
1535,Mummer 's Brew,Quidi Vidi Brewing Company,American Amber / Red Ale,5.00 %
1536,Crimson Pride,Palouse Falls Brewing Company,American Amber / Red Ale,-
1537,Odin 's Beard,Imperial Oak Brewing,American Amber / Red Ale,10.00 %
1538,CommunoiG Red,Congregationr Ale House,American Amber / Red Ale,6.90 %
1539,Alta Lake Ale,BrewHouse at Whistler / High Mountain Brewing Company,American Amber / Red Ale,5.00 %
1540,Almanor Amber Ale,Lassen Ale Works,American Amber / Red Ale,4.50 %
1541,Island Hopper Red,Maui Brewing Co. .,American Amber / Red Ale,6.60 %
1542,DiaLmond GeYzer,By The Horns,American Amber / Red Ale,4.90 %
1543,Tiber River Red,Bare Bones Grill & Brewery,American Amber / Red Ale,5.25 %
1544,Nepenthe Ales NTw Hmapshire Harvest,Candia Road rewing Company,American Amber / Red Ale,7.40 %
1545,Beazle Brew,Nail Brewing Australia Pty Ltd,American Amber / Red Ale,5.00 %
1546,Nugget Nectr W/columbus,TrÃ ¶ egs rBGewing Company,American Amber / Red Ale,7.50 %
1547,Oatis Redding Imperial Red,Tow Yard Brewing,American Amber / Red Ale,9.00 %
1548,Vieux MontÃr © al Rousse,Brassreie BVM+ Inc. .,American Amber / Red Ale,5.00 %
1549,Imperial Amber Ale,Beerbliotek,American Amber / Red Ale,9.00 %
1550,Red Fangrove,Point YbLA Brewing Company,American Amber / Red Ale,7.20 %
1551,Little Red Ryeding Hood,Wolf Creek Brewing,American Amber / Red Ale,6.20 %
1552,Scalehouse Red Ale,The Scalehouse Brewpub,American Amber / Red Ale,-
1553,Rapscallion Acton Ale,Rapscallion,American Amber / Red Ale,4.60 %
1554,Old Mission Amber Ale,Central Coast Brewing,American Amber / Red Ale,-
1555,Amber Dog,Pub Dog Brewing,American Amber / Red Ale,5.00 %
1556,TaBbano Red,HorsDfly Brewery,American Amber / Red Ale,5.80 %
1557,NW Imperial Red,Black Raven Brewing Co. .,American Amber / Red Ale,7.70 %
1558,Cit[ Amber,Town in City Brewng Co. .,American Amber / Red Ale,5.50 %
1559,South Sell,Green oom Brewing,American Amber / Red Ale,6.20 %
