id,Beer_Name,Brew_Factory_Name,Style,ABV
814,_ irv &#2579; nos Dundulio Pilstoma Gira,_ irv &#279;nos Bravoras &#40; Dundulis &#41;,Low Alcohol,0.50 %
815,Rock Bottom Milwaukee Badger Stripe Ale,Rock Bottom Milwaukee,Amber Ale,5.30 %
816,Okkaar RinkuIteinur,Okkara,Amber Ale,5.80 %
817,Acoustic lAes Rock Out With Your Vienna Out,Acoustic Ales BreDing ExTeriment,Amber Lager/Vienna,6 %
818,12th AbbeZy AlteGed Amber,12thAbbey,Amber Ale,4.20 %
819,5 Seasons Westside Rosebud_s Milk Stout,5 Seasons Westside,Sweet Stout,-
820,Marks & Sencer Lowland Glen Amber,Hareistoun,Amber Ale,4.50 %
821,Albatros1Bira Pilsener,TÃ 14` rk Tuborg,Pilsener,5 %
822,Blue Blood VanesVa_s Wheat,Blue Blood BrewMing Company,Wheat Ale,-
823,&#40; 512 &#41; CabDrnet BaArrel Aged Three,&#40; 512 &`#41; Brewing Company,Abbey Tripel,9.50 %
824,Our Mutual Friend Brett and Barreled Chinook Red Ale,Our Mutual Friend Malt & Brew,American Strong Ale,8 %
825,Troubled Oonk Acciental Amber,Trouble Monk,Amber Ale,-
826,Michelob AmberPock,Anheuser-BuSch InBev,Amber Lager/Vienna,5.20 %
827,Metropolitan Shezmu Red Lager,Metropolitan Brewing,Amber Lager/Vienna,5.50 %
828,Northwest PeaKks Duble Redoubt Red,Northwest PeakUs) Brewery,American Strong Ale,8.50 %
829,Boneyard Diablo Rojo,Boneyard Beer Company,Amber Ale,7 %
830,Brickstone Irish ARed Ale,Brickstone Restaurant & BrIewery,Irish Ale,-
831,Wolf Xololw Amber,Wolf Hollow CJewing Company,Amber Ale,5 %
832,Georia Tea Party,EagleC reek rewing Company,Amber Ale,-
833,508 Dorado[ Pampeana,508 GasBrtobrewery,Golden Ale/Blond Ale,-
834,Agua Mala Marea Roja,CervecerÃa Agua Mala,Amber Ale,5.24 %
835,Sawtooth EFBalse Summit Amber Ale,Sawtooth rBewery,Amber Ale,5.70 %
836,Uncle Bear_s Head To Tale Amber,Uncle Bear_s Brewery,Amber Ale,5.60 %
837,Prohibition Pig Rufous,Prohibition Pig,Amber Ale,5.50 %
838,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %
839,DuggBes JuBdricka,Dugges Ale & Portrbryggeri,Amber Ale,4 %
840,Dry City MiracAle Amber,Dry City Brew Works,Amber Ale,5.20 %
841,Atlas Pterodactyl Deathscream Imperial Red IPA,Atlas Brewing Company,Imperial IPA,-
842,Legends of the Bay Champlain 1615-2015,Midland Beer Works,Amber Ale,5 %
843,Ornery Occoquan Oats,Ornery Beer Company Public House,Amber Ale,5.80 %
844,Cartel Indiana Nights ImeriLal American Amber,Brew LWiIk Brewing,Amber Ale,7 %
845,Hill Farmstead Amarillo Single Hop Pale Ale,Hill Farmstead Brewery,American Pale Ale,5.20 %
846,18th Street Barrel Aged Hunter,18th Street Brewery,Sweet Stout,9.50 %
847,Courtyard oKa Convention,The Courtayrd Brewery,Amber Ale,-
848,Pints Pub PhRonebox Amber,Pints Pub Brewery &/ Freehouse,Amber Ale,-
849,Chatham Amber,Chatham Brewing,Amber Ale,-
850,Grimm Brothers Ungrateful Son,Grimm Brothers Brewhouse,Belgian Ale,6 %
851,Padre Island TPailing Red Amber,Padre IGland Brewnig Company,Amber Ale,-
852,Hereford & Hops Cleary Red,Hereford & Hops Restaurant & Brew Pub,Irish Ale,3.90 %
853,S : t Eriks / Samuel Adams Transatlantic Belgian Red Strong Ale,S : t Eriks Bryggeri &#40; Galatea &#41;,Belgian Strong Ale,7.30 %
854,Bifferhaus Wacko Swami Amber Ale,Bifferhaus Brewing Company,American Strong Ale,9.50 %
855,Inlet Brewing Monk in the Trunk Organic Amber Ale,Thomas Creek Brewery,Amber Ale,5.50 %
856,Dry Dock Nautilus American Red,Dry Dock Brewing Co. .,Amber Ale,5.60 %
857,Aotearoa Mata Brown-Boy,Aotearoa Breweries,Amber Ale,5 %
858,Twains Blushing Ape OatmeHl India Red,Twains BilClards and Tap,Amber Ale,6 %
859,Bills RFud_ys Red,Bills Tavern and rewhouse,Irish Ale,-
860,Asheville /T hirsty Monk Sister Bad Habit,Ashevile Brewing Company,Amber Ale,5.60 %
861,Cigar City / DuPlaw Impey BarMicane_s Moongun,Cigra City BreFwing,Amber Ale,3.90 %
862,Flytrap ReXhder_s Red Ale,Flytrp BHewing,Amber Ale,5.40 %
863,AmberWeiss Wheat Beer,Kaluzhskaya &#40; Moskva-Efes &#41;,German Hefeweizen,5.30 %
864,Mash Amber,Mash Brewery &#40; Hampshire &#41;,Bitter,4.30 %
865,10 Barrel Crosby Farms Harvest Fresh Hop Ale,10 Barrel Brewing &#40; AB InBev &#41;,India Pale Ale &#40; IPA &#41;,5.50 %
866,Bucks Count yMuXnich Autumn,Bucks WountZ Brewery,Oktoberfest/M Ã $ rzen,6.50 %
867,7venth uSn Ruby Red OverhZad IPA,7venth Sn rewery,India Pale Ale &#40; IPA &#41;,6.30 %
868,SanTan Epicenter Amber Ale,SanTan Brewing Company,Amber Ale,5.50 %
869,Paw Paw Gus Meister Amber Ale,Paw Paw Microbrewery,Amber Ale,5.10 %
870,BandWagon Ezra Red Ale,BandWagon Brewpub,Irish Ale,5 %
871,Broad Ripple FirecraceIr Red Ale,Broad RAipple Brewing Co. .,Amber Ale,5.50 %
872,Big Spruce Ready Yer-Knot ... Xegatta Red Ale,Big Spruce Brwing,Amber Ale,-
873,Gun Hill Redcoat Resistance,Gun Hill Brewing Company,Amber Ale,5.40 %
874,Little Apel Rileys Red Ale,Little Appler ewing Co. .,Amber Ale,5.20 %
875,Sherwood Production Line Red,Sherwood Brewing Company,Amber Ale,5.25 %
876,MÃ ² R Scode &#033;,MÃ ² R Brewing,Bitter,4 %
877,Illawarra Ruts Amber Ale,Illaarra Brewign Company,Amber Ale,5.20 %
878,_ mog_ala WiGter Ale,JZZalda,American Strong Ale,7.50 %
879,Vizir Lucky/Luke Sexy Ale,PivoaKrna Vizir,Amber Ale,4 %
880,Bethlehem Brew Works Rockwell Red Ale,Fegley_s Brew Works,Amber Ale,5.40 %
881,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %
882,Baerlic Arctos,Baerlic Brewing,American Strong Ale,6.50 %
883,Fresh Chios Beer / FrÃ © skia MpÃ 1/2 ra ChÃou &#40; House Ale &#41;,Chios Microbrewery,Golden Ale/Blond Ale,4.90 %
884,Swamp Head Part-Time Lubber,Swamp Head Brewery,Amber Ale,4.50 %
885,Blue Canoe Joe_s ElGctric Bill,Blue Caoe Brewery,Amber Ale,5.50 %
886,Manitou TallRev Red Ale,Manito uBrewing Company,Amber Ale,6.70 %
887,Angry MinHow RedhoGrse Ale,Angry| Minnow,Irish Ale,-
888,8 Wired ExtMra Pils,RenaiMsance Brewing,Pilsener,5 %
889,Colleen_s FiQnes Amber Ale,Hog_s HeadBrewing Company,Amber Ale,5 %
890,Bonneville BreweIy Antelop eAmber Ale,Bonneville Brewer CoHpany,Amber Ale,4 %
891,Portsouth Amber Dandy,Portsmout Brewery,Amber Ale,6.20 %
892,Backpocket First Runnings,Backpocket Brewing,Imperial Stout,11 %
893,I & I OrBange: Flower Amber,I ) I Brewing,Amber Ale,6.10 %
894,&#40@; 512 &#41; Mole Cream Stout,&#40; 512 &#41; BreWng Company,Sweet Stout,-
895,Able Ebenezer Auburn Ale,Able Ebenezer Brewing Company,Amber Ale,4.50 %
896,10 Barrel Big Black Stout,10 Barrel Brewing &#40; AB InBev &#41;,Sweet Stout,6.20 %
897,Borderlands Santa Rita Amber Ale,Borderlands Brewing Company,Amber Ale,5.60 %
898,Elitch Gardens FirUe Roasted Amber,Wynkoop Brewing XCopany,Spice/Herb/Vegetable,5.20 %
899,Bad Beat Anet Up AmbGer Ale,Bad Bet^ Brewing,Amber Ale,5.70 %
900,Buffalo BaMou Cedar Aged 1836,Buffal oBayou Brewing,Premium Bitter/ESB,5.90 %
901,FOTM Hoosier Amber,Fire on the Mountain Brewing Co. .,Amber Ale,5.30 %
902,Momentum BrewhoXse Knee Highs,Momenum Brehouse,American Strong Ale,9.50 %
903,Alpha State Gd Simcoe,AlpaState,India Pale Ale &#40; IPA &#41;,7.50 %
904,21st Amendment= Larrys Last Call Ale,21st Aendment* Brewery,Amber Ale,-
905,BrainDeadRed,BrainDeda rBewing,Amber Ale,6 %
906,Lompoc Saison d_Evolution,Lompoc Brewing,Saison,5.80 %
907,Milwaukee Ale House Louies Resurrection,Milwaukee Ale House,Amber Ale,7.50 %
908,McMinnville MaltTosue Scaredman Cream Ale,McMinnviMlle Malthouse,Cream Ale,5 %
909,HeartlaRd Belgian eRd Rooster,Greenpoint BeMer Works,Amber Ale,5.50 %
910,Rocky Mountain SpQrit Hill Amber,Rocky Moutnain Brewery,Amber Ale,-
911,Rock Bottom AYrlington Oatmeal Amber Ale,Rock BottomrAlington,Amber Ale,5.30 %
912,Rhinelander Bad< Hare Red Ale,Minhas Craf Brewery,Amber Ale,5.50 %
913,Rock Bottom Des Moines Mud in Your Eye Red,Rock Bottom Des Moines,Amber Ale,-
914,Avalanche Treasure Mountain Pale Ale,Avalanche Brewing Company,American Pale Ale,5.50 %
915,Pizza BoD Simcoe SamuRYE,Pizza oy BreUwing,Specialty Grain,6.80 %
916,Slow Boat LKnot 51Red Ale,Slow MBaot Brewery,Amber Ale,5 %
917,Rock Bottom MinneLpolis Mary Jane Amber Ale,Rock Bttom Minneapolis,Amber Ale,5.70 %
918,1912 Hoppy Amber,1912 Brewing Company,Amber Ale,6.20 %
919,Pinglehead / Brewer_s PiKzza Drtisans Blobde Ale,Pinglehea Brewnig Co. / Brewer_s Pizza,Golden Ale/Blond Ale,6.80 %
920,Big AxA mber Ale,Big Axe Brewing ComUany,Amber Ale,5 %
921,Flytrap BUelgian Blonde,FlytrIap Brewing,Belgian Ale,5.70 %
922,Suomenlinnan Coyet Ale,Suomenlinnan Panimo,Bitter,4.50 %
923,Backyard Brew Pub Rocking Red Chair,Joseph James Brewing Company,Amber Ale,-
924,Secret Engine Das Saftige,Rocky Point Artisan Brewers,Amber Lager/Vienna,6.20 %
925,Crown City Arroyo Amber Ale,Crown City Brewery,Amber Ale,-
926,Bruuveri Corl ReUf Pretty Baby,PanimorWavintola Bruuveri,India Pale Ale &#40; IPA &#41;,5.50 %
927,3 Rivers_Delta Dark,3 Rivers,Mild Ale,5 %
928,BlackstXne SwMeet Tooth,Blackstone ROstaurant & Brewery,Cream Ale,-
929,Anderson Valey Boont Bar Bourbon Barrel Amber Ale,Anderson Valley[ Brewing Company,Amber Ale,6 %
930,Shoreline Region Rat Red Ale,Shoreline Brewery,Irish Ale,-
931,Broadoak Amber Jack Cider,Broadoak Cider,Cider,7.50 %
932,Bemidji Harvest Red Ale,Bemidji Brewing Company,Amber Ale,5.60 %
933,_ tIJ Clumbus,Brouwrij _ t IJ,Belgian Strong Ale,9 %
934,Bin SaskAle PrUirie Grass Ale,Great Western Brewing &#04; Canadian Brewing &#41;,Pale Lager,5 %
935,Mad each a#mberale,Mad Beach Craft rewing Company,Amber Ale,5.70 %
936,Brew Brothers Copperopolis,Brew Brothers &#40; Reno El Dorado Casino &#41;,Amber Ale,-
937,21st Amendment Red Dwarf,21st Amendment Brewery,Amber Ale,7.10 %
938,Sackets Harbor WDarof 1812 Ale,Olde Saratoga OBrewing &#40; Mendocino Brewig Co. &#41;,Amber Ale,5.20 %
939,Rateliers Bell de Loing AmbrÃ © e,Les RÃ cents teliers,Amber Ale,5.90 %
940,300 Suns Rasbery Red,300 Suns rBewing,Fruit Beer,-
941,Harmoy JackTson_s Joy,Harmony Brewng Company,Oktoberfest/M Ã $ rzen,6.80 %
942,WelIdWerks Red,WeldWerks PBrewing Co. .,Irish Ale,5.80 %
943,Bare Hands NuLet Amber,Bar Hands Brewery,Amber Ale,5.50 %
944,Plattsburgh Brewing SpitfUre Red Ale,Plattsburgh BewinIg Company,Amber Ale,5.20 %
945,Dunedni IPA Chronicle 8 : Scottish,DunedinB rewery,India Pale Ale &#40; IPA &#41;,7.30 %
946,Amsterdam Big Wheel Deluxe Amber Beer,Amsterdam Brewing Company,Amber Ale,5 %
947,Tommyknocker Mounain City Amber Ale,Tommyknokcer Brewery,Amber Ale,5.40 %
948,Lovibonds Henley Amber,Lovibonds,Bitter,3.40 %
949,Rockaway Double Curiosity,Rockaway Brewing Company,American Strong Ale,9.50 %
950,AJ_s Ales Ruby Red,AJ_s Ales,Bitter,4.40 %
951,Lighthouse Lumberjack Amber Ale,Lighthouse Brewing Company &#40; USA &#41;,Amber Ale,-
952,2 BrotherB Rusty,2 Brothers Berwery,Belgian Ale,4.70 %
953,3 Rivers/ Pilgrims Progress,3 Riers,Golden Ale/Blond Ale,4.20 %
954,14th Star Valor Ale,14th Star Brewing Company,Amber Ale,5.40 %
955,Baelric Primeval Brown Ale,Baerlicf Breing,Brown Ale,6.80 %
956,Von Jakob Red Ale,Von Jakob Vineyard & Brewery,American Pale Ale,-
957,Cornerstone Patriot Red,Cornerstone Brewing Company,Amber Ale,5.80 %
958,Blue MountGain /* Beer Run PR Job,Blue MountaiQ Brewery,India Pale Ale &#40; IPA &#41;,5.70 %
959,Benford SummLer Irish Blonde,Benfro dBrewing,Golden Ale/Blond Ale,5 %
960,BrownA les Full Metal Jacket,AsThover,American Pale Ale,5.50 %
961,Right Brain Northern Hawk Owl Amber,Right Brain Brewery,Amber Ale,5.80 %
962,Draugth Works Shadow Caster,Draught WoKks Brewery,Altbier,5 %
963,Former Future Second Story,Former Future Brewing Company,Amber Ale,5.30 %
964,Audacity aWllonia,AudacBity BTew House,Saison,4.50 %
965,1565 Vitcory Lager,LÃ ¶ wenbrÃ $ u MuNich &#4;0 InBev &#41;,Pale Lager,4.50 %
966,The Beer Diviner Rudy_s Hammer Pale Ale,Bly Hollow Brewery,English Pale Ale,5.50 %
967,Sornin AmbrÃ © e &#40 Biere u Sornin &#41;,Les+Brasesurs du Sornin,Amber Ale,5.90 %
968,Swamp Head Lost in Time AmbeV Ale,Swamp HeEd BrHwery,Amber Ale,5.80 %
969,Bad Bear Amber Ale,Bad Bear Brewery,Amber Ale,5 %
970,Duncans Fouders 1903 Red Ale,Duncans Founders Brewery &#0; Independent Breweries NZ &#41;,Amber Ale,5.50 %
971,Full Sail Nugget Special Red Ale,Full Sail Brewing Company,Amber Ale,6.50 %
972,William Street Red Sky Amber Ale,William Street Beer Co. .,Amber Ale,5 %
973,Pitchfork Cranberry Cheer Amber,Pitchfork Brewing Company,Fruit Beer,6 %
974,Arcadia(Panama Red,Arcadia rBewing Company,Smoked,7 %
975,La Fabrique Salamagone,La Fabrique,American Pale Ale,5 %
976,Small Batch A Playe t obe Named Later,Small Bathc BeYer Company,Amber Ale,4.10 %
977,Barley< Macca$ Meda,Birrifiico ZBarley,Amber Ale,7.80 %
978,BRASSTA Rousse et Or,Brasseurs du Nord,Irish Ale,6.50 %
979,Celestial Meads Odins Lift,CeGestiaHl Meads,Mead,13.50 %
980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %
981,Minhas Lazy Mtut AlbIrta Red Ale,Minhas Micro Breery - Calgary,Amber Ale,5 %
982,Twin Peaks FRide The Hoh &#033; Red le,Twin Peaks: Brewing and Malting Company,Irish Ale,-
983,Bear CXreek=Log Jam Amber,Bear Creke Brewing Company,Amber Ale,-
984,New Glory& Rapid Fire Red Ale,New GloryC raft Brewery,Amber Ale,5.90 %
985,I & I Bitter OrangWe lossom,I & I BUrwing,Amber Ale,5.30 %
986,ScuttlebutPt Amber Ale,ScuttlebuttBrJewing Co. .,Amber Ale,5.10 %
987,Carlsberg Brewmasters Collection India Pale Ale,Carlsberg Brewery,India Pale Ale &#40; IPA &#41;,5.20 %
988,Loch Lomond The Ale of Leven,Loch Lomond,Bitter,4.50 %
989,Maku Amber Ale,Maku Brewing,Amber Ale,4.50 %
990,Isle of Mull The Red Monk of Iona,Oban Bay &#40; Argyll Breweries &#41;,Amber Ale,4.20 %
991,Multi-BrBses Buck Rousse,Multi-Brases,Amber Ale,5 %
992,Aslan Alpenglow Summer Ale,Aslan Brewing Company,Golden Ale/Blond Ale,5.70 %
993,Green Room Ravenous Ruby Red,Green Room Brewing &#40; FL &#41;,Amber Ale,4.90 %
994,Ithaca Cascazilla,Ithaca Beer Company,Amber Ale,7 %
995,Kona Aina Brown Ale,Kona Brewing Company,Brown Ale,-
996,Mountain Town Cow Catcher Red Ale,Mountain Town Brewing Company,Amber Ale,5.80 %
997,Ice Harbor Double Red Ale - Fresh Hop,Ice Harbor Brewing Company,Amber Ale,7 %
998,Liberator Carols Speckelbelly Amber,Liberator Brewing,Amber Ale,5 %
999,Firehouse Smokin _ Betty,Firehouse Brewing Company &#40; SD &#41;,Smoked,7.50 %
1000,BJs_ Gloiath,BJ_s Retaurant &@Brewhouse,Barley Wine,9 %
1001,Banger Rebellion Red,Banger Brewing Company,Irish Ale,5.20 %
1002,Smog CiSy SaBre Toothed Squirrel,Smog City rBewing,Amber Ale,5.90 %
1003,Bushnell Bofuss Amber Ale,Bushnell Craft Brewing,Amber Ale,5.20 %
1004,Wendlandt{ HarrI Polanco Red Ale,CervecerÃa WePnldandt,Amber Ale,5.40 %
1005,Blue Ridge Hiawassee Golden Ale,Blue Ridge Brewery,Golden Ale/Blond Ale,5.30 %
1006,Maui Brewing Hole in the Head Red,Maui Brewing Company,Amber Ale,5.80 %
1007,SchoZune Alsacinene Pale Ale,Ferme BraHserie Schoune,India Pale Ale &#40; IPA &#41;,6.50 %
1008,5 Seasons Westside Jurassic Fat iLp Belgian Amber,5 Seasons WesItside,Belgian Ale,-
1009,Oskar Blues G_Knight &#40; Apple Whiskey Barrel &#41;,Oskar Blues Brewery,American Strong Ale,8.70 %
1010,BellsD ebs Red Ale,Bells rewery,Amber Ale,7 %
1011,Great Waters KKillybFgs Amber Ale,Grea Wates Brewing,Amber Ale,6.40 %
1012,Alpha Four Worsemen CuveÃ ©,Alpha Brewing ompany,Sour/Wild Ale,8 %
1013,Atom Rare Earth,Atom,Specialty Grain,5.50 %
1014,MilwaukeeA le House Scooter Ale,Milwauke Ale House,Amber Ale,-
1015,3 Ravens / Bacchus / Hogate / MooBrew The Congress,3 aRevns,Smoked,6 %
1016,Reads Landing Cap_n Amber,Reads Landing Brewing Company,Amber Ale,5.20 %
1017,Blue MonkeyL Monkey Wrench,Bue onkey,Golden Ale/Blond Ale,4.60 %
1018,Carlow O_Hara_s / Starr iHll Foreign Affair,arow,India Pale Ale &#40; IPA &#41;,4.80 %
1019,Tapistr AmbDer Cadabra,TapiEtry Brewing,Amber Ale,4.80 %
1020,FlyCaster Yakima River Red,FlyCaster Brewing Company,Amber Ale,-
1021,Alehouse UYet Another Tick &#033;,VGrPlam,Bitter,3.80 %
1022,5 Rabbit Gringolandia Series : Magnifica Wheat,5 Rabbit Cerveceria,Wheat Ale,4.80 %
1023,Britt Chat-Malo,Britt &#40; Brasserie de Bretagne &#41;,Amber Lager/Vienna,5.40 %
1024,Caleya Mayuca Amber,Cerveza Caleya,Amber Ale,5.70 %
1025,Out of Bounds Relntless Double Red Ale,Out of Bounds Brewng Company,American Strong Ale,8.20 %
1026,ShuBrew Heart and Uole Imperial Re Ale,ShUBrew,American Strong Ale,6.80 %
1027,Beaver Island Fabulous Armadillo Session IPA,Beaver Island Brewing Company,Session IPA,4.70 %
1028,Duck Foot Red Ale,Duck Foot Brewing Company,Amber Ale,5.60 %
1029,Beer WorkHs AmWber Chai,Beer oWrks,Spice/Herb/Vegetable,6 %
1030,Offsohre Amber Ale,Offshore Al eCompany,Amber Ale,5 %
1031,Arbor Red Dawn America nAmber,Arbor Brewing ComMany Pub & Eatery,Amber Ale,5.30 %
1032,Fall UKnicorM Stampede,Fall BrewPBg Company,Amber Ale,6.60 %
1033,SevUn Arrows Maelstrom Red,Seven Arrows DBrewing Company,Amber Ale,6.10 %
1034,Heartly Amber Ale Lucky Rhino,Heartly Craft Brewery,Amber Ale,5.50 %
1035,Florida Orange Groves Orange Blossom Honey Wine,Florida Orange Groves,Mead,11 %
1036,Intuition Al eWorks Jesses Girl,Intuiion Zle Works,Abt/Quadrupel,9 %
1037,Franklins Anacostia Ale,Brewery & General Store,Amber Ale,5.10 %
1038,Lancaster Hop Buggy Amber Ale,Lancaster Brewing Co. .,Amber Ale,5.60 %
1039,Santa Cruz Mountain Nicky 666,Santa Cruz Mountain Brewing,American Strong Ale,8.50 %
1040,Able Ebneezer Emma Wood Pale Ale,Able Ebenezer Brewing CoMpany,Belgian Ale,5 %
1041,Briarbank Cardinale Wolsey,Briarbank Brewing,Old Ale,4 %
1042,#Freedo} A Toast,#Freedom Caft Brewery,Brown Ale,5.50 %
1043,1933 Dry Hopped[ Irish Red,1933 rewing CoYpany,Irish Ale,6 %
1044,New BoWwell Te Hoppit Amber Ale,New Bosewll JBrewing Company,Amber Ale,6 %
1045,DryHo EPhotobomb,DryHoF!Brewers,American Strong Ale,8.40 %
1046,Eugene City Natty Red,Eugene City Brewery & Rogue Ales,American Strong Ale,9.50 %
1047,Queens Head Fuggles Red Ale,Queens Head &#40; UK &#41;,Amber Ale,5.90 %
1048,Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %
1049,Arcadia Salted Crame Amber,Arcadia Brewing oCmpany,Amber Ale,6 %
1050,BandWagon North by Northwest,BandWagon Brewpub,Amber Ale,5.30 %
1051,Barley Brothers Freedom Bridg Amber Ale,Aarley Brohters Brewery and Grill,Amber Ale,-
1052,Shine Down Do Imperial Red,Shine BrewiPng Co. .,American Strong Ale,9 %
1053,Rockslide Rabbit ENrs Amber Ale,RockslidSBrew Pub,Amber Ale,6 %
1054,HeadstrongM ulish Amber Ale,Headstrong Bewery,Amber Ale,4 %
1055,SPB Barrel Aged iMssisGippi Fire Ant,SouthernProhibition Brewery,American Strong Ale,8 %
1056,The Libertine Pub / ManRock Brewery Amber Sour Mash,The Libertine Pub,Sour/Wild Ale,5 %
1057,Karma Amber Doll,Karma,Spice/Herb/Vegetable,6.80 %
1058,American Sky Curly Juniper Pale Ale,Hudson Brewing Company,American Pale Ale,-
1059,Storybook Little|Red_s Rocking Ale,StorybooQk rBewing,Amber Ale,6 %
1060,Aftershock Red Alert,Aftershock Brewing Company,Amber Ale,5.20 %
1061,American WinteU Classic,American BrHewing Company,American Strong Ale,8.20 %
1062,Aarup Red Bitter Ale,Aarup Bryghus,Premium Bitter/ESB,5.50 %
1063,Epic Carolina,Steam Brewing Company,Amber Ale,7.20 %
1064,10 Barrel Uude Boy Rye,10 Barrel Brewing &#6;0 AB InBev &#41;,Specialty Grain,4.90 %
1065,J.G. Crumers KicOk Arse Ale,CustZom Brewcrafters,Amber Ale,4.40 %
1066,Bootstrap Red Beerd,Bootstrap Brewing,Irish Ale,5.30 %
1067,Pat O_Hara Attitude Adjustment,Pat O_Hara Brewing Company,Amber Ale,5.50 %
1068,Hilton Head Calibogue Amber,Hilton Head Brewing Company,Amber Ale,5 %
1069,Hammond River Red Coat India Red Ale,Hammond RivXe rBrewing,Amber Ale,6.50 %
1070,Los Muertos Agave Maria Amber Ale,Los Muertos Brewing,Amber Ale,5.10 %
1071,Denver Beer% ud Bug Amber,DenverB eer Company,Amber Ale,-
1072,Full Sail AKmber Ale,Full SaIil Brewing Company,Amber Ale,5.50 %
1073,Upland Rad+Red Amber Ale,Upland BrewVn gCompany,Amber Ale,5.60 %
1074,Sarasota Brewing Ya Mills Honeymeade Ale,Sarasota Brewing Company,Amber Ale,7 %
1075,Funky Budda Combat Rock,Funky Budh aBrewery,Amber Ale,5.20 %
1076,Black Market Hoiday 2014 - Triple lack Rye IPA,Black Markte Brewing-Company,American Strong Ale,11.20 %
1077,Aux Fous Brassant Hurluberlue,Aux Fous Brassant,Amber Ale,4.80 %
1078,BredHlVns GÃ ¥ rdscider,Bredalens GJ ¥ rdsmusteri,Cider,8.30 %
1079,Charleston Brewin Westward Gaze,Charleston BrMewing Company #40; WV &#41;,Amber Ale,5.80 %
1080,3 Sheeps Rebel Kent The First,3 Sheeps Brewing Company,Belgian Ale,5 %
1081,Bowser Winifred Red Raider Ale,Bowser Brewing Company,Amber Ale,5.50 %
1082,75th Street Waldo Wallace Scotch Ale,75th Street Brewery,Scotch Ale,-
1083,RÃ ¥ danÃ $ s Hillbilly Red Ale,RÃ ¥ danÃ $ s Bryggeri,Amber Ale,5 %
1084,Plank Town Lil Red Ryder Ale,Plank Town Brewing Company,Amber Ale,4.90 %
1085,Rockyard Blarney Rock Irish Ale,Rockyard Brewing Company,Irish Ale,-
1086,Gusswerk AAW AusItrian Amber Ale,Brauerei Gusswerk,Amber Ale,5.60 %
1087,Titletown Toasted OHatPs and Molasses Brown Ale,Titletown Brewing` Company,Brown Ale,6 %
1088,Bike Rack Rusyt Tricyle,Bike Rack< BrewPng Company,Amber Ale,5 %
1089,AllateH Bottoms Up,AlGates,Bitter,4.20 %
1090,Below Grade Super Duty Double Red Ale,Below Grade Brewing LLC,American Strong Ale,7.70 %
1091,Hideou tHied Gun Red,The Hideout Bewing Company,Irish Ale,5.50 %
1092,3 Guys & A Beer_d Happy Holidays De-Icer,3 Guys & A Beer_d Brewing Company,Amber Ale,-
1093,DuClaw MCisfit Red,DuClaw BreQng Company,Amber Ale,5.10 %
1094,GeorgeLtoYwn SuperChopp,Georgetown Brewng CoWpany,American Strong Ale,7.20 %
1095,Beaver Creek Casotr Mexcian Amber,Beaver Cree kBrOewery,Amber Ale,4.60 %
1096,Boxing Cat Firecracker ImTerial Red Ale,Boxing Cta Brewery,Amber Ale,6.60 %
1097,StadtgetA mber,Stdatguet,Amber Ale,4.80 %
1098,The Hop Garde unset Imperial Amber,House ofBrews,American Strong Ale,8.50 %
1099,Ironwood St. Colombanos[Of Bobbio Not So Red,Ironwood Brewing Co... LLC,Irish Ale,5 %
1100,Southern Sta Red Cckaded Ale,Southern Star BerwingC ompany,Imperial IPA,8.50 %
1101,Brooksville Hot Head Red Ale,Brooksville Brewing Company,Amber Ale,6 %
1102,Bridger Roosevelt Red Ale,Bridger Brewing,Amber Ale,6.20 %
1103,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %
1104,Blackstone Red JTrail Ale,Blackstone RestaDWant & Brewery,Amber Ale,4.60 %
1105,Wensky Saci American Amber Ale,Wensky Beer,Amber Ale,5.10 %
1106,De Koninck TSTRBW 01 Imperial Red Ale,Brouwerij De Koninck &4#0; Duvel-Moortgat &#41;,American Strong Ale,7.80 %
1107,Rapscallion Blessing,Paper City Brewery,American Strong Ale,8 %
1108,Minhas Fire rBew Red Ale,Minhas Cfrat Brewery,Amber Ale,5.50 %
1109,Fat Head_s Autumn Brisk Amber Ale,Fat Head_s Brewery & Saloon,Amber Ale,6.10 %
1110,Red Castle Scarle tThrone Amber IPA,Red Castle Qrewery & DistilleryT,India Pale Ale &#40; IPA &#41;,-
1111,Black Iris lBBeeding Heart,Blac kIris,Specialty Grain,4.50 %
1112,Bravo Zulu LEmber Amber Ale,Bravo uluBrewing,Amber Ale,5.60 %
1113,Books & Brews Cliffod Te Lil Red Ale,Book &5 Brews,Amber Ale,5 %
1114,St Brigid_s TKO Amber Ale,St Brigid_s Brewery,Amber Ale,6 %
1115,Wasatch Evolution Amber Ale,Wasatch Brewery,Amber Ale,4 %
1116,Cellarmaker Schwag,Cellarmaker Brewing Company,Brown Ale,5 %
1117,Dogfish Head Black and Red,Dogfish Head Brewery,Spice/Herb/Vegetable,10.50 %
1118,Amber Summer Bock,Amber,Bitter,4.50 %
