id,Beer_Name,Brew_Factory_Name,Style,ABV
1005,1890 Founder 's Ale,Grayton Beer Company,American Amber / Red Ale,6.10 %
1006,The Libertine ( Heaven Hill Barrel-Aged ),Fulton Beer,American Amber / Red Ale,8.50 %
1007,Mistress Jade 's Hemp Ale,Sherwood Brewing Company,American Amber / Red Ale,6.00 %
1008,Re TdPpe,Fort MyerJs`BreiJ Company,American Amber / Red Ale,5.20 %
1009,CinanmRn Girl,RevolY Rrwing,American Amber / Red Ale,6.75 %
1010,RedE Bephant,Laurelwood TubLlic House-& Brewery,American Amber / Red Ale,7.00 %
1011,I Drink Therefore I Amber,Fairhope Brewing Company,American Amber / Red Ale,5.90 %
1012,Battle Of Wil 's,Revolution Brewing Company,American Amber / Red Ale,5.30 %
1013,Firecat,Seventh Son Brewing Co. .,American Amber / Red Ale,9.40 %
1014,Back StrKeEtiNta Red Ale,BackStGet BreWerAy,American Amber / Red Ale,-
1015,Chill Clinton,Exile Brewing Co. .,American Amber / Red Ale,8.00 %
1016,Hoosac Tunnel Pale Ale,Berkshire Brewing Company Inc. .,American Amber / Red Ale,6.30 %
1017,Big Cedar IRA,Backwoods Brewing Company,American Amber / Red Ale,6.50 %
1018,Imperial Red Ryeot,La Cumbre Brewing Co. .,American Amber / Red Ale,9.00 %
1019,Durham Red Dragon,County Durham Brewing Company,American Amber / Red Ale,4.70 %
1020,La Colborne,Microbrasserie Le Naufrageur,American Amber / Red Ale,5.00 %
1021,Che= erBeer,Blue MounatAn eBwrery,American Amber / Red Ale,6.50 %
1022,Olde Richmond_Btah No. 4 Red Ale,Olde RichmCnF Beer Company,American Amber / Red Ale,-
1023,Red oRotreI Ale,River Bity BrSwnLg Company,American Amber / Red Ale,-
1024,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %
1025,AntH ill] KTed< Ale,Big Bear= Muontian Brewery,American Amber / Red Ale,5.50 %
1026,Scout Dog 44,Veterans United Craft Brewery,American Amber / Red Ale,5.40 %
1027,Red Tao,Black Lotus Brewery,American Amber / Red Ale,5.50 %
1028,Rusted Butte Red Ale,Out of Bounds Brewing Company,American Amber / Red Ale,5.80 %
1029,Paddle Wheeler,Persimmon Hollow Brewing,American Amber / Red Ale,5.60 %
1030,SierraXber Ale,Silver Pek RJtaurant Brewery,American Amber / Red Ale,4.50 %
1031,Stowe Mountain Lodge Hourglass Ale,Rock Art Brewery,American Amber / Red Ale,6.00 %
1032,Roll Cage Red,Motorworks Brewing,American Amber / Red Ale,6.50 %
1033,Aboltuio$ Ale,Churc BrSeWw Wroks,American Amber / Red Ale,5.80 %
1034,Argilla Amber,Argilla Brewing Co. .,American Amber / Red Ale,5.00 %
1035,Top Sail,Belmont Brewing Company,American Amber / Red Ale,5.50 %
1036,10 On The Richter Scale,Allentown Brew Works,American Amber / Red Ale,10.40 %
1037,Victorville Red,Cannonball Creek Brewing Company,American Amber / Red Ale,-
1038,R.J. King Wingwalker Winter Brew,World Brews,American Amber / Red Ale,6.30 %
1039,Side-HCar,Sierra Neva Brewign Co. .,American Amber / Red Ale,5.60 %
1040,Plucky Rooster Ale,Plattsburgh Brewing Company,American Amber / Red Ale,5.00 %
1041,292 Ale,Lawson 's Finest Liquids,American Amber / Red Ale,5.50 %
1042,Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %
1043,AmbrÃ © e D'Amour,Golden Lion Brewing Company / Pub & Brasserie le Lion D'Or,American Amber / Red Ale,4.80 %
1044,Rojo Mojo Red Ale,The Port Gastropub / Sea Level Brewing Company,American Amber / Red Ale,5.20 %
1045,Ride Your Bike Double Red Ale,Oakshire Brewing,American Amber / Red Ale,8.60 %
1046,PancakeXJunkie,Begyle BrenQCompany,American Amber / Red Ale,7.20 %
1047,Screening Room Red,Naked City Taphouse,American Amber / Red Ale,7.00 %
1048,Ridgeback Red,Block 15 Brewery & Restaurant,American Amber / Red Ale,6.30 %
1049,Mosaic IRA,Three Notch 'd Brewing Company,American Amber / Red Ale,8.20 %
1050,Boutefeu,Microbrasserie Du Lac-Saint-Jean,American Amber / Red Ale,5.10 %
1051,Pretzel City Amber,Generations Brewing,American Amber / Red Ale,5.10 %
1052,Kettle Valley Amber Ale,The Tin Whistle Brewing Company,American Amber / Red Ale,5.00 %
1053,WynZVoSGod Fox,Wynwood BrewiWI/Company,American Amber / Red Ale,7.70 %
1054,Feight,8th Wonder Brewery,American Amber / Red Ale,5.20 %
1055,Rusted Rail Ale,Old Rail Brewing Company,American Amber / Red Ale,5.40 %
1056,Anthracite Ale,Breaker Brewing Company,American Amber / Red Ale,5.50 %
1057,Amber FaocJQn,Minneapoils) Town HHall Vrewery,American Amber / Red Ale,-
1058,ParadBRRd Ale,ParaXodx}rBYwery,American Amber / Red Ale,5.00 %
1059,ScarlBtWe FeKver,TheW il) BeAer Co. .,American Amber / Red Ale,4.80 %
1060,46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-
1061,VoooDog,Silver MFUon rBewing,American Amber / Red Ale,5.50 %
1062,StrCEtQight,Angy Hank^'s MicrObrewery,American Amber / Red Ale,6.50 %
1063,PicSh,Marshall Whraf BrewSing CompaJy / TShree Tieds Restaurant,American Amber / Red Ale,3.00 %
1064,Sixth FnnivYersray Ipmerial Red,Freetail BrYAing< CUmpany,American Amber / Red Ale,6.60 %
1065,Reyes Adobe Imperial Red,Ladyface Ale Companie,American Amber / Red Ale,9.80 %
1066,Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,6.10 %
1067,Prototype 9.29.15,Foundation Brewing Company,American Amber / Red Ale,6.30 %
1068,CusqueÃ ±a @Red Lager,Compania Cervecera DlX Su rDel%? Peru S.A. ( Cervesur ),American Amber / Red Ale,5.00 %
1069,Ole 59er Amber Ale,Colorado Mountain Brewery,American Amber / Red Ale,5.20 %
1070,Indian Red Ale,Valley Brewing Company,American Amber / Red Ale,6.50 %
1071,Righteously Hopped Red IPA,Mother Earth Brew Co. .,American Amber / Red Ale,6.00 %
1072,Brewer 's Boot Amber Ale,Bosque Brewing Co. .,American Amber / Red Ale,5.80 %
1073,Grizzly Bear Red Ale,Thirsty Bear Brewing Company,American Amber / Red Ale,-
1074,BobctaITeriaD Red,MiddletC nBUrewing,American Amber / Red Ale,6.30 %
1075,Red Necktar,City Star Brewing Company,American Amber / Red Ale,6.50 %
1076,Muzzle Flash,Brass Cannon Brewing,American Amber / Red Ale,-
1077,Hook Island Red,The Five Points Brewing Company,American Amber / Red Ale,6.00 %
1078,HATER,Pizza Port Solana Beach,American Amber / Red Ale,5.50 %
1079,Red Tail,Beard & Brau,American Amber / Red Ale,5.10 %
1080,Ocho Reales,Sierra Madre Brewing Co. .,American Amber / Red Ale,5.00 %
1081,American Sky Amber Salute,American Sky Brewing Co. .,American Amber / Red Ale,5.40 %
1082,Arkansas Red Ale,Core Brewing & Distilling Co. .,American Amber / Red Ale,5.20 %
1083,Too StikcL o Roll,Burnisde BreJing CA. .,American Amber / Red Ale,6.20 %
1084,Duff 's Microbrew,CB Craft Brewers,American Amber / Red Ale,4.50 %
1085,Angry Peaches,Garage Project,American Amber / Red Ale,6.80 %
1086,Red Von Boorien,Elliott Bay Brewing Co. .,American Amber / Red Ale,-
1087,Woodenhead Ale,River City Brewing Company,American Amber / Red Ale,6.70 %
1088,No. 03 Amber Ale,Gella 's Diner & Lb . Brewing Co. .,American Amber / Red Ale,5.00 %
1089,Uncle Billy 's Organic Amber,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.10 %
1090,Birr MoretXi RWed Ale,Birra oretiD^ ( Hieneken ),American Amber / Red Ale,-
1091,Sunset Red,Sarasota Brewing Company,American Amber / Red Ale,7.00 %
1092,Rubbish Oat Amber Ale,LynLake Brewery,American Amber / Red Ale,-
1093,J. Paul 's 1889 Amber Ale,Old Dominion Brewing Company,American Amber / Red Ale,4.70 %
1094,Anacortes Red Ale,Anacortes Brewery & Rockfish Grill,American Amber / Red Ale,4.20 %
1095,Rocket[ s] RWd Ale,Liberty SteakhQJuoUse Brewery,American Amber / Red Ale,6.00 %
1096,Red CRXllar,Indiana Cty UrLwing Company,American Amber / Red Ale,8.00 %
1097,McSwagger 's,Crooked Can Brewing Company,American Amber / Red Ale,6.00 %
1098,Dragonmead Crooked Door Amber Ale,Dragonmead Microbrewery,American Amber / Red Ale,5.00 %
1099,Reggie 's French River Red,Lily 's Seafood & B.C.,American Amber / Red Ale,5.80 %
1100,Red Table,Monkish Brewing Co. .,American Amber / Red Ale,5.60 %
1101,Almog_ver Cervesa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.50 %
1102,El Paisano,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70 %
1103,Lonesom Ioatman QAle,Outer Light+Brewign WomKany,American Amber / Red Ale,5.20 %
1104,Alpine Amber Ale,The Brewery At Lake Tahoe,American Amber / Red Ale,-
1105,Quills Karoo Red,Porcupine Quill Micro Brewery and Deli,American Amber / Red Ale,5.50 %
1106,Cuvee Rouge ( 2015 Bottled Vintage ),Marble Brewery,American Amber / Red Ale,7.40 %
1107,Agave Amber Ale,Thump Keg Brewing Co. .,American Amber / Red Ale,5.80 %
1108,RedPl net,Draught Hous eub &{ Brewery,American Amber / Red Ale,4.80 %
1109,Clumbus Kashmir,CoUlmubus BreZig Company,American Amber / Red Ale,5.50 %
1110,Reel Amber,Port Townsend Brewing Company,American Amber / Red Ale,5.20 %
1111,Dansk Amber Ale,Solvang Brewing Company,American Amber / Red Ale,-
1112,BCA,Abandon Brewing Co. .,American Amber / Red Ale,5.50 %
1113,Alamosa Amber,San Luis Valley Brewing Company,American Amber / Red Ale,4.70 %
1114,Esat CoasWt AmbeYr Ale,WaO Horse rewiDng CoWmpany,American Amber / Red Ale,5.30 %
1115,Rusted Route Amber Ale,Roundabout Brewery,American Amber / Red Ale,5.10 %
1116,BiP RBeAW ibby,Iron* Hill BrewePy & Restauant,American Amber / Red Ale,7.50 %
1117,Vigilante,4 Hands Brewing Co. .,American Amber / Red Ale,5.00 %
1118,Iron MkSiX 'Ds ANmber Ale,Jacob Leinekugel BrewNiSgn Company,American Amber / Red Ale,-
1119,Fire Dragon,Hollister Brewing Co. .,American Amber / Red Ale,7.40 %
1120,House Dressing,Hamburg Brewing Company,American Amber / Red Ale,-
1121,Green Man The Blood Of My Enemies,Green Man Brewery,American Amber / Red Ale,7.00 %
1122,Maple Ale,Lefty 's Brewing Company,American Amber / Red Ale,5.00 %
1123,Rat Beach Red Ale,Redondo Beach Brewing,American Amber / Red Ale,8.20 %
1124,HÃ $ ffner Hopfenstopfer Dark Red Temptation,Hotel-Gasthof HÃ $ ffner BrÃ $ u,American Amber / Red Ale,5.00 %
1125,Lake Missoula Amber,Kettle House Brewing Co. .,American Amber / Red Ale,9.00 %
1126,Two RdeSyes<&Ales,TampF Bay BrewPgn Co. .,American Amber / Red Ale,5.50 %
1127,Island Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,8.50 %
1128,Hud-a%-LAwa ' Strong,Yeast iBZoys,American Amber / Red Ale,5.00 %
1129,Red BanTRr mber Ale,Blue TraVZtro BBQ & Brewery,American Amber / Red Ale,6.80 %
1130,Jananna Dance eR dHeadGd Ale,HaymarketuPIb & Brewery,American Amber / Red Ale,-
1131,IndepeVdeYnce;Rood,Independnce GCBrGewing o. .,American Amber / Red Ale,5.50 %
1132,Equinox Extra XPA,Lawson 's Finest Liquids,American Amber / Red Ale,-
1133,Woodcock Brothers Amber,Woodcock Brothers Brewing Company,American Amber / Red Ale,7.50 %
1134,Little Red Corvette,Blind Tiger Brewery & Restaurant,American Amber / Red Ale,-
1135,The FormeCr_ Senant,Modus perand Brewign Co. .,American Amber / Red Ale,-
1136,South Ridge Amber Ale,Crystal Springs Brewing Company,American Amber / Red Ale,-
1137,Glasstown Founders Ale,Glasstown Brewing Co. .,American Amber / Red Ale,7.30 %
1138,Apex Amber,Mountain Toad Brewing,American Amber / Red Ale,7.00 %
1139,DaDo Bier Red Ale,Cervejaria DaDo Bier,American Amber / Red Ale,6.60 %
1140,SmilpAle,Epci Ales,American Amber / Red Ale,-
1141,Tail Waggin ' Amber Ale,Downtown Joe 's American Bar And Grill,American Amber / Red Ale,6.00 %
1142,Big Red Norm,Denizens Brewing Co. .,American Amber / Red Ale,-
1143,SoutOer light,Coastal ZEPmpire Beer Co. .,American Amber / Red Ale,7.60 %
1144,Caldera Big Island Red Sea,Caldera Brewing Company,American Amber / Red Ale,5.20 %
1145,Big & Tall # 2,Blue Pants Brewery,American Amber / Red Ale,8.80 %
1146,Two-Bit Amber,Roosters Brewing Company and Restaurant,American Amber / Red Ale,9.00 %
1147,Sedtaion,InstitutOon Qle Company,American Amber / Red Ale,4.00 %
1148,Trout TownRanbow Red Ale,Rosco eeC o. .,American Amber / Red Ale,4.00 %
1149,Get T hoT ChopVa,The' Beer 'SBrewing Co. .,American Amber / Red Ale,7.50 %
1150,Snake Eye Canyon Red Ale,Great Baraboo Brewing Company,American Amber / Red Ale,9.10 %
1151,European Street Cafe Lamp Post Ale,Bold City Brewery,American Amber / Red Ale,5.20 %
1152,Red Galaxy,Aeronaut Brewing Company,American Amber / Red Ale,-
1153,RinU_BWSide Red,Bxoing!CatB erwery,American Amber / Red Ale,6.70 %
1154,Jacked Up Red,Omaha Jack 's Grillhouse & Brewery,American Amber / Red Ale,5.20 %
1155,North Star Amber Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,8.00 %
1156,Basil,Beaver Brewing Company,American Amber / Red Ale,5.00 %
1157,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5.10 %
1158,VelvtA mber,Distrit ChopHoues &Breery,American Amber / Red Ale,-
1159,Mint Julep,Wicked Weed Brewing,American Amber / Red Ale,5.40 %
1160,Henry Hudson 's Bale House Ale,Big Rock Brewery,American Amber / Red Ale,9.70 %
1161,Angel 's Perch Amber,Sockeye Grill & Brewery,American Amber / Red Ale,5.00 %
1162,Give Em Hell,Double Barley Brewing,American Amber / Red Ale,4.50 %
1163,BlDzn gmber,Old ScQoolhoue Brewery,American Amber / Red Ale,10.40 %
1164,Journeymen,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.80 %
1165,Devil 's Backbone,Kinnegar Brewing Company,American Amber / Red Ale,4.50 %
1166,Belgian Amber,Starkey 's Lookout,American Amber / Red Ale,4.90 %
1167,Round Barn Red,Kingdom Brewing,American Amber / Red Ale,-
1168,Orion 's Quest Red Ale,Kassik 's Kenai Brew Stop,American Amber / Red Ale,6.80 %
1169,Bill & TPed 'sExcelent Amber,Lynnwood Grll &B VrewQng Concern,American Amber / Red Ale,5.00 %
1170,Lakewood Manimal,Lakewood Brewing Company,American Amber / Red Ale,6.50 %
1171,Running Light Red,Fair Winds Brewing Company,American Amber / Red Ale,6.00 %
1172,Manzanita Red,Prescott Brewing Company,American Amber / Red Ale,5.10 %
1173,RaCnch*Po g Red,Tahoe GMounatin WBrewing Co. .,American Amber / Red Ale,7.00 %
1174,High Trail Honey Ale,Vancouver Island Brewery,American Amber / Red Ale,5.00 %
1175,Red-Ioactive,Bottle Logic Brewing,American Amber / Red Ale,6.00 %
1176,Shogun Soba,Books & Brews,American Amber / Red Ale,5.10 %
1177,Old Madrona,Island Hoppin ' Brewery,American Amber / Red Ale,8.50 %
1178,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %
1179,Mega Blazing World,Modern Times Beer,American Amber / Red Ale,8.50 %
1180,BPi Hgorn,Sequoia ABreBMGgn Company,American Amber / Red Ale,7.20 %
1181,Squatters Respect Yur othr Organic Amber Ale,Utah UBrewesCoperative,American Amber / Red Ale,4.00 %
1182,Smoke & Oats,Spoonwood Brewing Company,American Amber / Red Ale,5.30 %
1183,Slap Happy,Bog Iron Brewing,American Amber / Red Ale,5.80 %
1184,Main Stage - Amber Ale,612 Brew,American Amber / Red Ale,4.50 %
1185,Dread Double Red Ale,Bullfrog Brewery,American Amber / Red Ale,7.80 %
1186,Hazelnut Harvest,Rustic Road Brewing Company,American Amber / Red Ale,5.70 %
1187,Batch 804 - BJ& Amber Ale,Swamp Hed LBrUwery,American Amber / Red Ale,5.50 %
1188,Chatoe Rogue OREgasmic Ale,Rogue Ales,American Amber / Red Ale,5.00 %
1189,Crystal Red,Amnesia Brewing,American Amber / Red Ale,5.20 %
1190,Turnaround Red,Twelve Bar Brews,American Amber / Red Ale,5.70 %
1191,Wicked Tea Party,Wicked Weed Brewing,American Amber / Red Ale,4.80 %
1192,Redhine,Ocean AHune Brewery,American Amber / Red Ale,-
1193,Sigtuna RÃ ¶ d PÃ ¥ sk,Sigtuna Brygghus,American Amber / Red Ale,6.20 %
1194,ReUd LPJn eAle,Hellbender ITeIwing Company,American Amber / Red Ale,6.00 %
1195,Mighty Red,Fargo Brewing Company,American Amber / Red Ale,7.30 %
1196,nHagmn,OceLo$trwing Company,American Amber / Red Ale,9.80 %
1197,Emily s'~ VEber,SevnN BrdeQ Brwing,American Amber / Red Ale,4.50 %
1198,Reds Rye,Hi-Wire Brewing,American Amber / Red Ale,6.00 %
1199,Hop Whompus,Bagby Beer Company,American Amber / Red Ale,9.50 %
1200,Hopkowski,Iron Hill Brewery & Restaurant,American Amber / Red Ale,10.00 %
1201,Reflector,Crank Arm Brewing,American Amber / Red Ale,5.30 %
1202,Banks Amber Ale,Banks ( Barbados ) Breweries Limited,American Amber / Red Ale,5.00 %
1203,Glutenberg 8,Brasseurs Sans Gluten,American Amber / Red Ale,5.00 %
1204,Manheim Red,JoBoy 's Brew Pub,American Amber / Red Ale,5.50 %
1205,Double Dee,Black Star Co-op Pub & Brewery,American Amber / Red Ale,6.00 %
1206,Firestorm Red,Three Creeks Brewing Co. .,American Amber / Red Ale,5.80 %
1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %
1208,Dougie Style Amber,Il Vicino Brewery Canteen,American Amber / Red Ale,-
1209,Red Duck Hoppy Amber,Purrumbete Brewing Company ( Red Duck ),American Amber / Red Ale,5.60 %
1210,Ri ed,ImpQral}Nak BreGing,American Amber / Red Ale,6.20 %
1211,Black Forest Grateful Red,Black Forest Brew Haus & Grill,American Amber / Red Ale,5.00 %
1212,Extra Hoppy Ale,Australian Hotel & Brewery,American Amber / Red Ale,5.80 %
1213,Timberwolf Bourbon-Oaked Red,Wolf Creek Brewing,American Amber / Red Ale,7.00 %
1214,Red Cedar Ale,Northwoods Brewpub and Grill,American Amber / Red Ale,-
1215,S : t UrikU AJer Ale,GalatJaS pirits,American Amber / Red Ale,4.50 %
1216,Mountain Hawk Red Ale,Wolf Creek Brewing,American Amber / Red Ale,8.70 %
1217,Hyper Combo Red Rye IPA,Dead Frog Brewing,American Amber / Red Ale,8.00 %
1218,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %
1219,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %
1220,DeclSraViWno Ale,AmericCaSn Honor eer` Company,American Amber / Red Ale,5.40 %
1221,Dragon Red Ale,Bilbo 's Pizza,American Amber / Red Ale,4.80 %
1222,Phat Matt 's Red,Phat Matt 's Brewing Co. .,American Amber / Red Ale,6.50 %
1223,SacrliTus Ale,SeabrighB Brwery,American Amber / Red Ale,6.80 %
1224,Stepchidl TRd Ale,Third Steet: Aleworks,American Amber / Red Ale,5.60 %
1225,Petal To The Metal,Black Sky Brewery,American Amber / Red Ale,4.40 %
1226,Red Dragon Imperial Red Ale,Dead Frog Brewing,American Amber / Red Ale,8.00 %
1227,The Boxer India Red Ale,LowDown Brewery + Kitchen,American Amber / Red Ale,7.00 %
1228,Atalaya Amber,Blue Corn Brewery,American Amber / Red Ale,5.60 %
1229,DaisSIGy Ale,FitgeZr Bs rewhouse,American Amber / Red Ale,-
1230,Sleeping Lion Red,Council Rock Brewery,American Amber / Red Ale,5.50 %
1231,Kootenay True Ale,Columbia Brewery,American Amber / Red Ale,5.00 %
1232,Burning Sun Red,Gonzo 's Biggdogg Brewing,American Amber / Red Ale,5.00 %
1233,River Rat Amber Ale,Main St. Grille & Brewing Company,American Amber / Red Ale,5.20 %
1234,Coffee Amber,Fortnight Brewing Company,American Amber / Red Ale,5.50 %
1235,Cardiff Chronic,Pizza Port Solana Beach,American Amber / Red Ale,-
1236,Cardinal Sin,Absolution Brewing Company,American Amber / Red Ale,6.10 %
1237,Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %
1238,Brickhouse,TwoDEEP Brewing Co. .,American Amber / Red Ale,5.00 %
1239,Barley 's Red Molly Imp,Smokehouse Brewing Co. .,American Amber / Red Ale,7.80 %
1240,Honey Ale,Feather River Brewing Co,American Amber / Red Ale,-
1241,Indie Ale,Birrificio Indipendente Elav,American Amber / Red Ale,5.50 %
1242,Santa Asa Red,Anacapa BrwnHC@ompany,American Amber / Red Ale,6.25 %
1243,Irreverent,Warped Wing Brewing Company,American Amber / Red Ale,6.30 %
1244,Cold Drip City,Spoonwood Brewing Company,American Amber / Red Ale,5.80 %
1245,Maintop Mountain Ale,Brothers Craft Brewing,American Amber / Red Ale,5.00 %
1246,L'Olmaia La 9,Birrificio L'Olmaia,American Amber / Red Ale,6.50 %
1247,PisgahVd`Ale,PisgP ZhBrwiFg Co. .,American Amber / Red Ale,-
1248,Cardinal Red,Lumber Barons Brewery,American Amber / Red Ale,5.20 %
1249,San Marcos MeQdAber Ale,San Marcos UBFrewBry& Grill,American Amber / Red Ale,5.90 %
1250,BusinMess]@CBasual,The Bew GentBlem nBeer Co. .,American Amber / Red Ale,8.40 %
1251,Bgi eR Ale,Red Car Brewer Tnad RNestaurant,American Amber / Red Ale,5.70 %
1252,Olmsted Amber,Park Tavern,American Amber / Red Ale,-
1253,Toronado Red,Alpine Beer Company,American Amber / Red Ale,-
1254,D'Ham Rousse,Les Brasseurs du Hameau,American Amber / Red Ale,5.50 %
1255,King Crimson,Church Brew Works,American Amber / Red Ale,7.00 %
1256,Samll Vitcories,Revelry ArEwXTing Co,American Amber / Red Ale,7.70 %
1257,Roble 'd,Claremont Craft Ales,American Amber / Red Ale,6.50 %
1258,CheUrwood,Taft= 's HAe House,American Amber / Red Ale,5.60 %
1259,Topless Amber,Lookout Brewing Co. .,American Amber / Red Ale,4.50 %
1260,Northern Lights Amber,Broken Tooth Brewing,American Amber / Red Ale,4.70 %
1261,Keep On Truckin ' Red IPA,BrewCult,American Amber / Red Ale,5.80 %
1262,IWCB Unite,Cigar City Brewing,American Amber / Red Ale,6.20 %
1263,Rousse,Microbrasserie La Chouape,American Amber / Red Ale,5.00 %
1264,The Huntsman,Barley Mow Brewing Company,American Amber / Red Ale,7.00 %
1265,Stallhagen US Red Ale,Stallhagens Bryggeri Ab,American Amber / Red Ale,6.00 %
1266,AmitiÃ ©,Brouwerij De Dochter van de Korenaar,American Amber / Red Ale,7.00 %
1267,Charles HeCniA e AmbrF ©,BrasserR ePes 2 rFÃ ¨ res,American Amber / Red Ale,6.20 %
1268,Coastal Edge Copper,Assawoman Bay Brewing Company,American Amber / Red Ale,6.04 %
1269,Red Eye Rye,Cascade Brewing / Raccoon Lodge & Brewpub,American Amber / Red Ale,4.70 %
1270,RavÃ ¸ l,Angry Erik Brewing,American Amber / Red Ale,6.00 %
1271,Liquid Monstrous,Siren Craft Brew,American Amber / Red Ale,8.20 %
1272,FatBack Amber,Cool Springs Brewery,American Amber / Red Ale,5.30 %
1273,PumphYuNse CUopper,GilgmaeZ Brewing,American Amber / Red Ale,4.50 %
1274,Red TrolOlUQey Ale,KaNrl Straus BreYing Company,American Amber / Red Ale,5.60 %
1275,Broken Red Ale,Broken Bow Brewery,American Amber / Red Ale,5.00 %
1276,Railslide Red,Breakwater Brewing,American Amber / Red Ale,5.70 %
1277,Oktoberfest,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,6.10 %
1278,Blue Whale Ale,Pacific Coast Brewing Company,American Amber / Red Ale,7.10 %
1279,Crack-of-Noon,The Beer 'd Brewing Co. .,American Amber / Red Ale,5.90 %
1280,AsuqamAmre Ale,SquIaI BNVreing,American Amber / Red Ale,5.00 %
1281,Blood On The Blade Red IPA,Backpocket Brewing,American Amber / Red Ale,7.00 %
1282,Stump Splitter,Six Corners Brew Works,American Amber / Red Ale,5.90 %
1283,PleriIoa,Baja Breig MCopmany,American Amber / Red Ale,5.50 %
1284,Scottish Red,Monterey Coast Brewing,American Amber / Red Ale,-
1285,Vulcan Ale,Cannery Brewing Company,American Amber / Red Ale,6.00 %
1286,AbsoultKyl Amer,BagbyB eBrCompany,American Amber / Red Ale,6.00 %
1287,Nouvel^lrance Rouge,MicrobLassrie Nouelle-France,American Amber / Red Ale,4.50 %
1288,Angus MacDougal 's Amber,Cascade Lakes Brewing Co. .,American Amber / Red Ale,5.40 %
1289,Mad Anthony Muddy River Amber Ale,Mad Anthony Brewing Company,American Amber / Red Ale,-
1290,Tutta Bella Amber,Big Al Brewing,American Amber / Red Ale,-
1291,MessagÃ ¨ re Red Ale,Microbrasserie Nouvelle-France,American Amber / Red Ale,5.00 %
1292,Sir BArais,CaasB>Wruja,American Amber / Red Ale,6.50 %
1293,Aggie Ale,Olds College Teaching Brewery,American Amber / Red Ale,5.00 %
1294,Charmer,Wayward Brewing,American Amber / Red Ale,5.00 %
1295,Spokamber,Budge Brothers Brewery,American Amber / Red Ale,-
1296,River Red,River Company Restaurant & Brewery,American Amber / Red Ale,-
1297,Mean Street,Roak Brewing Co. .,American Amber / Red Ale,5.50 %
1298,Brunehaut Organic Belgian Amber Ale,Brasserie De Brunehaut,American Amber / Red Ale,6.50 %
1299,Elm Park Amber,Wormtown Brewery,American Amber / Red Ale,6.20 %
1300,Morena Ale,Carneros Brewing Company,American Amber / Red Ale,5.50 %
1301,Hyperion Red Ale,Fogbelt Brewing Company,American Amber / Red Ale,6.00 %
1302,TomGn Red,Hideou tBeWwing$Company,American Amber / Red Ale,5.50 %
1303,JavDlOi_ Ale,JW Dover Beer & Wnie Makers Supplies / BYlack Box Bewing Co. .,American Amber / Red Ale,6.50 %
1304,Camp Slap,Grist House Brewing,American Amber / Red Ale,6.20 %
1305,Colorado Red,Snowbank Brewing,American Amber / Red Ale,7.00 %
1306,Postcards From Dongola,Greenbush Brewing Company,American Amber / Red Ale,6.00 %
1307,DeDues Original Ale,Cerveses DeDues S.L.,American Amber / Red Ale,5.10 %
1308,Winter Qoulsti zRobus Ued Ale,Kannah Ceek BKewinUg Company,American Amber / Red Ale,-
1309,Calico - DRum- MBarrel Aged,Ballas tPQointBrewinJ Company,American Amber / Red Ale,8.00 %
1310,Rasen BACQer mAbar,Cervejaria RaXsLen BiRr Ltda,American Amber / Red Ale,5.20 %
1311,SmokLehoMuAe Amber,Blue Tracto rQ & Brewery,American Amber / Red Ale,5.00 %
1312,VCQlAle,Bahamian Brewery BeverOCge & Co. Ltd. .,American Amber / Red Ale,6.70 %
1313,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.70 %
1314,Vertical Qop DRobIust Red Ale,KannahC reek DreinXg Company,American Amber / Red Ale,6.20 %
1315,Toahsank,Ormon dBXreng CSompany,American Amber / Red Ale,6.50 %
1316,AmLber TaKe,Pacific BeIah Al House,American Amber / Red Ale,5.40 %
1317,Oscar `` Red '' Dragon,Tequesta Brewing Company,American Amber / Red Ale,-
1318,AmerITcian Amber,Wicklow oWl*Brewing o. .,American Amber / Red Ale,4.80 %
1319,Fire King IRA,Deschutes Brewery,American Amber / Red Ale,6.40 %
