label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,id
0,quickboks prJmieG non-profit edition 2005,iFtiti nc.,499.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,396_1036
0,quickbooks Rpos ': pro mSYtistore 6.0,intBuit nc.,1399.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,114_1036
0,quickbooks preKer professional esrvSces edition 2007,itnVt,399.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,586_1036
0,quickbooks^nrediVt cardp rocessing kit 3.0,itnuit,39.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,273_1036
0,quickbooks^ rpo 2007 for ma  (mac ),intit,199.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,532_1036
0,quickbook ssNimple Vtart 2007,inutit,99.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,528_1036
0,quickboosk premieH edition 20407 5 usr multi-pack,iOtuit,1499.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,580_1036
0,learning qKuIiHkbooks 2007,iuZt,39.95,quickbooks ( r)  ro 2007 eLdMition 3-user,,499.99,539_1036
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,broderbun dmavis beacon teacXhes tpyingstandard17,,22.99,513_989
0,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,broderbun dmavis beacon teacXhes tpyingstandard17,,22.99,636_989
1,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,broderbun dmavis beacon teacXhes tpyingstandard17,,22.99,903_989
0,mavis!beac> 19 standard,encre sfoVware,19.95,broderbun dmavis beacon teacXhes tpyingstandard17,,22.99,819_989
0,mavis beaconYt eTaches' typing deluxe 16,brodDHYrbTund,39.99,broderbun dmavis beacon teacXhes tpyingstandard17,,22.99,610_989
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,mavis beacon teach styping 1v7 deluxe pcm/ac,,29.9,513_2153
1,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,mavis beacon teach styping 1v7 deluxe pcm/ac,,29.9,636_2153
0,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,mavis beacon teach styping 1v7 deluxe pcm/ac,,29.9,903_2153
0,mavis baeconetaches' typing 16,broIJDJud,19.99,mavis beacon teach styping 1v7 deluxe pcm/ac,,29.9,967_2153
0,mavis beaconYt eTaches' typing deluxe 16,brodDHYrbTund,39.99,mavis beacon teach styping 1v7 deluxe pcm/ac,,29.9,610_2153
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,mavis beacoAn ( r ) Cteachest pying v.1 7 deluxe,,37.99,513_1093
0,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,mavis beacoAn ( r ) Cteachest pying v.1 7 deluxe,,37.99,636_1093
0,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,mavis beacoAn ( r ) Cteachest pying v.1 7 deluxe,,37.99,903_1093
0,mavis baeconetaches' typing 16,broIJDJud,19.99,mavis beacoAn ( r ) Cteachest pying v.1 7 deluxe,,37.99,967_1093
0,mavis beaconYt eTaches' typing deluxe 16,brodDHYrbTund,39.99,mavis beacoAn ( r ) Cteachest pying v.1 7 deluxe,,37.99,610_1093
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,encore softRare 10072 mavis beacon typing  deluxe' by broderbund,,33.97,513_2547
0,the print shop$ 21 deluxXe by brEoQerbund,enocreoLtware,,encore softRare 10072 mavis beacon typing  deluxe' by broderbund,,33.97,946_2547
0,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,encore softRare 10072 mavis beacon typing  deluxe' by broderbund,,33.97,903_2547
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,maviL Aeaon 61,,17.9,513_2131
0,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,maviL Aeaon 61,,17.9,636_2131
0,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,maviL Aeaon 61,,17.9,903_2131
1,mavis baeconetaches' typing 16,broIJDJud,19.99,maviL Aeaon 61,,17.9,967_2131
0,mavis baecont yping 17 Mdeluxe by Bbroderbund,encoFV sItTware,39.99,maviL Aeaon 61,,17.9,498_2131
0,mavis beaconYt eTaches' typing deluxe 16,brodDHYrbTund,39.99,maviL Aeaon 61,,17.9,610_2131
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,Lavis Teacon teaches tBping` 16 deluxe,,34.9,513_2027
0,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,Lavis Teacon teaches tBping` 16 deluxe,,34.9,636_2027
0,mavis baeconetaches' typing 16,broIJDJud,19.99,Lavis Teacon teaches tBping` 16 deluxe,,34.9,967_2027
0,mavis!beac> 19 standard,encre sfoVware,19.95,Lavis Teacon teaches tBping` 16 deluxe,,34.9,819_2027
0,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,513_2830
0,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,636_2830
0,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,903_2830
0,mavis baeconetaches' typing 16,broIJDJud,19.99,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,967_2830
1,mavis!beac> 19 standard,encre sfoVware,19.95,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,819_2830
0,mavis baecont yping 17 Mdeluxe by Bbroderbund,encoFV sItTware,39.99,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,498_2830
0,mavis beaconYt eTaches' typing deluxe 16,brodDHYrbTund,39.99,mavis beaon teaches tyBping 17 stanard ( pc/mac ) encore,,19.99,610_2830
1,mavis beacon typiNg 71 ( Uwin/mac ),encor sofOGware,19.99,encore software 10076 maHs beacon typing 1 7standardby broNerbund,,17.97,513_2055
0,mavis beaconteacheDs yping deluxe v17,encores ofJFware,39.99,encore software 10076 maHs beacon typing 1 7standardby broNerbund,,17.97,636_2055
0,mavis beacon Wtecaes typing 17 standard,encoQ sEoftware,19.99,encore software 10076 maHs beacon typing 1 7standardby broNerbund,,17.97,903_2055
0,mavis baeconetaches' typing 16,broIJDJud,19.99,encore software 10076 maHs beacon typing 1 7standardby broNerbund,,17.97,967_2055
0,mavis baecont yping 17 Mdeluxe by Bbroderbund,encoFV sItTware,39.99,encore software 10076 maHs beacon typing 1 7standardby broNerbund,,17.97,498_2055
0,mavis beaconYt eTaches' typing deluxe 16,brodDHYrbTund,39.99,encore software 10076 maHs beacon typing 1 7standardby broNerbund,,17.97,610_2055
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe soundbooth cs3 academic,,95.99,892_951
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe soundbooth cs3 academic,,95.99,26_951
0,adobe Tsobotoh cs3,adoUbe,199.0,adobe soundbooth cs3 academic,,95.99,1273_951
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe c3 dseignp remium upsell,,1639.99,892_369
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe c3 dseignp remium upsell,,1639.99,26_369
0,adobe creative siEute c3 master} cPollection upsell,aYbe,1999.0,adobe c3 dseignp remium upsell,,1639.99,1118_369
0,adobe creative suite>*s3[ prAoduction premium,adDbe,1699.0,adobe c3 dseignp remium upsell,,1639.99,557_369
0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe c3 dseignp remium upsell,,1639.99,736_369
0,adobe cs3 desin staPdraP macosx dvd,aoAbe,399.0,adobe c3 dseignp remium upsell,,1639.99,661_369
0,adobe creative suit cs3 ewb rXpemimu upsell [ mac ],adPIobe,1399.0,adobe c3 dseignp remium upsell,,1639.99,412_369
0,adobe indeisgn Zs3 uprade [ mac ],aboe,199.0,adobe c3 dseignp remium upsell,,1639.99,593_369
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe c3 dseignp remium upsell,,1639.99,516_369
0,adobe production studio premium,adobe,1699.0,adobe c3 dseignp remium upsell,,1639.99,382_369
1,adobe creative suTte c3s design premium [ mac ],aobe,1799.0,adobe c3 dseignp remium upsell,,1639.99,597_369
0,adobe crMative suite cs3 Yesign stanZard upsell [ mac ],adbIoe,899.0,adobe c3 dseignp remium upsell,,1639.99,350_369
0,adobe creativMe suite cs3:~web tandard upsell [ mac ],aBbe,799.0,adobe c3 dseignp remium upsell,,1639.99,1349_369
0,adobe cs 3desKig pEremium macosx dvd,adbBe,599.0,adobe c3 dseignp remium upsell,,1639.99,1130_369
0,adobe creative usite cs3/ CKroduction premium upsell,dabe,1199.0,adobe c3 dseignp remium upsell,,1639.99,897_369
0,adobe indesign cs3 [ mac ],adobe,699.0,adobe c3 dseignp remium upsell,,1639.99,265_369
0,adobe creatiev suite cs3 QJeb premium upgrade [ mac ],adMbe,499.0,adobe c3 dseignp remium upsell,,1639.99,608_369
0,adobe creative site cs3 design Vstandard* pgrade [ mac ],daoe,399.0,adobe c3 dseignp remium upsell,,1639.99,602_369
0,adobe creative Rsuite cX3=proVuction premium,adbTe,1699.0,adobe c3 dseignp remium upsell,,1639.99,883_369
1,adobe preeire& pHro cs3,aodQbe,799.0,adobe premiere pro cs3 osftware with encore cs3and! onlocation cs3 ?( widows only ) full version for windows,,723.95,892_800
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe premiere pro cs3 osftware with encore cs3and! onlocation cs3 ?( widows only ) full version for windows,,723.95,26_800
0,microsoft wnidoYws xp home edition ful lversion with sp2,micrZRsoft,199.0,adobe premiere pro cs3 osftware with encore cs3and! onlocation cs3 ?( widows only ) full version for windows,,723.95,544_800
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe{ cs3 weM emium upgrade,,517.99,892_531
0,adobe crCativLe suite cs3 web standadr,aOoHbe,999.0,adobe{ cs3 weM emium upgrade,,517.99,1334_531
0,adobe dreamweaevr cs3 upgade [ mac ],aVRobe,199.0,adobe{ cs3 weM emium upgrade,,517.99,562_531
0,adobe creatve#suite cs3` web standar [ mac ],aodPbe,999.0,adobe{ cs3 weM emium upgrade,,517.99,1186_531
0,adobe creative suite Ms3 desBig prJemium upsell^[ mac ],adoUbCe,1599.0,adobe{ cs3 weM emium upgrade,,517.99,139_531
0,adobe creative suite>*s3[ prAoduction premium,adDbe,1699.0,adobe{ cs3 weM emium upgrade,,517.99,557_531
0,adobe remiMLBe prVo 2.0,Ndboe,849.0,adobe{ cs3 weM emium upgrade,,517.99,322_531
0,adobe indesign cs3 upSarUde from pagemaker,aXbe,199.0,adobe{ cs3 weM emium upgrade,,517.99,553_531
0,adobe reaSAevr cs3 upgrade,dabe,199.0,adobe{ cs3 weM emium upgrade,,517.99,572_531
0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe{ cs3 weM emium upgrade,,517.99,736_531
0,adobe creative suit cs3 ewb rXpemimu upsell [ mac ],adPIobe,1399.0,adobe{ cs3 weM emium upgrade,,517.99,412_531
0,adobe indeisgn Zs3 uprade [ mac ],aboe,199.0,adobe{ cs3 weM emium upgrade,,517.99,593_531
0,adobe illustratorc s3 Wpgrade [ mac ],aFTobe,199.0,adobe{ cs3 weM emium upgrade,,517.99,923_531
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe{ cs3 weM emium upgrade,,517.99,516_531
0,adobe creative suite cA3d esignL tandard upgrade,odbe,399.0,adobe{ cs3 weM emium upgrade,,517.99,615_531
0,adobe premierIelements 3.0,aRbe,161.73,adobe{ cs3 weM emium upgrade,,517.99,484_531
0,adobe creative suDtec s3;desin premium upsell,adeb,1599.0,adobe{ cs3 weM emium upgrade,,517.99,1322_531
0,adobe cs 3desKig pEremium macosx dvd,adbBe,599.0,adobe{ cs3 weM emium upgrade,,517.99,1130_531
0,adobe photoshop X3$uprgade [ mac ],RYobe,199.0,adobe{ cs3 weM emium upgrade,,517.99,543_531
0,adobe creative suites c3 webs tandard upgrade [ mac ],abde,399.0,adobe{ cs3 weM emium upgrade,,517.99,465_531
0,adobe creative> sitA cs3 master collectiOn upgrade [ mac ],adMboe,1399.0,adobe{ cs3 weM emium upgrade,,517.99,910_531
0,aLoe prmeiere elements 3.0,adBbe,99.99,adobe{ cs3 weM emium upgrade,,517.99,527_531
0,adobe flsah rocRs 3 [ mac ],aoNbe,699.0,adobe{ cs3 weM emium upgrade,,517.99,642_531
0,adobe creative site cs3 design Vstandard* pgrade [ mac ],daoe,399.0,adobe{ cs3 weM emium upgrade,,517.99,602_531
0,apple logic prI 72. pugrade,appMe,299.0,adobe{ cs3 weM emium upgrade,,517.99,950_531
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe dreamweaveEU( cs3 academic,adoLbeeDucatVion-box,195.99,892_580
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe dreamweaveEU( cs3 academic,adoLbeeDucatVion-box,195.99,26_580
0,adobe reaSAevr cs3 upgrade,dabe,199.0,adobe dreamweaveEU( cs3 academic,adoLbeeDucatVion-box,195.99,572_580
1,dreamweavre cs5 89|mac? ed 1u,adob-AedcaItion-obx,199.0,adobe dreamweaveEU( cs3 academic,adoLbeeDucatVion-box,195.99,1199_580
0,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe dreamweaveEU( cs3 academic,adoLbeeDucatVion-box,195.99,620_580
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe premiere pro 2.60software~profssional editing software,,848.95,892_2199
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe premiere pro 2.60software~profssional editing software,,848.95,26_2199
0,sibelius 4 professoDnGXl eFition,sibelius-sofBwFre-ltd .,599.99,adobe premiere pro 2.60software~profssional editing software,,848.95,1148_2199
0,quickbooks preKer professional esrvSces edition 2007,itnVt,399.95,adobe premiere pro 2.60software~profssional editing software,,848.95,586_2199
0,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe premiere pro 2.60software~profssional editing software,,848.95,333_2199
0,sbelius 5 professionLl;dition,sibeliu-ssotVware-ltd .,599.0,adobe premiere pro 2.60software~profssional editing software,,848.95,287_2199
0,adobe premiOelemeOnts 3.0 [ lb ],adoVKe,99.99,adobe premiere pro 2.60software~profssional editing software,,848.95,364_2199
0,adobe premierIelements 3.0,aRbe,161.73,adobe premiere pro 2.60software~profssional editing software,,848.95,484_2199
0,adobe photoshop elYMements 5.0 pCerBiere elements 3.0 bundle,daRobe,149.99,adobe premiere pro 2.60software~profssional editing software,,848.95,546_2199
0,aLoe prmeiere elements 3.0,adBbe,99.99,adobe premiere pro 2.60software~profssional editing software,,848.95,527_2199
0,cinesore professiHonal WBundtrack edition,sony-piPctures-USgital-entertainment,249.95,adobe premiere pro 2.60software~profssional editing software,,848.95,852_2199
0,system aRr eprofessional,avVaquQset,49.95,adobe premiere pro 2.60software~profssional editing software,,848.95,866_2199
0,adobe aIRuLdition .0 upgrade,adbe,129.0,adobe premiere pro 2.60software~profssional editing software,,848.95,504_2199
0,adobe arobat 7.60 prPEfessional,dabe,449.99,adobe premiere pro 2.60software~profssional editing software,,848.95,270_2199
0,corel wordperfect offRc e73x pJrofessional edition,crMel,399.99,adobe premiere pro 2.60software~profssional editing software,,848.95,594_2199
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe dreamVeaver-cs3,,415.99,892_326
0,adobe dreamweaevr cs3 upgade [ mac ],aVRobe,199.0,adobe dreamVeaver-cs3,,415.99,562_326
0,adobe reaSAevr cs3 upgrade,dabe,199.0,adobe dreamVeaver-cs3,,415.99,572_326
0,adobe illustrtar cs3 [ mac ],adobe,599.0,adobe dreamVeaver-cs3,,415.99,772_326
0,adob after:e Qfects cs3,dBbe,999.0,adobe dreamVeaver-cs3,,415.99,1282_326
0,dreamweavre cs5 89|mac? ed 1u,adob-AedcaItion-obx,199.0,adobe dreamVeaver-cs3,,415.99,1199_326
0,adobe after effects cs3,adobe,999.0,adobe dreamVeaver-cs3,,415.99,452_326
0,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe dreamVeaver-cs3,,415.99,620_326
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe cs3 dsing rpemium aJcademic,,575.99,892_939
0,adobe indesign cs3| ugprIaed% from pagemaker [ mac ],aTobe,199.0,adobe cs3 dsing rpemium aJcademic,,575.99,1174_939
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 dsing rpemium aJcademic,,575.99,516_939
0,adobe creative suTte c3s design premium [ mac ],aobe,1799.0,adobe cs3 dsing rpemium aJcademic,,575.99,597_939
0,adobe creative suite cA3d esignL tandard upgrade,odbe,399.0,adobe cs3 dsing rpemium aJcademic,,575.99,615_939
0,adobe crMative suite cs3 Yesign stanZard upsell [ mac ],adbIoe,899.0,adobe cs3 dsing rpemium aJcademic,,575.99,350_939
0,adobe creative suDtec s3;desin premium upsell,adeb,1599.0,adobe cs3 dsing rpemium aJcademic,,575.99,1322_939
0,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe cs3 dsing rpemium aJcademic,,575.99,620_939
0,adobe creative site cs3 design Vstandard* pgrade [ mac ],daoe,399.0,adobe cs3 dsing rpemium aJcademic,,575.99,602_939
0,adobe cretive@suitSe cs3 web premZum [ mac ],aoSbe,1599.0,adobe cs3 dsing rpemium aJcademic,,575.99,565_939
0,total training for adobNec Ireative usite 3  design premium bundle,ottltaining,299.99,adobe cs3 dsing rpemium aJcademic,,575.99,88_939
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe cs web peErmium upsell,,1434.99,892_182
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe cs web peErmium upsell,,1434.99,26_182
0,adobe creative suite Ms3 desBig prJemium upsell^[ mac ],adoUbCe,1599.0,adobe cs web peErmium upsell,,1434.99,139_182
0,adobe remiMLBe prVo 2.0,Ndboe,849.0,adobe cs web peErmium upsell,,1434.99,322_182
0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs web peErmium upsell,,1434.99,736_182
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs web peErmium upsell,,1434.99,516_182
0,adobe creative suTte c3s design premium [ mac ],aobe,1799.0,adobe cs web peErmium upsell,,1434.99,597_182
0,adobe creative suite s3 wbe stanCdard upsell,adBobI,799.0,adobe cs web peErmium upsell,,1434.99,361_182
0,adobe cs 3desKig pEremium macosx dvd,adbBe,599.0,adobe cs web peErmium upsell,,1434.99,1130_182
0,adobe creative usite cs3/ CKroduction premium upsell,dabe,1199.0,adobe cs web peErmium upsell,,1434.99,897_182
0,adobe creative suites c3 webs tandard upgrade [ mac ],abde,399.0,adobe cs web peErmium upsell,,1434.99,465_182
0,adobe creatiev suite cs3 QJeb premium upgrade [ mac ],adMbe,499.0,adobe cs web peErmium upsell,,1434.99,608_182
0,adobe flsah rocRs 3 [ mac ],aoNbe,699.0,adobe cs web peErmium upsell,,1434.99,642_182
0,adobe preeire& pHro cs3,aodQbe,799.0,premieKep or cs3 mac,,808.15,892_3019
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,premieKep or cs3 mac,,808.15,26_3019
0,adobe remiMLBe prVo 2.0,Ndboe,849.0,premieKep or cs3 mac,,808.15,322_3019
0,adobe flsah rocRs 3 [ mac ],aoNbe,699.0,premieKep or cs3 mac,,808.15,642_3019
0,phase one caUuero ne pro>win/mac,phaJGeone,499.0,premieKep or cs3 mac,,808.15,634_3019
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe premiere pro cs3 software with encore cs3 ando nlocation cs3  windows onlLy ) full version for macintosh,,723.95,892_798
0,microsoft widnowMs xp prfoessional full version with sp2,micorPsVoft,299.99,adobe premiere pro cs3 software with encore cs3 ando nlocation cs3  windows onlLy ) full version for macintosh,,723.95,632_798
1,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe premiere pro cs3 software with encore cs3 ando nlocation cs3  windows onlLy ) full version for macintosh,,723.95,620_798
0,microsoft wnidoYws xp home edition ful lversion with sp2,micrZRsoft,199.0,adobe premiere pro cs3 software with encore cs3 ando nlocation cs3  windows onlLy ) full version for macintosh,,723.95,544_798
0,adobe preeire& pHro cs3,aodQbe,799.0,premiere pc s3 mac upgrade,,320.25,892_3032
1,adobe premireepro Tcs3 upgrade,aBdobe,299.0,premiere pc s3 mac upgrade,,320.25,26_3032
0,adobe dreamweaevr cs3 upgade [ mac ],aVRobe,199.0,premiere pc s3 mac upgrade,,320.25,562_3032
0,adobe remiMLBe prVo 2.0,Ndboe,849.0,premiere pc s3 mac upgrade,,320.25,322_3032
0,adobe indeisgn Zs3 uprade [ mac ],aboe,199.0,premiere pc s3 mac upgrade,,320.25,593_3032
0,adobe illustratorc s3 Wpgrade [ mac ],aFTobe,199.0,premiere pc s3 mac upgrade,,320.25,923_3032
0,adobe photoshopZ 3 extXndeY upgrade [ mac ],adFobe,349.0,premiere pc s3 mac upgrade,,320.25,837_3032
0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,premiere pc s3 mac upgrade,,320.25,1262_3032
0,retrospect 60(desUtXop mMac upgrade,datz,59.99,premiere pc s3 mac upgrade,,320.25,140_3032
0,adobe photoshop X3$uprgade [ mac ],RYobe,199.0,premiere pc s3 mac upgrade,,320.25,543_3032
0,adobe flsah rocRs 3 [ mac ],aoNbe,699.0,premiere pc s3 mac upgrade,,320.25,642_3032
0,adobe preSiPere Oro cs3,adoNDbe,799.0,premiere pc s3 mac upgrade,,320.25,620_3032
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe cs3 design peBmiuC upgrade,,619.99,892_893
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe cs3 design peBmiuC upgrade,,619.99,26_893
0,adobe indesign cs3| ugprIaed% from pagemaker [ mac ],aTobe,199.0,adobe cs3 design peBmiuC upgrade,,619.99,1174_893
0,adobe creative suite Ms3 desBig prJemium upsell^[ mac ],adoUbCe,1599.0,adobe cs3 design peBmiuC upgrade,,619.99,139_893
0,adobe creative suite>*s3[ prAoduction premium,adDbe,1699.0,adobe cs3 design peBmiuC upgrade,,619.99,557_893
0,adobe indesign cs3 upSarUde from pagemaker,aXbe,199.0,adobe cs3 design peBmiuC upgrade,,619.99,553_893
0,adobe reaSAevr cs3 upgrade,dabe,199.0,adobe cs3 design peBmiuC upgrade,,619.99,572_893
0,adobe cs3 desin staPdraP macosx dvd,aoAbe,399.0,adobe cs3 design peBmiuC upgrade,,619.99,661_893
0,adobe after effRect sc upgrade,aoe,299.0,adobe cs3 design peBmiuC upgrade,,619.99,592_893
0,adobe creative suit cs3 ewb rXpemimu upsell [ mac ],adPIobe,1399.0,adobe cs3 design peBmiuC upgrade,,619.99,412_893
1,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design peBmiuC upgrade,,619.99,516_893
0,adobe production studio premium,adobe,1699.0,adobe cs3 design peBmiuC upgrade,,619.99,382_893
0,adobe creative suTte c3s design premium [ mac ],aobe,1799.0,adobe cs3 design peBmiuC upgrade,,619.99,597_893
0,adobe creative suite cA3d esignL tandard upgrade,odbe,399.0,adobe cs3 design peBmiuC upgrade,,619.99,615_893
0,adobe creative usite cs3/ CKroduction premium upsell,dabe,1199.0,adobe cs3 design peBmiuC upgrade,,619.99,897_893
0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 design peBmiuC upgrade,,619.99,265_893
0,adobe creatiev suite cs3 QJeb premium upgrade [ mac ],adMbe,499.0,adobe cs3 design peBmiuC upgrade,,619.99,608_893
0,adobe creative> sitA cs3 master collectiOn upgrade [ mac ],adMboe,1399.0,adobe cs3 design peBmiuC upgrade,,619.99,910_893
0,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe cs3 design peBmiuC upgrade,,619.99,620_893
0,adobe creative Rsuite cX3=proVuction premium,adbTe,1699.0,adobe cs3 design peBmiuC upgrade,,619.99,883_893
0,adobe aIRuLdition .0 upgrade,adbe,129.0,adobe cs3 design peBmiuC upgrade,,619.99,504_893
0,adobe illustrator cs3 upgraBde frm~freehand [ mac ],abdoe,199.0,adobe cs3 design peBmiuC upgrade,,619.99,216_893
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe cs3 proudctio nprPmium upsell,,1234.99,892_452
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe cs3 proudctio nprPmium upsell,,1234.99,26_452
0,adobe creative suite Ms3 desBig prJemium upsell^[ mac ],adoUbCe,1599.0,adobe cs3 proudctio nprPmium upsell,,1234.99,139_452
0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs3 proudctio nprPmium upsell,,1234.99,736_452
0,adobe creative suit cs3 ewb rXpemimu upsell [ mac ],adPIobe,1399.0,adobe cs3 proudctio nprPmium upsell,,1234.99,412_452
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 proudctio nprPmium upsell,,1234.99,516_452
0,adobe production studio premium,adobe,1699.0,adobe cs3 proudctio nprPmium upsell,,1234.99,382_452
0,adobe creative suTte c3s design premium [ mac ],aobe,1799.0,adobe cs3 proudctio nprPmium upsell,,1234.99,597_452
0,adobe creativMe suite cs3:~web tandard upsell [ mac ],aBbe,799.0,adobe cs3 proudctio nprPmium upsell,,1234.99,1349_452
0,adobe cs 3desKig pEremium macosx dvd,adbBe,599.0,adobe cs3 proudctio nprPmium upsell,,1234.99,1130_452
0,adobe creatiev suite cs3 QJeb premium upgrade [ mac ],adMbe,499.0,adobe cs3 proudctio nprPmium upsell,,1234.99,608_452
0,adobe flsah rocRs 3 [ mac ],aoNbe,699.0,adobe cs3 proudctio nprPmium upsell,,1234.99,642_452
0,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe cs3 proudctio nprPmium upsell,,1234.99,620_452
0,adobe preeire& pHro cs3,aodQbe,799.0,adobe photosV psc3 form ac,,609.99,892_986
0,adobe illustrtar cs3 [ mac ],adobe,599.0,adobe photosV psc3 form ac,,609.99,772_986
0,adobe indeisgn Zs3 uprade [ mac ],aboe,199.0,adobe photosV psc3 form ac,,609.99,593_986
0,adobe photoshopZ 3 extXndeY upgrade [ mac ],adFobe,349.0,adobe photosV psc3 form ac,,609.99,837_986
0,adobe phoYoshop cs2 (' ac) [ old versJon ],adoSQe,649.0,adobe photosV psc3 form ac,,609.99,737_986
0,adobVe sounbotoCOh cs3 [ mac ],aodIbe,199.0,adobe photosV psc3 form ac,,609.99,876_986
0,adobe firewokrs] cs3 [ mac ],abde,299.0,adobe photosV psc3 form ac,,609.99,30_986
0,adobe cs 3desKig pEremium macosx dvd,adbBe,599.0,adobe photosV psc3 form ac,,609.99,1130_986
0,adobe photoshop X3$uprgade [ mac ],RYobe,199.0,adobe photosV psc3 form ac,,609.99,543_986
0,adobe indesign cs3 [ mac ],adobe,699.0,adobe photosV psc3 form ac,,609.99,265_986
0,adobe flsah rocRs 3 [ mac ],aoNbe,699.0,adobe photosV psc3 form ac,,609.99,642_986
0,adobe preSiPere Oro cs3,adoNDbe,799.0,adobe photosV psc3 form ac,,609.99,620_986
0,adobe photoshop elenKts 5.0 /p remierelements 3.0 [ lb ],adMVobe,149.99,adobe photosV psc3 form ac,,609.99,267_986
0,onone essentialM for&adobe phWtoshop element sversion 2 full,onne sPtfware,59.95,adobe photosV psc3 form ac,,609.99,1330_986
0,adobA photDshop s3 extended [ mac ],adXoJbe,999.0,adobe photosV psc3 form ac,,609.99,264_986
0,photo objeLts$ 150 800for macintosh,nova edvelopment,49.99,adobe photosV psc3 form ac,,609.99,158_986
