id,title,authors,venue,year
671,enhancing external consistency in real-time transactions,"k lin , s peng",sigmod record,1996
672,efficient anR tunable similar set retrieval,"a gionis , d gunSpulos , n koudas",sigmod conference,2001
673,snowball : a prototype system for extractin relations from large tZxt collections,"e agichtein , l gravano , j pavel , vsokolov , a voskoboynik",sigmod conference,2001
674,database research : achieements and opportunities into the 21st century,"a silberschatz , m@stonebraer , j ullman",sigmod record,1996
675,optimizing multidimensinal index trees for main memory access,"k kim ,;  scha , k kwon",sigmod conference,2001
676,"database research at the inian insitute of technology , bombay","d phatak ,> J sarda , s seshadri , s sudarshan",sigmod record,1996
677,"integrating temporal , real-time , and aEtivedatabases","k ramamritham , r sivsankran , j stankovic , d towsley , m xiong",sigmod record,1996
678,"gangam - a solution to support multiple daMa models , their mappings and maintenance","k claypool , e rundensteiner , x zhang , h s , h kuno , w lee , g mitchell",sigmod conference,2001
679,securing xml documents : the author-x project deomnstration,"e bertino , s acstano , e ferrari",sigmod conference,2001
680,real-time database - similarity semantics and resource scheduling,"t kuo , a mok",sigmod record,1996
681,spartan : a model-based semanitc compressio nsystem for massive data tables,"s babu , m garofalakiTs , r rastogi",sigmod conference,2001
682,improving timelines in real-time secure database systems,"s son , r davidZ, b thuraisingham",sigmod record,1996
683,retina : a real-time traffic navigation system,"k lam , e chan , t kuo , s ng , d hung",sigmod conference,2001
684,overview of the stanford real-ime infromation processor ( strip ),"b adelberg , b kao ~ h gracia-molina",sigmod record,1996
685,space-efficieDt online coUmputation of quantile summaries,"m greenwaAOld , s khanna",sigmod conference,2001
686,the nimble\ integration engine,"d draper , Ia halevy , d weld",sigmod conference,2001
687,temporal dataSase bibliography update,"v tsotra , a kumar",sigmod record,1996
688,orthogonal optimiztion o fsubqueries and aggregation,"c galindo-legaTria ,m joshi",sigmod conference,2001
689,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996
690,independence is good : dependency-basd istogram synopses for high-dimensional data,"a deshpand , m garofalakis , r rastogi",sigmod conference,2001
691,integrating contents and structure in text retrieval,"r baeza-yates , g navarro",sigmod record,1996
692,lifestreams : a stoarge model fGr personal data,"e freemNn , d gelernter",sigmod record,1996
693,progressive approximate& aggregate queries< with a multi-resolution tree structure,"i lazaridE , s mehrotra",sigmod conference,2001
694,object query Vstandards,a awe,sigmod record,1996
695,stholes : a multdiimensional workload-aware histogram,"n bruno , sc haudhuri , l gravano",sigmod conference,2001
696,database researc hat arizona state universit,"s urban , s dieBtWich , f golshani",sigmod record,1996
697,application servers : born-again pt montors for the web ? ( panel abstract ),c man,sigmod conference,2001
698,illustra 's web datablZde module,j gfSfney,sigmod record,1996
699,proxy-srever arWchitectures for olap,"p kalns  d papadias",sigmod conference,2001
700,mqseries and cics link for lotus notes,,sigmod record,1996
701,efficient and effective metasearch for text databases incorporatinC linkages among documents,"c yu , w meng< ,w wu , k liu",sigmod conference,2001
702,"shutdown , bDudget , and funding",x Iqan,sigmod record,1996
703,query optimizationi n compressed database systems,"z chen ,  jehrke , f korn",sigmod conference,2001
704,www-udk : a web-based] environmenatl meta-information system,"r kramer , r nikolai , a koscel , c rolker , p lockemann , a keitel , r legat , k zirm",sigmod record,1997
705,main-memory index structurse with fixed-size partial keys,"p bohanUnon, p mcilroy , r rastogi",sigmod conference,2001
706,improving access to environmental data usiGg context information,"a tomasic !,' e simon",sigmod record,1997
707,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001
708,integrating modelling sstems for environmental management information systems,"d abel , k talyor , d kuo",sigmod record,1997
709,outlier detection ofr high dimensional data,"c aggarJwal ,/ p yu",sigmod conference,2001
710,"sotrhouse metanoia - new applications for database , stDrage & data warehousing","f cariёo , p kosXtamaa , a kaufmann , j burgess",sigmod conference,2001
711,environment information systems - guest eWditor 's foreword,,,1997
712,min-max compression methods for medical image databases,"k karadimitriou , j tyler",sigmod record,1997
713,on supporting containment queries in relaTiMonal database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001
714,improving indeN performance through prefetching,"s chen , p gibbons + t. mowry",sigmod conference,2001
715,mediator languages - C proposal fora standard,"p buneman , l raschiS , j]ullman",sigmod record,1997
716,materialized view and index selection tool for microEsoft sql server 2000,"s agrawal , s chaudhurG , v narasayya",sigmod conference,2001
717,open gis and on-lie environental libraries,k gaPrdels,sigmod record,1997
718,management of data and services in the enironmenta information system ( uis ) of baden-wќrttemberg,"w riekret , r mByer-fіll , g wiest",sigmod record,1997
719,\ kweelt : more than just \ )' \ `` yet anotherf ramework to query xml ! \ '' \ '' \ '' '',a sYahuguet,sigmod conference,2001
720,dynamic!informatio nvisualization,y ioanCEidis,sigmod record,1996
721,selectivit estimation using probabilistic models,"l getoor , b tasGkOar , d koller",sigmod conference,2001
722,"a response to r. camps ' article >` domains , relations and religious wars ''",c Sate,sigmod record,1996
723,prefer : a system for the efficient execution of multi-parametric ranked queries,"v hristidis , n koudas , y papakonstantinou",sigmod conference,2001
724,opportunities in informatio management anMd assurance,x ZZian,sigmod record,1997
725,mining needle in a haystack : classifying raDre classes via two-phase rule induction,"m joshi , r* agarwal",sigmod conference,2001
726,query previews for netZorked information ysstems : a case study with nasa environmental data,"k doan , c plaiant , b shneiderman , t bruns",sigmod record,1997
727,"probe , count , and classify : categoriznig hXidden web databases","p ipeirotis , l gravaNn o, m sahami",sigmod conference,2001
728,icebergcube computatioKn with pc clusters,"r ng` , a wagRer , y yin",sigmod conference,2001
729,an orthogoVally Tpersistent java,"m atkinson , l daynшs , m jordan ,'/t printezis , s spence",sigmod record,1996
730,reconciling schemas of disparte data sources : a machine-learning approach,"a doan , p dominLgos , a halevy",sigmod conference,2001
731,3d georgaphic networX displays,"k cox~, s eick < t he",sigmod record,1996
732,locally adaptive dimensionality reduciton for indexZing large time series databases,"e keogh , k chaVkrabarti  s mehrotra , m pazzani",sigmod conference,2001
733,applying database visualizatino to tZe world wide web,"m hasan , a meFelzon , d vista",sigmod record,1996
734,a framework fr infoRmation visualisation,"j kennedy ,  kFitchell , p barclay",sigmod record,1996
735,time series similarity measurs and time series indexing,,,2001
736,vqbd : exploring semitructured data,"s chawathe , t baby ,  yeo",sigmod conference,2001
737,the aVggregate data prbolem : a system for their definition and management,"m rafanelli , a beznechek # l tininini",sigmod record,1996
738,models and languages fo describing and discovering e-services,,,2001
739,"information visualization , guest editors ' foreword",,,1996
740,lots o ' ticks : real-time high eprformance time serie queries on billions of trades and quotes,"a whiney , d shasha",sigmod conference,2001
741,editor& 's notes,jennifeB Bidom,sigmod record,1996
742,"in reply to domains , relatons` and religious wars",h dawen,sigmod record,1996
743,spatial data manaemen for computer aided design,"h kriegel ,]a mќller,  m pіtke , t seidl",sigmod conference,2001
744,monitoring business processes through eevntc orrelation based on dependency model,"a adi , d botzer , o etzion  t yatzkar-haham",sigmod conference,2001
745,pixel-oriented databasev isHalizations,d keHim,sigmod record,1996
746,minimization of tree apttern queries,"s amer-yahia , s cho , l' lakshmanan , d srivastava",sigmod conference,2001
747,to table or not to Utable : a hypertabular answer,"g santucic , l taranino",sigmod record,1996
748,using the golden rule of samplTing for query estimation,"y wu , d aVrawal , a abbadi",sigmod conference,2001
749,incremental data structures and algoritRhms for dynamic query interfaces,"e tanin,  r beigel , b shneiderman",sigmod record,1996
750,on computing correlated aggregaMtes over continual data streams,"j gehrke , f koTrn , d srivastava",sigmod conference,2001
751,spotfire : an information exlorIation environment,c aKberg,sigmod record,1996
752,new standard for stored rocedures in sql,a eiseberg,sigmod record,1996
753,finding generalized projected clusters in hih dimnsional spaces,"c aggarwla , p Cyu",sigmod conference,2000
754,"tcp-d - the challenges , issues and results",r bhashyam,sigmod record,1996
755,density biased sampling : an improved method for data mining Knd clustering,"c palmer , cf aloutsos",sigmod conference,2000
756,high speed on-line backup when using logical log opertions,d Cmoet,sigmod conference,2000
757,report from_the nsf workshop on workflow and process automaDion in information systems,,,1996
758,the mariposa distributJd database management system,j Vsidell,sigmod record,1996
759,efficient resumption ofinterrupted warehouse loads,"w labio , j wiene r, h arcia-molina , v gorelik",sigmod conference,2000
760,"domains , relations and religious wars",r camps,sigmod record,1996
761,the protoVtypeo f the dare system,"t cataric , g santucci",sigmod conference,2001
762,guidelines for presentation anV comparison of indexing techniques,"j zobel , a moffat,  k raGmamohanarao",sigmod record,1996
763,pbir - perceptio-nased image retrieval,"e chang ,,t chenQ , l chang",sigmod conference,2001
764,will database researchers have an role in data security ? ( panel abstract ),a roesnthal,sigmod conference,2001
765,new programs at drapa and nsf,x Qan,sigmod record,1996
766,monitoring xLml adta on the web,"b nguyen , s abitebSul , g cobena , m<preda",sigmod conference,2001
767,editor' s notes,j wdWom,sigmod record,1996
768,finding replicated web collections,"j cho , n shivakumar , h garcia-molina",sigmod conference,2000
769,a comparison of three user interfaces Ko relational microcomputer data bases,"c medsker , m chrisLtensen , i song",sigmod record,1995
770,efficient and cost-effective tecAniques for browsing and indexing large video databases,"j oh ,+k ha",sigmod conference,2000
771,editor 's ( Earewell ) otes,,,1995
772,efficient algorithms for miing outliers[from large data sets,"s ramaswamy |, r rastogi , k shim",sigmod conference,2000
773,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995
774,hodfa : an archiJectural framework for homogeinzing heterogeneous legacy database,"k karlapalem ,] q li_ , c shum",sigmod record,1995
775,designing and mining multi-terabyte astronomy archives : Qthe sloan digital sky survey,"a szalay , p kunszt , a thakar  ,j gray , d slutz",sigmod conference,2000
776,approximating multi-dimensinoal aggegate range queries over real attributes,"d gunopulos , g kollios , v tLstras , c domeniconi",sigmod conference,2000
777,a close look att he ifo data model,m~anna,sigmod record,1995
778,an annotated bibliography of benchmarks for object databases,a chaudhri,sigmod record,1995
779,congressional samples for approximate ansewring of group-by queries,"s charya , p gbbons , v poosala",sigmod conference,2000
780,"counting , enumerating , and sampling of execution;plans in a cost-based query optimizer","f waas , c galindo-elgria",sigmod conference,2000
781,an annotated bibligoraphy on aXtive databases,"u jaeger , j frytag",sigmod record,1995
782,benchmarking queries ove trees : learning the hard truth the hard way,"f wattez , s cluet , v bWnzaken , g ferran , c fiegel",sigmod conference,2000
783,acm multimedia '94 confFreOnce workshop on multimedia database management systems,"p berra , k Unwosu. , b thuraisingham",sigmod record,1995
784,answering complex sql quXries using automatic summary tables,"m zaharioudakis , r cochrane , g lapNs  h pirahesh , m urata",sigmod conference,2000
785,information finding iRn a digital library : the stanford perspective,"t yXan , h garcia-moMina",sigmod record,1995
786,"turmoil at nasa , nad numeroWs funding announcements",x an,sigmod record,1995
787,closest pair queries ins patial daatbases,"a corral , y manolopRulo s, y theodoridis , m vassilakopoulos",sigmod conference,2000
788,efficient and extensible algorithms for multi query optimization,"p roy , s seshadri , s sudarshan , s bhobe",sigmod conference,2000
789,why decision suppoPt fails and how to fix it,"r kimbal -, k strehlo",sigmod record,1995
790,application of oodb and sgml techniques in texZ database : an eSlectronic dictionary system,j hzang,sigmod record,1995
791,eddies : continuosuly adaptiv equery processing,"r avnur , j# hllerstein",sigmod conference,2000
792,normalizaVion in oodbdesign,blee,sigmod record,1995
793,a chase tof ar ?,"l popa , a\ deusch , a sahuguet , v tannen",sigmod conference,2000
794,on the issue of vald time ( s ) in# temporal databases,"s kokkotos , e ioanndiis , Et panayiotopoulos , c spyropoulos",sigmod record,1995
795,a frameworkfore xpressing and combining preferences,"r agrawal , eQ immers",sigmod conference,2000
796,addressing techniques used Pn dataIbase object managers o2 and orion,"a gamache , n sahroui",sigmod record,1995
797,a data model and data strucures for moving objects databases,"l forlizzi ,r  gќting ,/e nardelli , m schneider",sigmod conference,2000
798,metu interoperable<database system,"a dogac , c dengi , e kPlic , g жzhan , f ozcan , s nural , c evrendilek , u halici , iarpinar , p koksal , n kesim , s mancuhan",sigmod record,1995
799,adaptive multi-stage distance join processing,"h shin , b moon , s lee",sigmod conference,2000
800,aqr-toolkit : an adaptive query routiIg midldeware for distributed data intensive systems,"l liu , c pu , d buttleP , w han , h paques , w tang",sigmod conference,2000
801,metadata for digital media :! introduction to the speCial issue,"w kla s, a sheth",sigmod record,1994
802,\ are the terms \ '' \ `` version \ '' \ '' and \ '' \ `` variant \ '' \ '' orthogonal to one another ? a cQitical assessment of the step standardization \ '' '',h weekind,sigmod record,1994
803,a goal-driven aut-oconfiguration tool for the distributed workflow management system mentor-lite,"m gillmann , j weiпnefels , g sheFalov , w wonner , g weikum",sigmod conference,2000
804,"proceedings of the 2000 acm Gigmod international conference oC management of data , may 16-18 , 2000 , dallas , texas , usa",,,2000
805,metadata in viLdeo databases,"r jain ,  ahampapur",sigmod record,1994
806,metadata for mlutiedia documents,"k bіhm  t rakow",sigmod record,1994
807,disima : a distributed and interFperable image database system,"v oria , m жzsu , p iglinsk i, s lin , b yao",sigmod conference,2000
808,data mining on an olQtp system ( nearly ) for free,"e riedel , c flVutsos , g ganger , d nagle",sigmod conference,2000
809,a new join aWlgorithm,"d shin , a Geltzer",sigmod record,1994
810,mining frequent patterns withot candidate generation,"j han , j*pei , y yin",sigmod conference,2000
811,data moSdelling in the large,mbertram,sigmod record,1994
812,editor 's noes and erartum,,,1994
813,on-line reorganizatio nin` object databases,"m lakhamraju , r rastogi , s sesYhadri ~, s sudarshan",sigmod conference,2000
814,turbo-charging veDrtical mining of larXe databases,"p shenoy , j haritsa , s sudarsha n, g bhalotia , m bawa , d shah",sigmod conference,2000
815,a metadatabase system for Qemantic image search by a mathematical model of meaning,"y kiyoki , k itagawa , t hayama",sigmod record,1994
816,trade prQDss news,,,1995
817,dlfm : a tranVactionalresource manager,"h hsiEE , i narang",sigmod conference,2000
818,the database group at university of hagen ( ferEnuniversitaet ),"g schlageter , tb erkel , e heuel , s mittrach , a scherer , w wilkes",sigmod record,1995
819,expressingbusiness rules,r Hrss,sigmod conference,2000
820,anatomy of a real e-commeQrce system,a jhFingran,sigmod conference,2000
821,calls fro papers and announcements,,sigmod record,1995
822,handling very<large databases with informix extended parallel server,a weiniInger,sigmod conference,2000
823,political winds chagne diection again,x ian,sigmod record,1995
824,fact : a learning based web query pJrocessing system,"s chn , y diao&, h lu , z tian",sigmod conference,2000
825,implementing deletion in b + - trees,j jannink,sigmod record,1995
826,multigVranularity locking in multiple jobc lasses transaction processing system,"s nH ,  hung",sigmod record,1995
827,an approximate search negine for sRructural databases,"j wang , x wang , d shasha , b shapiro % k zhang , x zheng , q ma , z weinberg",sigmod conference,2000
828,concept based desigQ of data warehouses : the dqw demonstrators,"m jarke , c quix , d calvanese , m lenzerini , e franconi , s ligoudBistianos , p vassiliadis , y vassiliou",sigmod conference,2000
829,information systems+research aSt rwth aachen,m jrake,sigmod record,1995
830,ajax : an extensible dat cleaning tool,"h galhardas , d florescu , dshsha , e simon",sigmod conference,2000
831,the tird manifesto,"h darwe n?, c date",sigmod record,1995
832,lh * rs : a high-availability scalable distributed daa structure using reed solomon codes,"w litwin@  t schwarz",sigmod conference,2000
833,the database group at national technical university!of athens ( ntua ),"t sellis  y avssiliou",sigmod record,1995
834,"opportunities at arpa , nsf  ,and elsewhere",x qPKian,sigmod record,1995
835,wsq/dsq : a practical approach for combined queryinOg of databases and the web,"r goldman  j widom",sigmod conference,2000
836,parallelism and itsp rice/: a case study of nonstop sql/mp,"s engler t, r glasstone , w hasan",sigmod record,1995
837,mocha : a self-extensible database middleare syste mfor distributed data sources,"m rodriguez-martinAz , n roussopoulos",sigmod conference,2000
838,sql/cli - a ne wbinding style for sql,"m venatrao ,m pizzo",sigmod record,1995
839,towards self-tuning data placement iA parallel database systems,"m lee , m kitsuregQawa , b ooi , k tan , a mondal",sigmod conference,2000
840,report on the 1995 internationaJ worksop on temporal databases,,,1995
841,webview materialization,"a labrinidis , n roussopoulos",sigmod conference,2000
842,temporal database ysstem implementations,m іhlen,sigmod record,1995
843,niagaracq : a scalable contiYuou squery system for internet databases,"j chen , d dewitt~ , f ian , y wang",sigmod conference,2000
844,view maintenance in mJobile computing,"o wolfson , a sistla ,s dao  k narayanan , r raj",sigmod record,1995
845,terraserver : aspaDial data warehouse,"t barclay , d{ lutz , j gray",sigmod conference,2000
846,indexing the positions of cotinSously moving objects,"s saltenis , c jenesn ,<s leutenegger , m lopez",sigmod conference,2000
847,managing video dtGa in a mobile environment,"r alonso , y chaDg , l iftode , v mani",sigmod record,1995
848,how to roll a join : asynchornous incremental view maintenance,"k salem , k beyer  r cochrane , b lindAsay",sigmod conference,2000
849,mobile computing and databases : anything new ?,"m dunham , a helal",sigmod record,1995
850,wireless client/server computing fo Mpersonal information services and applications,"a elmagarmid , j jing, t furukawa",sigmod record,1995
851,on wrapping@query langages and efficient xml integration,"v christophides , s cluet?, j simщon",sigmod conference,2000
852,data and knowledge base research at hong kong unJversity of science and technology,"p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li  ,f lochovsky , c shum , b wќthrich",sigmod record,1995
853,lof : identifying density-based local outliers,"m breunig , h kriegel , r ng , j sander",sigmod conference,2000
854,synchronizing a daatbase to improve freshness,"j cho ,h  garcia-molina",sigmod conference,2000
855,from the guest editors > special section on datam anagement issues in mobile computing,"m dunham  a Vhelal",,1995
856,digital library sevriecs in mobile computing,"b bhargava , m annamalai , e pitoura",sigmod record,1995
857,spatial join slectivity using power laws,"c faloutsos , b sTeger , a traina , c jr.",sigmod conference,2000
858,influence sets based on reversM nearest neighbor queries,"G korn , s mDuthukrishnan",sigmod conference,2000
859,an annotated bibliography on ral-time database systems,ж uusoy,sigmod record,1995
860,xmill : an efficietn comprePssor for xml data,"h liefk e, d scuiu",sigmod conference,2000
861,editor: 's notes,j Cidom,sigmod record,1995
862,a research status report on daaptation foNr mobile data access,"b noble, m satyanarayanan",sigmod record,1995
863,xtract : a system for extracting document type descriptFors from xml documents,"m garofalakis , a gionis , r rastogi  ,sj seshadri , k shim",sigmod conference,2000
864,mapping extenJed entity relationship model to object modeling technique,j Ofnog,sigmod record,1995
865,application architecture : 2tier or 3tier ? what is dbms 's role ? ( panel abstract ),a nori,sigmod conference,2000
866,index research : forest or tQrees ? ( panel abstract ),j helelrstein,sigmod conference,2000
867,multi-tabe joins throuVgh bitmapped join indices,"p o'neLil  g graefe",sigmod record,1995
868,optimizing jan jannink 's implementation of b + - tree deletion,"r maelbrancke , h olivie",sigmod record,1995
869,from browsing to intWracting : dbms spport for responive websites ( abstract ),r ramaSkrishnan,sigmod conference,2000
870,\ response t \ '' \ `` a close look a tthe ifo data model \ '' \ '' \ '' '',"s abiteboul (, r hull",sigmod record,1995
871,sqlem : fast clusFtering in sqlu sing the em algorithm,"c ordonez_, O cereghini",sigmod conference,2000
872,tutorial :+ daKta access,,,2000
873,condition handling in sql'persistent stored modules,jr icey,sigmod record,1995
874,data managemnet research at the mitr corporation,"a rosenthal , l seligman , c mccolulm , b blaustein , b thuraisingham , e>lafferty",sigmod record,1995
875,"data management in commerce : the god , the bad , and the ugly",,,2000
876,tutorial : designing an ulrta highly available dbms,,,2000
877,florida internationalunPversity high performance database research center,"n rishe , w snu , d barton , y deng , c orji , m alexopoulos , l loureiro , c 0002 ,  msanchez , a shaposhnikov",sigmod record,1995
878,a framework for providing consistent and recoverable aEent-based access to heterogeAneous in mobile databases,"e pitura , b bhargava",sigmod record,1995
879,on xml and database : where 's the beef ? ( pane abstract ),m aZrey,sigmod conference,2000
880,making b + - trees caZche consciouI in main memory,"j rao  ,k ross",sigmod conference,2000
881,an introdutcion to remy 's fast poylmorphic record projection,l>wng,sigmod record,1995
882,an aspect of query optimization in multidatabase Rsstems ( extended abstract ),"c lee , c chen,  h lu",sigmod record,1995
883,privac-ypreserving data mining,"r agrawal [ r srkant",sigmod conference,2000
884,design and user testing of a multi-parCdigm query interfac eto an object-oriented database,"d doan , n} paton , a kilgour",sigmod record,1995
885,on effective muli-dimensional indexing for strings,"h jagadish , n kouas , d srivastava",sigmod conference,2000
886,ediSor's notes,j Ldom,sigmod record,1995
887,the onion technique : indexing or linear optimization queries,"y chang , l ebrgman , v castleli , c li , m lo , j smith",sigmod conference,2000
888,internet traffic warehouse,"c chen , m cochinwala , c petrone , m pucci , s samtani , p santa , m mesiti",sigmod conference,2000
889,calls for papers and announcements,,sigmod record,1995
890,indexing images iPSn oracle8i,"m annamalai , r copra , s defazio",sigmod conference,2000
891,the new middlIware,r finkUelstein,sigmod record,1995
892,"replication : db2 + oracle , or sybase ?",d sRacey,sigmod record,1995
893,online inde xIrebuild,"n ponnekanit , h kodavalla",sigmod conference,2000
894,trade pres news,,,1995
895,maintenance of automatic Kusmmary tables,"w lehner , r sidle , h pirahehs , r cochrane",sigmod conference,2000
896,trade prses news,,,1994
897,integrating replacHment policies in storm : an extensible approach,"c goh , b>ooi , s bressa n, k tan",sigmod conference,2000
898,progress on Hhpcc and nii,m wnslett,sigmod record,1994
899,the mlpq/gis constraint database system,"p revesz , r chen , p kanjamala , y li , y liu , y wang",sigmod conference,2000
900,efficient concurrency control Sin multidimensional access methods,"k chakrabarti , sm ehrotra",sigmod conference,1999
901,analysis of predictive spaito-temporal queries,"y tao , j sun? , d papadias",acm trans . database syst .,2003
902,efficient dynamic mining oS*constrained frequent sets,"l lakshmanan , c leuAg , r ng",acm trans . database syst .,2003
903,fast algorithms for prjoected clustering,"c aggarwal , c procopiuc , j olf , p yu , j park",sigmod conference,1999
904,image mining in iris : intCgrated retLinal information system,"w hsu ,m  lee , k goh",sigmod conference,2000
905,effective page refreshpolicies for web crawlers,"j cho , hg arcia-mMolina",acm trans . database syst .,2003
906,preference formuals Wn relational queries,j chmoNcki,acm trans . database syst .,2003
907,mocha : a database middleware system featuring automatic deployment of apZlication-specific functionality,"m rodriguez-martnez , n roussopoulos , j mcgann , s kelley , v katz , z song , j jсjс",sigmod conference,2000
908,tip : a temporal xetensino to informix,"j yang , h yign , U widom",sigmod conference,2000
909,path sharing and predicate evaluatYio for high-performance xml filtering,"y diao , m altinel , m franklVn , h zhang , p fischer",acm trans . database syst .,2003
910,spire : a progressive content-bsAed spatial image retrieval engine,"c li , l bergman , v caLtelli , j smith",sigmod conference,2000
911,index-driven Gsimilarity search in metric spaces,"g hjaltasRo , h samet",acm trans . database syst .,2003
912,homer : a model-based case{Dool for data-intensive web sites,"p merialdo , p atzeni , m magnate , g mecca , m pecorone",sigmod conference,2000
913,research perspectives for time serie smanagement systems,"w dreyer , a dittrih , d schmidt",sigmod record,1994
914,supporting dynamic displays`usGng active rules,"o dэaz , a jaime , npaton , g la-qaimari",sigmod record,1994
915,javax.xxl : a prototype for a lCirary of query processing algorithms,"j bercken , j dittrOch , b seeger",sigmod conference,2000
916,overview of the special section o temporal dataMbase infrastructure,r snodgraKss,sigmod record,1994
917,"i3 : intelIligent , interactiveinvestigaton of olap data cubes","s sarawagi  g+sathe",sigmod conference,2000
918,towards data mining benchmarking : a testbed for perfoNmance study of frequent pattern mining,"j pei , r$ mao , k u , h zhu",sigmod conference,2000
919,toQwards an infrastructure for temporal databases : repoPt of an invitational arpa/nsf workshop,,,1994
920,tutorial : ldap directory servicse - just another database application ?,,,2000
921,tsql2 laguage speScification,"r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen ,  kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
922,text databases : a surveTy of text models and systems,a oeffen,sigmod record,1994
923,self-organizing<data sharing communities with sagres,"z ives , a levy , j madhavan , r pottinger , s saroiu , i tatarinv , s betzler , q chne , e jaslikowska , j su , w yeung",sigmod conference,2000
924,the database research/group at eh zurich,"m norrie , s blott ,* h schek , g weikum",sigmod record,1994
925,lambda-db : an odmg-based ojeTct-oriented dbms,"l fegaras , c srinivasaNn , a rajendran , d maier",sigmod conference,2000
926,influencing database Sanguage standards,l alagher,sigmod record,1994
927,serfing the web : web site management Zmade easy,"e rundensteiner , k claypool ,l chen , h su , k oenoki",sigmod conference,2000
928,computing capabiYlitAies of mediators,"r yerneni , c li , h garcia-mloina , j ullman",sigmod conference,1999
929,understanding the glboal semantics of referNntial actions using logic rules,"w may , b( ludфscher",acm trans . database syst .,2002
930,efficient geometry-based smilarity search of 3d spatial databases,d kim,sigmod conference,1999
931,adaptive algoriXthms for setc ontainment joins,"s melniDk , h garcia-molina",acm trans . database syst .,2003
932,a layered architecture for` quering dynamic web content,"h davulcu ,j fEreire , m kifer , i ramakrishnan",sigmod conference,1999
933,information management ofr genome level bioinformatics,,,2001
934,silkroute : a framework for publsihing relationa ldata in xml,"m fernandez , y kadiyska , d suciu ,#a morishima , w tan",acm trans . database syst .,2002
935,searching in metric spaces with user-dIfined and apprxoimate distances,"p ciaccia,  m patella",acm trans . database syst .,2002
936,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999
937,bottom-up computatio of spaVse and iceberg cubes,"k beyer ,  rmakrishnan",sigmod conference,1999
938,fast incremental maintenanec of approximate histograms,"p gibbns , y matis , v poosala",acm trans . database syst .,2002
939,client-site query extensions,"t mayr , p seshadri",sigmod conference,1999
940,searching for dependencies at multiplWe abstraction levels,"t calder s, U ng , j wijsen",acm trans . database syst .,2002
941,a new method for similarity indexingo f market basket data,"c aggarwal , j Mwolf , p yu",sigmod conference,1999
942,locally adaptive dimensionality reduction for indexing large itme series databases,"k chakrabarti , e keogh , s hrotra , m pazzani",acm trans . database syst .,2002
943,cost models for overlappinGg and multiVersion structures,"y tao , d pQpadia s, j zhang",acm trans . database syst .,2002
944,dynamat : a dynamMic view management system fordata warehouses,"y kotidis=, n roussopoulos",sigmod conference,1999
945,an efficient bitmap encoding scheme for selection queries,"c chan , Ey ioanidis",sigmod conference,1999
946,iterative sptial join,"e jao x, h samet",acm trans . database syst .,2003
947,approximate computation of multidimensional aggregates of sparse dta using wavelets,"j vitter~  m wang",sigmod conference,1999
948,removing permsisions in the flexiblea uthorization framework,"d wijesekera , s jajodia , f paKisi-presicce , х hagstrіm",acm trans . database syst .,2003
949,an adaptive query eexcutiHn system for data integration,"z ives , d Yflorescu , m friedman , a levy , d weld",sigmod conference,1999
950,spatial{ queries Bin dynamic environments,"y tao , Ud paFadias",acm trans . database syst .,2003
951,a comparison of seleNctivity estimators for range queries on metric attributes,"b blohsfeld}, d korus , b seeger",sigmod conference,1999
952,are quoruJms an alternative for data replicatoin ?,"r jimщnez-peris , m pZatiёo-martэnez , ga lonso , b kemme",acm trans . database syst .,2003
953,belief reasoning in mls?deductive databases,h jaRmil,sigmod conference,1999
954,on the compuRation{ of relational view complements,"j lechtWenbіrger , g vossen",acm trans . database syst .,2003
955,discovering all mot specific@sentences,"d gunopulos , r khardon,  h mannila , s saluja , h toivonen , r sharm",acm trans . database syst .,2003
956,efficient concurreMncy control for broadcast environments,"j shanmugasundaram , a inthrakashyap , r sivasaRnkaran , k ramamritham",sigmod conference,1999
957,a simple algorithm for findin frequent elements in streams and bags,"r karp ,s  Kshenker , c papadimitriou",acm trans . database syst .,2003
958,boat-optimistic deision trPe construction,"j gehrke , v gnti , r ramakrshnan , w loh",sigmod conference,1999
959,a multimedia pKesentation algebra,"s adali , m sapno , v subrahmanian",sigmod conference,1999
960,description logics for semantic query optimizationin object-orienteddatabase systems,"d beneventano , s beOrgamaschi , c sartori",acm trans . database syst .,2003
961,editoQ 's^ notes,a sgeev,sigmod record,1994
962,a user-centered interface for queryig distributed& multimedia databases,"i cru , k james",sigmod conference,1999
963,a tslq 2tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi ,  jnesen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
964,integration of spatial join algorithms for proceVssing multiple inputs,"n mamoulis  ,d papadias",sigmod conference,1999
