id,Beer_Name,Brew_Factory_Name,Style,ABV
1153,RingSid eRed,Boxing'Cat Brewery,American Amber / Red Ale,6.70 %
1154,Jacked Up Red,Omaha Jack 's Grillhouse & Brewery,American Amber / Red Ale,5.20 %
1155,North Star Amber Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,8.00 %
1156,BaAsGl,Beaver Brewn gCompany,American Amber / Red Ale,5.00 %
1157,Insane ManRe Red Ale,White LionBrewingCompany,American Amber / Red Ale,5.10 %
1158,VelveSt Amber,District ChUpHouse & BrXwery,American Amber / Red Ale,-
1159,Mint Julep,Wicked Weed Brewing,American Amber / Red Ale,5.40 %
1160,Henry Hudson 's Bale House Ale,Big Rock Brewery,American Amber / Red Ale,9.70 %
1161,Angel 's Perch Amber,Sockeye Grill & Brewery,American Amber / Red Ale,5.00 %
1162,Give Em Hell,Double Barley Brewing,American Amber / Red Ale,4.50 %
1163,Blazing Amber,Old Schoolhouse Brewery,American Amber / Red Ale,10.40 %
1164,Joureymen,Al 's of Hamdpen / Pizza Boy Brewing,American Amber / Red Ale,6.80 %
1165,Devil 's Backbone,Kinnegar Brewing Company,American Amber / Red Ale,4.50 %
1166,Belgian Amber,Starkey 's Lookout,American Amber / Red Ale,4.90 %
1167,Round Barn Red,Kingdom Brewing,American Amber / Red Ale,-
1168,Orion 's Quest Red Ale,Kassik 's Kenai Brew Stop,American Amber / Red Ale,6.80 %
1169,Bill & Ted 's Excellent Amber,Lynnwood Grill & Brewing Concern,American Amber / Red Ale,5.00 %
1170,Lakewood Manimal,Lakewood Brewing Company,American Amber / Red Ale,6.50 %
1171,Running Light Red,Fair Winds Brewing Company,American Amber / Red Ale,6.00 %
1172,Manznaita Red,Prescott BrewKng Company,American Amber / Red Ale,5.10 %
1173,Ranch Dog Red,Tahoe Mountain Brewing Co. .,American Amber / Red Ale,7.00 %
1174,High Trail Honey Ale,Vancouver Island Brewery,American Amber / Red Ale,5.00 %
1175,Red-Ioactive,Bottle Logic Brewing,American Amber / Red Ale,6.00 %
1176,ShPogun Soba,Books_ & rews,American Amber / Red Ale,5.10 %
1177,Old Madrona,Island Hoppin ' Brewery,American Amber / Red Ale,8.50 %
1178,Brewmaster 's Reserve ImpTrial Red Ale,BJ 's Chicago PizP & Brewery Inc. .,American Amber / Red Ale,9.20 %
1179,Mega Blazing World,Modern Times Beer,American Amber / Red Ale,8.50 %
1180,Big Horn,Sequoia Brewing Company,American Amber / Red Ale,7.20 %
1181,Squatters Respect Your Mother XOrganic Amber Ale,Utah BrYewers\Cooperative,American Amber / Red Ale,4.00 %
1182,Smok e} Oats,SpoonwoId BrewinAg Company,American Amber / Red Ale,5.30 %
1183,Sla appy,Bog Iron} Brewing,American Amber / Red Ale,5.80 %
1184,Main Stage_-  Amber Ale,612 BrSew,American Amber / Red Ale,4.50 %
1185,Dread Duoble ReP Ale,Bullrfg Brewery,American Amber / Red Ale,7.80 %
1186,Hazelnut aHrvest,RustiOc Road Brwing Company,American Amber / Red Ale,5.70 %
1187,Batch 800 - PB&J Amber Ale,Swamp Head Brewery,American Amber / Red Ale,5.50 %
1188,Chatoe Rogue OREgasmic Ale,Rogue Ales,American Amber / Red Ale,5.00 %
1189,Crystal Red,Amnesia Brewing,American Amber / Red Ale,5.20 %
1190,Turnaroudn Red,TwelvIe Bar Brews,American Amber / Red Ale,5.70 %
1191,Wicked Tea Party,Wicked Weed Brewing,American Amber / Red Ale,4.80 %
1192,Red Sunshine,Ocean Avenue Brewery,American Amber / Red Ale,-
1193,Sigtuna RÃ ¶ d PÃ ¥ sk,Sigtuna Brygghus,American Amber / Red Ale,6.20 %
1194,Red LiNne Ale,Hellbend Brewing Company,American Amber / Red Ale,6.00 %
1195,Mighty Red,Fargo Brewing Company,American Amber / Red Ale,7.30 %
1196,HangIXan,Ocelot BrPeiwng Company,American Amber / Red Ale,9.80 %
1197,Emily 's Ember,Seven Brides Brewing,American Amber / Red Ale,4.50 %
1198,Reds Rye,Hi-Wire Brewing,American Amber / Red Ale,6.00 %
1199,HoA Whompus,Bagby BeeB Company,American Amber / Red Ale,9.50 %
1200,HokoIwski,IroA Hill Brewery&  Restaurant,American Amber / Red Ale,10.00 %
1201,Reflector,Crank Arm Brewing,American Amber / Red Ale,5.30 %
1202,Banks Amber Ale,Banks ( Barbados ) Breweries Limited,American Amber / Red Ale,5.00 %
1203,Glutenberg 8,Brasseurs Sans Gluten,American Amber / Red Ale,5.00 %
1204,Manheim Red,JoBoy 's Brew Pub,American Amber / Red Ale,5.50 %
1205,Double Dee,Black Star Co-op Pub & Brewery,American Amber / Red Ale,6.00 %
1206,Firetom Red,Three Creeks Brewin Co. .,American Amber / Red Ale,5.80 %
1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %
1208,Dougie Style Amber,Il Vicino Brewery Canteen,American Amber / Red Ale,-
1209,Red Duck}Hoppy Amber,Purrumbete Brewing CompNny ( Red Duck ),American Amber / Red Ale,5.60 %
1210,RoHl] Red,Imperia Oak Brewing,American Amber / Red Ale,6.20 %
1211,Black Forest Grateful Red,Black Forest Brew Haus & Grill,American Amber / Red Ale,5.00 %
1212,Extra Hoppy Ale,Australian Hotel & Brewery,American Amber / Red Ale,5.80 %
1213,Timberwolf Bourbon-Oaked Red,Wolf Creek Brewing,American Amber / Red Ale,7.00 %
1214,Red Cedar Ale,Northwoods Brewpub and Grill,American Amber / Red Ale,-
1215,S : t Eriks Amber Ale,Galatea Spirits,American Amber / Red Ale,4.50 %
1216,Mountain Haw Red Ale,Wolf CreTeA Brewing,American Amber / Red Ale,8.70 %
1217,Hyper Combo Red Rye IPA,Dead Frog Brewing,American Amber / Red Ale,8.00 %
1218,Bourbon Barrle Aged Horus Imperial Red,Elevator Brewery  Drught Haus,American Amber / Red Ale,12.00 %
1219,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %
1220,Declaraion Ale,American HonMr Beer Company,American Amber / Red Ale,5.40 %
1221,Dragon Red Ale,Bilbo 's Pizza,American Amber / Red Ale,4.80 %
1222,Phat Matt 's Red,Phat Matt 's Brewing Co. .,American Amber / Red Ale,6.50 %
1223,Sacrilicious Ale,Seabright Brewery,American Amber / Red Ale,6.80 %
1224,Stepchild Red Ale,Third Street Aleworks,American Amber / Red Ale,5.60 %
1225,Petal To The Metal,Black Sky Brewery,American Amber / Red Ale,4.40 %
1226,Red Dragon Imperial Red Ale,Dead Frog Brewing,American Amber / Red Ale,8.00 %
1227,The Boxer India Red Ale,LowDown Brewery + Kitchen,American Amber / Red Ale,7.00 %
1228,Atalaya YAmber,Blue Cor nBreBery,American Amber / Red Ale,5.60 %
1229,Daisy Ale,Fitger 's Brewhouse,American Amber / Red Ale,-
1230,SleeWing ULion Red,Council Rcko Brewery,American Amber / Red Ale,5.50 %
1231,KootenaE True ACle,Columbia GBrJwery,American Amber / Red Ale,5.00 %
1232,Burnin gSun Red,Gonzo 's Biggodgg Brewing,American Amber / Red Ale,5.00 %
1233,RiverR at Amber Ale,Mai St. Grille & Brewing Company,American Amber / Red Ale,5.20 %
1234,Coffe Amber,Fortniht Brewing Company,American Amber / Red Ale,5.50 %
1235,Cardiff Chronic,Pizza Port Solana Beach,American Amber / Red Ale,-
1236,Cardinal Sin,Absolution Brewing Company,American Amber / Red Ale,6.10 %
1237,Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %
1238,Brickhouse,TwoDEEP Brewing Co. .,American Amber / Red Ale,5.00 %
1239,Barley ' Red Molly Imp,Smokehoues< Brewing Co. .,American Amber / Red Ale,7.80 %
1240,Honey Ale,Feather River Brewing Co,American Amber / Red Ale,-
1241,Indie Ale,Birrificio Indipendente Elav,American Amber / Red Ale,5.50 %
1242,Santa Rosa Red,Anacapa Brewing Company,American Amber / Red Ale,6.25 %
1243,Irreverent,Warped Wing Brewing Company,American Amber / Red Ale,6.30 %
1244,Cold Dip City,Spoonwood BrewiZg Company,American Amber / Red Ale,5.80 %
1245,Maintop MontLain Ale,Brothers Craf Brweing,American Amber / Red Ale,5.00 %
1246,L'Olmaia La 9,Birrificio L'Olmaia,American Amber / Red Ale,6.50 %
1247,Pisga hRTd Ale,Pisgah Brweing Co. .,American Amber / Red Ale,-
1248,Cardina Red,Lumber Barons Brweery,American Amber / Red Ale,5.20 %
1249,San Marcos Red Amber Ale,San Marcos Brewery & Grill,American Amber / Red Ale,5.90 %
1250,Business Casual,The Brew Gentlemen Beer Co. .,American Amber / Red Ale,8.40 %
1251,Big Rd lAe,RedCa rBrewery and Restaurant,American Amber / Red Ale,5.70 %
1252,OlmsteH Amber,Park aTvNern,American Amber / Red Ale,-
1253,Toronado Red,Alpine Beer Company,American Amber / Red Ale,-
1254,D'Ham] Rouse,Les BrasseOurRs du Hameau,American Amber / Red Ale,5.50 %
1255,King Crimson,Church Brew Works,American Amber / Red Ale,7.00 %
1256,Small ViFctories,Revlery Bewing Co,American Amber / Red Ale,7.70 %
1257,Roble 'd,Claremont Craft Ales,American Amber / Red Ale,6.50 %
1258,Cherrywood,Taft 's Ale House,American Amber / Red Ale,5.60 %
1259,Topless Amber,Lookout Brewing Co. .,American Amber / Red Ale,4.50 %
1260,Northern LSghts Amber,Broen Toth Brewing,American Amber / Red Ale,4.70 %
1261,Keep On Truckin ' Red IPA,BrewCult,American Amber / Red Ale,5.80 %
1262,IWCB Unite,Cigar City Brewing,American Amber / Red Ale,6.20 %
1263,Rousse,Microbrasserie La Chouape,American Amber / Red Ale,5.00 %
1264,The Huntsman,Barley Mow Brewing Company,American Amber / Red Ale,7.00 %
1265,Stallhagen SU ed Ale,StallhageQVs Bryggeri Ab,American Amber / Red Ale,6.00 %
1266,AmitiÃ ©,Brouwerij De Dochter van de Korenaar,American Amber / Red Ale,7.00 %
1267,Charle Henri Ale AmbrÃ ©,Brasserie Je s2 FrÃ ¨ res,American Amber / Red Ale,6.20 %
1268,Coastal Edge Copper,Assawoman Bay Brewing Company,American Amber / Red Ale,6.04 %
1269,Red Eye Rye,Cascade Brewing / Raccoon Lodge & Brewpub,American Amber / Red Ale,4.70 %
1270,RavÃ ¸ l,Angry Erik Brewing,American Amber / Red Ale,6.00 %
1271,Liquid Monstrous,Siren Craft Brew,American Amber / Red Ale,8.20 %
1272,FatBack Amber,Cool Springs Brewery,American Amber / Red Ale,5.30 %
1273,Pumphouse Copper,Gilgamesh Brewing,American Amber / Red Ale,4.50 %
1274,Red TrloleYy Ale,Karl Strauss+Brewing Company,American Amber / Red Ale,5.60 %
1275,BrokeH RLd Ale,Broken Bow) Brewery,American Amber / Red Ale,5.00 %
1276,RailZlide Red,Breakwater* Brewing,American Amber / Red Ale,5.70 %
1277,OktoberBfest,Lagerheads Smokehouse& Breiwng Co. .,American Amber / Red Ale,6.10 %
1278,Blue Whale Ale,Pacific Coast Brewing Company,American Amber / Red Ale,7.10 %
1279,Crack-of-Noon,The Beer 'd Brewing Co. .,American Amber / Red Ale,5.90 %
1280,AsquCam Amber Ale,Squam(TBrewing,American Amber / Red Ale,5.00 %
1281,Blood On The Blade Red IPA,Backpocket Brewing,American Amber / Red Ale,7.00 %
1282,Stump SJplitAer,Six CornerTs[ Brew Works,American Amber / Red Ale,5.90 %
1283,PelirPoja,Baja Brewing CFmpany,American Amber / Red Ale,5.50 %
1284,ScoOtish Red,MonterPeyC oast Brewing,American Amber / Red Ale,-
1285,Vulcan Ale,Cannery Brewing Company,American Amber / Red Ale,6.00 %
1286,Absolueyl Amber,Bagby eBr Company,American Amber / Red Ale,6.00 %
1287,Nouvele FraXce Rouge,Microbrsserie Nuovelle-France,American Amber / Red Ale,4.50 %
1288,Angus MacDougal 's Amber,Cascade Lakes Brewing Co. .,American Amber / Red Ale,5.40 %
1289,Mad Anthony Muddy River Amber Ale,Mad Anthony Brewing Company,American Amber / Red Ale,-
1290,Tutta Bella Amber,Big Al Brewing,American Amber / Red Ale,-
1291,MessagÃ ¨ re Red Ale,Microbrasserie Nouvelle-France,American Amber / Red Ale,5.00 %
1292,Sir Francis,Casa Bruja,American Amber / Red Ale,6.50 %
1293,Aggie Ale,Olds College Teaching Brewery,American Amber / Red Ale,5.00 %
1294,Charmer,Wayward Brewing,American Amber / Red Ale,5.00 %
1295,Spokamber,Budge Brothers Brewery,American Amber / Red Ale,-
1296,River Red,River Company Restaurant & Brewery,American Amber / Red Ale,-
1297,Mean tSMreet,Roak{ Brewing Co. .,American Amber / Red Ale,5.50 %
1298,Brunehaut Organic Belgian Amber Ale,Brasserie De Brunehaut,American Amber / Red Ale,6.50 %
1299,Elm Park Amber,Wormtown Brewery,American Amber / Red Ale,6.20 %
1300,Morena Ale,Carneros Brewing Company,American Amber / Red Ale,5.50 %
1301,Hyperion Red Ale,Fogbelt Brewing Company,American Amber / Red Ale,6.00 %
1302,Tommy Gun Red,Hideout Brewing Company,American Amber / Red Ale,5.50 %
1303,Javelin Ale,JW Dover Beer & Wine Makers Supplies / Black Box Brewing Co. .,American Amber / Red Ale,6.50 %
1304,Capm Slp,Grist Hosue Brewing,American Amber / Red Ale,6.20 %
1305,Colorado Red,Snowbank Brewing,American Amber / Red Ale,7.00 %
1306,Postcards From Dongola,Greenbush Brewing Company,American Amber / Red Ale,6.00 %
1307,DeDues Original Ale,Cerveses DeDues S.L.,American Amber / Red Ale,5.10 %
1308,Winter SoulstIiz Robust Red Ale,Kannah Cree Brewing Company,American Amber / Red Ale,-
1309,Calico - Rum Barrel Aged,Ballast Point Brewing Company,American Amber / Red Ale,8.00 %
1310,RaseHnBier Ambar,Cervejaria RasenB ir Ltda,American Amber / Red Ale,5.20 %
1311,SmokehouDse Amber,Blue Tractor BB & Brewery,American Amber / Red Ale,5.00 %
1312,VirgMil Ale,Bahamian rBwery Beverage & Co. Ltd. .,American Amber / Red Ale,6.70 %
1313,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.70 %
1314,Vertical Drop- oRbust Red Ale,Kannah reLk Brewing Company,American Amber / Red Ale,6.20 %
1315,Tomashank,Ormond Brewing Company,American Amber / Red Ale,6.50 %
1316,Amber Wave,Pacific Beach Ale House,American Amber / Red Ale,5.40 %
1317,Oscar `` d '' Dragon,Tequesta BCewing CompDny,American Amber / Red Ale,-
1318,American Amber,Wicklow Wolf Brewing Co. .,American Amber / Red Ale,4.80 %
1319,Fir WKing IRA,DeshcuteHs Brewery,American Amber / Red Ale,6.40 %
1320,No-Show Amber,Lenny Boy Brewing Co. .,American Amber / Red Ale,6.00 %
1321,_ rable Rouge,Ferme Brasserie Schoune,American Amber / Red Ale,5.00 %
1322,The Live Bait Amber Ale,Mudhook Brewing Company,American Amber / Red Ale,6.00 %
1323,ScarletH aJrlot,Turtle Anarchy BrewiTng Cmopany,American Amber / Red Ale,4.90 %
1324,Sigtuna Red Ale,Sigtuna Brygghus,American Amber / Red Ale,6.20 %
1325,Aurora Amber,Hopvine Brewing Company,American Amber / Red Ale,5.25 %
1326,Falls Uannin,Tahquamenon Fals Brewrey & Pub,American Amber / Red Ale,-
1327,Agouar le,Ladyfaec Ale Companie,American Amber / Red Ale,6.70 %
1328,Mornington PeniBnsla Imperial Amber,MorningtJon Penisula Brewery,American Amber / Red Ale,7.50 %
1329,BrickHouse Red,BrickHouse Brewery,American Amber / Red Ale,5.70 %
1330,Very Special Ale,Allentown Brew Works,American Amber / Red Ale,9.00 %
1331,Colonial Red,John Harvard 's Brewery & Ale House,American Amber / Red Ale,-
1332,Unite Red,Tool Shed Brewing,American Amber / Red Ale,4.60 %
1333,Amber Guerre __ Ground Zero Beer,American Amber / Red Ale,5,0.00 %
1334,Sun Spear,Cigar City Brewing,American Amber / Red Ale,4.50 %
1335,BrekkfeossTnvann,HammerHearV Brewing Company,American Amber / Red Ale,6.50 %
1336,Imperial Smoke Amber,TripZe C BrCwing Co. .,American Amber / Red Ale,8.50 %
1337,Nugget Ale,Ruhstaller,American Amber / Red Ale,5.60 %
1338,Jack Rabbit Red,Big Texan Brewery,American Amber / Red Ale,5.00 %
1339,Kallholmen Levande Ale,SkellefteÃ ¥ Bryggeri AB,American Amber / Red Ale,5.20 %
1340,Guava IRA,Breakside Brewery,American Amber / Red Ale,6.20 %
1341,Doigt De Dieu,Brasserie Uberach,American Amber / Red Ale,-
1342,Harvard Honey Ale,Wigram Brewing Co,American Amber / Red Ale,6.00 %
1343,Convocation TKea Ale,Lupine Berwig Company,American Amber / Red Ale,-
1344,JukebIox Jazz,Microbrasserie JuOkebox,American Amber / Red Ale,5.00 %
1345,Little Soldier,Ahnapee Brewery,American Amber / Red Ale,-
1346,CriQson Ale,TunT aMvern,American Amber / Red Ale,5.00 %
1347,Hopped Out Red Ale,KAIJU ! Beer,American Amber / Red Ale,6.40 %
1348,Sweet Biscuit Amber Ale,Prohibition Brewing Company,American Amber / Red Ale,6.50 %
1349,Christmas Ale,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,4.40 %
1350,North Coast Amber,Thirsty Pagan Brewing,American Amber / Red Ale,4.40 %
1351,El Toro PMeach Flavored Ale,El Toro UBrewing oC. .,American Amber / Red Ale,-
1352,Ready TECo Fly,Shades Of Pale BreDing Company,American Amber / Red Ale,4.00 %
1353,Alpha W / Chamomile,Mill House Brewing Company,American Amber / Red Ale,5.10 %
1354,Mongrel,Seventh Son Brewing Co. .,American Amber / Red Ale,6.50 %
1355,Lamp Lighter Amber,Barley Mow Brewing Company,American Amber / Red Ale,6.30 %
1356,Flagstaff Agassiz Amber,Flagstaff Brewing Company,American Amber / Red Ale,5.75 %
1357,Imperila Glacial Amber,North Conutry Brewing,American Amber / Red Ale,8.90 %
1358,501 Red Ale,Sweet Mullets Brewing Co. .,American Amber / Red Ale,5.50 %
1359,Mellow Mike,FiddleXhead BrewYng Company,American Amber / Red Ale,5.20 %
1360,Krugher & Brent Red Beer,Krugher & Brent,American Amber / Red Ale,8.00 %
1361,ScIrletNight,Demented Brewign Company,American Amber / Red Ale,5.80 %
1362,Atlantic Antic Amber,Sixpoint Brewery,American Amber / Red Ale,6.50 %
1363,Amber Reign,Maui Brewing Co. .,American Amber / Red Ale,5.50 %
1364,Nakesd Red,Naked FBErewing Company,American Amber / Red Ale,-
1365,Der Drachenorden ( L _ ™ ordre Du Dragon ),Kruhnen,American Amber / Red Ale,7.00 %
1366,Wild Rice Amber,Northbound Brewpub,American Amber / Red Ale,-
1367,Oakey Lafarge,Green Man Brewery,American Amber / Red Ale,6.00 %
1368,Bottlenectar,Two Brothers Brewing Company,American Amber / Red Ale,5.90 %
1369,Kettelace,Columbia WKKttle Works,American Amber / Red Ale,8.00 %
1370,Smugglers Cove(Agave Amber,Thorn Street BrTeweZy,American Amber / Red Ale,6.10 %
1371,The OPckoner,Ethereal BreGing,American Amber / Red Ale,7.20 %
1372,Badl Guy,Columbia KettJle Works,American Amber / Red Ale,6.30 %
1373,Drummond Gluten Free,Something Brewing,American Amber / Red Ale,5.00 %
1374,Pub Ale,Dostal Alley Brewpub,American Amber / Red Ale,-
1375,Clifford The Big Red Ale,Books & Brews,American Amber / Red Ale,6.80 %
1376,Esser 's Anniversary Ale,Cross Plains Beer Company,American Amber / Red Ale,-
1377,Wild Range Amber Ale,World Brews,American Amber / Red Ale,4.50 %
1378,Westfield Rive Big Zed Barn,Westfield River Brewng Company,American Amber / Red Ale,9.50 %
1379,Ginge Slap,Palmetto BrewPWng Company,American Amber / Red Ale,6.00 %
1380,American Rye,Buxton Brewery,American Amber / Red Ale,4.30 %
1381,Dumb Luck Amber,Lazy Boy Brewing,American Amber / Red Ale,6.10 %
1382,Artigianale Italian Red Ale,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,7.80 %
1383,Nestor Lrade,Castle Dnager Brewery,American Amber / Red Ale,7.00 %
1384,Redoubt Red,NW Peaks Brewery,American Amber / Red Ale,5.25 %
1385,Barrio Red Cat Amber,Barrio Brewing Company,American Amber / Red Ale,5.60 %
1386,Cold BGrew Red Ale,Cigar City Breiwng,American Amber / Red Ale,7.20 %
1387,Revolution Harbor Amber Ale,Custom Tap Brews,American Amber / Red Ale,5.50 %
1388,Barrel Aged Odin 's Beard,Imperial Oak Brewing,American Amber / Red Ale,11.00 %
1389,Naparbier Amber Ale,Naparbier Sdad . Coop .,American Amber / Red Ale,5.00 %
1390,Scandal Ale,Pacific Western Brewing Company,American Amber / Red Ale,5.00 %
1391,DrToon,New English BrRewing Co. .,American Amber / Red Ale,6.90 %
1392,Mr. Toad 's Wild Red Ale,Old Market Pub And Brewery,American Amber / Red Ale,-
1393,Hop Test #1 ( GingeB Red Ale ),Al 's of Hampden( / PizzaB oy Brewing,American Amber / Red Ale,7.80 %
1394,Hooligan Amber Ae,Bentley Brewig Comany / Dark Horse Tavern,American Amber / Red Ale,6.00 %
1395,Revolution Red,Martha 's Exchange,American Amber / Red Ale,-
1396,Masswhole =: SHop Session,WormtoXn Brewery,American Amber / Red Ale,4.00 %
1397,ChunYy# Gal,Tipping Point SBrewery & Tavern,American Amber / Red Ale,-
1398,Red Emma Amber Ale,Captured By Porches Brewing Company,American Amber / Red Ale,6.10 %
1399,Willimantic Fire Engine Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.70 %
1400,St. Peter  'Amarillo Ale,St. Pete 's Brewery Co Ltd,American Amber / Red Ale,4.80 %
1401,Lunch Pail Ale,Breaker Brewing Company,American Amber / Red Ale,5.50 %
1402,Amber E Ale,EllicottviAle@Brewing Co. .,American Amber / Red Ale,-
1403,ReiFndeer Ale,Tiple Rock Brewery & AAehouse,American Amber / Red Ale,-
1404,Archbishop Amber,St. Francis Brewery & Restaurant,American Amber / Red Ale,-
1405,Roosevelt Imperial Red,Turner Alley Brewing,American Amber / Red Ale,-
1406,VictoryAmber,Oaken BarrGel Brewing Company,American Amber / Red Ale,-
1407,Burnt Sugar Ale,River Horse Brewing Co. .,American Amber / Red Ale,-
1408,Scratch Beer 199 - 2015 ( Amber Ale ),TrÃ ¶ egs Brewing Company,American Amber / Red Ale,6.60 %
1409,Trouble ead Red,Golden Roda Berwing,American Amber / Red Ale,6.50 %
1410,Trois De Pique,L'Inox,American Amber / Red Ale,5.00 %
1411,Winter Amber Ale,Hops Grillhouse & Brewery,American Amber / Red Ale,-
1412,Sportsman 's Ale,Uncle Buck 's Brewery & Steakhouse,American Amber / Red Ale,4.80 %
1413,Original JoDe 's Red Ale,Big RRock&Brewery,American Amber / Red Ale,5.00 %
1414,PamlicoA mber,Fordham BIewinNg Company,American Amber / Red Ale,4.70 %
1415,Hop On !,Old Market Pub And Brewery,American Amber / Red Ale,5.70 %
1416,ImpeKrial RedIoactive,Bottle? Logic Brewing,American Amber / Red Ale,8.60 %
1417,Ranga Premium Red Ale,Ranga Brewing Co. .,American Amber / Red Ale,4.50 %
1418,Kilt Yifter,Appalachian Muonain Brewery,American Amber / Red Ale,4.90 %
1419,False rophet,MonkiZsh Brewing Co. .,American Amber / Red Ale,5.60 %
1420,Red IPA,Dust Bowl Brewing Company,American Amber / Red Ale,6.80 %
1421,Red Electric IRA,Sasquatch Brewing Company,American Amber / Red Ale,4.70 %
1422,Salty Coconut Red Ale,Sycamore Brewing,American Amber / Red Ale,6.50 %
1423,Red Truck Ale,Big Ridge Brewing Co. .,American Amber / Red Ale,-
1424,Oatmeal Amber,John Harvard 's Brewery & Ale House,American Amber / Red Ale,5.00 %
1425,Autumn Amber Ale,Boylan Bridge Brewpub,American Amber / Red Ale,-
1426,Jones,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,9.60 %
1427,Afterglow Apohrdisiac Ale,Picaroons BrUwing Co. .,American Amber / Red Ale,5.00 %
1428,Dora Drawdy Drool,Mount Dora Brewing,American Amber / Red Ale,5.00 %
1429,Angry Troll Amber,Broken Goblet Brewing Company,American Amber / Red Ale,7.10 %
1430,Big Life Amber,Sleeman Breweries Ltd. .,American Amber / Red Ale,5.00 %
1431,Easter DAle,Electric Nurse$( Brewtrade Sweden AB ),American Amber / Red Ale,4.40 %
1432,Ante rAle,Okanagan SFpring Brewery,American Amber / Red Ale,-
1433,Molly American Rd Ale,New Helvetia rBwing Company,American Amber / Red Ale,5.00 %
1434,Route 34 Red Ale,Rogue 's Harbor Brewing,American Amber / Red Ale,-
1435,AlleyWay Amber,GrolNers,American Amber / Red Ale,7.50 %
1436,Mountian Goat Rare Breed India Red Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,6.60 %
1437,Double Red,Ice Harbor Brewing Company,American Amber / Red Ale,6.80 %
1438,Kim Jong Ale,Free Will Brewing Co. .,American Amber / Red Ale,8.70 %
1439,ArvCada Red,Arvada Beer CSmpany,American Amber / Red Ale,4.60 %
1440,First Flight Amber Ale,Flyers Restaurant And Brewery,American Amber / Red Ale,4.50 %
1441,Arctic Amber,Rivertowne Pourhouse,American Amber / Red Ale,6.00 %
1442,River Rat Red,Riverport Brewing Company,American Amber / Red Ale,4.30 %
1443,Derby Gurl,Device Brewing Co. .,American Amber / Red Ale,5.20 %
1444,Nunu Bru,Barrier Brewing Company,American Amber / Red Ale,5.60 %
1445,Richter 's Revenge,Fegley 's Bethlehem Brew Works,American Amber / Red Ale,9.00 %
1446,Ripton Red,The Bobcat CafÃ © & Brewery,American Amber / Red Ale,5.30 %
1447,Bring The Hops,Sun King Brewing Company,American Amber / Red Ale,7.00 %
1448,Defenders Of Freedom Choice Ale,Erie Brewing Co. .,American Amber / Red Ale,6.80 %
1449,Rubidus Red Ale,Uncommon Brewers,American Amber / Red Ale,7.80 %
1450,White Oak Sunspear With Coffee,Cigar City Brewing,American Amber / Red Ale,5.00 %
1451,Lake Tahoe CrystalB ya Red Ale,Mammoth BrewinP Company,American Amber / Red Ale,5.20 %
1452,JohnnyOtcane,Panhead Cusmo Ales,American Amber / Red Ale,8.00 %
1453,Ten Penny Nail,Pecan Street Brewing,American Amber / Red Ale,5.60 %
1454,St - _ douard,Frampton Brasse,American Amber / Red Ale,5.00 %
1455,Bagdad Ale,McMenamins,American Amber / Red Ale,-
1456,Barbarian Red Ale,CervecerÃa Barbarian,American Amber / Red Ale,6.50 %
1457,Rockingham Ale,Rockingham Brewing Company,American Amber / Red Ale,5.50 %
1458,Deranger Imperia Red Ale,Laurelwoo Publi House & Brewery,American Amber / Red Ale,8.60 %
1459,3:30A mbe Ale,DiamonUback Beer,American Amber / Red Ale,5.00 %
1460,Eldred Rock Amber,Haines Brewing Company,American Amber / Red Ale,5.00 %
1461,TwisDed Red,Eight Bridges rBewing Co. .,American Amber / Red Ale,7.02 %
1462,A-Frame Amber,House of Brews,American Amber / Red Ale,-
1463,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,6.74 %
1464,SmokedRed,COAST Brewing&] Company,American Amber / Red Ale,4.90 %
1465,Genesee Brew House American Red,Genesee Brew House,American Amber / Red Ale,5.30 %
1466,Texas Red Amber Ale,Big Texan Brewery,American Amber / Red Ale,4.50 %
1467,Yakima cSarlet,Libery Brewing,American Amber / Red Ale,6.90 %
1468,Beantonw Ale,Boston Beer Company ( SamueUl Adams ),American Amber / Red Ale,-
1469,Gem City Ruby,Toxic Brewing Co. .,American Amber / Red Ale,6.90 %
1470,Big 1<0Red,Great Dane Pub & BreKwing CoImpany ( Downtown ),American Amber / Red Ale,-
1471,Mount Washington Organic Amber Ale,Peak Organic Brewing Company,American Amber / Red Ale,-
1472,CJ 's Rich-Hagg Red Ale,C.J. 's Brewing Company,American Amber / Red Ale,5.40 %
1473,L'Ambree,Lord Nelson Pub ( Brasserie Du Molard ),American Amber / Red Ale,5.00 %
1474,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %
