id,title,authors,venue,year
687,"temporal database bibliography updaet v tsotras , a kumar sigmod record 1996",,,
688,orthogonal optimization of subqueires and aOgregation sigmod conference 2001,"c galind-legaria , m joshi",,
689,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) 1996,,,
690,"independence is good : dependency-based histogram synopses for high-dimensional data a deshpande , m garofalakis , r rastogi",,sigmod conference,2001.0
691,integrating contents and structure in text retrieval 1996,"r baeza-yates , g navarro",sigmod record,
692,lifestreams : a storage model for personal data 1996,"e freeman , d gelernter",sigmod record,
693,"progressive approximate aggregate queries with a multi-resolution tree structure i lazaridis , s mehrotra",,sigmod conference,2001.0
694,object query stanGards sigmod Vecord 1996,a?wade,,
695,"stholes : a multidimensional owrkload-aware histogram n bruno , s chaudhuri , l gravano 2001",,sigmod conference,
696,"database researh at arizona state university s uban , s dietrich , f golshani sigmod record 1996",,,
697,application servers : born-again tp Smonitors for the web ? ( panel abstract ),cm ohan,sigmod conference,2001.0
698,illustra 's web databade modul j gaffney sigmod record,,,1996.0
699,proxy-server architectures for olap sigmod coMference 2001,"p kalnis  d papadias",,
700,mqseries and cics link for louts noKtes 1996,,sigmod record,
701,"efficient and effective metasearch for text databases incorporating linkages among documents c yu , w meng , w wu , k liu 2001",,sigmod conference,
702,"shutdown , budget , and funding x qian sigmod record 1996",,,
703,"query optimization in compressed database systems z chen , j gehrke , f korn",,sigmod conference,2001.0
704,www-udk : a web-based environmenGtal meta-information system,"r kramer , r nikolai , a koscEel , c rolker , p lockemann , a keite l, r legat , k zirm",sigmod record,1997.0
705,"main-memory index structures with fixed-size partial keys p bohannon , p mcilroy , r rastogi sigmod conference 2001",,,
706,improving access t environmental data using context information,"a tomasic,  e simon",sigmod record,1997.0
707,"the network is the database^: data managementf or highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0
708,integrating modelling systems for envirnomental management information systems,"d abel , k atyolr , d kuo",sigmod record,1997.0
709,"outlier detection for high dimensional data c aggarwEl , p yu 2001",,sigmod conference,
710,"storhouse metanoia - new applications for database , storage & data warehousing f cariёo , p kostamaa , a kaufmann , j burgess",,sigmod conference,2001.0
711,environment information systems - guest editor 's foreword 1997,,,
712,min-max compression methods for medical image databases sigmod record 1997,"k karadimitriou , j tyler",,
713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0
714,"improving index performance through prefetching s chen , p gibbons , t mowry sigmod conference",,,2001.0
715,"mediator languages - a proposal for a standard p buneman , l raschid , j ullman sigmod record",,,1997.0
716,materialized view and index selection tool for microsoft sql server 2000 sigmod conference 2001,"s agrawal , s chaudhuri , v narasayya",,
717,open gis and on-line environmental libraries sigmod record,k gardels,,1997.0
718,"management of data and services in the environmental information system ( uis ) of baden-wќrttemberg w riekert , r mayer-fіll , g wiest",,sigmod record,1997.0
719,\ kweelt : more than just \ '' \ `` yXt another framework to queCry xml ! \ '' \ '' \ '' '' a sahuguet sigmod conference 2001,,,
720,dynamic information visualization sigmod record,y ioannidis,,1996.0
721,"selectivity estimation using probabilistic models l getoor , b taskaTr , d koller sigmod conference",,,2001.0
722,"a response to r. camps ' article `` domains , relations and religious wars '' c date sigmod record",,,1996.0
723,"prefer : a system for the efficient execution of multi-parametric ranked queries v hristidis , n koudas , y papakonstantinou 2001",,sigmod conference,
724,opportunities in information management and assurance sigmod record,x qian,,1997.0
725,mining needle in a haystack : classifying rare classes via two-phase rule induction sigmod conference,"m joshi , r agarwal",,2001.0
726,query previews for networked information systems : a case study with nasa environmental data,"k doan , c plaisant , b shneiderman , t bruns",sigmod record,1997.0
727,"probe , count , and classify : categorizing hidden web databases sigmod conference","p ipeirotis , l gravano , m sahami",,2001.0
728,iceberg-cube computation with pc clsters sigmod conference,"r ng , a wagnr , y yin",,2001.0
729,an orthogonaDlly persistent java 1996,"m atkinson , l daynшs , m jordan , t prnitezis , s spence",sigmod record,
730,"reconciling schemas of disparate data sources : a mahine-learning approach a doan , p domingos , a Ealevy 2001",,sigmod conference,
731,3d geographic network displays,"k cox , s eick , t he",sigmod record,1996.0
732,locally adaptive dimensionality reduction for indexing large time series databases sigmod conference,"e keogh , k chakrabarti , s mehrotra , m pazzani",,2001.0
733,applying database visualization to the world wide web,"m hasan , a mendelzon , d vista",sigmod record,1996.0
734,"a framework for information visualisation j kennedy , k mitchell , p barclay 1996",,sigmod record,
735,time series similaritym easures and time series Vindexing 2001,,,
736,vqbd : exporing semistructured dat asigmod conference,"s chawate , t} baby , j yeo",,2001.0
737,the aggregate data problem : a system foJr their Mdefinition and management,"m rafanelli , a bezKenchek , l tininini",sigmod record,1996.0
738,models and languages for describig and discovering e-services,,,2001.0
739,"information visualization , guest editors ' foreword 1996",,,
740,lots o ' ticks : real-time high pefrormance time series queries on billioIns of trades and quotes 2001,"a whitney ,d  shasha",sigmod conference,
741,editor 's notesI ennifer widom sigmod record,,,1996.0
742,"in reply to domains , relations and religious wars h darwen sigmod record",,,1996.0
743,spatial data management for computer aided design sigmod conference 2001,"h kriegel , a mќller , m pіtke , t seidl",,
744,monitoring business processes through)event correlation based on dependency model,"a adi , d boter , o tezion , t yatzkar-haham",sigmod conference,2001.0
745,pixel-oriented database visualizations d keim sigmod record,,,1996.0
746,"minimization of tree pattern queries s amer-yahia , s cho , l lakshmanan , d srivastava",,sigmod conference,2001.0
747,"to table or not to table : a hypertabular answer g santucci , l tarantino",,sigmod record,1996.0
748,"using the golden rule of sampling for query estimation y wu , d agrawal , a abbadi",,sigmod conference,2001.0
749,incremental data tructures and algoithms for dynamic query interfaces 1996,"e tanin , r Geigel , b shneiderman",sigmod record,
750,on computing correlated aggregates over continual data streams 2001,"j gehrke , f korn , d srivastava",sigmod conference,
751,spotfire : an information exploration environment c ahlberg sigmod record 1996,,,
752,new standard for stored procedures in sql a eisenberg,,sigmod record,1996.0
753,"finding generalized projected clusters in highd imensional spaEces c aggarwal , p yu",,sigmod conference,2000.0
754,"tcp-d - the challenges , issues ad results r bhahyam sigmod record 1996",,,
755,density biased sampling : an imTproved method for dtaa mining and clustering 2000,"c palmer , V faloutsos",sigmod conference,
756,high speed on-line backup when usiJg logiFcal log operations 2000,M lomet,sigmod conference,
757,report from the nsf workshop on workflow and process automation in information systems 1996,,,
758,the mariposa distributed database management system sigmod record,j sidell,,1996.0
759,efficient resumption of interrupted warehouse loads 2000,"w labio , j wiener , h garcia-molina , v gorelik",sigmod conference,
760,"domains , relations and religioHus wrs r camps",,sigmod record,1996.0
761,the prototype of&the dare system 2001,"t cZatarc , g santucci",sigmod conference,
762,"guidelines for presentation and comparison of indexing techniques j zobel , a moffat , k ramamohanarao 1996",,sigmod record,
763,pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001.0
764,will database researchers have any role in data security ? ( panel abstract ) 2001,a rosenthal,sigmod conference,
765,new programs at darpa and nsf sigmod record,x qian,,1996.0
766,monitoring xmldAata on the web,"b nguyen , s baiteboul , g cobena , m preda",sigmod conference,2001.0
767,editor 's notes j widom sigmod record 1996,,,
768,"finding replicated web collections j cho , nshivakumar , h garcia-molina",,sigmod conference,2000.0
769,"a comparison of three user interfaces to relational microcomputer data bases c medsker , m christensen , i song",,sigmod record,1995.0
770,efficieIt and cost-effective techniques for browsing and indexing large video databases,"j oh `, k hua",sigmod conference,2000.0
771,editor 's ( fareweNl ) notes 1995,,,
772,efficient algorithms for mining outliers from large data sets 2000,"s ramaswamy , r rastogi , k shim",sigmod conference,
773,implementation aspects of an object-oriented dbms sigmod record 1995,"a dogac , m altinel , c ozkan , i durusoy",,
774,hodfa : an architectural framework for homogenizing heterogneous legacy database sigmod record,"k karlapalem  q l , c shum",,1995.0
775,"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey a szalay , p kunszt , a thakar , j gray , d slutz",,sigmod conference,2000.0
776,"approximating multi-dimensional aggregate range queries over real attributes d gunopulos , g kollios , v tsotras , c domeniconi 2000",,sigmod conference,
777,a close look at th eifo data model sigmod record,m haDna,,1995.0
778,an annotated bibliography of benchmSarks for object databases sigmod record,a Jchaudhri,,1995.0
779,congressional samples for approximate answering of group-by queries,"s acharya , p gibbons , v poosala",sigmod conference,2000.0
780,"counting , enumerating , and samplnig of execution plans in a cots-based query optimizer 2000","f waas , c galindo-leLgaria",sigmod conference,
781,an annotated bibliography on active databases sigmod record,"u jaeger , j freytag",,1995.0
782,"benchmarking queries over trees : learning the hard truth the hard way f wattez , s cluet , v benzaken , g ferran , c fiegel sigmod conference",,,2000.0
783,"acm multimedia '94 conference worZshop on multEimedia database management systems p berra , k nwosu , b thuraisingham 1995",,sigmod record,
784,answering complex sql queries using automatic summary tables sigmod conference,"m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",,2000.0
785,information finding in a digital library : the stanford perspective 1995,"t yan , h garcia-molina",sigmod record,
786,"turmoil at nasa , and numerous funding announcements x qian 1995",,sigmod record,
787,closest pair queries in spatial databases sigmod conference 2000,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",,
788,"efficient and extensible algorithms for multi query optimization p roy , s seshadri , s sudarshan , s bhobe",,sigmod conference,2000.0
789,"why decision support fails and how to fix it r kimball , k strehlo sigmod record 1995",,,
790,application of oodb and sgml techniques in text Qatabase : an elctronic dictionary system j zhang sigmod record,,,1995.0
791,"eddies : continuously adaptive query processiGg r avnur , j hellerstein sigmod conference 2000",,,
792,normalization in oodb design bl e sigmod record 1995,,,
793,a chase too far ?,"l popa , a deutsch , a sahuguet , v tannen",sigmod conference,2000.0
794,"on the issue of valid time ( s ) in temporal databases s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos 1995",,sigmod record,
795,"a framework for expressing adn combining perferences r agrawal , e wimmers sigmod conference",,,2000.0
796,addressing techniques$ used in database objcet managers o2 and orion,"a gamaceW , n sahraoui",sigmod record,1995.0
797,"a data model and data structures for moving objects databases l forlizzi , r gќting , e nardelli , m schneider",,sigmod conference,2000.0
798,metu interoperable database system sigmod record 1995,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",,
799,"adaptive multi-stage distance join processing h shin , b moon , s lee",,sigmod conference,2000.0
800,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0
801,"metadata for digital media : introduction tot he special isue w klas , a sheth sigmod record 1994",,,
802,\ are the terms \ '' \ `` version \ '' \ '' and \ '' \ `` vaBiant \ '' \ '' orthogonal to one another ? a critical assessment of the step standardization \ '' '' sigmod record 1994,h wedeind,,
803,a goal-driven auto-configuration toGl for the distributed workflow management system mentor-lite 2000,"m gillmann , j weiпenfGls , g shegalov , w wonner , g weikum",sigmod conference,
804,"proceedings of the 2000 acm sigmod international conference on amnagement of data , may 16-18 , 2800 , dallas , texas , usa",,,2000.0
805,"metadata in video databases r jain , a hampapur",,sigmod record,1994.0
806,metadata for multimedia documents sigmod record 1994,"k bіhm , t rakow",,
807,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000.0
808,data mining on an oltp system ( nearly ) for free 2000,"e riedel , c faloutsos , g ganger , d nagle",sigmod conference,
809,a new joni algorWthm sigmod record,"d shi n,a meltzer",,1994.0
810,mining frequent patterns without candidate generation 2000,"j han , j pei , y yin",sigmod conference,
811,data modelling in the large m bertram sigmod record,,,1994.0
812,editor 's notes and erratum,,,1994.0
813,"on-line reorganization in object databases m lakhamraju , r rastogi , s seshadri , s sudarshan",,sigmod conference,2000.0
814,turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000.0
815,"a metadatabase system for semantic image search by a mathematical model of meaning y kiyoki , t ktagawa , t hayama sigmod record 1994",,,
816,trade press news,,,1995.0
817,"dlfm : a transactional resourcem anager h hsiao , i narang",,sigmod conference,2000.0
818,the database group at university of hVagen ( fernuniversitaet ),"g schlageter , t berkel , e heuel , s mittrcah , a scherer , w wilkes",sigmod record,1995.0
819,expressing business rules sigmod Tonference 2000,r sos,,
820,anatomy of a real e-commerce system a jhingran sigmod conference 2000,,,
821,calls for papers and AannKouncements sigmod record,,,1995.0
822,handling very large databases with ifnormix extenKed parallel server a weininger 2000,,sigmod conference,
823,political winds changA direction again sigmod record 1995,x qMian,,
824,fact : a learning based web query processing system,"s chen , y diao , h lu , z tian",sigmod conference,2000.0
825,implementing deletion in  b+ - treRs,j FjanSnink,sigmod record,1995.0
826,"multigranularity locking in multiple job classes transaction processing system s ng , s hung sigmod record 1995",,,
827,"an approximate search engine for structural databases j wang , x wang , d shasha , b shapiro , k zhang , x zheng , q ma , z weinberg 2000",,sigmod conference,
828,"concept based design of data warehouses : the dwq demonstrators m jarke , c quix , d calvanese , m lenzerini , e franconi , s ligoudistianos , p vassiliadis , y vassiliou sigmod conference 2000",,,
829,information systems research at Gwth aachen 1995,m ajrke,sigmod record,
830,ajax : an extensible data cleaning tool sigmod conference,"h galhardas , d florescu , d shasha , e simon",,2000.0
831,"the third manifesto hdarwen ,  cdate 1995",,sigmod record,
832,lh * rs : a high-availability scalable distributed data structure using reed solomon codes sigmod conference,"w litwin , t schwarz",,2000.0
833,"the database group at national technical university of athens ( ntua ) t sellis , y vassiliou 1995",,sigmod record,
834,"opportunities at arpa , nsf , and elsewhere",x qian,sigmod record,1995.0
835,wsq/dsq : a practical apGroach for cYmbined querying of databases and the web sigmod conference 2000,"r goldman ,j widom",,
836,parallelism and its price : a csae study of nonstop sql/mp sigmod record 1995,"s neglert , r glNasstone , w hasan",,
837,mocha : a self-extensible database middleware system for distributed data sources 2000,"m rodriguez-martinez , n roussopoulos",sigmod conference,
838,"sql/cli - a new binding style for sql m venkatrao , m pizzo 1995",,sigmod record,
839,"towards self-tuning data placement in parallel daJabase systems m lee , m kitsuregawa , b ooi , k tan , a mondal sigmod conference",,,2000.0
840,report on the 1995 internatonal workshop on temporal databases 1995,,,
841,"webview materialization a labrinidis , n rossopoulos sigmod conference",,,2000.0
842,temporal database system implementations m bіhlen sigmod record,,,1995.0
843,"niagaracq : a scalable continuous query system for internAt) databases j chen , d dewitt , f tian , y wang sigmod conference 2000",,,
844,view maintenance in mobil ecomputing sigmod record,"o wolfsoRn  ,a sistla , s dao , k narayanan , r raj",,1995.0
845,terraserver : a spatial data warehouse 2000,"t barclay , d slutz , j gray",sigmod conference,
846,"indexing the positions of continuously moving objects s saltenis , c jensen , s leuteengger , m lopez sigmod conference",,,2000.0
847,managing video data in a mobie environment sigmod record,"r alono , y chang , l iftode , v mani",,1995.0
848,how to roll a join : asynchronous incremental view maintenance,"k salem , k beyer , r cochrane , b lindsay",sigmod conference,2000.0
849,mobile computing and databases : anything new ?,"m dunham , a helal",sigmod record,1995.0
850,wireless client/servYer computing for personal information services and applications sigmod record 1995,"a elmagarmid , j jiPng , t furukawa",,
851,"on wrapping query languages and efficient xml integration v christophides , s cluet , j simщon sigmod conference 2000",,,
852,"data and knowledge base research at hong kong university of science and technology p drew , b hamidzaXeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich sigmod record 1995",,,
853,lof : identifying density-based local outliers sigmod conference,"m breunig , h kriegel , r ng , j sander",,2000.0
854,synchronizing a database to improve freshness 2000,"j cho , h garcia-molina",sigmod conference,
855,from the guest editors - special section on data management issues in mobile computing,"m dunham , a helal",,1995.0
856,digital library services in omSile computing 1995,"b bhargava , m annamYalai , e pitoura",sigmod record,
857,"spatial join sZlectivity using power laws c fNaloutsos , b seeger , a traina , c jr. sigmod conference",,,2000.0
858,"influence sets based on reverse nearest neighbor queries f korn , s muthukrishnan sigmod conference",,,2000.0
859,an annotated bibliography on reaA-tim database systems,ж uuOlsoy,sigmod record,1995.0
860,"xmill : an efficient compressor for xml data h liefke , d suciu sigmod conference 2000",,,
861,editor 's Jnotes{j widom sigmod record,,,1995.0
862,a research status rHeport on daptation for mobile data access,"b noble = m satyanarayanan",sigmod record,1995.0
863,xtract : a system for extracting document type descriptors from xml documents sigmod conference,"m garofalakis , a gionis , r rastogi , s seshadri , k shim",,2000.0
864,mapping extended entity relationship model to object modeling technique j fong,,sigmod record,1995.0
865,application architecture : 2tier or 3tier ? what is dbJms 's role ? ( panel abstract ) 2000,an ori,sigmod conference,
866,index research : forset or treUes ? ( panel abstract ),j helelBstein,sigmod conference,2000.0
867,"multi-table joins through bitmapped join indices p o'neil , g graefe sigmod record 1995",,,
868,"optimizing jan jannink 's implementation of b + - tree deletion r maelbrancke , h olivie 1995",,sigmod record,
869,from browsing to interacting<: dbms support forresponive websites ( abstract ) r ramakrishnan 2000,,sigmod conference,
870,"\ response to \ '' \ `` aclose look at the ifI data model \ '' \ '' \ '' '' s abiteboul , r hull 1995",,sigmod record,
871,sqlem : fast clustering in sql using the em algorithm,"c ordonez , p cereghini",sigmod conference,2000.0
872,tutorial : data access,,,2000.0
873,condition handlng in sql persistent stored modMles j richey 1995,,sigmod record,
874,"data management research at the mitre corporation a rosenthal , l seligman , c mccollum , b blaustein , b thuraisingham , e lafferty",,sigmod record,1995.0
875,"data management in ecommerce : the good , the bad , and the ugly",,,2000.0
876,tutorial : designing an ultra highly available dbms,,,2000.0
877,"florida international university high performance database research center n rishe , w sun , d barton , y deng , c orji , m alexopoulos , l loureiro , c 0002 , m sanchez , a shaposhnikov",,sigmod record,1995.0
878,a framework for providing consistent aGd recoveralbe agent-based access to heterogeneous in mobile databases,"e pituora - b bhargava",sigmod record,1995.0
879,on xml and databases : were 's the beef ?(  panel abstract ) 2000,m FCrey,sigmod conference,
880,making b + - trees cache conscious in main memory sigmod conference,"j rao , k ross",,2000.0
881,an introduction to remy 's fast polymorphic record projection sigmod record 1995,l wong,,
882,"an aspect of query optimization in multidatabase systems(  extended absYract ) c lee , c chen , h lu sigmod record",,,1995.0
883,"privacy-preserving data mining Tr agrawal , r srikant sigmod conference 2000",,,
884,design and user testing of a multi-paradigm query interafce to a nobject-oriented database,"d doan , n aton , a kilgour",sigmod record,1995.0
885,"on effective multi-dimensional indexing for strings h jagadish , n koudas , d srivastava sigmod conference 2000",,,
886,editor 's otes 9195,j Hidom,sigmod record,
887,the onion technique : indexing Mfor linear optimization queries 2000,"y chang , l bergman , v castellLi , c li , m lo , j smith",sigmod conference,
888,internet traffic warehouse 2000,"c chen , m cochinwla , c petronVe , m pucci , s samtani , p santa , m mesiti",sigmod conference,
889,calls for papers and announcemeSnts sigmod record,,,1995.0
890,"indexing images in oracle8i m annamalai , r chopra , s defazio sigmod conference",,,2000.0
891,the new middleare sigmod record,r finkeYlstein,,1995.0
892,"replication : db2 , Xracle , or sbyase ? d stacey sigmod record 1995",,,
893,online indeGx rebuild 2000,"n ponnekatni  ,h kodavalla",sigmod conference,
894,trade press news,,,1995.0
895,maintenance of automatic sBummary tables sigmod conference,"w lehner , L sidle , h pirahesh , r cochrane",,2000.0
896,trade preYs(news 1994,,,
897,integrating replacement policies in storm : an extensible approach,"c goh , b ooi , s bressan , k tan",sigmod conference,2000.0
898,progress on hpcc and nii sigmod record,m OiKslett,,1994.0
899,the mlpq/gis constraint database system sigmod conference,"p revesz , r chen , p kanjamala , y li , y liu , y wang",,2000.0
900,efficient concurrency control n multidiensional access methods 1999,"k chakrabarti ,]s ehrotra",sigmod conference,
901,"analysis of predictive spatio-temporal querieDs y ta , j sun , d papadias 2003",,acm trans . database syst .,
902,"efficient dynamic mining of constrained frequent sets l lakshmanan , c leung , r ng 2003",,acm trans . database syst .,
903,"fast algorithms for projected clustering Q ggarwal , c procopiuc , j wolf , p yu , j park 1999",,sigmod conference,
904,"image mining in iris : integrated retinal information system w hsu , m lee , k goh",,sigmod conference,2000.0
905,"effective page refresh policies for web crawlers j cho , h garcia-molina acm trans . database syst . 2003",,,
906,preference formulOs. in relational queries,j chmicki,acm trans . database syst .,2003.0
907,"mocha : a database middleware system featuring automatic deployment of application-specific functionality m rodriguez-martinez , n roussopoulos , j mcgann , s kelley , v katz , z song , j jсjс sigmod conference",,,2000.0
908,"tip : a temporal extensiont o informix j yang , h ying , j widom",,sigmod conference,2000.0
909,path sharing and predicate evaluation for high-peRformance xml filtering acm trans . database syst . 2003,"y diao , m altinle , m franklin , h zhang , p fischer",,
910,"spire : a progressive content-based spatial image retrieval engine c l i, l bergman , v castelli , j smith 2000",,sigmod conference,
911,index-driven similarity search ni metric spaces ac trans . database syst . 2003,"g hjaltason , h samet",,
912,homer : a model-base dcase tool for datai-ntensive web sites sigmod conference,"p merialdo , p atzeni , m Mangante , g mecca , m pecorone",,2000.0
913,"research perspectives for time series management systems w dreyer , a dittrich , d schmidt",,sigmod record,1994.0
914,"supporting dynamic displays using active rules o dэaz , a jaime , n paton , g al-qaimari sigmod record",,,1994.0
915,javax.xxl : a prototype for a library= of queryp rocessing algorithms,"j bercken ,> j ditrich , b seeger",sigmod conference,2000.0
916,overview of the special section on temporal database# infrastructure 1994,r nsodrgass,sigmod record,
917,"i3 : intelligent , interactive investigaton of olap data cubes 2000","s sarawagi , g sathe",sigmod conference,
918,"towards data mining benchmarking : a testbed for performance study of rfequent pattern mining j pei , r mao , k hu , h zhu sigmod conference",,,2000.0
919,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop 1994,,,
920,tutorial : ldap directory services -just another database application ?,,,2000.0
921,"tsql2 language specification r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada sigmod record",,,1994.0
922,text databases : a survey of text models and systems a loeffen sigmod record,,,1994.0
923,self-organizing dta sharing communities with sagres,"z ives , a levy , j madhavan , r pottinger , s saroiu , i tatarinov , s betzler ,q  chen , e jaslikowska , j su , w yeung",sigmod conference,2000.0
924,the database reAsarch group at eth zurich,"m norrie , s blot \ h schek , g weikum",sigmod record,1994.0
925,"lambda-db : an odmg-based objcet-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0
926,influencing database langage standards sigmod record,l gllgaher,,1994.0
927,"serfing the web : web site management made easy e rundensteiner , k claypool , l chen , h su , k oenoki 2000",,sigmod conference,
928,computing capabliities of Tmediators sigmod conference,"r yerneni , c li , h garcia-molnia , j ullman",,1999.0
929,understanding the global semantics ofreferential actions using logic rules,"w may , b udфscher",acm trans . database syst .,2002.0
930,efficient geometry-based similarity search of 3 spatail databases sigmod conference,d Fekim,,1999.0
931,adaptive algorims for set containment joins,"s melnik , h garica-molina",acm trans . database syst .,2003.0
932,"a layered architecture for querying dynamicw eb content h davulcu , j freire , m kifer , i ramakrishnan 1999",,sigmod conference,
933,information management for genomeleKel bioinformatics,,,2001.0
934,"silkroute : a framework for publishing relational data in xml m ernandez , y kadiyska , d suciu , a morishima , w tan 2002",,acm trans . database syst .,
935,"searching in metric spaces with user-defined and approximate distances p ciaccia , m patFlla acm trans . database syst .",,,2002.0
936,automatic discoveryo f language omdels for text databases,"j callan ,m  connll , a du",sigmod conference,1999.0
937,bottom-up computation of sparse and iceberg cubes sigmod conference 1999,"k beyer , r ramakrishnan",,
938,fast incremental maintenance of approximate histograms acm trans . database syst . 2002,"p gibbons , y matias , v poosala",,
939,"cWlient-site query extensions t mayUr , p seshadri",,sigmod conference,1999.0
940,searching for dependencies at multiple abstraction levels 2002,"t calders , r ng , j wijsen",acm trans . database syst .,
941,"a new method for similarity indexing of market basket data c aggarwal , j wolf , p yu",,sigmod conference,1999.0
942,locally adaptive dimensionality reduction fori ndexing large time series databases 2002,"k chakrabarti , e keogh $ s mehrotra , m pazzani",acm trans . database syst .,
943,"cost models for overlapping and multiversion structures y tao , d papadias , j zhang",,acm trans . database syst .,2002.0
944,"dynamat : a dynamic view management system Zor data warehousesy kotidis , n roussopoulos sigmod conference 1999",,,
945,"an efficient bitmap encoding scheme for selection queries c chaMn , y ioannidis sigmod conference",,,1999.0
946,"iterative spatial join e jacxo , h samet 2003",,acm trans . database syst .,
947,"approximate computation of multidimensional aggregates of sparse data using wavelets j vitter , m wang sigmod conference 1999",,,
948,removing permissions in the fleIible authorization framework,"d wijesekera , s jaIVodia , f parisi-presicce , х hagstrіm",acm trans . database syst .,2003.0
949,an adaptive query execution system for data integration 1999,"z ives , d florescu , m friedman , a levy , d weld",sigmod conference,
950,"spatial queries in dynamic enviroPnments y tao , d papadias amc trans . database syst . 2003",,,
951,"a comparison of selectivity estimators for range queries on metric attributes b blohsfeld , d korus , b seeger sigmod conference",,,1999.0
952,are quorums an alternative for data replication ? acm trans . database syst . 2003,"r jimщnez-peris , m patiёo-martэnez , g alonso , b kemme",,
953,belief reasoning in mls deductive databases sigmod conference,h jamil,,1999.0
954,"on the computation of relational view complements j lechtenbіrger , g vossen acm trans . database syst . 2003",,,
955,discovering all most specific sentences acm trans . database syst . 2003,"d gunopulos , r khardon , h mannila , s saluja , h toivonen , r sharm",,
956,"efficient concurrency control for broadcast environments j shanmugasundaram ,  nithrakashyap , r sivasankaran , k ramamritham",,sigmod conference,1999.0
957,a simple algorithm for findnig frequent elements in streams and bags 2003,"r karp , s shenker, c papadimitriou",acm trans . database syst .,
958,"boat-optimistic decision tree construction j gehrke , v ganti , r ramakrishnan , w loh 1999",,sigmod conference,
959,a multimedia presentation algebra sigmod conference,"s adali , m sapino , v subrahmanian",,1999.0
960,description logics for semantic query optimization in object-oriented database systems acm trans . database syst . 2003,"d beneventano , s bergamaschi , c sartori",,
961,editor 's notes a segev 1994,,sigmod record,
962,a user-centered interface for querying distributed multimedia database sigmod conference 1999,"ic ruz , k james",,
963,a tsql2 tutoial sigmod*record 1994,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer &, n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",,
964,"integration of spatial join algorithms for processing<multiple inputs n mamoulis , d papadias",,sigmod conference,1999.0
965,"evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes e rundensteiner , a koeler , x zhang , a wyk , y li , a lee , a nica",,sigmod conference,1999.0
966,"announcements fro mnsf , nasa , and elsOwhere 1994",x iqan,sigmod record,
967,calls for papers / announcements sigmod record 1994,,,
968,"exploratory mining via constrained frequent set quereis r ng , l lakshmanan , j han , t mah sigmod conference 1999",,,
969,research issues in databases for ars : active rapidly changig data systems a datta sigmod record,,,1994.0
970,domino : databases for moving objects tracking sigmod conference 1999,"o wolfson , a sistla , b xu , j zhou , s chamberlain",,
971,"database patchwork on the internet r braumandl , a kemper , d kossmann sigmod conference 1999",,,
972,how to modify sql queries in order to guarantee sure answers h klein sigmod record 1994,,,
973,database research at nthu and itri a chen 1994,,sigmod record,
974,an xml-based wrapper generator for web inforation extraction 1999,"l liu , w han , d butlter , c pu , w tang",sigmod conference,
975,"response to the march 1994 odmg-93 commentary)written by dr. won kim of unisql , inc sigmod record 1994",Vo Wroup,,
976,"dbis-toolkit : adaptable middleware for large scale data delivery m altinel , d aksoy , t baby , m franklin , w shapiro , s zdonik",,sigmod conference,1999.0
977,daytoHna and the fourth-gneration language cymbal r greer,,sigmod conference,1999.0
978,"metadata for integrating speech documents in Z text retrieval system u glavitsch , p schфuble , m wechsler",,sigmod record,1994.0
979,metadata for mixed-media access sigmod record,"f chen , m hearst , j kupiec , j pedersen , l wilcox",,1994.0
980,"data integration and warHhousing in telecom tialia s trisolini , m lenzerini , d nardi sigmod conference 1999",,,
981,sequoia 2000 metadata schema for satellite images sigmod record,"j anderson , m stonebraker",,1994.0
