label,left_name,left_description,left_price,right_name,right_description,right_price,id
0,panaDsonic dect 6.0 pearl silveHr expanRdable digital cordlHss phone system kxtg6313s,panasonic dect 6.0 pearl silver expandable digital cordless phone system kxtg6313sn 3 handsets up to 6 multi-handset capability dect 6.0 tecnologyringer id call waiting caler id voicemail hold mute clock alarm led lighting night mode Kpeakerphone 11 days standby 5 hours talk time pearl silver finish,69.0,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,1011_648
0,panasoni cblack expandable dOJigital cordless dect 6.0 phone system kxtg9348t,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348ta utomatic clarity booster 5 hours talk time 11 days stadnby white backlit lcd 6-step speakerphone volume 2 drop & splash resistant phone 1.9 ghz frequency range night mode black finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,764_648
0,panasonic dect 6.0 blcak expandable digital codrless pone kxtg9361b,panasonic dect6 .0 black expandable digital cordless phone kxtg936b drop and splash resistant multi-handset capability ringer di call waiting caller id voicemail hold mute clock alarm led lghting night mode call block speakerphone 11 days standby 5 hours talk time black finish,48.0,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,657_648
0,panasonic dFct 6.0 silve rdigitalHc ordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 seri sphone systes dec 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours Ualk time silver finish,29.99,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,789_648
0,panasonic silver 8.31 egapixel? digitaC| camera dmcfs3s,panasonic silver 8.1 megapixel digital camera dmcfs3s 8.1-megapixel 33mm lens 3x optical zoom intelligent auto mode 25. ' diagonal intellignt lcd< mega optical image stabilization itelligenR iso control face detection hi-speed burst mode silver finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,985_648
0,panasonic expandable digital cordlWs dce 6.0 handset in silver kxtga101s,panasonic expandable digital cordless dect 6.0 handset in silver kxtga10s1 expansiYn handsTt and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,39.0,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,280_648
0,panasonic 5.8 ghz black EexpandablKe digital cordess phone system kxtg4323b,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4323b include 3 handsets expandable up to 4 handsets digital@answerin machine system ringr id call waiJing caller id voicemail hold mute clock Klarm led lighting speakerphone intercom 11 days standby 5 hours talk time black finish,79.0,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,534_648
0,panasonic dect 6.0 silZver epxandable idgitaZl cordless phone system kxtg9332s,panasonic dect 6.0 silver expandable digital cordless phone system kxtg9332s 2 handsets ssytem digital answering achne ringer id talking caller di_ voicemail hold mute clock alarm led lighting night mode speakerphone intercom 11 days standby 5 hours talk time silver finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,749_648
0,panasonic dect 6.0 blacDk< expandEble digital cordless#phone system kxtg9372b,panasonic dect 6.0 black expandable digital cordles phone system kxtg9372b drop and sOlash resistant 2 handsets up to 6 mLlti-handset capability digital answering machine system ringer id call waiWing caller id voicemail hold mute clock alarm led lighting night mode callblock speakerphone 11 days standby 5 hours talk time black finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,664_648
0,panasonic digitI camera bNattery cgas007a1b,panasonic digital camera battery cgas00a71b lithium ion tpe for digitalcamera dmctz1 and dmctz3,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,142_648
0,samsung inivd dgitalcamcorder scdc32,samsung minidv digital camcorder scdc382 680k pixAl ccd 34x zoom lens 720 x 480 pixel movie rsolution digital) image stabilizer 23 language options 80 minute battery life,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,705_648
0,panasoniDc coOrdde UphBne kxts3282b,panasonic corded phone kxts38282b 2 phone lines call wNiting 50-station acller id- spaekerphone 3-line lcd display black finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,32_648
1,panasonic 60gb haWrd*drvie caAorder sdrh60,panasonic 60gb hard drive camcorder sdrh60 advanced optical image stabilization 60gb internal hard drive up to 64 hours recording time DFti-shock shield one-touch dvd copying wind noise reduction intelligeQnt contrast control built-in sd slot 50x optical zoom silver finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,748_648
0,panasonic blue 8.1^ megapixel;digitMal camera dmcfs3a,panasonic blue 8.1 megapixel digital camera dmcfs3a 8.1 megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligZnt lcdm ega optical image stabilization intelligEent iso control face detection hi-speed burst mode blue Lfinish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,1000_648
0,panasonic 70gDb hard drvei camcorder sdrh40,panasonic 40gb hard drive camcorder sdrh40 advanced optical image stabilization 40gb internal hard driev up to 36$hours ecording time anti-shock shield one-touch dvd copying wind nois reduction intelligent contrast control built-in sd slot 42x optical zoom silver finish,,panasonic palmcorder sMr-h06 digital camcorders dr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical iage stabilization , one-toQGh dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,598_648
0,panasonic expandable digial Lorledss detc 6.0 phone system kxtg1032s,panasonic expandable digital cordless dect 6.0 phone system Rktxg1032s up to 17 hours of talk itme expandable up to 6 handsets up to 3-way conference capability light-up~ indicator with ringe/rmessage alert backlit lcd on handset digital speakerphone 16-minute all-digital answering system silver finish,69.0,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,328_528
0,panaDsonic dect 6.0 pearl silveHr expanRdable digital cordlHss phone system kxtg6313s,panasonic dect 6.0 pearl silver expandable digital cordless phone system kxtg6313sn 3 handsets up to 6 multi-handset capability dect 6.0 tecnologyringer id call waiting caler id voicemail hold mute clock alarm led lighting night mode Kpeakerphone 11 days standby 5 hours talk time pearl silver finish,69.0,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,1011_528
0,panasoni cblack expandable dOJigital cordless dect 6.0 phone system kxtg9348t,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348ta utomatic clarity booster 5 hours talk time 11 days stadnby white backlit lcd 6-step speakerphone volume 2 drop & splash resistant phone 1.9 ghz frequency range night mode black finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,764_528
0,panasonic dFct 6.0 silve rdigitalHc ordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 seri sphone systes dec 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours Ualk time silver finish,29.99,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,789_528
0,panasonic silver 8.31 egapixel? digitaC| camera dmcfs3s,panasonic silver 8.1 megapixel digital camera dmcfs3s 8.1-megapixel 33mm lens 3x optical zoom intelligent auto mode 25. ' diagonal intellignt lcd< mega optical image stabilization itelligenR iso control face detection hi-speed burst mode silver finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,985_528
0,panasonic black hi-deEfiniionM amcorder starter kQt vbgvbb1strkit,panasonic black hi-defiSnition camcorder starter kit vbgvbb1strkit case has internPal compartments and a shoulder strap 1320maBh rechargeable lithium-ion battery black finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,1010_528
0,panasonic expandable digital cordlWs dce 6.0 handset in silver kxtga101s,panasonic expandable digital cordless dect 6.0 handset in silver kxtga10s1 expansiYn handsTt and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,39.0,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,280_528
0,panasonic silver lumix wiWde nagle~ lens dKgital camera dmctz5s,panasonic silver lumix wide angle lens digital camera dmctz5s 9.1 megapixel leica 28mm widea-ngle lens with 10x optical zoom 3.0 ' lXd display with Znitelligent lcd;function burst mode scene mode auto angle detection 27mb built-in memory sd memory slot silver finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,595_528
0,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b 4 handsets system digital answering machine ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode speakerphone intercom 11 days standby 5 hours talk time black finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,594_528
0,panasonUic black epxandable digita lcordless dt 6.0 phone system kxtg8232b,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b large 1.5 ' color lcd extended talk time rLedKuced interfeMence hearing aid compatibiliJty all-digital answering system 2 handsets piano black finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,400_528
0,panasonic dect 6.0 blacDk< expandEble digital cordless#phone system kxtg9372b,panasonic dect 6.0 black expandable digital cordles phone system kxtg9372b drop and sOlash resistant 2 handsets up to 6 mLlti-handset capability digital answering machine system ringer id call waiWing caller id voicemail hold mute clock alarm led lighting night mode callblock speakerphone 11 days standby 5 hours talk time black finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,664_528
0,panasonic black lumix wide anFle len digtial camera dmctz5k,panasonic black lumix wide angle lens digital camera dmctz5k 9.1 megapixTl leica 2m8m wide-angle lens with 10x optical zoom 3.0 ' lcd display with intelligent.lcd function burst mode scene moYde auto angle detection 27mb built-in memory sd memory slot black finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,596_528
0,panasonic 60gb haWrd*drvie caAorder sdrh60,panasonic 60gb hard drive camcorder sdrh60 advanced optical image stabilization 60gb internal hard drive up to 64 hours recording time DFti-shock shield one-touch dvd copying wind noise reduction intelligeQnt contrast control built-in sd slot 50x optical zoom silver finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,748_528
1,panasonic 70gDb hard drvei camcorder sdrh40,panasonic 40gb hard drive camcorder sdrh40 advanced optical image stabilization 40gb internal hard driev up to 36$hours ecording time anti-shock shield one-touch dvd copying wind nois reduction intelligent contrast control built-in sd slot 42x optical zoom silver finish,,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,598_528
0,olympus ds40digBtal vice recodrer ds40r,olympus ds40 digital voice recorder ds04r 136 hours 15 minutes recording time in lp mode high-sensitivity detachBable stereo mcrophone voic eguidance three modes of microphone sensitivity built-in variable control voice actuator ( vcva ) function up to 32 hours of continuous operation,149.0,panasonic paLlmcrKer sdr-h40 digiFal camDorder,"panasonic sdr-h40 40gb hard diIk drive/sd hybrid camcorder with 42x optical zoom ,o ptical image stabilizatin , one-touch dvd copy , and anti-shock shield",328.88,323_528
0,canon eos 40d digital slr cQera Cnd 28-135mm lens eos40d28135,"canon eos 40d digital slr camera and 28-135mm lens eos40d28135 10.1 megapixel cmos sesnor digic iiiimage processor auto pop-up , retractable , built-in flIash 3.0 ' tft color liEquid-crystal monitor af system with 9 cross-ype sensors includes 28-135mm lens 1901b017 black finish",,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,345_874
0,canon black 8.0 mWgeapNxe lpowershoM digital camera a590is,canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image~ stabiliTer large bright 2.5 ' lcd 19 hooting modes red-eye correction isaps technology face detection technology motion detection technology black finish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,489_874
0,canon powershot black 716.7 megNpixel digiatl camera g10,canon powershot black 14.7 megapixel digital camera g10 14.7 megapixel 5x optical zoom optical image stabHlizer diDgic 4 image processor face detecTion self-timer intelligent contrast correction 3.0 ' purecolor lcd print/share button black finish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,947_874
0,canon blacQk eos 50d dgQita lslr camera body eos50dbody,canon black eos 50d digital slr camera body eos50dbody 15.1 megapixel cmso sensor digic 4 imae processor 3.0 ' clea rview lcd 9 cross-type high-precision sensoVrs enhanced lRive view eos integrated cleaning system creative auto hdmi output 2807b006 black finish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,940_874
0,canon blcak 21.1 megapixeleoIs digita slr caera body eos5dmarkiibody,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody 21.1 megapixel 3.0 ' clear-view lcd monitor hd video shooting digic 4 image/ processor live view mode self cleaning sensor unit dust delete data detection anRti-reflective and scratch-resistant coatings lens not included black finish,2699.0,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,1001_874
0,nikon d90 black Tdigitlslr camra d90body,nikon d90 black digital slr camera d90body 12.3 megapixel 3 ' tft lcd display d-movie shooting function expeed image processing sRene reocgnition system in-camera retouch menu low-noise perHformance active d-lighting viewfinder compatible with hdmi output body only lens sold separately black finish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,906_874
0,canon eos 40d digital Mslr cmaRrRa in black eos40dbody,"canon eos 40d digital slr camera in black eos40dbody body only 10.1 megapixel cmos Tensor digic iii image processro> auto pop-up , retrOctable , built-in flah 3.0 ' tft color liquid-crystal monitor af system with 9 cross-type sensors black finish lens sold separately",,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,342_874
0,canon eos rebel xsi silverd igitla slr caRera xsireb1855s,canon eos rebel xsi silver digital slr camera xsireb1855s 12.2 megapixel digic iii imaOe proecsso rextensive noise reduction technology auto optimization 3.0 ' lcd monitor compatbile with compact+sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 silver finish,799.0,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,1060_874
0,nikon d90 black Oigita slr camera wiKtC= nikkor 18-105mm lens d90outfit,nikon d90 black digital slr camera with nikkor 18-105mm lens d90outfit 12.3 megapixel 3 ' tft lcd display d-movie Ghooting fuVction expeed image processing scene recognition system in-camera retouch menu low-noise performance active d-lighting viewfinder compatible with hdmi output included af-s dx nikkor 18-105mm vr lens black inish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,905_874
0,canon blackeos rebel xsi igitl slr camera xsireb1855,canon black eos rebel xsi digital slr camera xsireb1855 12.2 megapixel digic iiZi image processor eXtensive noise reduction technology auto optimization 3.0 ' lcd moniotr compatible with compact sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 Mlack finish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,491_874
0,nikon d60 digitaRl camera with 18-5mJ lens d60outfit,nikon d60 digital camera with 18-55mm lens d60outfit 10.2 megapxel af-s dx nikkor 18-55mF f/3. 5 -5.6 g vri mage stabilization lens in-camera image editing and enhancedr etouch menu built-in speedlight image optimization 2.5 ' lcd screen product number 25438 black finish,,canon eos rebel xs digital slr camear wtih ef-s 18-55mm :13.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital\ slr camera wDith 19megapiexl , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,484_874
0,canon eos 40d digital slr cQera Cnd 28-135mm lens eos40d28135,"canon eos 40d digital slr camera and 28-135mm lens eos40d28135 10.1 megapixel cmos sesnor digic iiiimage processor auto pop-up , retractable , built-in flIash 3.0 ' tft color liEquid-crystal monitor af system with 9 cross-ype sensors includes 28-135mm lens 1901b017 black finish",,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,345_653
0,sony silver cybBr-hot dgital camera dscw170,sony silver cyber-shot digital camera dscw170 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bion zrealimaging processor tehcnology 16:49 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity moe burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,482_653
0,canon pink 8.0 emQapixel powersho dgiital camera sd1100isp,canon pink 8.0 megapixel powershot digital camera sd100isp 8.0 megapixel 3x EopticUl zoMom 2.5 ' color lcF 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,997_653
0,sony cyber-shotb lakc digitla camera dsch10b,sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal Jmemory versatile flash advanced sports mode 9-poiYnt auto focus high sensitivit ymode burst omde face detection in-camera rMetouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,495_653
0,canon blue 8.0 megaApixel powershot Kdigital cEamer sd1100isb,canon blue 8.0 megapixel powershot digital camera sd1100isb 8.0 megapixel 3 optical zoom 2.5> ' color lcd1 18 shooting modes rd-eye corrction face detection technology isaps technology rhythm & blue finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,487_653
0,nikon d300 digital slr digital camera d300body,"nikon d300 digital slr digital camera d300body 12.3 megapixel dx-format cmos sensor 3 ' super density 920,000-dot vga color monitor continuous shooting up to 6 frames per second fast accurate 51-point autofocus with 3d focus tracking scene recognition system ( srs ) dynamic integrated dust reduction system two liveview shooting modes picture control settings rugged magnesium-alloy construction black finish body only",,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,370_653
0,canon deluxe sQft VlaVk camera case 0716b001,canon deluxe soft balck camerC case 0716b001 ZcomOpatible with canon powersht s2 is black finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,793_653
0,canonp owershot black 10 mgeapixel digital camera sx10iKs,canon powershot black 10 megapixel digital camera sx10is 20x optical zoom oJptical image stabDilizer 10.0 megapixel 2.7' vari-angle lcd digic 4 image processor face detection self-timer intelligent contrast correction moviesnap mode print/share button black finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,946_653
0,canon powershot blacEkd igitalc amera sx110isb,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd iJsplay digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic Lso settings print-share button power by aa batteries for convenient black finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,902_653
0,sony gold cyberQshto digital? cameradscw150n,sony dscw150 gold cyber-shot digital camera dscw150n 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point Zuto focus automatic macro shooting high sensitivity mode burst mode face detectionintelligent scene recognition mode in-caWera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide gold finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,481_653
0,canon blacQk eos 50d dgQita lslr camera body eos50dbody,canon black eos 50d digital slr camera body eos50dbody 15.1 megapixel cmso sensor digic 4 imae processor 3.0 ' clea rview lcd 9 cross-type high-precision sensoVrs enhanced lRive view eos integrated cleaning system creative auto hdmi output 2807b006 black finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,940_653
0,canon deluxe blAck dgiatl amerX case 2595b002,canon deluxe black digital camera case 2595b002 soft nylon case flip-down cover belt lop attacmhent for ahnds-free convenience comCpatible with canon powershot a series black finish,13.99,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,807_653
0,Vsony cyber-shot blaMk dgiital camera dsct500b,sony cyber-shot black digital camera dsct500b 10.1 megapixels 720p hd video recording 3.5 ' lcd plus touch screen display 4mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resloVution mode high sensitivity mode burst mode face detection technology high sensitivity iso 3200 in-camera retouching optical steadyshot image sFtabiliBzationF with double anti-blur solution hdtv compatibility bravia sync phototv hd stamina battery power black finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,900_653
0,sony silveTQ cyber-shotd igital camera dscs750,sony silver cyber-shot digital camera dscs750 7.2 megapixel super had ccd 2.5 ' lcd display 3x optical zoom high sensitivity mode auto focus 22 mb internal memory face detection burst mode convenien photo modes beginner-friendly function guide> silver finish,,canon powerhsot sd79 0i sdigital camerJ 2554b001,"canon powershot sd790 is 10 emgapixel idgtial camera with 3x opticaJl zoom , 3 ' lcd , & pictbridge",,476_653
